SA4_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
505,282,17352,710,18341,1786,35705,1491,38981,612,16547,619,17773,453,16255,872,17578,630,35389,2404,38421,555,38138,2395,41088,790,35245,2081,38118,1106,29151,1541,31802,1670,21612,937,24220,2013,9951,607,12573,1707,2124,329,4162,11604,257468,13993,283068,158,16648,654,17456,864,34484,1423,36779,407,15656,600,16665,276,15969,679,16927,542,38542,1901,40983,667,40697,1668,43031,986,37065,1328,39387,1458,31394,1127,33981,2012,24163,998,27168,3151,11195,746,15091,3579,2664,515,6762,14105,268486,11645,294235,440,33997,1364,35798,2654,70193,2920,75758,1019,32205,1216,34435,732,32227,1550,34506,1172,73924,4307,79404,1223,78831,4065,84122,1776,72312,3415,77506,2563,60545,2671,65784,3678,45783,1931,51388,5168,21148,1353,27668,5289,4790,842,10928,25711,525954,25636,577297
506,232,16325,806,17366,1709,32363,1615,35682,576,14309,715,15601,426,16973,1192,18590,602,36501,3143,40243,624,36845,2839,40310,785,30029,2262,33073,1143,24837,1654,27636,1696,18671,937,21303,1940,8253,600,10792,1357,1762,421,3540,11099,236866,16177,264141,160,15632,765,16559,799,31182,1573,33560,332,13851,666,14847,300,16242,866,17408,590,37723,2265,40585,702,37468,1909,40074,930,30093,1424,32455,1440,26020,1179,28644,1917,20351,888,23153,2689,8930,817,12428,2729,2158,727,5616,12587,239650,13081,265325,388,31963,1575,33926,2514,63543,3186,69242,909,28165,1381,30444,731,33211,2059,35999,1193,74225,5412,80825,1325,74307,4748,80385,1717,60123,3690,65525,2587,50856,2835,56276,3607,39025,1822,44457,4629,17185,1412,23222,4087,3922,1145,9154,23685,476522,29260,529466
507,234,13655,589,14476,1609,27143,1296,30049,525,12334,606,13464,328,12276,969,13576,528,26434,2554,29517,449,28177,2445,31073,693,26196,1927,28818,1004,22432,1411,24857,1411,16347,844,18600,1722,7742,570,10027,1352,1717,348,3417,9853,194443,13567,217864,127,12728,559,13415,812,26777,1230,28828,394,12081,517,12995,269,12502,629,13401,529,28757,1522,30801,564,30593,1333,32489,838,27926,1161,29928,1148,24244,959,26356,1540,18306,821,20661,2371,8306,655,11331,2759,2016,561,5338,11357,204228,9954,225539,357,26382,1145,27888,2420,53925,2531,58876,918,24413,1121,26454,596,24779,1605,26979,1058,55188,4074,60317,1013,58767,3781,63557,1535,54124,3090,58745,2155,46677,2377,51211,2947,34649,1665,39261,4091,16043,1223,21356,4118,3728,908,8752,21210,398679,23520,443407
509,45,3279,310,3633,416,7388,795,8603,142,3387,333,3866,102,2639,355,3099,170,5865,1005,7044,159,6403,1027,7586,262,7706,1066,9033,443,9181,1076,10696,650,8291,807,9744,758,3718,417,4891,471,801,143,1416,3627,58659,7331,69616,45,3108,293,3442,220,7260,741,8222,75,3100,275,3451,71,2299,237,2607,125,6049,600,6776,186,6848,672,7693,342,7974,795,9105,527,9192,791,10511,667,7658,683,9010,862,3563,416,4831,850,866,171,1888,3976,57922,5667,67561,83,6390,599,7079,644,14645,1539,16828,222,6488,611,7320,175,4941,597,5712,302,11921,1604,13823,345,13239,1697,15284,601,15675,1860,18137,973,18370,1870,21212,1318,15958,1488,18757,1616,7276,829,9724,1327,1671,310,3308,7603,116576,12994,137175
510,31,3217,488,3738,206,5835,1040,7085,60,2058,404,2526,40,2109,585,2731,62,6733,1922,8719,52,6824,1801,8683,97,5375,1463,6944,125,3990,1074,5191,145,1435,347,1923,116,303,86,508,35,38,14,91,966,37921,9233,48124,18,3001,390,3408,112,5647,1045,6805,24,1966,313,2308,19,2085,439,2534,50,6920,1391,8365,78,6112,1095,7284,112,4419,844,5377,152,3079,605,3837,170,1125,227,1524,124,243,76,448,61,20,29,113,926,34620,6456,41999,51,6222,873,7142,313,11486,2088,13889,81,4030,716,4829,56,4187,1023,5265,116,13653,3315,17080,133,12932,2899,15963,215,9794,2314,12321,281,7070,1681,9031,314,2554,566,3443,237,552,164,949,97,58,48,204,1894,72541,15688,90128
511,55,3305,414,3775,350,6739,1019,8109,109,2919,410,3438,79,2822,610,3514,114,6655,1503,8276,125,6492,1358,7976,173,7025,1301,8504,289,7055,1108,8448,451,4899,645,5993,455,2015,341,2813,275,376,83,734,2471,50308,8800,61579,22,3191,418,3628,180,6530,922,7631,63,2692,364,3120,48,2701,407,3161,105,6659,918,7681,126,6518,961,7608,221,6734,803,7762,335,6394,754,7475,436,4410,523,5369,528,1924,272,2732,497,389,129,1015,2563,48145,6470,57177,73,6494,832,7403,530,13268,1941,15741,175,5612,768,6553,128,5526,1011,6674,219,13311,2420,15956,250,13011,2317,15584,392,13760,2107,16262,623,13448,1860,15931,884,9306,1171,11367,983,3942,618,5542,772,772,213,1749,5036,98450,15273,118758
597,0,0,0,0,0,0,0,0,0,3,3,7,0,12,13,25,0,55,43,99,0,93,68,157,0,57,43,103,0,33,24,55,0,5,4,14,0,0,0,0,0,0,0,0,0,260,196,455,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,11,0,8,3,14,0,4,5,11,0,5,8,9,0,5,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,38,25,58,0,0,0,0,0,0,0,0,0,6,5,6,0,17,15,31,0,65,47,116,0,96,77,170,0,61,50,109,0,34,26,62,0,13,3,18,0,0,0,0,0,0,0,0,0,297,218,514
599,6,113,38,149,10,181,51,244,9,69,40,118,12,160,124,295,11,424,385,822,16,385,528,926,16,311,518,842,23,310,334,667,26,273,144,444,3,61,47,118,5,4,10,14,135,2288,2222,4639,0,108,39,153,6,182,46,230,5,85,58,147,4,147,104,256,9,426,256,692,17,319,274,613,20,225,224,468,18,303,152,477,13,216,86,316,4,21,16,38,5,0,12,16,107,2040,1277,3416,5,218,77,300,16,367,95,473,7,156,100,261,21,304,235,562,26,852,641,1512,38,704,805,1543,33,538,739,1313,40,612,484,1144,35,491,229,758,10,86,63,155,8,4,15,30,236,4327,3492,8055
601,132,6200,305,6632,990,13046,675,14715,340,6208,323,6871,233,6866,375,7479,376,18421,1125,19920,409,14108,886,15407,574,12919,720,14213,823,12784,660,14272,1114,10671,554,12337,1194,4989,382,6566,885,1096,134,2116,7078,107314,6132,120521,71,5857,286,6216,495,12836,682,14013,240,5910,305,6453,179,6830,333,7341,359,18561,916,19834,417,15117,720,16250,703,14138,597,15439,933,14140,592,15666,1266,11968,577,13805,1726,5876,428,8028,1907,1381,233,3516,8280,112607,5676,126562,201,12057,596,12856,1487,25876,1356,28727,580,12119,626,13323,420,13695,707,14817,736,36985,2037,39761,825,29222,1607,31656,1269,27061,1326,29653,1756,26923,1254,29934,2377,22635,1131,26145,2922,10868,807,14594,2791,2474,367,5631,15360,219924,11801,247086
602,71,3609,215,3899,666,7861,468,8988,234,3751,243,4228,184,3891,291,4364,293,8903,569,9763,233,7448,478,8160,420,8145,487,9054,670,8913,527,10113,936,7876,486,9300,873,3842,277,4995,591,763,114,1467,5169,65012,4156,74337,53,3449,208,3715,318,7686,418,8425,147,3678,185,4015,136,3740,245,4115,232,8828,462,9528,278,8112,428,8816,521,8947,439,9909,685,9630,508,10821,881,8288,472,9645,1124,4159,308,5601,1167,936,173,2274,5540,67461,3857,76859,120,7061,424,7610,987,15551,885,17411,383,7436,426,8241,319,7630,535,8480,528,17732,1040,19292,516,15561,907,16981,943,17091,928,18961,1354,18543,1037,20938,1814,16174,964,18944,2002,8008,590,10599,1756,1699,283,3742,10711,132476,8010,151195
603,12,900,73,984,137,1967,180,2289,64,998,84,1141,44,813,72,939,63,1741,168,1970,66,2037,163,2269,152,2420,196,2766,246,3126,256,3623,337,2853,261,3445,240,1208,110,1559,106,175,51,333,1474,18241,1609,21322,13,848,62,924,71,2021,146,2241,37,829,66,933,27,709,64,804,55,1813,182,2044,93,2144,152,2393,145,2401,182,2721,251,3116,238,3611,288,2580,170,3040,245,958,104,1300,172,174,52,394,1387,17591,1435,20414,29,1746,134,1908,208,3992,328,4533,99,1829,151,2076,74,1524,142,1742,112,3550,347,4013,164,4183,319,4662,293,4821,376,5484,496,6240,494,7233,628,5431,428,6486,477,2170,215,2862,282,348,103,733,2854,35834,3039,41734
604,77,2733,182,2991,542,5979,429,6954,198,2850,192,3243,142,2653,165,2958,201,5954,413,6570,229,5328,406,5954,386,6313,469,7166,602,7177,483,8259,834,6203,440,7484,756,3075,258,4095,431,600,114,1138,4393,48868,3552,56814,44,2661,176,2882,263,5974,398,6646,138,2782,170,3093,86,2652,162,2901,180,6202,410,6795,235,5902,364,6499,443,6871,407,7723,661,7733,431,8823,787,6593,405,7781,923,3278,273,4469,850,762,134,1744,4619,51413,3320,59349,121,5391,353,5869,811,11958,828,13596,336,5628,364,6336,227,5307,326,5864,383,12156,822,13363,460,11229,763,12453,826,13182,875,14892,1264,14912,910,17082,1621,12794,843,15263,1675,6356,534,8560,1283,1360,244,2887,9010,100275,6870,116156
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,19
699,0,15,0,21,4,38,14,50,4,23,15,43,9,54,7,71,5,91,41,135,3,67,26,99,16,85,31,130,8,65,33,104,0,42,46,90,0,8,4,18,0,0,0,0,43,502,213,758,0,21,0,19,4,34,7,36,0,43,9,48,6,44,7,53,3,82,12,92,10,65,23,97,7,49,19,78,3,70,21,98,0,43,29,72,0,10,7,13,0,0,0,4,35,455,131,616,3,36,0,42,9,67,18,92,4,69,21,95,9,96,14,119,3,173,51,228,12,135,52,198,21,138,42,203,14,138,53,199,8,84,74,163,0,21,9,31,0,3,0,3,82,960,339,1377
701,84,4435,388,4900,503,8187,840,9532,140,3423,356,3914,101,4147,661,4903,155,10950,1644,12750,151,9379,1298,10821,235,8029,1105,9359,340,6393,764,7494,432,3979,446,4858,367,1296,168,1830,171,161,38,370,2671,60367,7701,70739,43,4208,409,4653,244,8150,809,9209,86,3332,321,3735,67,3706,368,4144,114,11922,1163,13199,183,10126,976,11286,229,8047,771,9043,318,6246,577,7139,446,3712,355,4513,459,1169,150,1776,292,105,65,465,2468,60730,5967,69161,123,8637,790,9555,744,16341,1652,18738,228,6753,674,7651,166,7850,1028,9046,265,22877,2811,25950,334,19503,2273,22108,461,16071,1870,18400,655,12635,1343,14637,876,7697,802,9374,825,2468,319,3608,459,268,103,833,5139,121093,13672,139902
702,29,3098,323,3457,198,6233,658,7089,75,2960,335,3375,52,2827,451,3326,74,6623,1173,7872,111,5440,961,6512,190,4423,744,5358,243,3637,609,4487,260,1923,314,2507,170,499,107,780,60,51,18,123,1459,37725,5694,44877,27,2768,256,3048,79,5874,613,6568,24,2748,283,3057,47,2853,324,3225,72,7455,864,8392,120,5787,700,6607,222,4795,577,5597,326,3682,498,4514,348,1707,245,2299,223,426,67,722,121,68,17,198,1609,38171,4444,44220,51,5871,582,6503,276,12108,1269,13655,93,5714,618,6424,99,5678,778,6550,148,14077,2034,16263,233,11226,1664,13120,412,9221,1329,10954,571,7321,1110,8995,610,3635,558,4809,397,926,176,1499,180,114,35,326,3061,75894,10147,89103
797,0,0,0,0,0,0,0,0,0,5,0,4,0,6,0,6,0,16,4,16,0,13,4,22,0,11,5,18,0,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,64,23,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,5,0,4,0,8,0,6,0,16,6,23,0,13,4,22,0,18,5,19,0,14,3,17,0,0,0,0,0,0,0,0,0,0,0,0,6,70,24,99
799,0,55,34,89,4,124,37,166,0,18,11,30,0,37,43,84,0,177,112,292,7,164,135,305,13,139,164,311,17,165,121,300,7,141,54,205,3,18,10,33,0,4,0,6,56,1037,731,1826,0,57,18,69,0,85,30,122,0,27,34,64,0,64,35,99,0,231,134,364,0,165,106,268,8,137,128,280,19,152,111,279,6,81,29,114,0,10,5,17,0,0,0,4,42,1010,622,1675,0,113,53,164,4,215,64,285,0,47,45,95,0,101,83,183,5,404,249,661,7,321,240,573,16,280,292,591,34,319,229,579,15,221,84,318,3,27,17,49,0,3,0,7,99,2046,1355,3500
801,173,13077,498,13746,1536,26436,1039,29005,503,12236,644,13386,419,15574,1040,17042,565,36009,2060,38637,587,32170,1512,34275,721,25966,1097,27785,882,20091,895,21866,1206,14753,670,16625,1450,6887,449,8781,1196,1475,192,2868,9243,204677,10098,224022,97,12292,525,12907,765,25473,991,27230,351,11929,615,12899,393,15852,886,17132,730,36561,1708,38992,791,32962,1258,35006,922,26478,939,28342,1174,21545,747,23462,1624,16658,733,19022,2344,7739,468,10556,2318,1698,297,4315,11508,209178,9178,229869,270,25369,1022,26660,2302,51905,2028,56236,853,24165,1265,26286,816,31431,1931,34174,1293,72568,3771,77634,1378,65129,2771,69285,1652,52445,2036,56126,2051,41636,1640,45328,2827,31410,1403,35639,3794,14629,918,19340,3511,3173,493,7180,20749,413859,19280,453890
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,11,0,18,0,13,0,13,0,24,0,23,4,32,7,44,6,43,11,60,0,36,30,62,3,27,19,53,3,21,16,38,0,17,10,21,4,0,0,6,0,0,0,0,19,224,94,336,0,9,0,9,0,11,3,13,0,37,0,37,6,32,4,40,0,43,7,53,0,31,7,33,0,25,4,30,0,31,8,35,0,5,4,10,0,4,0,8,0,0,0,0,7,225,35,273,0,18,0,19,0,21,3,25,0,60,0,58,11,63,7,82,0,87,17,108,0,68,35,104,4,53,22,77,9,46,22,78,0,20,11,34,4,5,0,10,0,0,0,4,26,450,127,605
901,0,115,15,132,9,256,49,313,0,76,12,88,6,72,40,108,0,176,154,335,3,221,106,328,0,254,92,347,12,317,54,378,17,256,45,318,14,91,20,120,14,17,0,36,86,1848,578,2511,0,98,16,109,5,231,36,268,0,88,14,103,0,89,18,108,6,186,46,240,3,260,48,310,3,269,39,316,12,324,44,382,21,215,26,267,25,87,17,135,14,13,0,34,88,1858,316,2263,0,212,27,243,13,485,88,587,3,161,24,189,4,155,57,218,4,365,205,577,5,479,148,638,8,523,130,665,24,642,98,765,46,470,70,587,41,179,41,257,32,30,3,62,172,3712,898,4778
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11
