SA3_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
30908,420,654,1074,2565,3325,5888,0,0,0,268,323,593,0,0,0,4543,5722,10265,15,28,44,315,330,649,74,124,197,83,74,154,88,142,231,45,54,93,106,130,237,440,529,967,461,615,1073,16,27,40,51,59,107,708,917,1618,802,1053,1857,18,17,38,10589,13467,24052,296,280,584,219,206,426,83,86,164,0,0,3,64,60,124,105,151,254,170,211,383,11732,11686,23412,93,70,167,46,78,124,11873,11834,23704,1721,1783,3502,25375,28528,53903
30909,592,903,1502,2981,3520,6502,0,3,0,295,369,664,8,10,13,5378,6306,11682,94,87,186,339,391,731,103,139,245,87,101,192,158,214,379,60,47,108,134,143,272,194,303,499,563,635,1200,28,36,69,38,58,97,709,964,1671,902,1065,1963,37,35,72,12115,14425,26541,664,556,1219,543,480,1026,74,72,141,0,0,0,137,114,252,151,162,311,287,283,571,13953,13164,27114,127,85,215,68,94,163,14150,13348,27498,3009,2985,5992,31433,33053,64482
30910,355,530,883,2539,2914,5451,0,0,0,163,165,329,3,3,6,4372,4806,9177,21,20,37,407,417,822,75,68,141,55,47,103,81,119,204,38,29,69,70,91,153,123,176,299,422,421,840,11,12,23,17,20,31,508,603,1103,444,549,992,18,23,42,9350,10476,19826,618,394,1010,284,242,526,111,113,229,0,0,0,195,150,343,118,129,248,311,276,595,8659,7759,16415,82,62,146,59,76,137,8801,7902,16701,2801,2639,5439,22630,22568,45197
31001,2678,3391,6065,2037,2691,4723,0,0,0,701,844,1540,6,0,6,6572,7555,14126,34,30,68,336,349,687,177,248,424,317,308,624,157,190,348,175,185,365,309,324,630,545,692,1239,509,555,1070,41,64,100,146,162,306,835,1120,1955,1349,1614,2964,49,64,112,14289,16988,31278,1162,1107,2267,2439,2415,4849,24,23,45,7,4,10,575,467,1046,154,204,353,739,669,1411,12709,11221,23934,97,82,171,45,64,104,12849,11361,24211,5783,2799,8582,39963,38747,78711
31002,172,229,398,4101,4623,8718,0,0,0,760,781,1540,9,8,11,4879,5388,10264,182,229,407,87,77,159,145,208,355,142,130,271,1181,1272,2459,0,5,3,127,116,244,287,314,598,655,657,1311,137,177,317,141,149,291,1632,1856,3488,892,987,1877,317,322,637,15658,17283,32943,42,41,89,57,38,94,15,18,33,6,0,13,13,6,16,93,159,255,109,172,282,13745,12415,26159,90,70,156,47,75,117,13876,12563,26437,3969,3045,7014,33908,33390,67292
31003,288,515,806,5828,7048,12882,0,0,0,1058,1141,2200,100,82,181,8942,10438,19376,187,240,430,132,143,276,243,314,556,390,501,894,780,946,1729,36,36,73,241,305,540,856,1000,1855,1112,1251,2362,172,284,460,180,223,403,2099,2683,4784,1595,1782,3375,248,297,544,24200,28716,52912,388,339,721,223,243,465,24,35,56,6,14,17,144,117,259,221,336,560,372,477,839,26722,24402,51127,199,145,349,82,156,243,27000,24710,51715,4315,4085,8402,56803,59110,115913
31004,878,1178,2055,3773,4446,8215,0,0,0,954,969,1929,5,9,12,7944,9090,17033,55,61,111,273,306,578,240,307,551,1098,1164,2256,245,311,563,158,139,302,401,403,803,1230,1381,2612,868,968,1835,107,104,200,303,329,633,1107,1377,2482,2616,2993,5612,87,115,200,21464,24473,45933,1841,1826,3663,926,883,1809,27,27,46,7,9,13,858,760,1617,206,254,460,1069,1020,2085,21529,19970,41502,150,129,274,67,99,162,21749,20190,41942,3993,3663,7656,51943,53256,105202
31101,18,34,51,1011,1195,2210,0,0,0,147,161,313,0,0,0,1260,1367,2624,0,8,9,7,16,25,63,72,130,15,28,41,75,78,150,4,6,9,11,12,21,75,86,159,114,117,223,3,10,18,31,31,60,346,415,756,175,176,349,3,7,14,3327,3789,7121,12,11,22,7,10,18,0,10,11,0,0,0,11,6,17,21,47,67,32,54,86,2964,2800,5758,11,10,24,16,18,40,2997,2823,5820,878,659,1540,7286,7390,14674
31102,169,297,467,2118,2573,4688,4,0,4,371,384,755,0,0,5,2991,3458,6455,18,21,37,116,116,234,205,253,454,341,359,696,225,269,499,8,3,9,108,123,227,401,471,867,366,452,820,33,51,87,99,113,210,532,768,1298,748,848,1598,41,37,83,8723,10290,19013,202,189,395,423,378,808,12,15,25,4,3,6,204,173,375,91,128,212,300,298,602,10536,9840,20374,75,50,123,34,77,115,10647,9967,20614,2265,2128,4397,22751,23569,46316
31103,809,1046,1854,3441,4263,7703,0,0,0,1053,1133,2193,5,0,6,6445,7374,13821,50,61,109,395,403,801,266,332,606,557,594,1154,180,245,430,78,95,170,296,338,637,861,1025,1887,765,877,1640,45,64,111,367,413,782,856,1157,2016,1985,2313,4298,81,105,190,17735,20819,38553,758,712,1467,2518,2418,4940,22,15,37,0,4,7,884,778,1658,287,355,641,1170,1134,2307,18862,17211,36070,108,86,197,74,94,164,19046,17394,36433,4098,3926,8028,46159,47467,93622
31104,219,290,509,3386,3973,7358,0,0,0,445,462,910,0,0,4,4533,4974,9506,19,26,44,149,132,279,153,187,339,181,182,363,257,291,549,6,7,13,126,127,248,429,482,911,498,550,1052,39,45,83,112,133,244,782,990,1770,921,1062,1984,43,44,89,12084,13667,25750,160,160,322,216,230,447,3,13,21,0,0,3,120,119,245,132,173,307,254,297,548,15336,14212,29550,72,61,134,33,64,101,15445,14338,29786,2212,2034,4248,30600,31035,61638
31105,363,543,908,2807,3443,6249,0,8,3,651,752,1399,12,13,19,4685,5429,10115,37,45,81,279,289,569,215,273,487,253,300,549,233,316,550,26,29,55,171,218,387,705,860,1570,588,730,1311,52,49,109,165,203,370,847,1141,1989,1283,1491,2775,88,99,191,13087,15680,28765,414,398,810,993,930,1923,14,16,33,6,0,11,264,225,492,89,137,221,359,361,717,13365,12440,25804,109,81,189,41,88,135,13513,12609,26126,2579,2597,5172,31325,33131,64457
31106,673,863,1537,2722,3240,5967,0,3,3,1364,1408,2769,3,3,9,5160,5867,11022,70,94,171,409,392,807,223,291,503,504,530,1039,252,343,591,54,57,117,275,328,603,845,954,1796,843,964,1812,52,58,110,400,461,868,1013,1314,2321,1949,2257,4210,65,91,157,16209,18659,34866,583,497,1086,2907,2538,5445,28,27,52,3,3,8,533,427,954,131,181,308,661,607,1267,14504,12895,27393,99,69,167,86,105,190,14687,13069,27751,3738,3322,7061,39486,39578,79066
31201,89,133,221,2078,2111,4191,0,0,0,169,136,306,0,0,0,3331,3304,6634,14,13,28,27,24,50,71,89,158,25,33,51,97,103,202,0,0,0,54,51,102,187,198,382,329,273,604,37,33,76,61,62,126,840,926,1766,388,401,783,16,9,24,7709,7780,15494,72,54,130,78,58,135,5,6,9,3,0,3,17,12,28,37,47,84,52,62,118,7017,5774,12787,35,37,69,18,33,54,7065,5845,12913,4461,2337,6799,19539,16279,35821
31202,281,442,724,6591,7573,14159,0,0,0,518,606,1124,9,9,18,13861,14842,28706,73,80,152,66,99,175,238,312,545,65,72,139,416,527,949,8,7,24,247,241,481,578,706,1289,1162,1153,2319,47,74,126,300,393,689,3307,3941,7248,1496,1629,3127,179,197,380,29170,32469,61641,350,332,682,200,180,382,13,15,33,0,0,3,108,85,193,106,185,284,215,269,478,23526,21007,44532,137,107,245,66,86,154,23728,21205,44930,7242,5572,12816,61201,60494,121691
31203,84,135,221,1261,1334,2593,0,0,0,96,104,196,0,0,0,1839,2048,3883,3,3,6,29,34,64,43,69,111,10,9,22,53,55,106,0,0,0,23,37,60,52,72,125,229,208,434,14,13,25,17,21,35,479,583,1059,192,236,429,17,6,22,4347,4830,9179,34,31,73,24,23,44,7,5,14,4,4,3,21,29,49,27,32,63,51,64,121,5667,4944,10613,32,21,56,22,24,44,5723,4993,10714,1691,1327,3015,11970,11419,23382
31301,103,176,279,3149,3679,6829,0,0,0,305,354,657,0,0,0,2944,3570,6518,31,40,75,68,92,158,73,113,188,28,31,57,143,186,326,3,6,14,75,68,142,136,158,291,527,624,1153,29,56,86,31,41,72,812,1110,1928,375,460,830,27,27,49,8758,10601,19366,24,19,37,22,20,44,10,5,16,5,3,5,9,10,25,26,67,92,37,86,121,7521,7001,14528,50,34,84,25,65,87,7604,7101,14706,1294,1226,2513,17842,19239,37081
31302,298,511,806,3899,4751,8645,0,0,0,636,734,1374,5,11,14,5455,6266,11715,35,43,73,109,102,204,220,272,495,178,225,406,323,405,730,12,13,20,216,212,430,480,544,1024,729,806,1536,75,112,187,161,202,361,1069,1440,2509,1204,1443,2648,90,107,200,14883,17699,32581,165,206,371,146,123,271,16,23,43,5,3,5,78,68,144,164,262,421,241,332,575,19494,18770,38266,104,87,192,53,116,173,19655,18971,38633,3300,3219,6512,38708,41077,79787
31303,14,46,65,866,953,1821,0,0,0,131,138,265,3,6,4,1080,1098,2183,6,9,14,9,13,23,37,39,79,25,21,45,52,50,107,0,0,0,29,39,66,44,42,89,126,111,242,20,12,34,25,31,55,302,340,644,180,232,414,48,57,106,2984,3200,6179,9,10,12,17,8,30,0,3,5,0,0,3,3,0,0,32,50,83,36,57,93,2978,2708,5684,17,24,48,8,17,22,3006,2752,5754,2152,612,2764,8209,6692,14897
31304,170,261,432,3692,4490,8185,0,0,0,783,825,1602,88,81,174,4935,5874,10813,33,37,74,108,113,224,214,256,465,222,256,477,221,275,501,3,5,6,221,223,441,400,478,886,691,784,1471,57,90,153,215,265,480,1061,1339,2406,1178,1299,2474,107,112,217,14248,16793,31036,167,147,312,99,80,180,20,18,40,5,13,16,49,30,82,99,202,303,150,249,395,16513,15374,31883,127,82,211,48,93,137,16685,15548,32234,2371,2212,4577,33904,35303,69207
31305,196,391,583,3639,4650,8286,0,0,0,661,771,1430,9,10,19,5479,6583,12070,25,31,51,159,199,362,202,261,460,101,131,233,249,358,610,6,7,14,197,273,471,367,428,796,664,857,1521,68,109,173,70,74,146,916,1320,2229,942,1153,2096,38,49,91,13805,17252,31057,126,130,264,84,80,166,16,19,33,4,9,8,41,23,67,105,176,283,148,206,357,13497,12803,26307,104,64,166,71,120,192,13672,12994,26661,2355,2300,4653,30395,33374,63771
31401,221,326,544,4820,5615,10435,0,0,0,1361,1450,2811,7,8,12,9001,9661,18661,41,60,102,189,185,378,139,173,314,82,90,169,309,398,703,32,35,63,240,234,476,710,823,1531,992,1060,2051,72,98,170,50,58,107,1735,2235,3972,1418,1553,2971,131,135,265,21327,23861,45190,405,391,801,150,152,301,26,28,49,0,0,7,72,64,140,89,133,221,163,206,369,19973,18201,38175,187,143,329,45,99,142,20199,18440,38641,2078,1819,3895,44566,45223,89786
31402,333,521,852,3460,4390,7853,0,0,0,1051,1091,2144,12,12,17,6791,7870,14657,34,66,102,187,188,377,239,269,507,258,279,539,273,377,656,70,71,141,321,387,710,741,864,1601,770,877,1649,64,116,178,260,299,555,1046,1520,2568,1787,1958,3745,119,138,252,17488,20763,38246,1373,1353,2724,379,344,725,28,31,56,10,7,16,970,881,1846,156,216,372,1130,1102,2232,19194,18535,37724,134,115,251,57,106,160,19383,18753,38140,2612,2476,5086,42722,45344,88063
31403,149,234,385,1766,2227,3991,0,0,0,555,623,1182,0,0,0,3234,3680,6914,26,25,50,83,107,193,93,135,223,64,66,131,107,163,267,45,58,104,117,130,247,295,337,632,414,497,913,49,63,112,69,94,161,564,793,1353,728,848,1578,40,49,90,8252,9883,18136,269,262,532,84,76,157,6,9,16,3,7,6,78,67,147,62,101,159,147,172,318,9366,8237,17603,63,58,122,26,50,76,9454,8345,17802,1296,1208,2501,19659,20186,39846
31501,46,92,138,3165,3359,6524,0,0,0,83,96,186,0,0,4,1902,1825,3733,3,4,10,21,13,32,109,134,245,28,36,60,617,642,1259,0,0,0,62,50,110,956,1082,2040,202,197,400,9,10,21,70,87,161,621,747,1373,472,472,950,14,9,16,8340,8765,17111,30,24,57,35,24,56,4,0,3,27,16,38,4,7,14,31,45,78,64,68,132,4856,4111,8964,26,18,42,31,40,72,4917,4172,9082,3580,2051,5630,17011,15199,32207
31502,62,91,158,1378,1418,2798,0,0,0,291,324,614,212,243,462,2998,3178,6181,22,36,61,39,25,67,62,75,130,65,60,129,89,92,184,0,3,4,75,63,133,236,259,499,253,200,452,24,24,52,36,50,94,588,612,1200,354,358,713,15,17,33,6749,7045,13792,92,75,161,57,42,102,6,0,4,161,157,315,30,20,46,23,39,60,209,209,424,6372,5397,11769,29,22,55,18,18,36,6415,5439,11859,2245,1634,3879,15829,14550,30377
31503,30,26,59,1611,1704,3312,0,0,0,94,93,187,0,0,0,2145,2356,4496,0,8,11,12,13,20,32,48,86,9,17,29,26,52,83,5,0,4,15,10,27,64,63,129,204,217,412,16,32,52,7,6,14,365,493,855,145,152,295,4,13,19,4757,5273,10028,17,12,30,17,10,25,0,0,3,0,0,0,3,5,10,4,24,26,10,29,38,2590,2315,4903,11,15,27,7,13,18,2613,2335,4947,1109,1000,2111,8547,8691,17238
31601,228,351,578,3116,4208,7318,0,0,0,598,675,1274,11,17,26,4314,5262,9581,30,30,57,100,100,202,139,166,305,116,103,225,327,413,740,0,8,11,97,107,208,415,516,928,578,724,1302,24,26,52,29,43,68,866,1262,2134,912,1116,2027,20,16,33,11679,14799,26476,266,267,541,96,95,191,49,39,94,0,0,3,103,90,191,64,119,183,168,209,379,13259,13293,26559,117,97,213,66,105,172,13443,13496,26940,1874,1897,3776,27803,31155,58956
31602,285,454,742,5607,7111,12723,0,0,0,852,943,1791,10,8,12,7620,9351,16967,103,146,247,145,161,308,222,277,497,100,108,202,404,515,922,33,26,57,113,153,272,659,781,1444,945,1183,2123,75,111,185,56,82,138,1624,2330,3954,1271,1626,2896,38,51,90,19873,24958,44831,324,308,635,106,107,214,35,38,73,0,0,4,127,116,242,79,131,209,211,244,457,21637,21035,42672,130,101,231,49,123,171,21816,21263,43082,3214,3060,6276,45868,50442,96305
31603,267,408,674,3280,4150,7428,0,0,0,521,590,1113,4,3,6,4937,5857,10796,21,24,41,94,105,204,162,201,365,70,76,146,235,292,522,7,6,9,84,108,199,336,412,741,612,747,1361,31,48,78,28,31,64,915,1289,2203,812,1007,1825,30,31,63,12188,14980,27160,350,321,673,105,88,193,28,34,64,3,0,6,94,79,174,64,94,158,164,174,343,14679,14243,28923,131,85,218,67,133,197,14877,14464,29336,2667,2564,5238,30640,33031,63673
31605,197,305,502,2844,3603,6441,0,0,3,198,221,424,0,0,0,3451,4250,7711,13,7,20,97,124,224,60,77,132,14,21,32,152,215,364,0,0,4,76,83,161,221,291,518,451,550,1003,18,19,37,22,21,36,520,724,1245,470,597,1063,15,20,34,8629,10823,19455,89,72,169,36,43,78,54,65,123,0,0,0,27,31,53,47,89,137,75,117,192,11425,10946,22374,65,40,107,61,145,205,11551,11132,22684,1753,1703,3457,22391,24264,46660
31606,313,446,759,3092,3694,6783,0,0,0,619,676,1293,37,31,64,3425,4092,7517,12,20,30,64,59,122,167,223,389,70,85,157,246,285,538,5,5,8,96,107,203,365,449,819,543,537,1085,29,43,77,77,86,163,1021,1330,2345,1038,1201,2240,42,47,86,10942,12975,23916,123,107,232,47,34,84,14,24,41,3,3,9,59,50,106,83,118,208,146,171,320,14459,13872,28330,127,92,216,91,154,244,14676,14117,28788,2596,2302,4897,28866,30178,59039
31607,179,300,480,2400,2892,5293,0,0,0,545,640,1186,44,54,99,3285,3664,6951,44,64,113,41,52,96,188,238,423,106,110,211,186,272,461,3,3,12,114,114,231,437,522,958,478,545,1021,46,63,101,51,71,124,765,1022,1788,995,1169,2163,13,29,41,9762,11514,21268,68,87,153,68,64,130,15,14,23,4,0,3,30,28,55,82,103,182,111,132,247,12322,11631,23955,87,73,158,47,106,155,12456,11811,24266,1781,1635,3413,24436,25557,49996
31608,110,162,275,1409,1639,3050,0,0,0,85,94,187,3,0,3,1452,1591,3048,11,8,17,52,50,102,83,98,178,4,5,5,81,117,198,0,0,0,41,36,75,144,157,299,221,235,452,14,21,34,54,61,118,346,455,800,302,337,637,11,13,24,4302,4905,9211,11,28,44,13,11,24,8,7,14,0,0,0,0,0,0,29,54,85,29,60,88,6294,5926,12222,60,44,104,30,52,80,6387,6021,12412,1139,1014,2153,12001,12208,24207
31701,680,900,1582,10020,12392,22407,0,0,0,1167,1339,2506,169,139,306,14939,17224,32166,611,767,1378,160,186,343,351,478,827,153,168,315,2228,2719,4940,44,63,106,284,346,626,1141,1321,2462,1835,2117,3949,107,181,295,363,443,804,2757,3757,6513,3779,4460,8240,228,265,493,40331,48353,88678,1282,1160,2446,1007,860,1867,30,30,62,9,8,13,366,302,666,1267,1430,2704,1639,1738,3378,27260,25518,52775,216,156,366,103,134,231,27574,25803,53383,5590,5081,10670,78137,83917,162059
31801,64,108,170,2821,2915,5742,0,0,3,190,229,418,0,0,0,6579,6820,13401,11,13,22,68,69,136,116,158,279,15,18,36,84,108,191,0,0,0,132,135,278,247,314,558,584,622,1205,37,55,87,58,82,137,1191,1470,2661,340,384,728,7,6,17,12483,13408,25887,44,50,98,33,19,48,0,4,3,0,0,0,12,7,25,34,50,83,47,55,105,5601,4731,10328,35,25,57,17,17,34,5649,4769,10416,2580,2151,4734,20903,20562,41467
31802,628,913,1537,9888,11838,21723,3,0,4,1122,1306,2428,11,18,28,20433,23124,43555,37,59,95,543,566,1108,241,348,591,131,151,280,399,482,881,72,69,142,380,431,806,1141,1338,2477,2073,2212,4285,219,243,457,257,316,567,3009,3991,7005,2159,2589,4747,108,127,235,42217,49217,91441,726,630,1355,534,507,1044,49,47,94,24,32,51,195,191,383,329,435,769,540,662,1206,40464,36526,76996,309,252,562,95,156,253,40872,36928,77806,10666,7669,18335,96239,96585,192820
31901,371,532,904,6205,7230,13431,0,4,3,738,859,1594,128,126,258,6720,7905,14622,89,108,194,72,74,145,261,353,605,137,150,288,746,888,1631,22,19,39,319,314,632,450,527,978,1210,1278,2488,107,157,261,192,199,393,2377,3192,5572,1382,1541,2921,121,135,257,21263,25052,46310,219,182,403,220,197,415,24,10,34,8,4,20,41,33,74,97,193,294,145,237,385,19495,17804,37295,92,84,175,82,105,184,19666,17990,37658,4061,3636,7692,45971,47827,93797
31902,114,158,272,3361,3645,7006,0,0,0,558,600,1156,6,17,18,3291,3577,6866,62,76,147,33,15,51,166,222,391,61,76,141,709,744,1455,0,0,0,173,177,349,232,289,519,669,711,1379,69,79,147,94,119,210,1362,1574,2932,824,908,1734,75,106,187,11753,12931,24685,91,96,193,62,39,104,8,8,19,9,3,8,16,12,28,95,165,260,118,179,301,9709,8457,18168,46,44,91,42,56,96,9797,8554,18355,3044,2712,5754,24996,24678,49678
31903,123,216,333,3261,3621,6888,0,4,4,379,463,835,55,54,104,3381,3748,7124,46,68,106,32,38,68,232,293,524,87,94,176,263,300,561,5,11,14,199,249,450,270,307,574,591,608,1198,67,87,154,83,84,168,1421,1868,3290,875,1014,1897,24,35,60,11275,12925,24201,42,35,77,38,39,75,8,9,21,8,0,10,37,41,70,63,144,215,106,187,298,12023,10975,22994,102,63,162,59,80,136,12184,11116,23298,2584,2254,4837,26355,26783,53141
31904,181,344,524,4558,5463,10023,0,0,0,604,777,1385,4,9,12,4526,5743,10271,41,49,88,85,73,159,151,232,381,43,71,108,339,423,756,19,15,34,117,139,256,318,423,734,822,914,1742,79,100,181,47,73,126,1190,1621,2809,726,854,1582,34,36,68,13688,17015,30710,137,157,296,114,109,222,15,15,31,10,0,7,46,41,86,75,153,225,120,193,321,13384,12790,26174,93,54,149,44,70,117,13518,12923,26445,2481,2474,4952,30262,33235,63492
31905,87,172,257,3302,3779,7081,0,0,0,302,335,631,85,102,187,3090,3504,6596,59,58,118,34,27,58,165,191,355,30,39,73,275,324,602,5,4,4,196,214,416,259,306,563,633,638,1270,71,88,159,45,52,95,1194,1467,2661,696,761,1459,30,30,57,10459,11923,22388,45,44,85,21,24,41,6,9,14,3,0,8,11,13,25,82,110,194,97,127,226,10330,9071,19397,61,57,116,42,70,115,10437,9196,19635,2972,2021,4995,24119,23508,47629
39797,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,0,0,0,0,0,11,4,17,110,28,135,149,28,183
39999,42,80,126,650,592,1245,0,0,0,59,64,125,0,3,7,757,748,1504,0,0,4,32,19,46,13,30,43,16,15,31,23,39,62,0,0,6,28,28,58,70,76,147,132,133,268,18,20,37,19,26,53,200,188,385,197,205,398,16,10,26,2238,2198,4435,28,16,46,39,38,76,8,9,14,0,0,0,5,8,18,27,48,75,36,57,91,3084,2724,5804,43,26,72,31,34,68,3161,2785,5943,2313,1617,3935,7861,6807,14670
40101,420,614,1034,670,734,1407,0,0,0,92,99,187,0,0,0,1385,1621,3013,0,3,3,247,243,487,18,19,36,11,6,12,118,140,260,12,16,27,46,47,91,54,60,115,81,83,161,0,4,8,13,9,21,220,346,565,215,275,487,7,13,27,3195,3710,6903,392,313,708,352,293,642,14,26,40,0,0,3,33,36,64,68,69,135,102,105,203,6708,5997,12706,84,47,134,31,36,65,6825,6081,12903,1472,1120,2591,12770,12259,25026
40102,273,373,649,2819,3454,6268,0,0,0,873,952,1827,60,61,123,3808,4367,8175,62,95,162,244,214,457,159,187,344,81,98,176,1493,1816,3311,4,11,17,108,90,196,393,445,835,220,251,468,40,52,94,70,76,144,1788,2428,4216,1158,1257,2415,204,228,436,13590,16087,29673,122,95,224,91,87,178,37,34,73,0,0,4,50,41,87,118,221,344,173,268,432,21923,20827,42756,175,151,324,84,159,241,22184,21139,43321,2716,2455,5175,39184,40539,79723
40103,662,836,1501,1926,2644,4571,0,0,0,302,340,638,0,0,4,3735,4456,8187,23,25,47,639,740,1372,37,53,89,23,22,39,259,337,599,52,41,92,75,74,148,157,157,314,205,236,442,0,16,19,13,15,19,912,1212,2129,349,514,862,38,40,81,8736,10922,19662,659,610,1267,476,453,934,55,56,111,0,0,0,122,135,255,119,136,259,240,272,516,10031,9865,19893,97,89,192,41,62,107,10173,10015,20191,978,883,1863,21989,24048,46030
40104,633,834,1462,1072,1453,2529,0,0,0,355,443,801,0,0,0,7843,8655,16497,38,45,84,985,1049,2037,121,142,265,81,82,169,286,369,655,78,68,145,95,123,217,320,368,681,187,209,393,27,36,59,34,52,88,743,1145,1886,621,768,1390,26,23,48,12905,15027,27933,1112,990,2104,625,625,1250,22,31,54,0,0,0,556,527,1082,182,208,388,735,736,1474,9277,8751,18027,91,47,134,47,60,104,9408,8853,18263,1345,1289,2637,26782,28387,55173
40105,339,416,753,1170,1457,2628,0,0,0,178,207,388,0,0,0,3788,4564,8350,19,36,56,647,664,1309,49,66,113,35,27,65,207,311,517,22,26,49,50,58,103,168,208,375,125,151,279,25,31,57,10,18,32,528,787,1315,349,422,774,13,14,27,7377,9051,16431,602,530,1132,350,295,647,39,27,67,0,0,0,208,203,411,68,94,156,275,297,575,8043,7759,15803,99,64,164,38,60,98,8180,7885,16063,909,913,1817,18070,19424,37487
40106,387,481,873,996,1191,2185,0,0,0,102,137,233,0,0,0,3020,3419,6438,17,23,44,885,933,1820,17,19,38,9,11,17,221,284,504,10,3,15,50,49,96,67,90,151,52,51,106,5,11,14,16,21,33,416,602,1008,234,289,528,18,24,43,6126,7151,13279,728,636,1366,403,331,738,6,6,17,0,9,8,244,186,431,56,47,102,303,238,536,6106,5770,11870,58,46,107,18,35,57,6190,5850,12031,745,709,1453,14884,15411,30289
40107,292,381,675,1416,2027,3439,0,0,0,200,250,452,11,9,17,2736,3401,6137,26,43,64,1019,1125,2141,16,35,50,10,11,22,306,425,732,16,12,29,29,50,78,94,132,227,127,136,266,16,18,34,4,18,18,677,972,1649,318,363,680,18,22,39,7036,9044,16076,463,420,882,237,203,436,38,45,78,0,0,0,88,62,145,73,99,168,155,158,312,9104,9100,18211,100,83,182,31,60,92,9238,9251,18487,823,867,1687,18278,20362,38641
40201,107,163,268,1636,2129,3760,0,0,0,205,221,426,0,0,0,2267,2612,4877,42,55,95,185,153,332,88,100,186,14,31,47,545,675,1222,6,3,12,69,72,140,235,252,496,101,118,213,38,60,98,27,29,56,778,1101,1876,448,531,978,17,28,47,6705,8164,14869,41,28,69,37,42,76,4,0,11,0,0,3,7,5,14,58,92,152,65,99,167,10342,9511,19860,67,49,115,30,40,76,10441,9603,20052,1160,1039,2205,18564,19141,37709
40202,848,951,1798,3247,4031,7282,3,4,10,845,864,1709,14,4,24,5592,6157,11749,95,118,213,492,491,982,174,213,387,85,108,198,448,644,1090,32,30,65,227,271,502,799,931,1728,292,349,642,82,113,200,124,145,270,1261,1666,2926,1757,1903,3659,102,86,184,15679,18131,33813,621,626,1246,1908,1813,3720,9,16,28,5,5,7,232,213,444,302,427,724,535,639,1176,25744,24490,50234,181,112,290,56,116,163,25978,24716,50685,3847,3607,7460,49428,50505,99932
