SED_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED50304,2693,3386,1014,128,7217,2236,336,9788,1586,1103,623,102,3417,3279,334,7029,268,196,100,18,589,408,63,1058,1855,1303,721,122,4006,3690,395,8084,288,104,45,18,454,548,46,1042,65,29,12,8,110,148,16,274,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,359,136,53,24,566,703,62,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,11,3,0,14,4906,4824,1787,276,11795,6629,793,19217
SED50405,4322,7952,2346,153,14772,2949,479,18201,142,57,49,5,258,259,20,531,16,12,14,0,46,57,3,106,161,69,58,11,299,312,25,636,7,0,6,0,12,33,3,50,19,9,8,0,35,74,4,110,0,0,4,0,4,3,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4,27,10,14,0,55,115,6,173,14,0,0,0,13,13,0,28,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,3,17,0,0,0,22,27,0,45,36,0,0,0,35,51,3,89,8,0,0,0,10,7,0,15,4552,8028,2425,165,15167,3430,516,19110
SED50502,3469,4848,1776,216,10310,2873,476,13662,289,196,221,16,720,847,63,1629,51,45,35,7,134,92,17,243,342,242,253,22,856,939,78,1874,37,10,27,9,87,164,8,261,8,6,0,0,16,44,0,63,14,3,4,0,23,27,3,53,0,0,0,0,0,0,0,0,7,3,5,0,9,15,0,23,66,31,35,9,133,258,12,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,3,5,0,0,8,12,0,17,3879,5123,2062,241,11305,4079,575,15952
SED50605,3688,5293,1103,146,10226,1978,314,12514,444,384,216,32,1070,815,79,1959,214,220,68,10,518,198,26,732,655,606,284,43,1590,1008,102,2700,49,26,17,3,105,124,14,249,35,5,7,0,51,56,11,122,154,49,27,4,232,159,3,400,62,8,10,4,83,94,5,177,0,0,3,0,9,7,0,13,300,94,68,12,475,449,35,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,0,0,3,4,5,0,0,4,5,0,15,4646,5995,1453,204,12299,3442,449,16187
SED50702,3247,3866,1441,262,8811,3214,684,12713,416,340,211,39,1002,972,108,2080,424,262,101,35,820,528,147,1493,838,600,311,76,1826,1495,256,3573,143,59,37,10,248,324,36,609,126,48,28,14,207,332,43,587,191,39,17,0,255,294,38,590,495,116,60,21,694,480,77,1262,5,0,5,0,10,6,0,23,964,266,144,51,1426,1438,196,3058,0,0,0,0,0,9,0,10,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,17,0,21,3,11,3,0,15,21,0,37,5049,4740,1897,389,12085,6183,1139,19404
SED50805,2767,4206,901,80,7957,1984,221,10163,646,410,354,31,1434,1558,110,3098,260,188,117,6,573,329,43,947,907,601,469,39,2007,1884,150,4050,61,14,21,0,103,250,10,356,72,18,18,8,116,267,16,405,59,12,16,0,91,105,12,209,13,4,4,0,19,14,5,33,3,7,0,0,13,4,0,15,211,54,61,16,338,641,48,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,0,15,5,0,0,0,6,6,0,15,11,6,0,0,20,13,0,31,3898,4865,1431,132,10334,4529,424,15279
SED50906,3967,4166,1895,130,10157,3139,441,13740,367,123,229,20,741,1420,79,2236,128,54,39,0,227,180,30,433,494,180,273,19,968,1595,100,2667,73,26,28,6,121,256,15,397,10,8,13,5,35,65,5,104,4,0,0,0,5,8,0,15,17,4,0,0,21,12,0,32,0,0,0,0,0,4,0,5,105,37,34,5,188,345,18,553,18,0,0,0,23,42,0,67,21,0,0,0,21,17,0,36,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,9,35,5,7,0,51,63,0,116,9,6,0,0,14,16,3,33,4622,4385,2207,159,11380,5160,566,17111
SED51004,3775,6277,1861,129,12044,2029,279,14347,240,112,111,5,469,397,23,890,53,14,18,0,91,84,11,187,294,123,129,9,557,480,36,1075,20,0,8,0,30,33,4,69,49,18,19,3,90,112,5,210,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,5,4,0,0,10,4,0,13,77,22,28,3,129,151,11,287,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,7,0,0,9,0,0,0,0,3,5,0,3,4141,6425,2023,143,12736,2659,326,15728
SED51104,4400,7300,2809,190,14703,3486,363,18553,265,29,49,5,345,412,8,760,21,9,29,4,53,71,6,136,286,37,78,3,400,489,10,902,9,6,5,0,21,23,0,50,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,8,0,11,13,4,5,0,29,33,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,8,0,15,4702,7346,2893,195,15135,4022,373,19534
SED51205,3657,5300,1603,276,10842,3169,776,14784,591,672,261,70,1604,1116,188,2904,130,112,58,13,315,182,46,539,721,791,321,88,1916,1295,232,3444,127,74,25,11,234,157,46,436,52,17,8,8,91,78,24,191,51,11,4,7,66,31,21,122,33,5,0,6,47,47,8,102,3,11,6,0,15,12,0,32,270,111,44,29,457,328,93,881,0,0,0,0,8,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,4,3,15,7,8,0,0,17,13,3,34,5,6,8,0,20,18,4,41,4654,6219,1982,391,13253,4828,1108,19183
SED51304,3943,5867,1014,94,10917,1693,180,12791,301,189,123,0,617,526,42,1187,198,115,35,6,356,135,19,507,503,307,156,8,969,667,63,1697,46,4,11,0,63,191,8,257,13,0,7,0,14,11,3,32,56,0,4,0,64,48,3,110,0,0,0,0,0,0,0,0,6,0,0,0,6,12,0,14,118,6,16,0,139,266,12,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,4560,6182,1189,98,12033,2624,256,14907
SED51401,4431,3233,1217,111,8990,3846,288,13125,65,15,30,3,119,270,8,401,6,3,3,0,9,10,0,21,67,19,34,3,131,282,8,420,4,3,4,0,12,36,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,8,6,3,4,0,16,36,0,53,15,0,7,0,22,36,0,57,7,0,0,0,8,19,4,26,5,0,0,0,5,6,0,8,3,4,0,0,11,18,0,27,36,5,3,0,44,73,4,117,21,24,0,3,47,37,3,88,4562,3283,1259,119,9223,4273,301,13803
SED51504,2729,5109,822,85,8742,1576,247,10565,353,343,170,16,878,668,71,1623,331,291,153,22,798,390,70,1255,685,630,323,37,1680,1062,137,2880,242,204,68,19,529,579,44,1152,323,190,61,8,582,512,66,1152,82,23,15,0,124,193,16,334,42,20,7,8,72,77,21,171,3,3,0,0,8,6,0,18,692,435,151,37,1313,1373,142,2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,4,0,0,3,0,0,5,0,0,0,0,3,6,0,8,4106,6178,1294,159,11738,4017,522,16280
SED51605,3658,6604,1649,143,12060,2105,330,14493,187,103,96,14,400,426,29,854,32,27,26,0,86,70,11,165,217,134,125,14,488,493,39,1012,67,14,23,4,109,162,12,282,66,25,45,5,150,184,12,351,126,31,32,8,190,236,30,461,39,9,10,0,52,103,5,160,3,3,0,0,8,6,0,11,298,78,112,27,510,695,62,1270,0,0,0,0,0,0,0,4,60,3,6,0,73,122,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,3,6,0,76,125,3,200,4,7,0,0,11,0,0,12,4235,6823,1893,187,13135,3423,428,16987
SED51706,5070,4881,1566,109,11625,3191,324,15139,188,41,60,0,295,392,7,693,4,3,4,0,5,0,0,9,194,46,63,0,304,388,9,704,28,9,8,5,50,111,3,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,13,8,5,55,110,3,172,28,3,0,0,34,50,0,89,17,3,0,0,23,47,0,70,0,0,0,0,7,12,0,20,0,3,0,0,5,3,3,7,45,14,9,5,65,107,5,178,4,9,0,0,15,16,0,33,5344,4957,1651,117,12062,3820,342,16223
SED51804,2927,4441,796,71,8240,1530,251,10019,290,252,146,16,703,544,52,1300,397,296,146,18,858,625,65,1546,689,546,296,36,1562,1164,118,2846,184,47,38,7,270,411,27,716,217,48,36,6,308,683,55,1046,535,152,104,4,806,801,83,1688,67,18,18,7,109,164,19,291,0,0,0,0,7,5,0,6,1001,267,198,27,1496,2063,183,3743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,0,0,0,0,0,7,0,12,4621,5256,1294,137,11303,4771,556,16627
SED51902,4549,6499,1569,129,12745,2261,283,15285,18,21,21,0,67,97,3,165,0,0,0,0,0,0,0,0,18,21,25,0,65,97,3,163,4,0,0,0,4,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,14,14,0,28,11,6,0,0,19,29,0,47,6,0,0,0,6,3,0,7,46,3,7,0,53,38,0,91,0,4,0,0,4,0,0,3,7,0,3,0,8,8,0,15,51,5,3,0,70,47,0,116,7,6,0,0,17,10,0,26,4639,6538,1610,129,12909,2446,287,15639
SED52006,5556,4120,1667,90,11434,3176,310,14918,247,44,62,5,353,579,14,944,154,37,35,5,239,161,12,412,404,81,96,6,589,740,22,1353,8,0,0,0,16,14,0,34,27,8,7,0,41,17,0,57,12,5,7,0,33,21,8,57,26,8,0,0,37,21,0,63,0,0,0,0,0,4,0,10,84,22,23,5,131,76,10,215,10,0,0,0,18,29,0,43,12,5,0,0,16,55,0,67,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,27,4,0,0,32,91,0,126,0,0,0,0,0,0,0,0,6071,4222,1792,105,12189,4086,343,16613
SED52102,3755,5098,1816,182,10858,3051,417,14327,135,59,76,7,281,326,19,627,12,10,8,0,23,16,3,44,144,72,83,7,303,344,22,667,3,3,0,0,6,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,10,0,20,8,4,0,0,20,23,0,45,32,7,7,0,37,85,0,126,23,0,6,0,26,70,0,94,0,0,0,0,3,7,0,10,12,8,3,3,27,12,0,34,64,14,10,3,88,166,7,265,0,4,0,0,5,6,0,13,3979,5183,1917,195,11273,3588,451,15311
SED52205,3276,3494,1446,123,8337,2661,612,11610,519,317,292,33,1158,1223,143,2518,374,170,125,21,687,536,100,1323,895,489,418,51,1842,1760,234,3842,69,23,29,5,126,299,28,456,137,42,47,10,233,404,38,668,336,64,44,3,448,629,55,1132,72,10,11,0,87,89,9,184,12,11,10,0,30,25,0,55,632,147,139,16,924,1441,128,2498,3,0,0,0,3,7,0,11,42,5,8,0,48,73,4,132,0,0,0,0,0,0,0,0,3,4,4,0,9,6,3,23,51,9,6,4,69,92,6,160,8,4,4,0,15,26,5,42,4858,4135,2007,184,11192,5979,989,18157
SED52301,3661,3671,1575,125,9039,2835,334,12206,215,77,126,26,443,744,34,1225,97,52,28,0,182,105,5,295,312,126,159,31,626,848,45,1516,35,7,20,7,60,130,8,198,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,12,30,7,20,7,70,147,10,227,25,0,6,0,32,55,0,85,8,0,0,0,9,24,0,28,8,0,0,0,6,8,0,19,0,4,0,0,7,6,3,14,43,3,8,3,53,94,3,152,9,4,3,0,23,42,0,65,4060,3820,1766,156,9810,3962,387,14158
SED52404,4266,5551,1454,130,11401,2295,319,14009,259,143,131,7,541,475,31,1049,65,30,18,3,108,96,5,205,323,172,147,11,648,569,31,1251,16,9,7,0,31,48,0,84,0,0,0,0,7,9,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,5,3,0,16,14,0,30,27,10,10,0,56,79,0,130,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,0,5,9,0,6,4620,5741,1610,139,12110,2951,353,15406
SED52505,4247,9045,1511,173,14973,1960,288,17221,201,177,58,8,443,177,10,627,26,19,10,3,59,23,5,88,224,193,73,7,500,195,18,718,4,3,5,5,18,20,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,12,8,0,20,12,3,8,5,26,30,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,6,3,0,0,14,0,0,8,4487,9256,1596,183,15522,2182,305,18011
SED52604,3970,5164,1233,85,10453,1892,274,12615,143,67,65,9,289,316,22,629,180,86,91,3,356,220,72,652,323,150,157,12,647,542,93,1277,29,5,7,0,41,27,6,68,83,13,26,4,135,171,32,335,109,39,49,12,204,222,42,469,0,0,0,0,0,0,0,0,10,6,0,0,16,11,0,22,230,55,89,16,395,431,75,895,5,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,11,3,5,16,10,8,0,0,12,3,5,20,3,0,0,0,0,11,0,8,4529,5377,1482,111,11501,2871,442,14822
SED52702,4585,5123,1167,85,10959,2278,177,13414,84,19,30,0,129,336,7,474,16,0,3,0,24,19,0,41,99,18,30,0,152,361,7,515,14,4,3,0,19,24,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,15,14,0,32,21,5,4,0,33,37,0,69,4,0,0,0,6,6,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,4,9,12,5,0,28,3,0,38,13,18,8,0,37,15,0,59,8,5,0,0,17,3,0,20,4729,5174,1207,84,11202,2693,180,14078
SED52803,2587,3413,1074,122,7198,2296,307,9798,258,230,123,17,627,763,75,1462,64,48,18,3,131,75,18,229,321,277,138,22,755,841,92,1688,28,23,11,3,55,100,9,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,27,23,11,3,60,106,9,170,23,0,0,0,28,48,0,76,25,3,5,0,39,66,0,106,0,0,0,0,0,0,0,0,8,3,0,0,10,13,0,28,59,9,6,0,78,128,0,210,18,3,8,0,29,36,3,73,3010,3725,1234,147,8117,3404,412,11942
SED52903,1731,2662,1377,195,5961,1569,294,7820,157,118,131,24,430,408,35,876,73,33,21,0,129,119,23,273,232,157,152,24,558,529,59,1147,51,42,38,0,128,94,22,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,51,44,36,0,133,99,22,253,157,32,15,0,215,249,16,477,5,0,0,0,5,8,0,16,11,11,0,3,25,26,3,50,34,15,8,6,59,17,5,84,211,57,28,6,298,300,23,623,73,32,16,5,121,112,6,242,2293,2946,1603,230,7075,2613,403,10089
SED53004,4202,5494,1416,101,11215,2282,223,13720,341,159,152,15,669,657,30,1356,24,7,18,0,56,79,0,134,372,166,172,17,730,735,30,1488,0,0,0,0,5,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,6,8,0,17,0,3,9,0,15,22,4,36,18,3,3,0,26,54,0,83,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,21,3,3,0,29,63,0,89,3,0,0,0,3,0,0,5,4601,5670,1596,114,11987,3102,258,15344
SED53105,3463,6242,2102,176,11980,2952,461,15394,189,121,97,8,419,343,22,788,47,36,53,4,142,101,18,267,242,155,152,13,562,444,47,1051,23,9,26,4,74,209,17,298,24,13,18,0,50,73,4,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,6,0,16,52,26,47,9,135,283,26,444,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,4,0,0,0,7,8,0,9,0,0,0,0,4,3,0,10,3759,6427,2299,197,12689,3692,523,16908
SED53204,3346,7418,1564,144,12478,1859,210,14546,222,171,177,9,573,402,26,997,30,29,23,0,83,28,3,114,251,200,195,9,657,425,26,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,6,0,0,0,6,4,0,9,0,0,0,0,0,0,0,0,13,6,0,0,13,12,0,33,0,0,0,0,0,0,0,0,17,6,0,0,23,20,0,40,0,4,0,0,3,5,0,13,3620,7626,1766,155,13163,2312,236,15710
SED53306,3883,4245,2054,159,10341,3409,384,14136,685,110,170,19,986,1465,54,2505,159,49,74,3,287,339,20,646,845,157,249,21,1272,1807,74,3153,66,17,22,3,111,265,13,387,57,15,10,0,86,44,5,134,70,9,12,0,84,56,5,145,53,9,3,4,74,25,0,94,3,4,3,0,14,15,0,26,251,58,50,7,364,401,23,791,6,0,0,0,8,9,0,18,14,0,3,0,15,41,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,15,6,5,3,22,64,0,86,5,0,7,0,11,17,0,28,5010,4466,2350,191,12018,5692,480,18190
SED53402,3194,3874,1055,153,8274,2428,506,11206,425,296,196,16,928,1000,87,2013,496,295,159,32,973,877,173,2029,915,590,353,49,1905,1874,264,4044,326,121,95,19,557,928,90,1579,164,40,33,12,249,477,56,782,71,25,13,9,115,334,17,469,73,25,7,0,108,146,19,269,0,0,0,0,3,4,0,9,633,215,157,37,1032,1889,184,3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,10,0,4,0,0,13,10,0,23,4741,4680,1567,239,11228,6207,956,18385
SED53502,3933,4792,1887,187,10800,3265,413,14481,343,196,291,29,864,1203,111,2179,79,42,67,6,196,232,31,458,424,238,358,37,1060,1437,139,2638,41,10,19,6,81,152,10,241,38,8,25,4,75,137,13,223,24,8,9,0,44,56,4,100,14,0,7,0,20,37,3,53,0,4,0,0,5,10,0,12,118,34,65,11,229,379,25,634,19,3,0,0,21,28,0,48,27,3,3,0,33,83,0,119,0,0,0,0,0,0,0,0,7,0,0,3,10,14,0,22,53,4,8,3,73,118,0,198,0,8,3,0,22,17,0,30,4531,5080,2316,245,12170,5217,586,17976
SED53602,2891,4757,2096,273,10021,2854,530,13405,423,435,427,41,1314,1276,138,2733,70,59,70,13,202,187,27,414,486,490,489,45,1516,1463,163,3145,47,12,24,0,89,169,8,261,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,6,8,0,0,12,12,0,20,53,19,29,0,103,186,10,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,13,3435,5276,2617,326,11652,4504,691,16851
SED53701,4876,3440,1005,88,9405,3260,266,12933,52,16,29,3,100,200,8,310,32,13,3,0,47,23,5,78,78,28,29,3,151,226,14,388,21,3,3,3,25,66,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,3,3,31,66,3,95,43,5,4,0,50,67,4,117,19,5,3,0,21,39,3,69,15,3,3,0,20,28,5,47,12,5,0,0,20,13,0,32,79,16,5,0,110,150,3,258,41,13,0,0,53,56,0,113,5099,3500,1049,101,9749,3751,294,13791
SED53802,3638,4299,1470,205,9607,2850,474,12931,894,842,473,62,2265,1620,208,4098,128,85,75,9,300,241,25,566,1021,924,546,69,2565,1860,231,4659,10,3,6,0,21,62,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,3,6,0,27,63,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,7,0,0,6,5,0,16,4679,5228,2025,273,12207,4782,707,17698
SED53902,2667,3341,832,105,6951,2109,389,9445,905,584,363,71,1931,1799,182,3916,425,320,126,25,899,448,94,1444,1336,907,489,98,2828,2246,273,5356,390,139,134,21,694,1165,96,1954,112,17,17,8,153,312,25,491,113,9,11,0,137,265,19,424,17,6,3,0,21,65,7,94,4,0,0,0,4,5,0,6,629,180,176,34,1014,1806,149,2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,12,0,0,0,0,4,5,3,16,0,0,0,0,3,11,0,9,4632,4427,1501,239,10799,6174,822,17793
SED54006,4942,4699,1657,122,11416,3016,308,14743,116,36,51,3,207,332,16,548,9,12,5,0,21,21,0,40,120,39,56,3,224,350,16,586,0,0,0,0,3,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,8,3,5,5,0,9,16,0,19,53,12,12,4,79,172,3,260,18,0,4,0,21,15,0,41,9,0,0,0,11,6,0,20,4,3,0,0,6,6,0,18,86,16,18,4,123,205,6,332,7,10,0,0,13,17,0,35,5161,4761,1730,133,11784,3600,331,15716
SED54104,2640,3941,711,80,7364,1531,306,9203,207,172,78,9,459,404,47,919,470,355,182,33,1039,671,160,1869,679,526,256,39,1504,1080,206,2785,323,140,85,21,572,703,127,1403,441,125,79,14,660,1023,102,1791,649,211,101,21,982,1208,139,2335,208,70,36,7,324,323,43,694,0,5,0,0,4,0,0,9,1617,554,300,72,2550,3259,421,6231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,12,0,0,0,0,4,8,0,12,9,0,3,0,10,11,0,25,4947,5023,1274,195,11430,5884,938,18247
