SED_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SED10030,93,1832,138,2070,113,1837,131,2084,299,3872,338,4503,465,4046,261,4770,642,4083,317,5040,711,4073,285,5075,485,3528,269,4274,275,2209,206,2694,78,686,107,870,3155,26167,2057,31382,101,1731,126,1954,132,1815,141,2087,422,3876,282,4582,792,4056,287,5133,1035,3846,261,5136,1158,4171,275,5605,728,4031,284,5044,312,2576,288,3172,63,1250,237,1553,4737,27353,2181,34268,194,3561,263,4024,250,3652,273,4175,717,7749,615,9080,1260,8102,543,9907,1672,7926,575,10178,1864,8248,565,10678,1208,7560,554,9324,584,4780,496,5868,144,1941,343,2423,7894,53523,4238,65657
SED10031,136,2114,183,2425,121,1686,198,2011,315,3486,471,4275,469,3492,387,4347,710,4214,465,5385,858,4593,434,5873,599,4193,358,5148,297,2303,260,2870,70,622,124,815,3574,26700,2880,33152,141,1958,158,2258,131,1550,110,1786,493,3530,280,4305,824,3584,313,4720,1186,4044,296,5526,1267,4233,352,5850,873,4219,355,5447,347,2346,282,2977,56,960,161,1182,5321,26421,2308,34048,271,4069,344,4684,253,3233,307,3795,807,7018,750,8576,1295,7075,699,9073,1895,8258,760,10911,2121,8820,784,11725,1467,8414,710,10594,650,4648,544,5844,128,1584,283,1996,8895,53114,5185,67195
SED10032,131,2449,271,2850,200,3660,518,4378,569,8659,1286,10507,733,7255,952,8939,640,4401,531,5579,527,3753,368,4651,299,2679,225,3205,153,1439,129,1724,50,461,49,553,3309,34751,4328,42386,155,2234,261,2650,252,3086,323,3660,761,8042,1041,9846,1046,5980,774,7798,980,4074,450,5500,838,3661,364,4862,445,2675,214,3337,158,1596,151,1913,24,766,68,866,4668,32118,3646,40430,287,4681,535,5501,455,6751,835,8039,1331,16694,2325,20354,1780,13234,1721,16733,1629,8474,980,11078,1369,7417,734,9519,746,5352,444,6544,312,3039,284,3633,74,1229,114,1416,7972,66867,7970,82817
SED10033,139,2452,140,2731,123,2306,144,2574,261,4325,291,4873,442,3764,250,4457,637,4442,263,5332,720,4116,223,5057,392,3126,171,3688,173,1688,113,1973,46,435,60,540,2921,26648,1654,31229,128,2251,127,2506,164,2067,108,2340,438,4117,248,4798,733,3693,226,4659,1151,4280,219,5642,1124,3704,206,5029,571,3078,173,3825,229,1795,164,2185,30,731,94,846,4560,25708,1562,31835,271,4705,263,5232,283,4374,259,4913,700,8437,542,9674,1172,7463,479,9116,1785,8715,477,10978,1849,7811,426,10086,958,6207,343,7510,405,3473,277,4153,70,1166,153,1388,7486,52354,3218,63057
SED10034,102,2364,53,2522,91,2119,56,2274,264,3792,147,4196,463,4493,151,5105,706,4361,148,5213,739,3748,148,4636,421,3081,110,3611,220,1692,123,2041,70,474,135,678,3084,26120,1070,30278,112,2148,65,2328,131,1908,47,2086,340,3975,142,4452,829,4612,137,5580,1137,4354,135,5633,1178,3561,115,4856,629,3134,115,3875,243,1863,188,2297,49,727,355,1132,4648,26280,1297,32227,218,4514,118,4848,222,4031,107,4359,602,7763,283,8649,1290,9101,293,10686,1844,8710,287,10842,1916,7313,257,9483,1053,6211,227,7488,471,3554,310,4338,119,1197,490,1810,7734,52399,2371,62505
SED10035,89,1803,143,2038,206,5732,517,6457,554,16569,1308,18424,687,9563,638,10887,749,5145,340,6225,552,3558,252,4357,261,2384,179,2818,135,1295,114,1544,49,474,49,575,3268,46512,3540,53320,75,1802,138,2017,213,5562,459,6237,662,15772,1135,17567,862,8185,495,9540,924,4349,252,5528,783,3237,221,4246,416,2442,172,3030,212,1481,122,1825,56,644,83,782,4200,43488,3072,50762,164,3609,281,4055,418,11293,981,12697,1213,32338,2440,35990,1543,17746,1135,20424,1674,9493,586,11749,1337,6792,477,8601,676,4821,348,5849,348,2776,236,3363,97,1121,133,1358,7471,90000,6609,104085
SED10036,116,2964,213,3289,175,2879,219,3276,400,4987,452,5833,668,5025,443,6136,733,4702,310,5750,631,4142,254,5027,334,2649,190,3182,156,1321,203,1683,45,364,141,548,3261,29037,2428,34721,153,2742,179,3078,203,2512,163,2886,625,4927,433,5986,975,5137,378,6492,1148,4719,274,6136,895,3820,235,4945,496,2642,206,3339,155,1532,230,1909,32,672,286,988,4672,28713,2378,35765,274,5707,390,6372,379,5392,384,6160,1019,9916,885,11819,1642,10167,824,12631,1887,9423,584,11889,1527,7963,486,9975,828,5295,400,6520,309,2851,431,3586,71,1034,426,1534,7938,57747,4801,70485
SED10037,110,2591,75,2772,120,2298,76,2493,229,3666,144,4045,522,5181,205,5902,780,5162,172,6108,738,4250,123,5109,428,3184,106,3714,280,1839,103,2219,74,506,59,638,3281,28676,1047,33003,138,2410,59,2604,134,2034,60,2230,297,3764,161,4217,753,5420,166,6338,1204,5130,149,6490,1148,4060,87,5294,664,3263,165,4087,274,1992,103,2369,44,761,101,908,4652,28827,1050,34529,246,5002,129,5375,257,4328,136,4718,529,7430,308,8260,1275,10600,367,12238,1983,10288,321,12600,1888,8310,208,10406,1096,6445,262,7798,551,3832,207,4590,118,1265,163,1550,7936,57501,2104,67533
SED10038,127,2497,145,2770,155,2544,186,2886,317,4012,200,4532,463,4362,206,5032,795,4269,202,5272,957,3719,158,4837,500,3103,158,3764,275,1894,145,2312,94,679,84,851,3679,27084,1483,32245,139,2416,164,2720,179,2336,129,2637,406,3897,183,4484,796,4523,216,5528,1278,4174,172,5626,1372,3670,145,5187,743,3386,148,4284,303,2246,201,2758,66,1186,222,1468,5279,27836,1576,34693,261,4917,311,5490,329,4884,309,5521,721,7913,378,9016,1262,8881,419,10559,2073,8443,383,10897,2330,7386,301,10015,1247,6497,310,8052,578,4135,347,5069,153,1857,302,2319,8958,54922,3058,66940
SED10039,84,2030,120,2231,123,1831,196,2146,306,3773,510,4592,387,3638,459,4487,582,3604,327,4514,868,4081,278,5224,623,4090,284,4999,306,2231,200,2738,95,623,142,863,3381,25900,2510,31791,116,1981,122,2224,145,1634,107,1884,481,3835,224,4535,696,3594,204,4498,995,3640,213,4849,1356,4076,203,5629,889,4146,249,5281,355,2326,219,2904,68,1027,254,1350,5100,26251,1811,33158,199,4015,243,4456,264,3461,302,4031,785,7602,736,9129,1081,7234,664,8985,1583,7246,539,9367,2224,8147,478,10858,1514,8229,535,10277,657,4556,415,5637,166,1651,398,2215,8479,52153,4316,64951
SED10040,110,2090,109,2317,166,3804,306,4277,439,7874,624,8932,544,5639,377,6561,706,4076,269,5052,754,4091,248,5088,399,3212,197,3810,195,1790,188,2171,76,762,143,980,3403,33338,2448,39189,102,1791,105,1994,182,3239,228,3648,503,7374,511,8390,819,5457,377,6654,1114,4368,255,5735,999,4299,247,5538,561,3479,213,4254,287,2041,210,2537,63,1152,308,1518,4631,33192,2452,40278,215,3885,213,4308,354,7043,532,7929,941,15248,1131,17323,1362,11095,755,13214,1820,8437,522,10781,1749,8391,493,10631,961,6689,407,8062,485,3832,398,4711,138,1908,450,2501,8037,66530,4898,79463
SED10041,130,2806,85,3026,140,2198,84,2419,211,3456,162,3828,488,5358,191,6040,738,4987,152,5877,752,3931,127,4812,453,2982,105,3538,297,2063,104,2468,124,1013,116,1253,3342,28799,1132,33270,132,2676,68,2876,133,2017,72,2226,271,3681,173,4120,755,5851,206,6817,1211,5261,165,6636,1100,3912,125,5143,662,3383,144,4189,387,2474,160,3021,102,1636,248,1986,4750,30896,1368,37016,260,5487,159,5902,272,4214,153,4642,487,7133,330,7950,1243,11205,399,12857,1949,10249,312,12520,1853,7846,259,9960,1111,6365,249,7733,686,4539,266,5487,230,2645,361,3235,8093,59691,2498,70283
SED10042,120,2023,117,2263,141,2081,119,2336,315,3795,226,4334,444,3636,256,4336,684,3853,217,4758,849,3974,228,5059,659,3968,236,4863,379,2394,233,3014,104,773,131,1009,3700,26496,1770,31967,128,1992,111,2228,159,1825,98,2085,516,3806,208,4522,811,3479,203,4497,1158,3580,178,4916,1373,4009,204,5589,960,4094,281,5340,385,2717,319,3420,86,1252,220,1564,5574,26750,1831,34159,252,4012,227,4489,298,3906,215,4418,829,7604,428,8862,1257,7114,461,8836,1838,7429,400,9671,2228,7984,435,10646,1620,8061,521,10201,766,5112,556,6432,190,2027,356,2573,9276,53247,3602,66127
SED10043,138,2624,297,3063,214,3021,371,3598,489,6689,905,8086,753,5497,695,6946,630,4163,456,5249,579,4006,423,5001,340,2986,281,3611,170,1673,200,2050,57,590,96,745,3371,31245,3727,38344,166,2522,271,2959,251,2593,253,3093,797,5596,690,7080,1055,4757,572,6390,975,3949,447,5372,900,3797,382,5077,505,2807,261,3571,219,1678,200,2100,41,814,180,1040,4910,28513,3249,36673,306,5146,571,6018,463,5607,618,6689,1287,12291,1593,15163,1808,10253,1268,13334,1601,8118,894,10611,1479,7797,804,10080,844,5791,549,7180,390,3353,404,4146,102,1410,278,1786,8278,59757,6980,75022
SED10044,108,2333,69,2515,153,2232,96,2478,282,5842,300,6424,550,6129,304,6979,755,4886,200,5839,758,3665,156,4577,429,2947,148,3521,229,1697,156,2073,62,554,191,814,3325,30281,1612,35221,119,2072,69,2257,115,1997,77,2194,382,6130,279,6797,803,6502,296,7599,1143,4878,193,6214,1122,3795,160,5072,655,3138,188,3982,259,1978,221,2457,67,993,488,1552,4673,31488,1955,38118,227,4412,132,4771,268,4228,170,4671,666,11976,583,13224,1351,12626,601,14576,1896,9759,391,12049,1878,7460,311,9649,1085,6086,329,7498,492,3669,374,4538,129,1553,678,2363,7997,61766,3569,73341
SED10045,112,1917,242,2272,119,1514,184,1822,284,2887,333,3502,454,3141,390,3988,701,3693,464,4861,952,4596,521,6065,657,4342,453,5448,223,1909,244,2378,66,593,138,796,3559,24590,2976,31130,110,1746,257,2113,158,1369,169,1693,447,2939,350,3731,792,3328,411,4528,1183,3672,416,5271,1504,4264,468,6231,889,4000,424,5319,300,2075,296,2667,47,951,263,1256,5434,24336,3038,32807,222,3662,502,4379,273,2884,353,3510,731,5817,678,7229,1254,6470,799,8519,1888,7367,878,10129,2453,8854,990,12301,1550,8346,874,10767,522,3983,542,5047,104,1541,398,2052,8997,48928,6018,63936
SED10046,163,3069,294,3533,225,3152,299,3674,550,5675,650,6879,655,5351,625,6635,714,4823,433,5971,534,4645,445,5624,295,2704,253,3256,128,1219,132,1475,26,334,37,396,3292,30977,3163,37435,181,2863,228,3275,259,3021,298,3580,824,5878,681,7385,1125,5233,622,6971,1073,4696,437,6205,960,4353,386,5704,438,2775,274,3487,135,1442,179,1765,27,524,71,619,5027,30792,3183,38998,344,5938,530,6807,477,6174,602,7255,1374,11560,1332,14265,1779,10580,1243,13606,1785,9520,866,12180,1495,9003,831,11325,740,5477,528,6741,259,2665,313,3236,51,855,101,1012,8315,61763,6349,76428
SED10047,135,3128,390,3657,184,3287,397,3866,575,7522,1023,9126,936,8064,941,9943,734,5433,667,6831,555,4248,434,5235,384,3123,289,3797,195,1506,176,1875,42,299,57,395,3755,36615,4369,44734,198,2994,298,3487,241,3175,359,3770,996,8373,958,10328,1395,7598,843,9834,1158,4886,494,6541,956,4105,338,5406,546,3340,314,4203,162,1705,215,2080,26,493,142,660,5681,36671,3958,46308,336,6126,684,7145,425,6455,754,7633,1573,15898,1985,19451,2324,15668,1787,19785,1899,10315,1161,13372,1520,8354,773,10644,926,6464,603,7992,358,3211,390,3960,70,792,196,1060,9431,73289,8328,91048
SED10048,134,3101,237,3466,177,3169,232,3573,541,6666,513,7717,938,7732,546,9208,735,5403,382,6529,659,4781,279,5716,395,3367,212,3975,160,1292,185,1642,37,270,82,383,3773,35766,2666,42211,188,2849,226,3262,231,2945,190,3368,923,7519,579,9018,1288,7441,597,9323,1082,5036,362,6484,1026,4732,273,6026,571,3447,231,4256,161,1441,246,1850,31,473,222,716,5498,35874,2930,44300,319,5949,463,6728,406,6110,421,6940,1461,14181,1092,16732,2224,15170,1141,18530,1818,10444,748,13009,1688,9504,551,11749,961,6823,449,8227,329,2730,432,3493,63,740,302,1104,9270,71644,5597,86510
SED10049,129,2549,148,2830,130,2457,139,2720,382,5548,325,6251,641,4914,294,5852,699,4361,214,5272,747,3775,188,4713,555,3164,168,3887,249,1619,118,1984,51,404,67,525,3577,28793,1666,34033,138,2478,125,2739,223,2396,130,2755,707,5700,284,6687,1141,4772,274,6193,1260,4272,179,5717,1224,3819,183,5226,739,3382,172,4292,253,1935,167,2354,44,778,139,962,5739,29528,1654,36923,262,5025,273,5568,353,4851,262,5471,1083,11249,613,12943,1782,9689,570,12042,1964,8630,395,10990,1974,7592,371,9936,1297,6546,335,8181,499,3549,284,4334,101,1188,202,1494,9316,58328,3314,70959
SED10050,76,2205,84,2364,83,1872,81,2042,236,5218,278,5731,364,5509,281,6159,649,5365,220,6232,730,3931,183,4847,375,2554,121,3049,162,1549,78,1789,66,505,39,609,2748,28712,1361,32818,88,2187,55,2333,124,1814,91,2019,290,5794,322,6412,588,5713,231,6533,1083,5236,206,6527,1125,3575,136,4839,534,2661,109,3302,205,1707,101,2017,58,818,77,948,4101,29508,1325,34937,164,4394,144,4704,201,3687,165,4059,532,11011,596,12140,956,11229,513,12692,1731,10601,432,12759,1863,7505,324,9690,910,5215,224,6353,372,3253,182,3803,120,1322,114,1558,6851,58220,2691,67759
SED10051,92,2157,139,2387,149,2381,211,2742,290,5558,686,6532,552,5356,610,6513,806,4574,527,5910,731,3780,418,4930,379,2912,283,3574,237,1746,250,2229,67,601,147,818,3306,29075,3261,35648,101,1975,94,2168,159,2297,158,2615,398,5647,437,6481,793,5476,369,6639,1261,4518,291,6077,1112,3666,220,4999,557,3286,230,4082,312,2173,254,2744,50,951,298,1304,4746,30002,2362,37106,198,4138,229,4565,309,4676,370,5353,691,11204,1115,13012,1339,10835,978,13151,2070,9098,820,11980,1849,7448,637,9937,940,6204,518,7659,551,3926,503,4978,117,1554,446,2118,8057,59079,5628,72752
SED10052,92,2175,87,2360,101,2037,98,2240,279,4105,222,4607,454,4540,242,5240,681,4384,229,5290,776,3683,163,4622,441,3153,149,3744,251,1958,155,2361,92,779,131,1000,3168,26824,1477,31461,122,2078,75,2278,148,1834,65,2044,353,4183,209,4742,724,4678,234,5638,1097,4278,181,5561,1159,3685,145,4991,624,3379,160,4159,278,2494,207,2981,60,1278,276,1614,4558,27893,1554,34002,209,4256,164,4634,253,3874,158,4288,624,8295,438,9352,1181,9222,478,10881,1779,8658,413,10857,1940,7369,303,9612,1066,6531,313,7904,527,4458,360,5344,156,2053,406,2612,7730,54718,3020,65469
SED10053,100,2169,146,2414,115,2111,146,2370,301,5224,528,6058,582,4692,419,5701,779,4927,377,6080,845,4505,412,5763,453,3262,269,3986,184,1542,134,1858,60,408,49,518,3420,28845,2490,34750,97,1981,136,2224,144,1905,138,2184,526,5162,416,6098,827,4625,328,5776,1153,4675,308,6133,1165,3967,316,5446,594,2913,242,3747,265,1544,159,1971,31,609,93,736,4804,27376,2132,34315,203,4145,282,4638,251,4016,287,4558,822,10387,943,12156,1410,9322,748,11480,1933,9599,681,12213,2010,8474,723,11212,1049,6176,513,7731,449,3086,292,3825,93,1017,145,1253,8224,56217,4622,69060
SED10054,142,2924,289,3363,187,3025,314,3533,425,5365,583,6369,630,5423,551,6603,615,4741,427,5784,521,4197,312,5026,290,2717,186,3194,122,1091,122,1336,22,281,54,358,2964,29769,2837,35563,183,2750,238,3166,213,2766,251,3231,734,5591,621,6954,962,5286,543,6788,955,4606,397,5957,793,4157,292,5236,443,2911,244,3597,119,1260,163,1544,18,606,180,806,4423,29938,2923,37286,322,5677,529,6530,402,5793,565,6761,1155,10963,1199,13321,1593,10702,1094,13392,1572,9346,824,11739,1311,8353,597,10265,733,5631,430,6789,247,2353,282,2881,44,885,231,1162,7383,59701,5759,72849
SED10055,120,2997,150,3263,139,2745,174,3056,340,4980,267,5589,628,5081,305,6012,666,4791,223,5678,652,4391,212,5249,374,2910,124,3401,116,1031,64,1216,25,231,13,269,3054,29153,1533,33740,148,2857,128,3136,201,2494,133,2825,610,4943,307,5861,994,5127,275,6400,1206,4632,266,6101,1095,4137,180,5411,458,2726,137,3320,130,1076,73,1284,21,388,34,441,4861,28388,1528,34779,267,5856,275,6400,338,5242,301,5882,952,9922,575,11451,1619,10202,586,12416,1871,9418,488,11784,1750,8530,385,10663,831,5639,254,6727,250,2107,147,2498,40,617,46,711,7922,57538,3060,68518
SED10056,129,2200,309,2641,101,1844,244,2190,284,4280,611,5166,420,3722,499,4641,656,4038,576,5272,799,4552,530,5880,562,4194,547,5298,306,2245,331,2881,81,702,187,966,3328,27782,3833,34944,151,2079,254,2482,166,1638,222,2015,500,4102,511,5111,741,3579,464,4781,1063,3757,464,5286,1372,4038,505,5916,766,3725,448,4950,344,2385,400,3129,53,1109,263,1420,5157,26410,3525,35089,282,4277,563,5124,264,3479,462,4210,779,8379,1115,10279,1165,7300,963,9432,1712,7800,1044,10555,2166,8590,1040,11797,1329,7917,1000,10242,654,4629,725,6005,130,1813,447,2392,8484,54190,7361,70033
SED10057,99,1627,196,1925,108,1261,137,1503,245,2443,238,2926,412,2523,271,3201,610,3201,325,4139,820,4311,404,5531,781,5195,461,6438,413,3100,366,3884,117,893,191,1196,3605,24561,2580,30747,90,1559,184,1835,114,1129,104,1338,416,2590,297,3309,685,2650,281,3612,1074,3105,272,4459,1465,4398,340,6200,1078,5082,477,6640,450,3182,410,4037,86,1426,363,1875,5464,25115,2729,33308,186,3186,378,3756,220,2391,241,2849,665,5029,537,6233,1094,5170,550,6816,1688,6312,597,8601,2288,8699,741,11726,1856,10282,936,13079,868,6279,776,7924,206,2318,552,3075,9067,49672,5315,64054
SED10058,90,1655,100,1848,142,2666,221,3029,383,5911,391,6685,504,4399,309,5205,677,3883,309,4870,816,3793,262,4871,526,3232,246,4011,229,1590,157,1969,58,492,109,663,3421,27624,2102,33143,106,1606,84,1804,182,3049,158,3392,486,5947,311,6745,710,4217,237,5169,1045,3753,234,5036,1282,3560,226,5067,739,3192,254,4183,284,1824,199,2307,46,931,236,1216,4879,28082,1948,34906,196,3263,190,3652,325,5714,383,6420,863,11857,703,13432,1211,8619,545,10377,1723,7639,543,9899,2096,7353,489,9934,1268,6422,501,8185,510,3412,351,4280,109,1422,343,1877,8300,55709,4046,68054
SED10059,56,1264,74,1393,169,3624,314,4102,430,10120,812,11365,448,6327,496,7274,620,4488,426,5537,526,3261,357,4141,225,1992,264,2486,106,930,173,1210,17,281,86,388,2595,32287,3010,37889,69,1394,89,1553,170,4276,294,4741,504,9739,668,10912,553,5156,381,6083,793,3445,248,4482,631,2440,192,3264,290,1754,172,2215,130,991,152,1272,15,432,120,560,3152,29626,2313,35089,124,2658,163,2946,336,7900,609,8842,935,19855,1478,22274,999,11482,875,13360,1412,7935,670,10020,1152,5699,551,7405,515,3747,438,4704,236,1925,327,2487,34,710,210,954,5752,61916,5320,72986
SED10060,64,1444,56,1566,86,1660,88,1839,262,6186,360,6817,416,5378,271,6063,495,4123,186,4806,606,3454,206,4266,400,2878,149,3427,222,1919,141,2284,68,559,67,694,2619,27605,1525,31750,53,1352,72,1476,98,1927,82,2106,358,7124,355,7840,587,5819,306,6712,874,4506,224,5607,1011,3676,201,4891,658,3451,175,4288,314,2314,202,2828,61,907,146,1109,4011,31076,1770,36855,118,2797,127,3048,186,3588,171,3939,620,13313,718,14653,997,11191,580,12771,1372,8629,413,10411,1618,7131,407,9161,1060,6333,321,7710,540,4230,341,5110,127,1465,211,1805,6628,58680,3296,68609
SED10061,134,1939,385,2457,125,1892,400,2424,344,3520,625,4488,427,3154,552,4124,588,3416,548,4558,791,3987,562,5338,495,3656,468,4617,297,2124,352,2766,70,550,118,745,3270,24231,4015,31515,174,2113,453,2740,163,1849,367,2387,519,3613,583,4718,709,3109,521,4341,1019,3384,532,4943,1251,3686,514,5441,736,3468,428,4633,318,2342,367,3023,70,937,237,1237,4956,24500,4002,33455,308,4049,837,5195,294,3746,769,4807,865,7130,1208,9207,1131,6265,1071,8466,1616,6802,1083,9502,2043,7670,1077,10782,1236,7122,898,9251,605,4461,718,5787,133,1485,352,1980,8223,48731,8017,64966
SED10062,111,2214,97,2425,138,2333,129,2603,295,4317,297,4899,504,4277,257,5037,779,4063,198,5035,747,4010,182,4938,430,3140,164,3730,221,1782,139,2140,90,652,116,862,3319,26786,1578,31682,115,2027,92,2230,194,2171,104,2469,362,4177,265,4796,769,4441,237,5442,1214,4112,228,5564,1139,3983,165,5294,588,3341,162,4090,250,2072,213,2543,60,1108,339,1512,4698,27436,1802,33932,231,4237,187,4658,334,4502,231,5070,647,8492,557,9694,1273,8716,494,10482,2000,8175,425,10594,1892,7989,345,10233,1020,6479,326,7822,473,3853,355,4680,155,1763,459,2377,8016,54216,3379,65612
SED10063,96,2273,224,2585,98,1892,192,2182,259,4018,347,4621,470,3760,342,4583,622,3760,343,4730,723,3773,340,4835,465,3473,305,4243,246,1979,220,2438,74,620,104,802,3049,25546,2421,31015,124,2037,207,2370,162,1805,154,2123,538,4153,356,5044,794,3860,334,4992,1039,3602,307,4951,1160,3585,317,5064,670,3444,255,4367,280,2243,263,2779,64,1047,189,1300,4824,25775,2384,32982,222,4308,431,4954,259,3699,347,4305,794,8165,701,9663,1266,7627,682,9573,1663,7367,658,9684,1879,7365,660,9896,1134,6914,554,8607,521,4221,475,5219,142,1670,297,2104,7871,51323,4801,63999
SED10064,105,1802,285,2184,103,1275,257,1640,301,2642,618,3562,453,2652,541,3645,644,3312,448,4399,889,4514,462,5861,743,5006,441,6191,373,2516,256,3151,86,753,97,939,3693,24476,3399,31571,118,1687,251,2063,140,1244,124,1505,525,2746,355,3624,842,2653,351,3842,1096,3391,366,4855,1520,4522,410,6442,1009,4523,406,5939,384,2579,336,3300,72,1128,211,1410,5712,24466,2809,32983,226,3488,530,4245,246,2520,379,3147,826,5386,973,7186,1295,5297,891,7480,1740,6705,818,9261,2411,9034,868,12309,1750,9528,848,12129,762,5095,593,6452,155,1880,309,2346,9411,48940,6210,64553
SED10065,102,2275,151,2522,182,3567,309,4059,499,10116,980,11585,836,9116,729,10679,683,4973,356,6012,614,4409,322,5347,316,3117,205,3637,164,1472,112,1749,58,554,72,678,3447,39604,3225,46270,115,2007,129,2246,206,3167,263,3632,655,9702,800,11152,1010,7958,647,9619,1075,4908,339,6324,902,4413,265,5579,500,3164,196,3865,203,1664,151,2021,46,818,83,938,4711,37797,2865,45370,217,4280,279,4771,386,6736,570,7693,1153,19814,1773,22740,1848,17079,1369,20294,1756,9884,698,12332,1515,8823,586,10927,815,6282,403,7498,364,3137,265,3767,106,1367,149,1622,8155,77403,6087,91643
SED10066,105,2276,145,2522,141,2626,196,2957,355,5339,461,6155,544,4851,417,5811,630,4125,323,5079,528,3568,217,4312,418,2943,211,3578,213,1517,205,1930,51,390,116,553,2975,27637,2286,32897,139,2119,129,2386,201,2563,211,2973,584,5462,497,6536,921,4691,390,5997,999,3990,292,5283,973,3609,218,4792,563,3327,229,4120,202,1851,258,2307,24,744,252,1021,4599,28358,2465,35419,242,4392,276,4910,338,5185,402,5931,939,10797,958,12689,1463,9541,805,11803,1623,8116,616,10361,1502,7170,432,9114,982,6276,440,7696,405,3368,458,4237,70,1136,366,1577,7572,55991,4750,68318
SED10067,92,2223,99,2407,100,1794,82,1972,182,2773,161,3117,331,3420,186,3939,610,4406,199,5222,845,4111,192,5150,502,3630,189,4322,269,2382,176,2831,82,808,152,1033,3011,25554,1435,29999,96,2053,107,2252,124,1573,71,1768,244,2639,134,3011,564,3750,195,4506,1075,4376,212,5660,1292,3979,188,5459,721,3763,166,4649,334,2553,270,3155,72,1313,354,1742,4520,25994,1688,32203,186,4275,207,4662,223,3364,155,3739,426,5410,302,6134,901,7172,379,8443,1683,8784,411,10881,2139,8094,382,10608,1226,7391,354,8967,606,4938,443,5986,154,2118,508,2778,7534,51544,3120,62205
