SED_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SED52205,103,218,322,45,84,128,68,244,311,74,511,582,208,995,1207,213,550,767,576,377,946,545,504,1051,592,567,1158,618,470,1087,549,404,957,519,358,883,1227,653,1883,981,101,1076,933,199,1140,633,30,662,2195,275,2474,1020,244,1264,99,182,278,11192,6968,18157
SED52301,108,130,239,40,55,95,61,183,243,56,328,387,178,705,880,206,461,670,636,300,931,523,365,890,536,386,925,629,292,923,537,225,759,530,201,730,1214,326,1538,953,29,977,790,70,853,482,10,492,996,81,1076,1220,74,1294,119,142,258,9810,4349,14158
SED52404,96,103,201,41,42,85,53,88,145,51,201,254,158,439,597,163,338,496,513,236,747,506,246,758,636,287,924,664,233,902,528,218,750,557,179,740,1348,318,1670,1193,40,1232,1104,70,1179,777,12,795,2456,85,2539,1164,84,1247,100,70,167,12110,3301,15406
SED52505,121,83,207,40,29,69,46,62,104,49,98,146,122,204,331,141,158,298,406,112,520,446,193,637,652,235,883,772,258,1031,743,213,956,845,190,1038,2131,310,2443,1803,30,1835,1742,83,1823,1129,20,1145,2773,91,2867,1457,68,1522,99,45,146,15522,2486,18011
SED52604,93,124,208,43,34,78,40,77,116,58,195,253,145,452,599,168,306,472,467,222,693,464,269,736,553,293,849,629,271,909,515,214,726,565,190,755,1262,300,1565,1068,44,1113,1091,85,1175,727,19,740,2317,85,2403,1195,75,1275,99,78,173,11501,3315,14822
SED52702,92,101,191,47,50,95,57,111,168,40,195,231,150,500,651,144,339,485,521,206,728,467,233,702,659,231,892,666,187,855,447,139,583,552,119,667,1152,197,1351,1009,15,1020,983,43,1031,711,5,716,2251,75,2325,1159,40,1199,102,88,186,11202,2876,14078
SED52803,52,115,166,27,39,62,37,105,142,32,177,208,97,394,489,120,175,298,279,156,435,226,229,459,250,294,546,321,262,579,271,342,617,323,300,626,962,594,1560,852,47,894,898,159,1060,579,26,603,1759,174,1932,891,94,991,144,146,288,8117,3818,11942
SED52903,44,79,121,38,42,78,85,157,241,99,235,326,239,222,453,193,131,323,349,121,473,331,160,488,390,238,630,368,252,619,258,278,533,302,222,529,734,364,1095,620,57,674,620,67,693,351,23,374,860,110,963,1001,91,1089,208,162,371,7075,3013,10089
SED53004,88,118,210,53,36,92,42,92,131,55,192,249,169,583,758,137,403,546,545,235,776,534,264,794,711,278,985,731,229,957,558,178,735,570,162,734,1342,283,1624,1289,23,1311,1127,63,1187,815,10,816,2088,69,2155,1056,51,1109,82,79,160,11987,3355,15344
SED53105,93,127,218,32,41,73,46,132,180,77,252,334,185,575,757,276,334,612,582,223,801,595,358,954,669,432,1101,786,354,1141,759,333,1087,771,227,991,1679,381,2058,1386,49,1435,1179,87,1269,733,21,752,1405,79,1478,1336,110,1443,109,104,219,12689,4220,16908
SED53204,80,92,168,31,27,58,42,78,115,53,127,180,147,373,514,173,218,388,459,164,623,457,190,642,596,221,816,762,210,974,732,192,920,763,153,912,1850,241,2094,1642,24,1663,1292,65,1355,882,18,894,1922,70,1992,1171,38,1210,101,71,175,13163,2544,15710
SED53306,128,197,324,58,75,132,67,219,294,93,515,615,259,1316,1572,417,840,1258,1065,460,1522,896,474,1370,868,435,1306,912,284,1202,565,261,827,610,184,795,1295,358,1656,909,29,940,750,71,818,432,16,454,1069,105,1175,1434,83,1518,177,246,419,12018,6172,18190
SED53402,100,223,319,43,71,113,53,223,270,50,427,479,148,929,1078,157,610,768,463,424,884,399,555,954,514,629,1144,625,559,1183,514,473,984,557,388,947,1217,759,1971,1069,96,1161,1088,179,1264,820,37,862,2445,240,2685,883,187,1067,78,155,235,11228,7157,18385
SED53502,111,208,313,34,65,101,66,194,258,55,420,474,201,930,1132,257,579,838,671,349,1021,609,460,1071,715,559,1273,876,436,1312,610,363,974,699,273,975,1586,400,1988,1247,32,1281,1000,99,1102,620,17,637,1452,111,1560,1227,110,1333,137,205,342,12170,5803,17976
SED53602,183,214,393,56,55,111,86,217,305,99,413,509,279,949,1229,329,407,732,867,314,1175,839,446,1291,891,509,1400,1085,414,1501,814,276,1091,803,190,989,1472,294,1764,926,50,976,661,63,726,392,21,412,735,81,820,990,117,1105,142,162,303,11652,5196,16851
SED53701,128,157,288,52,42,96,61,154,212,67,292,362,227,805,1035,205,387,593,739,254,991,587,357,945,570,331,908,677,247,928,447,229,680,539,151,692,1075,244,1314,799,17,823,649,58,711,397,10,403,913,89,996,1400,42,1439,203,174,375,9749,4044,13791
SED53802,160,208,370,52,67,120,41,202,237,78,331,404,246,887,1128,272,479,750,762,314,1080,655,436,1088,746,481,1226,903,408,1314,700,366,1066,723,300,1022,1606,432,2036,1214,59,1276,990,120,1104,584,28,608,1419,117,1535,929,141,1070,115,135,246,12207,5491,17698
SED53902,88,209,294,36,87,131,58,181,238,43,369,414,145,888,1031,164,716,883,484,437,925,450,547,996,583,627,1207,643,572,1216,488,450,936,519,350,877,1186,693,1881,932,66,1004,848,201,1047,645,29,676,2629,282,2917,742,154,897,92,144,239,10799,6997,17793
SED54006,148,120,258,62,51,120,63,131,195,84,315,400,255,781,1033,270,450,716,926,246,1171,665,305,974,739,292,1033,776,189,968,530,187,720,613,141,760,1325,285,1612,1054,19,1074,851,70,921,474,12,485,1213,90,1302,1579,70,1645,167,170,333,11784,3932,15716
SED54104,129,213,342,40,87,125,47,178,224,38,370,408,105,596,702,122,566,689,247,396,634,309,445,748,424,529,957,496,504,999,370,482,856,504,376,876,1027,799,1828,793,88,881,774,253,1027,599,53,647,4520,629,5151,828,149,981,55,109,168,11430,6824,18247
SED54203,38,72,115,16,15,30,28,84,110,29,145,173,105,244,349,84,134,222,235,116,351,188,155,344,206,166,376,224,145,372,176,107,286,225,117,338,490,285,776,371,17,385,362,83,443,246,11,259,588,81,669,566,59,630,104,129,225,4282,2167,6449
SED54304,147,375,520,37,84,123,51,234,280,43,458,500,122,727,845,123,598,722,316,483,795,354,615,971,497,884,1380,588,826,1408,503,850,1356,555,771,1326,1375,1576,2946,1192,220,1404,1149,521,1675,827,116,942,3663,884,4546,951,373,1320,64,160,223,12544,10755,23301
SED54403,45,74,114,15,17,37,25,62,89,38,97,140,76,89,161,70,68,145,129,90,220,137,113,249,194,182,383,203,258,461,221,327,550,314,334,653,846,773,1616,835,51,887,1057,277,1343,811,46,855,3110,397,3512,1033,103,1140,121,106,230,9305,3469,12771
SED54505,133,114,252,76,58,133,70,107,172,58,200,258,178,539,713,170,357,529,490,222,712,477,259,738,686,225,907,760,182,948,551,167,719,595,99,698,1387,200,1582,1120,28,1153,1137,52,1195,739,9,749,2711,82,2796,1037,44,1083,71,76,151,12448,3029,15478
SED54605,133,173,305,42,72,114,64,200,267,70,482,551,238,1135,1374,287,764,1059,849,406,1252,720,498,1222,792,509,1303,772,383,1159,619,333,956,601,241,839,1175,353,1520,869,36,905,702,78,778,430,12,444,963,87,1047,1143,98,1242,137,229,368,10605,6096,16698
SED54701,97,129,222,58,65,120,47,174,218,54,284,338,188,766,958,165,455,621,595,298,898,500,389,892,594,475,1068,685,305,991,493,253,743,590,179,764,1202,297,1496,803,29,829,652,82,735,317,13,328,885,99,985,1134,73,1214,170,225,397,9228,4584,13811
SED54804,92,173,267,32,82,114,54,211,262,48,363,410,132,791,919,165,514,682,368,385,753,418,402,819,508,493,997,552,476,1024,417,441,857,463,413,881,1206,813,2024,1095,107,1201,1135,265,1403,790,64,862,3128,397,3524,1077,303,1380,87,143,226,11771,6827,18603
SED54905,118,258,377,43,97,134,68,179,248,48,330,376,141,674,816,179,583,756,357,377,727,360,456,822,473,552,1025,604,480,1086,463,478,941,498,362,860,1119,714,1836,899,90,990,882,204,1090,615,37,644,3285,381,3667,817,205,1023,77,123,205,11052,6585,17632
SED55005,126,125,254,37,33,74,45,68,115,74,200,269,179,410,593,227,310,533,630,193,820,547,236,784,669,309,976,892,239,1128,780,203,980,788,171,963,1797,262,2058,1463,27,1491,1236,49,1287,718,10,732,1753,65,1819,1264,71,1336,108,74,181,13334,3059,16389
SED55102,91,116,208,41,24,67,53,82,139,70,145,219,135,357,492,199,198,399,532,164,695,493,221,717,668,323,990,801,275,1069,637,226,864,726,173,908,1747,276,2019,1290,31,1325,1084,74,1157,687,3,693,1743,67,1809,1691,72,1767,131,67,204,12839,2905,15736
SED55202,167,178,342,47,49,99,66,185,251,90,388,473,243,929,1165,277,561,840,826,348,1178,818,459,1275,951,484,1436,1030,357,1391,799,291,1087,823,223,1044,1717,293,2007,1112,52,1161,813,68,887,432,17,454,797,71,870,1100,97,1194,142,142,284,12257,5174,17430
SED55306,115,112,228,57,51,103,62,139,197,54,277,336,208,738,948,229,579,803,780,371,1156,645,385,1032,864,378,1248,907,291,1196,644,197,836,657,144,798,1401,242,1639,1069,37,1111,802,63,862,495,10,503,1217,83,1293,1460,115,1574,129,165,296,11779,4397,16174
SED55405,108,268,377,31,106,138,39,256,291,61,511,567,150,974,1123,189,760,946,442,455,901,437,596,1033,512,705,1214,736,596,1332,553,541,1101,608,401,1007,1396,862,2259,1099,172,1271,1004,253,1256,703,79,785,2117,334,2452,887,377,1264,74,173,247,11159,8406,19568
SED55504,110,111,222,38,37,76,54,81,139,64,195,256,154,494,643,208,442,654,574,234,809,566,297,863,663,330,990,840,271,1113,674,249,921,792,164,955,1769,291,2055,1550,35,1580,1235,62,1296,743,13,759,1688,87,1770,1512,59,1572,152,132,284,13390,3574,16967
SED55605,94,100,194,36,30,68,51,79,136,67,178,245,178,445,620,256,295,548,629,187,819,630,226,854,639,298,935,730,242,971,703,237,935,705,178,895,1681,349,2029,1350,31,1375,1195,77,1267,711,8,720,1714,61,1773,1776,89,1865,142,62,203,13271,3184,16452
SED55706,126,141,269,67,94,158,80,201,288,65,368,429,292,1021,1315,279,604,883,896,387,1279,750,473,1225,889,436,1321,943,261,1209,610,222,830,698,146,843,1284,242,1518,939,29,964,663,66,720,356,14,367,767,103,864,1374,103,1483,144,185,336,11211,5094,16300
SED55802,95,126,220,44,44,90,40,91,131,36,164,205,161,413,576,211,243,448,610,183,792,562,270,832,804,382,1188,920,363,1285,877,292,1168,887,234,1126,2173,347,2524,1688,50,1741,1167,63,1236,762,19,782,1450,70,1522,1434,93,1532,129,80,207,14065,3538,17602
SED55905,107,158,268,48,59,106,67,191,254,70,328,398,191,903,1093,203,481,682,631,288,919,511,361,870,607,415,1024,679,336,1023,546,288,837,583,241,821,1333,378,1715,1062,46,1106,960,95,1047,653,19,670,1464,104,1568,904,114,1018,102,156,257,10720,4950,15669
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SED60105,29,91,122,23,42,63,21,99,116,32,204,234,107,586,691,120,447,572,394,288,683,374,341,716,474,375,846,542,266,801,408,204,616,382,161,539,884,186,1065,599,31,638,491,48,534,294,18,311,697,99,799,386,58,442,55,97,148,6303,3632,9933
SED60106,23,27,53,11,15,28,15,45,59,20,99,111,77,280,351,66,145,209,248,88,331,174,93,265,176,85,257,227,44,273,127,49,173,115,36,146,216,25,245,145,3,148,93,0,100,55,0,52,91,12,104,158,5,164,27,73,96,2064,1122,3181
SED60113,70,109,175,47,36,90,33,129,158,70,315,380,185,934,1120,224,546,761,806,367,1176,723,457,1184,761,441,1203,926,297,1223,633,243,879,659,169,829,1400,230,1625,955,43,996,725,44,771,448,12,458,885,71,958,714,49,764,87,141,230,10344,4636,14980
SED60115,98,147,245,43,70,113,64,262,329,87,508,604,285,1100,1386,339,669,1012,977,374,1350,859,486,1344,947,440,1389,1002,299,1300,682,197,879,636,154,791,1266,183,1452,732,43,775,490,48,539,282,13,294,539,52,590,661,99,762,137,227,367,10126,5377,15497
SED60207,99,124,220,40,59,101,54,182,237,81,395,477,234,1201,1439,299,653,957,1137,363,1504,870,460,1326,831,454,1284,976,287,1262,700,230,925,681,162,842,1283,202,1484,850,23,875,572,33,605,333,12,345,576,60,637,722,58,780,153,231,385,10493,5171,15664
SED60208,51,92,145,50,37,91,36,163,206,46,335,379,209,1043,1251,224,544,769,944,304,1253,659,353,1015,726,337,1062,858,176,1036,572,171,739,570,151,717,1096,160,1254,732,14,744,525,19,541,301,4,303,538,35,570,747,32,779,128,215,335,9010,4181,13192
SED60209,80,144,221,40,59,105,56,221,282,85,508,592,294,1250,1540,302,703,1005,996,376,1372,732,451,1186,790,448,1240,887,274,1163,614,246,855,625,179,805,1258,226,1484,861,18,879,569,38,607,292,6,295,624,75,704,856,49,903,125,224,346,10076,5497,15567
SED60301,29,48,75,11,13,27,22,67,85,12,165,182,81,470,551,119,278,397,296,170,466,306,198,506,352,195,550,411,139,550,275,103,385,295,59,359,634,81,716,444,15,459,281,18,301,159,9,164,249,22,261,256,27,284,46,99,143,4288,2167,6457
SED60302,57,122,174,25,50,76,36,207,239,60,380,441,190,1092,1284,245,575,824,619,381,1004,639,461,1092,727,497,1226,876,334,1207,625,296,929,627,188,810,1289,279,1567,916,56,977,659,68,722,371,22,389,619,85,704,606,101,711,110,170,278,9301,5358,14652
SED60303,68,132,207,36,59,90,36,154,187,34,268,305,93,645,739,135,529,665,275,412,687,350,448,797,476,473,947,604,438,1040,441,383,827,497,334,838,1083,542,1625,868,124,983,814,179,993,633,48,683,1738,259,1993,541,191,734,31,83,110,8750,5699,14448
SED60304,0,0,0,0,0,0,0,0,0,0,5,4,0,6,3,0,0,5,5,4,5,3,4,10,4,0,7,4,4,6,8,0,5,9,0,6,18,0,19,14,0,14,13,0,13,3,0,3,6,0,6,14,0,14,0,0,0,108,20,124
SED60310,55,83,138,28,33,64,18,71,92,18,113,136,52,255,297,83,247,328,168,237,411,186,211,392,286,265,551,394,193,586,302,191,498,299,124,420,646,196,846,504,37,544,367,52,423,319,19,333,1218,111,1329,373,95,464,25,37,62,5333,2579,7911
SED60404,79,103,185,49,39,85,45,123,163,61,251,307,196,749,947,237,391,629,742,297,1043,642,340,986,793,308,1097,891,194,1085,630,176,810,668,107,779,1281,146,1427,948,23,965,671,30,702,420,4,422,856,35,898,740,39,778,106,112,218,10056,3472,13526
SED60410,35,46,84,11,18,28,21,49,60,20,112,134,67,363,435,78,263,346,220,150,375,265,163,421,326,204,530,372,110,478,266,124,389,281,93,367,550,125,673,442,22,462,329,31,360,228,13,243,455,32,479,274,36,309,26,51,77,4264,1991,6255
SED60411,54,79,138,27,37,63,31,113,143,27,270,293,139,718,855,155,501,652,456,345,804,497,383,877,624,354,973,751,276,1029,536,289,818,556,191,743,1134,283,1414,860,52,901,734,66,801,519,14,528,1076,62,1137,515,52,561,64,129,192,8740,4197,12936
SED60414,54,49,105,25,16,41,18,56,81,37,159,195,129,462,586,175,271,443,447,188,633,420,235,657,523,297,822,580,172,755,448,167,621,441,116,560,1051,124,1178,762,23,788,603,26,633,358,4,365,833,31,858,505,29,536,54,61,109,7474,2492,9957
SED60501,50,61,106,21,16,44,46,103,151,63,260,324,204,639,844,233,247,483,586,167,759,458,193,652,527,202,730,556,126,682,369,96,465,377,49,435,687,52,738,386,14,389,244,9,251,131,3,133,238,25,261,470,18,492,92,146,242,5743,2442,8181
SED60505,19,20,46,12,18,30,6,36,45,12,79,90,41,275,310,51,154,203,232,92,329,178,106,284,207,103,314,247,63,312,181,59,243,176,40,216,405,54,457,316,7,322,254,10,261,134,0,141,269,19,286,192,9,201,21,32,51,2962,1169,4129
SED60506,83,99,183,43,52,104,47,159,206,65,348,412,239,1051,1288,255,526,781,937,324,1257,717,389,1110,734,303,1041,808,200,1009,536,127,660,563,97,655,1007,111,1119,635,25,655,410,27,432,192,8,198,393,40,432,653,33,676,134,141,282,8443,4050,12495
SED60508,19,18,34,6,8,15,8,18,27,7,53,63,33,132,166,31,58,90,137,32,167,107,54,163,116,43,162,141,26,170,86,24,114,82,16,99,165,7,171,118,0,121,76,3,78,48,0,48,72,7,76,116,9,119,18,20,35,1386,532,1917
SED60512,73,113,184,39,50,92,41,126,167,65,307,372,221,975,1198,259,456,723,883,301,1184,722,371,1090,756,374,1126,884,236,1123,624,187,813,649,129,776,1189,146,1334,865,9,876,529,28,552,277,3,282,511,37,548,770,46,817,132,162,288,9491,4075,13563
SED60514,17,18,36,5,15,15,6,18,28,10,52,67,43,178,220,51,95,146,202,60,263,170,95,262,188,111,299,243,70,315,186,61,248,194,41,226,440,49,492,363,10,372,218,11,233,133,0,134,232,18,249,175,8,177,26,22,45,2898,931,3826
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,3,3,5,52,20,68,58,35,92,20,7,29,92,8,102,52,11,61,111,9,122,111,20,131,135,30,166,117,40,158,73,32,109,76,31,109,123,63,184,69,9,71,47,12,53,34,5,46,50,16,69,162,9,171,54,18,72,1443,366,1807
SED70002,14,30,43,3,11,12,7,20,30,15,37,54,27,62,81,21,51,72,48,38,84,50,66,118,83,88,175,108,102,212,93,102,198,97,84,180,316,145,459,308,25,338,250,40,287,165,10,171,494,63,556,232,44,281,21,26,45,2361,1044,3403
SED70003,0,0,0,27,5,34,54,20,76,22,10,32,68,7,81,49,6,57,101,5,103,101,10,112,108,18,125,112,19,137,87,37,124,88,31,122,142,60,206,122,6,123,100,12,119,63,0,63,96,19,117,126,3,125,27,5,33,1500,289,1792
SED70004,13,6,23,17,8,17,25,39,64,17,40,54,62,40,98,44,30,73,109,30,140,118,33,151,98,59,160,119,45,169,81,55,135,78,43,119,124,91,219,100,5,104,71,19,89,50,0,46,96,10,112,166,14,183,62,38,101,1444,619,2064
SED70005,13,23,39,3,3,9,9,19,29,14,56,72,21,76,94,34,44,81,58,22,78,61,53,115,76,73,154,97,66,163,102,58,161,109,40,153,304,77,373,237,19,260,209,23,230,139,6,148,333,26,361,269,18,289,22,24,40,2103,732,2840
SED70006,18,20,40,4,10,13,0,22,27,9,39,49,26,78,106,30,73,96,39,50,86,65,81,142,100,107,210,111,111,217,100,90,192,92,71,161,252,120,370,235,19,247,234,43,280,141,18,163,348,61,401,211,66,276,16,34,46,2023,1098,3119
SED70007,14,26,39,6,3,7,4,10,11,11,26,33,15,44,57,18,35,49,38,31,65,48,46,90,94,71,166,110,58,172,124,68,194,133,63,199,357,86,438,297,20,323,242,17,257,195,6,202,344,22,361,242,33,275,5,18,23,2289,674,2961
SED70008,11,21,35,0,6,6,3,13,18,12,40,53,27,42,68,29,45,71,55,39,96,43,66,110,75,51,127,97,56,156,87,64,147,92,32,128,280,87,364,258,9,266,229,17,242,157,4,158,471,42,510,268,33,298,17,26,40,2203,694,2896
SED70009,16,30,43,34,11,48,59,25,88,34,62,98,85,137,216,48,42,89,133,53,185,104,68,169,122,59,179,109,59,164,68,38,107,87,34,119,165,61,224,134,6,140,110,10,122,68,4,69,145,13,155,279,19,300,51,35,91,1856,770,2625
SED70010,12,20,34,5,7,10,15,30,41,23,99,121,42,128,171,44,58,102,93,35,130,78,68,143,126,116,240,143,82,217,90,74,166,113,58,171,292,92,384,184,13,195,180,19,196,84,5,85,220,6,225,227,25,250,22,33,50,1981,953,2938
SED70011,9,33,42,0,10,13,7,31,38,10,60,74,25,93,117,18,49,76,64,55,112,48,68,115,75,75,151,112,96,205,82,75,157,93,83,178,242,183,426,179,32,214,179,48,229,116,21,135,509,88,593,188,51,244,13,29,37,1969,1175,3146
SED70012,9,20,31,4,4,9,12,17,25,3,45,41,17,51,65,12,45,51,27,33,65,26,77,105,49,82,133,77,102,179,66,100,160,96,93,187,248,171,411,235,40,273,206,42,250,162,24,191,473,80,555,227,64,294,22,17,34,1963,1094,3056
SED70013,15,28,44,7,10,22,4,23,32,8,31,45,25,73,99,24,30,56,66,37,99,61,69,130,92,71,161,118,52,173,89,50,143,98,44,141,235,57,292,199,3,207,229,9,241,176,9,182,490,26,516,324,29,350,40,32,71,2312,685,2994
SED70014,0,7,8,12,0,16,37,23,59,12,17,34,96,13,110,47,21,66,98,60,160,107,67,177,81,106,195,107,64,166,83,60,144,63,43,100,103,75,179,76,0,78,42,6,48,23,0,26,36,9,46,114,7,125,52,24,74,1184,611,1794
SED70015,15,24,40,8,9,11,14,25,32,19,56,78,25,118,142,41,54,93,73,51,125,82,80,164,113,91,207,124,83,206,126,45,171,121,57,174,292,110,399,208,19,229,198,25,230,145,7,149,304,44,348,199,49,245,31,27,57,2135,961,3098
SED70016,19,22,40,3,8,15,16,30,45,27,53,81,44,100,144,54,63,118,84,36,124,93,55,145,115,60,173,126,51,176,105,57,159,102,46,149,259,55,320,184,13,197,163,15,177,122,4,122,235,19,254,214,20,235,21,25,48,1994,734,2720
SED70017,14,19,37,6,5,8,10,16,30,19,35,58,46,70,115,35,35,72,66,37,102,73,46,121,76,76,151,111,65,178,69,61,136,76,49,125,208,114,319,191,18,205,187,28,214,121,7,134,257,42,298,221,31,256,33,35,65,1818,809,2622
SED70018,0,3,4,3,5,7,11,4,17,14,9,25,36,16,53,23,7,34,51,3,58,60,16,77,85,30,116,81,39,116,62,41,104,90,37,132,141,81,221,142,4,149,132,11,141,92,6,93,189,11,193,189,10,203,25,13,35,1452,332,1779
SED70019,15,25,36,10,18,28,34,46,74,20,46,66,76,73,153,49,50,100,114,46,163,111,66,175,111,82,195,122,93,220,102,76,180,82,56,142,233,113,346,153,8,165,157,23,180,116,5,118,284,40,323,211,26,235,44,43,85,2055,932,2983
SED70020,8,18,29,8,7,8,11,19,24,10,17,23,22,34,54,17,51,68,36,35,69,55,43,97,67,61,127,104,45,146,68,60,133,78,37,118,202,59,265,205,7,209,193,12,205,183,4,186,520,14,534,284,16,303,32,24,56,2094,546,2634
SED70021,11,30,36,4,9,15,0,22,28,11,68,77,20,106,124,26,79,104,56,80,134,59,107,161,88,110,196,129,90,225,107,104,209,117,101,218,278,193,470,202,28,230,151,41,191,146,17,160,488,81,575,200,73,275,11,22,32,2102,1362,3470
SED70022,15,26,33,6,12,12,6,19,24,8,41,48,18,66,83,16,49,72,32,56,94,53,99,143,73,162,242,105,195,300,99,209,310,149,167,323,375,375,754,254,59,318,254,102,352,168,34,203,533,187,715,249,113,360,10,28,37,2417,2005,4423
SED70023,24,20,42,3,7,12,5,17,19,14,34,46,19,38,55,35,34,66,66,40,107,69,45,118,97,50,146,114,59,170,97,47,147,107,47,155,268,81,347,219,11,231,198,26,222,161,11,166,369,18,385,193,21,218,23,22,45,2082,619,2700
SED70024,8,26,31,0,5,7,4,6,13,5,19,26,12,25,36,23,19,47,40,37,73,37,36,69,83,63,140,97,87,183,108,91,196,138,75,215,435,106,546,408,21,430,336,25,360,288,3,292,562,21,582,369,39,409,16,7,29,2980,703,3683
SED70025,9,24,31,0,3,3,5,16,23,5,33,37,21,62,76,23,25,49,55,29,85,48,49,91,72,48,127,90,53,142,95,49,148,110,44,151,321,67,383,320,16,339,259,21,283,207,11,211,551,27,577,286,21,308,14,14,34,2484,620,3103
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SED80001,85,158,240,41,52,100,52,154,208,58,329,391,197,892,1091,235,469,707,584,474,1057,572,611,1180,907,694,1603,1196,665,1862,1134,702,1842,1160,588,1743,2865,973,3842,2558,81,2639,2553,189,2743,1941,43,1983,5405,250,5651,1229,96,1322,116,142,253,22893,7576,30460
SED80002,113,234,351,54,82,141,59,208,272,83,417,493,229,898,1125,287,639,928,656,694,1354,699,809,1505,1003,964,1961,1448,952,2400,1201,1026,2224,1321,864,2188,3173,1544,4712,2786,196,2983,2563,341,2904,2110,111,2225,5745,418,6162,1173,268,1440,107,168,281,24809,10832,35649
SED80003,109,273,376,43,100,147,50,285,331,46,501,550,136,940,1076,140,622,767,310,518,826,351,675,1024,551,936,1490,717,1244,1965,666,1390,2058,804,1283,2089,2060,2997,5059,1823,379,2202,1879,827,2703,1555,246,1796,7380,1488,8866,1021,412,1433,84,169,251,19732,15273,35008
SED80004,110,178,289,47,89,136,32,161,189,72,378,449,141,888,1032,194,625,818,444,614,1064,506,743,1245,736,913,1649,1154,821,1978,949,878,1827,1004,745,1751,2614,1482,4098,2162,130,2288,2220,340,2554,1833,91,1924,8124,614,8744,1266,140,1411,118,168,287,23727,10001,33734
SED80005,124,176,301,50,50,99,55,137,200,57,252,308,155,549,703,239,368,604,542,358,896,609,488,1096,841,595,1444,1173,657,1830,1161,769,1929,1201,652,1844,3315,1242,4554,2796,181,2976,2818,253,3076,2377,84,2454,7061,412,7475,1359,184,1539,119,105,226,26046,7501,33549
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
