SED_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SED50702,162,866,73,1102,174,1361,171,1702,444,3976,417,4833,392,3205,339,3936,369,2406,267,3039,270,2286,189,2742,244,1481,122,1849,99,773,74,945,22,287,52,357,2173,16646,1698,20519,178,752,59,992,282,1270,119,1666,569,3789,325,4683,577,2826,251,3656,478,2161,169,2810,317,2069,159,2547,314,1606,114,2030,104,917,101,1121,31,487,97,606,2859,15874,1381,20122,342,1617,134,2096,452,2630,287,3370,1015,7764,737,9515,977,6033,585,7593,847,4564,437,5853,588,4354,346,5290,558,3087,233,3881,205,1690,173,2069,51,770,147,961,5033,32517,3082,40633
SED50805,265,905,33,1204,165,797,24,993,237,1571,132,1939,416,1792,125,2324,633,1939,136,2714,398,1864,109,2375,396,1387,87,1865,202,763,68,1031,44,423,43,516,2756,11434,762,14951,474,801,44,1317,266,770,36,1071,359,1764,118,2236,676,1959,93,2728,765,2122,105,2998,491,2043,80,2611,503,1529,71,2105,246,1028,87,1358,47,737,82,872,3828,12761,717,17303,738,1707,72,2526,429,1574,59,2060,605,3333,244,4181,1088,3747,218,5057,1401,4061,240,5708,890,3912,192,4988,900,2912,158,3970,444,1793,154,2385,91,1162,130,1385,6582,24200,1476,32259
SED50906,218,1058,73,1351,97,971,116,1190,238,2066,397,2705,346,2077,375,2789,460,2141,310,2919,436,2123,196,2754,402,1684,154,2241,208,873,81,1157,26,290,51,371,2433,13289,1753,17473,278,1020,70,1366,163,962,74,1206,355,2233,188,2775,611,2111,162,2884,672,2246,144,3066,536,2221,128,2883,520,1785,124,2432,230,1018,93,1342,35,528,89,650,3408,14119,1075,18606,494,2084,143,2721,264,1942,193,2395,595,4298,591,5480,958,4186,528,5673,1133,4384,457,5984,974,4342,321,5637,921,3471,275,4671,435,1892,172,2502,64,817,144,1024,5842,27410,2827,36082
SED51004,191,1432,60,1690,171,1381,76,1623,196,2407,174,2771,336,2352,199,2882,426,2870,202,3495,268,2569,153,2997,182,1336,52,1574,86,555,39,675,8,158,20,179,1866,15064,969,17897,213,1297,80,1592,247,1255,65,1566,342,2396,135,2875,520,2483,127,3126,574,3124,122,3821,333,2565,92,2990,224,1364,62,1652,96,671,50,812,11,216,42,271,2562,15374,770,18699,408,2734,141,3277,421,2634,141,3194,542,4802,305,5647,858,4835,325,6015,1001,5997,326,7314,603,5134,248,5981,410,2703,114,3227,173,1225,89,1489,20,374,60,447,4431,30432,1738,36600
SED51104,188,1592,125,1906,157,1467,105,1724,278,3427,298,4008,403,3181,322,3899,330,3046,299,3674,181,2079,182,2441,186,1373,60,1623,130,764,65,962,22,252,35,309,1873,17182,1480,20540,223,1488,95,1812,187,1451,106,1738,499,3812,240,4553,646,3487,199,4337,461,3223,183,3875,269,2270,114,2654,263,1555,91,1908,152,935,88,1168,17,392,53,460,2722,18612,1164,22506,413,3080,217,3716,345,2909,210,3462,782,7238,543,8561,1048,6668,520,8228,796,6272,489,7549,449,4349,297,5095,449,2932,154,3526,282,1700,148,2133,43,646,80,769,4599,35794,2647,43040
SED51205,191,1041,81,1316,269,1769,163,2201,462,4353,432,5247,501,3577,302,4383,352,2392,188,2942,243,2012,137,2393,251,1627,76,1957,107,843,65,1011,17,246,39,308,2398,17870,1492,21756,212,868,73,1154,326,1511,145,1979,582,4138,338,5064,620,3117,230,3968,436,2217,148,2803,379,2166,99,2648,313,1799,87,2202,125,926,94,1149,19,387,76,476,3013,17148,1294,21454,402,1913,155,2470,590,3285,302,4181,1042,8493,772,10309,1121,6694,534,8351,799,4612,336,5744,617,4185,240,5042,564,3432,169,4161,231,1772,162,2159,34,638,117,791,5410,35018,2777,43207
SED51304,256,1099,25,1376,180,821,27,1028,183,1273,83,1543,489,2067,107,2663,724,2161,129,3014,441,1925,86,2452,524,2047,77,2654,288,1083,54,1426,38,267,18,321,3128,12749,594,16475,305,914,16,1235,230,680,19,932,235,1338,73,1645,781,2162,66,3008,856,2070,69,3005,525,2124,56,2706,619,2264,97,2980,221,1155,71,1444,23,469,36,532,3795,13185,502,17480,555,2011,39,2614,411,1504,48,1960,422,2610,155,3186,1274,4229,172,5672,1576,4238,199,6014,967,4050,137,5158,1142,4311,174,5630,508,2236,124,2866,60,735,53,853,6926,25934,1096,33955
SED51401,177,645,124,952,132,610,129,871,348,1271,383,2003,555,1174,364,2092,585,1540,374,2497,700,1961,393,3051,648,1881,288,2822,279,919,175,1373,55,274,69,398,3489,10278,2296,16062,160,570,109,839,130,473,89,696,421,1169,194,1785,760,1029,235,2022,711,1461,275,2459,773,1829,259,2855,682,1562,217,2467,323,836,180,1341,65,368,95,531,4028,9301,1652,14989,343,1213,235,1789,262,1085,221,1568,772,2439,575,3784,1316,2202,598,4114,1304,3003,651,4958,1475,3786,649,5907,1330,3447,506,5284,601,1762,356,2719,125,650,162,929,7522,19582,3950,31051
SED51504,462,1120,39,1618,289,896,30,1220,306,1942,126,2383,576,2388,135,3098,854,2132,80,3070,537,1822,71,2428,397,1298,66,1756,235,821,55,1114,57,417,33,499,3709,12847,623,17186,448,910,25,1380,313,791,34,1138,390,2151,109,2652,866,2332,86,3287,1072,2200,73,3344,611,1824,61,2501,482,1455,87,2017,266,1022,70,1358,63,711,73,843,4506,13397,621,18517,910,2033,64,2997,597,1687,68,2354,698,4093,240,5032,1439,4722,222,6385,1924,4329,151,6408,1146,3646,129,4926,876,2753,146,3777,500,1849,124,2471,121,1123,102,1345,8214,26244,1248,35703
SED51605,256,1246,50,1557,154,1314,86,1553,279,2937,186,3410,483,3125,216,3819,453,2824,170,3443,248,2093,108,2453,184,1282,74,1534,68,589,51,706,6,159,21,190,2134,15574,961,18663,344,1090,53,1495,256,1218,67,1534,413,3032,145,3591,742,3120,139,3993,619,2829,123,3569,296,2177,86,2565,207,1369,75,1649,73,623,70,766,16,206,35,257,2963,15662,790,19417,600,2343,104,3044,410,2535,149,3095,694,5973,333,6997,1220,6242,352,7819,1073,5654,295,7014,547,4270,201,5013,388,2647,144,3183,139,1213,119,1471,21,371,60,447,5096,31237,1751,38083
SED51706,200,1025,99,1328,119,871,63,1054,250,1938,176,2360,453,1999,215,2673,454,2109,218,2778,486,2326,216,3025,531,1972,189,2694,243,911,115,1268,33,243,72,346,2767,13399,1359,17522,245,955,75,1275,132,744,51,929,349,2041,146,2542,750,1969,131,2850,674,2191,141,3007,655,2353,158,3161,600,1824,165,2586,283,960,140,1382,32,343,98,476,3718,13385,1108,18206,448,1981,178,2605,250,1613,115,1979,605,3985,324,4907,1202,3966,348,5520,1125,4300,358,5783,1139,4678,371,6185,1132,3798,356,5282,523,1876,250,2651,64,589,170,823,6484,26780,2470,35729
SED51804,505,1053,54,1608,305,875,54,1234,388,1666,178,2229,468,1670,132,2273,800,1975,136,2907,726,1906,126,2762,628,1620,109,2357,377,1104,107,1585,73,433,69,580,4270,12300,964,17532,618,969,64,1648,355,890,68,1317,440,1764,131,2333,765,1670,96,2537,1165,1981,102,3244,836,2012,105,2953,668,1783,130,2582,425,1253,131,1804,78,725,129,925,5353,13041,958,19345,1121,2023,115,3259,664,1766,122,2549,826,3429,309,4564,1231,3347,235,4805,1964,3953,236,6153,1570,3914,231,5715,1296,3403,242,4944,802,2351,236,3392,148,1156,198,1506,9622,25340,1922,36885
SED51902,213,1201,79,1490,143,1092,72,1313,284,2453,254,2995,498,2519,333,3355,456,2482,290,3231,351,2259,185,2799,330,1528,97,1956,137,742,52,929,3,191,25,218,2433,14473,1389,18295,290,1183,52,1523,207,986,53,1245,455,2772,147,3378,724,2504,149,3374,697,2377,132,3205,484,2224,107,2818,403,1515,73,1987,131,684,45,859,15,202,24,243,3410,14450,777,18637,508,2383,136,3018,350,2080,129,2557,748,5228,400,6374,1223,5023,487,6734,1154,4856,424,6435,838,4484,294,5619,735,3043,174,3950,265,1435,93,1795,23,398,45,464,5842,28925,2169,36933
SED52006,194,969,65,1223,64,824,60,941,129,1489,156,1782,247,1649,192,2096,275,2023,204,2499,312,2407,153,2869,494,2681,146,3317,283,1604,95,1987,35,401,48,486,2034,14052,1119,17193,203,901,45,1159,119,775,41,937,218,1655,88,1955,443,1800,98,2341,434,2279,113,2828,508,2591,113,3210,626,2782,114,3527,294,1593,124,2015,41,517,81,637,2890,14890,827,18606,395,1867,113,2373,178,1598,98,1877,345,3148,248,3737,689,3451,291,4435,706,4299,316,5328,823,4995,268,6082,1125,5460,259,6845,576,3203,224,4001,83,915,127,1125,4919,28937,1943,35800
SED52102,154,1029,68,1256,120,1108,85,1309,241,2386,216,2837,379,2629,211,3221,337,2222,182,2742,221,2069,157,2442,224,1488,79,1783,105,722,42,870,16,239,28,289,1797,13895,1070,16757,203,943,71,1217,178,908,60,1154,346,2421,174,2931,547,2449,153,3140,443,2110,125,2674,328,2081,106,2515,303,1597,74,1973,145,815,76,1035,15,329,38,376,2494,13658,874,17026,357,1976,145,2472,305,2016,147,2466,581,4804,386,5774,921,5077,361,6361,777,4333,304,5415,545,4153,263,4961,519,3085,152,3758,252,1539,116,1912,35,568,64,667,4298,27549,1941,33786
SED52205,146,793,52,990,164,945,86,1201,362,2516,310,3185,426,2468,268,3153,499,2269,266,3034,460,2130,203,2798,366,1705,121,2194,161,919,98,1174,12,381,66,457,2592,14122,1475,18188,210,717,57,982,291,969,94,1354,545,2637,242,3421,625,2310,155,3089,707,2159,155,3018,552,2310,133,2988,504,1756,140,2403,166,1024,128,1308,16,576,128,724,3621,14453,1228,19299,355,1508,109,1968,456,1913,186,2554,903,5151,554,6608,1048,4778,423,6249,1206,4428,424,6049,1016,4441,334,5787,874,3460,262,4598,325,1937,227,2483,31,958,197,1186,6208,28576,2703,37487
SED52301,153,980,142,1272,89,816,113,1019,252,1695,338,2287,370,1616,336,2324,386,1869,303,2557,377,1927,250,2558,339,1424,155,1911,146,751,107,1001,26,273,54,349,2143,11347,1792,15281,189,902,110,1203,124,805,102,1031,327,1795,225,2345,539,1683,253,2470,562,1969,208,2735,464,1889,172,2523,441,1403,166,2007,219,773,121,1115,32,359,91,481,2894,11579,1445,15919,340,1889,252,2478,212,1621,217,2051,580,3485,559,4630,907,3295,591,4792,943,3836,509,5294,842,3816,422,5085,778,2827,315,3919,370,1517,227,2122,61,628,147,832,5040,22925,3233,31196
SED52404,205,1077,32,1322,155,932,42,1130,201,2055,131,2391,468,2314,151,2942,533,2156,124,2814,342,2125,90,2561,325,1868,70,2264,138,765,35,945,13,203,4,220,2382,13509,685,16575,264,962,31,1259,210,786,23,1026,325,2101,84,2505,693,2215,71,2983,641,2147,71,2851,427,2399,74,2901,378,1963,58,2395,115,825,47,988,12,291,38,340,3061,13688,500,17253,472,2037,68,2578,370,1723,66,2153,523,4164,211,4895,1163,4528,226,5923,1172,4301,192,5665,771,4527,165,5461,702,3833,131,4659,255,1595,80,1927,24,492,44,564,5442,27203,1188,33828
SED52505,269,1332,70,1674,229,1295,153,1681,370,3427,561,4357,629,4232,513,5375,503,2602,272,3368,354,2174,148,2674,259,1600,68,1936,88,565,46,690,6,125,15,144,2699,17354,1839,21896,361,1209,43,1616,331,1147,60,1534,566,3867,202,4641,803,4213,183,5200,589,2621,86,3298,418,2376,68,2857,278,1667,59,2005,81,562,27,673,7,177,23,209,3442,17842,755,22035,629,2537,110,3282,558,2443,213,3215,936,7295,761,8994,1431,8453,696,10577,1095,5219,356,6669,771,4546,209,5528,543,3274,125,3943,171,1125,72,1363,16,299,38,354,6148,35195,2587,43929
SED52604,205,1148,38,1393,225,1246,79,1543,247,1974,149,2363,333,2036,148,2516,462,2292,172,2924,326,2579,147,3052,266,1765,81,2113,99,699,49,845,11,202,33,246,2165,13926,913,17005,239,1003,40,1278,239,1018,51,1305,284,1890,107,2281,510,2022,85,2613,545,2440,89,3072,414,2653,95,3163,297,1800,82,2176,99,770,75,947,18,345,55,413,2627,13935,681,17248,441,2152,87,2675,462,2259,127,2847,524,3861,262,4646,845,4053,233,5130,1005,4731,260,5995,733,5230,247,6213,563,3568,160,4287,197,1468,124,1790,26,548,92,666,4800,27867,1592,34252
SED52702,298,1033,35,1368,189,796,36,1024,208,1127,98,1437,432,1534,127,2090,663,2034,136,2831,492,2128,138,2759,584,1789,88,2464,331,1056,85,1475,37,351,43,427,3237,11848,794,15881,348,851,32,1235,208,602,28,834,290,1166,59,1514,755,1533,77,2368,870,2054,92,3014,652,2106,91,2854,692,1824,93,2610,346,1097,97,1539,61,464,65,585,4232,11706,634,16572,646,1883,70,2602,398,1397,64,1865,494,2292,158,2944,1188,3068,205,4464,1535,4087,228,5848,1149,4239,228,5613,1275,3615,183,5076,679,2157,186,3019,96,812,108,1017,7467,23554,1428,32447
SED52803,98,790,125,1012,102,994,293,1397,276,2377,710,3366,319,2093,591,3001,319,1977,513,2812,259,1886,395,2541,145,992,196,1339,47,337,70,456,7,65,11,87,1576,11525,2900,15999,129,692,130,945,113,858,167,1143,333,2077,367,2781,469,1741,327,2537,376,1635,264,2271,277,1484,224,1985,145,743,126,1011,41,311,47,396,4,125,24,153,1881,9665,1677,13222,225,1482,253,1959,220,1858,464,2534,610,4455,1081,6151,794,3839,910,5538,691,3620,773,5079,529,3369,619,4521,287,1739,316,2347,87,649,117,852,13,186,34,230,3459,21190,4571,29218
SED52903,79,803,198,1077,81,784,214,1082,329,1927,540,2790,344,1731,441,2513,380,1502,476,2362,273,1263,372,1899,159,739,185,1080,44,213,61,320,4,44,15,66,1681,9010,2505,13192,116,815,192,1128,124,847,197,1167,438,2290,586,3320,539,1831,430,2801,449,1484,380,2320,360,1254,281,1899,167,578,149,891,53,183,57,295,0,55,25,81,2246,9342,2303,13888,194,1621,387,2204,206,1640,413,2256,764,4216,1130,6111,884,3565,868,5310,827,2988,865,4679,631,2517,651,3798,326,1314,331,1971,93,392,123,612,3,96,39,139,3928,18351,4805,27084
SED53004,207,1042,38,1283,156,946,32,1136,218,1684,91,1995,456,2269,122,2848,500,2059,129,2687,322,2056,96,2474,438,2054,61,2551,164,921,35,1123,20,324,23,365,2481,13347,630,16459,278,916,26,1220,216,717,17,953,263,1744,74,2085,708,2138,73,2930,650,2088,56,2801,425,2348,60,2839,473,2181,78,2726,169,1066,56,1287,22,563,50,628,3206,13757,490,17461,489,1953,66,2505,365,1667,50,2082,488,3427,168,4081,1168,4411,203,5778,1150,4148,188,5483,753,4400,159,5312,910,4234,133,5276,335,1982,93,2415,41,885,72,994,5690,27106,1123,33920
SED53105,192,1127,123,1440,132,1290,233,1653,290,3054,742,4089,474,3345,619,4430,360,2535,330,3227,179,1879,153,2208,170,1192,103,1460,70,568,35,680,12,172,21,201,1876,15155,2362,19391,209,1043,72,1328,185,1187,76,1451,430,3342,200,3968,699,3374,167,4237,458,2345,117,2920,275,1871,107,2253,221,1279,70,1569,83,621,45,750,16,273,18,312,2571,15341,878,18794,403,2172,195,2766,321,2475,308,3106,720,6394,944,8063,1172,6717,786,8675,819,4877,447,6149,458,3743,258,4462,383,2465,172,3026,153,1195,80,1430,26,445,40,516,4453,30494,3237,38180
SED53204,243,1394,61,1703,184,1341,84,1611,257,2593,162,3015,457,3213,152,3824,476,2780,135,3389,249,2114,93,2459,166,1263,57,1482,76,547,22,641,15,167,9,192,2132,15413,777,18322,289,1305,40,1635,240,1183,38,1468,373,2944,115,3432,671,3294,96,4060,592,2756,95,3443,294,2182,69,2540,201,1385,50,1637,86,666,41,796,20,253,16,281,2776,15971,549,19293,534,2700,103,3336,429,2526,123,3081,631,5541,276,6445,1131,6512,247,7886,1065,5536,227,6825,545,4300,160,5001,371,2646,103,3118,164,1215,65,1439,38,413,25,478,4904,31380,1329,37611
SED53306,154,1062,76,1292,108,1024,111,1244,192,2100,233,2521,299,2014,242,2556,270,2114,254,2638,247,2145,195,2584,315,2075,146,2541,237,1348,149,1736,41,474,86,610,1861,14358,1492,17713,182,968,86,1241,172,1054,102,1331,316,2331,184,2830,460,2190,191,2835,463,2193,176,2828,448,2419,148,3012,477,2271,141,2887,284,1518,195,1996,49,719,186,953,2852,15666,1405,19924,338,2032,163,2531,280,2082,211,2575,509,4431,414,5351,760,4200,427,5392,730,4303,428,5464,687,4572,343,5601,800,4341,287,5432,523,2867,341,3731,93,1193,275,1567,4713,30026,2896,37639
SED53402,155,746,44,942,178,991,73,1245,456,3087,239,3780,486,3013,196,3692,500,2175,154,2832,339,1918,146,2404,254,1433,83,1773,104,685,68,857,24,264,39,324,2497,14306,1040,17842,208,641,40,887,267,1020,80,1367,656,3151,201,4003,748,2710,168,3624,647,2154,113,2915,442,1866,86,2390,327,1486,79,1894,136,805,75,1022,34,493,56,589,3469,14322,895,18684,358,1387,77,1823,446,2018,152,2612,1107,6234,439,7785,1230,5723,364,7319,1155,4323,266,5748,782,3783,228,4792,582,2924,166,3671,241,1487,145,1873,55,757,99,910,5963,28632,1938,36534
SED53502,207,1103,67,1380,122,1275,103,1504,311,2767,283,3367,383,2589,244,3212,379,2379,243,3001,309,2320,200,2827,252,1743,102,2095,137,897,108,1142,16,280,101,394,2118,15350,1446,18917,200,956,63,1214,217,1146,95,1457,442,2793,184,3423,559,2460,144,3164,485,2449,154,3087,425,2361,127,2910,348,1798,143,2285,176,1057,133,1368,15,461,169,647,2867,15482,1217,19571,407,2054,131,2594,340,2422,203,2958,760,5561,472,6790,938,5047,389,6372,867,4828,393,6092,730,4687,330,5743,601,3538,244,4384,310,1956,246,2510,32,745,270,1049,4986,30835,2669,38492
SED53602,156,1197,99,1457,165,1496,171,1824,264,3202,291,3760,277,2755,289,3324,254,2424,205,2888,219,2222,138,2575,175,1722,109,2003,73,869,83,1028,8,225,60,296,1596,16114,1448,19156,198,1113,102,1414,218,1328,107,1656,367,3056,267,3687,394,2685,246,3329,334,2389,170,2890,324,2287,127,2743,223,1856,119,2192,85,949,115,1148,10,347,96,451,2152,16009,1352,19512,353,2311,209,2870,378,2822,282,3488,636,6254,550,7441,673,5440,537,6653,584,4816,375,5775,539,4512,267,5322,395,3574,226,4201,160,1817,201,2171,21,571,158,751,3744,32125,2799,38672
SED53701,147,672,137,953,122,581,115,814,263,1213,247,1726,482,1316,297,2091,556,1796,395,2745,719,2266,408,3386,705,2073,329,3108,319,963,192,1476,54,219,42,316,3360,11097,2164,16619,142,571,119,825,108,466,71,647,379,1200,184,1765,777,1134,223,2136,683,1587,264,2530,813,2002,306,3117,741,1656,263,2657,324,778,158,1267,69,256,59,377,4024,9647,1650,15324,283,1237,254,1782,226,1051,188,1463,643,2412,430,3488,1253,2454,525,4230,1236,3380,656,5274,1534,4263,712,6510,1442,3727,592,5759,642,1746,355,2743,125,473,99,694,7389,20742,3815,31942
SED53802,167,967,49,1180,158,1224,97,1481,319,3154,229,3699,338,2771,222,3329,338,2202,153,2690,238,2043,133,2415,270,1698,70,2026,162,1034,54,1248,26,338,23,392,2015,15430,1033,18474,219,794,52,1068,225,1088,78,1387,415,3085,193,3692,494,2681,169,3341,422,2206,110,2739,318,2260,87,2661,308,1988,86,2385,165,1240,77,1488,27,531,44,604,2589,15879,898,19367,387,1762,98,2250,387,2311,173,2871,734,6233,425,7398,829,5451,392,6678,756,4411,262,5425,554,4302,226,5075,576,3687,149,4414,329,2280,128,2739,52,874,68,994,4605,31311,1932,37844
SED53902,211,719,30,959,192,1032,58,1277,412,2748,199,3355,386,2478,167,3033,488,2079,135,2696,389,1862,113,2358,355,1362,69,1788,206,871,95,1173,46,493,54,592,2668,13639,919,17232,288,687,31,1007,345,1028,51,1431,522,2775,160,3464,651,2377,130,3158,619,1975,84,2676,444,1937,81,2460,458,1586,90,2130,257,1211,121,1591,51,894,105,1059,3631,14480,867,18976,498,1407,70,1968,534,2062,113,2705,934,5525,362,6818,1036,4852,301,6188,1102,4054,216,5372,832,3795,195,4820,814,2946,159,3918,464,2085,216,2760,94,1395,160,1649,6302,28121,1784,36209
SED54006,221,1025,89,1337,110,814,81,1004,186,1722,181,2091,383,1948,242,2571,449,2150,260,2860,431,2304,239,2969,493,2125,183,2801,261,1067,115,1447,46,296,51,391,2579,13459,1443,17479,279,989,112,1377,131,719,78,919,301,1798,136,2229,665,1819,139,2619,614,2105,166,2883,602,2351,166,3120,596,1988,151,2733,248,1053,128,1432,29,321,73,431,3463,13138,1148,17746,496,2021,201,2715,239,1532,154,1929,490,3516,320,4325,1046,3767,380,5194,1060,4258,419,5740,1033,4659,407,6091,1092,4108,338,5539,510,2120,247,2876,80,623,127,825,6043,26589,2591,35229
SED54104,449,1023,51,1525,502,1268,87,1860,575,2593,190,3357,589,2148,168,2908,694,1887,131,2716,575,1763,99,2438,586,1617,143,2347,317,944,86,1351,56,332,42,436,4356,13579,1002,18943,536,896,61,1492,737,1205,93,2033,764,2506,178,3443,839,2201,140,3170,978,1859,94,2926,743,1880,88,2718,638,1707,107,2455,356,1087,100,1535,74,577,70,716,5652,13903,934,20488,987,1919,113,3019,1241,2468,179,3887,1334,5097,370,6806,1424,4348,305,6082,1674,3740,222,5637,1325,3642,189,5152,1229,3317,254,4801,673,2028,195,2891,128,909,116,1157,10008,27485,1935,39432
SED54203,60,369,123,549,67,447,191,699,220,1363,516,2098,331,1209,443,1988,314,1140,398,1851,259,1090,293,1636,187,670,154,1006,63,255,74,396,10,43,13,60,1502,6592,2208,10295,52,300,109,461,74,402,134,607,325,1184,310,1814,422,868,279,1571,295,821,226,1341,278,798,192,1273,160,484,115,767,57,190,46,296,6,49,19,72,1675,5092,1427,8199,110,667,231,1008,141,851,317,1309,543,2545,820,3910,758,2076,720,3557,607,1964,621,3189,537,1885,486,2907,347,1154,273,1772,120,444,125,691,10,91,31,139,3175,11688,3628,18488
SED54304,158,603,42,807,347,1539,241,2128,901,5522,806,7228,738,3977,456,5172,597,2472,320,3391,470,2119,252,2845,301,1381,145,1826,106,606,83,803,11,220,31,268,3637,18436,2385,24462,207,595,49,849,505,1596,236,2341,1116,5345,533,6989,826,3201,276,4310,707,2129,173,3016,515,1876,145,2536,349,1281,118,1741,120,598,77,792,21,410,36,472,4372,17028,1644,23045,365,1191,90,1655,852,3139,475,4467,2015,10863,1336,14219,1564,7176,736,9480,1309,4600,501,6403,980,4002,399,5383,650,2663,260,3574,227,1200,166,1590,37,631,73,733,8006,35468,4026,47500
SED54403,126,949,228,1304,86,999,347,1436,477,3341,1266,5085,719,3325,1235,5273,489,2536,902,3928,280,1887,644,2812,74,507,157,736,15,117,26,159,0,20,3,23,2271,13679,4807,20749,152,746,163,1065,118,855,228,1202,645,3002,736,4387,891,2406,600,3894,517,1762,422,2705,266,1129,288,1678,84,384,71,541,16,93,24,132,3,24,6,29,2693,10401,2543,15634,280,1695,395,2368,201,1858,576,2638,1122,6346,1998,9467,1607,5726,1834,9168,1011,4298,1322,6631,553,3017,934,4492,158,887,228,1275,29,213,47,288,0,43,11,55,4957,24078,7347,36385
SED54505,377,1340,33,1751,313,1006,42,1359,238,1483,71,1795,517,2352,105,2972,710,2419,112,3237,457,1943,88,2494,459,1859,50,2369,251,979,58,1285,50,344,42,440,3370,13724,608,17700,505,1157,40,1696,411,806,33,1248,325,1366,48,1744,820,2650,83,3549,835,2408,65,3303,521,2116,63,2704,546,2033,60,2635,264,1140,84,1482,43,552,53,648,4253,14228,540,19018,874,2492,72,3445,716,1816,80,2613,563,2852,121,3536,1332,5008,190,6529,1545,4821,174,6544,976,4061,156,5195,999,3886,110,4999,513,2120,145,2773,97,895,94,1084,7626,27955,1143,36719
SED54605,128,891,69,1087,96,1020,228,1349,177,1998,321,2500,221,1781,259,2257,257,2078,210,2547,287,2482,211,2981,303,2015,122,2439,170,1194,146,1510,26,392,98,518,1666,13845,1673,17181,146,759,69,971,150,859,116,1122,264,1783,188,2232,376,1848,124,2349,373,2082,125,2583,414,2450,133,2997,438,2081,141,2660,210,1307,176,1695,41,580,177,796,2413,13738,1254,17407,275,1650,136,2058,249,1875,346,2476,442,3783,511,4728,595,3626,384,4608,632,4153,335,5126,699,4924,348,5975,740,4097,268,5101,386,2497,323,3201,62,973,272,1311,4083,27582,2922,34583
