SED_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
SED49494,0,0,0,7,0,0,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,12,0,0,8,14,0,0,3,0,4,32,0,0,0,6,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,6,0,0,0,3,5,0,5,0,0,15,0,0,3,14,14,10,10,0,0,53,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,0,0,5,39,28,23,75,40,11,220,0,0,0,0,0,3,0,3,0,5,0,0,0,11,6,5,0,0,0,25,0,3,3,67,17,9,18,14,4,136,0,7,9,30,11,8,10,0,0,73,0,0,0,4,0,6,6,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,21,4,14,13,9,0,67,0,0,0,20,9,17,33,43,24,147,0,0,0,10,9,6,0,0,0,28,0,0,5,7,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,32,9,13,10,4,0,75,0,0,0,0,0,3,0,3,0,6,0,0,0,8,0,5,0,0,0,11,0,0,11,47,20,11,13,8,0,106,0,0,0,8,0,0,0,0,0,6,0,4,5,22,21,24,88,75,14,254,0,20,40,171,139,162,94,41,7,676,0,0,0,0,3,0,0,0,0,4
SED50202,0,0,4,40,21,36,52,57,13,213,0,0,0,0,0,0,0,3,0,7,0,5,0,15,9,0,0,0,0,38,9,127,100,922,158,66,83,42,18,1510,0,11,33,107,48,25,10,4,0,241,0,10,3,33,9,5,0,3,0,69,0,0,0,44,4,7,0,3,0,62,0,3,9,37,17,14,29,26,7,129,0,0,0,21,10,26,35,29,10,137,6,0,5,20,11,3,3,0,0,58,0,8,5,20,3,4,3,0,0,45,0,0,3,6,7,6,5,5,0,36,0,3,22,86,48,46,57,14,0,280,0,0,4,0,3,0,7,3,0,20,0,6,11,50,11,6,10,3,0,99,0,6,24,214,57,80,47,14,9,461,0,0,4,34,6,0,0,0,0,40,0,3,11,36,45,38,116,95,48,389,12,145,192,665,317,337,175,36,11,1890,0,0,0,0,3,0,0,0,0,5
SED50304,0,0,0,56,18,18,24,18,9,139,0,0,3,14,10,34,64,118,73,323,3,13,10,86,27,17,30,6,3,194,20,109,225,1515,144,120,93,48,19,2274,4,3,24,102,30,17,11,0,0,192,0,10,5,159,43,29,12,5,0,272,0,9,23,79,26,14,13,0,0,166,5,16,21,405,22,21,23,13,5,532,3,12,16,203,77,130,429,433,284,1594,0,5,9,58,55,19,5,0,0,163,0,3,5,77,20,8,0,0,0,108,0,5,0,12,8,9,0,0,0,32,0,9,50,242,101,82,71,38,5,596,0,0,0,0,0,0,8,4,5,14,0,3,18,56,16,21,25,21,0,155,0,0,11,33,28,16,25,13,9,136,0,3,32,134,8,7,8,0,0,188,0,0,3,13,6,4,18,16,11,80,5,22,51,319,149,133,69,22,4,786,0,6,12,82,49,114,143,94,59,551
SED50405,0,5,11,49,22,31,34,12,3,173,0,0,0,5,0,0,4,4,0,11,0,0,3,24,9,0,0,0,0,40,8,97,108,1040,109,86,61,25,5,1524,0,9,11,94,35,6,3,0,0,166,0,0,7,34,7,9,0,0,0,51,0,0,4,10,0,0,0,0,0,14,0,27,35,161,38,22,20,12,0,319,0,3,3,22,11,18,15,12,4,89,0,4,5,34,19,5,0,0,0,64,0,3,5,49,15,0,0,0,0,75,0,0,0,8,0,3,0,0,0,13,0,18,29,97,49,31,20,7,0,243,0,0,0,4,0,0,11,0,0,13,0,0,18,49,14,7,4,4,0,86,0,0,3,16,10,11,13,3,0,59,0,4,7,53,7,0,0,0,0,72,0,4,10,24,26,19,54,30,8,164,39,375,409,1302,501,370,171,59,4,3231,0,0,0,5,0,5,0,0,0,7
SED50502,0,0,10,47,14,23,37,29,0,158,0,0,0,0,0,4,16,3,4,35,0,0,7,43,11,23,10,6,0,107,4,69,93,619,162,184,166,114,34,1448,4,6,11,74,23,17,15,4,0,156,0,14,28,72,11,14,4,4,0,151,0,16,10,104,45,35,10,0,0,230,0,0,9,183,33,25,30,14,8,302,0,6,13,46,25,53,107,78,57,380,0,0,0,33,21,3,0,0,0,65,0,0,3,49,13,0,0,0,0,65,0,0,0,8,7,7,0,3,0,18,0,23,23,147,69,104,112,39,8,531,0,0,0,3,0,9,15,18,4,45,0,0,15,61,17,28,31,12,3,169,0,13,30,158,78,91,100,33,10,512,0,0,5,58,10,0,0,0,0,75,0,0,3,10,9,20,26,25,22,119,9,42,99,382,205,253,112,42,10,1159,0,0,7,18,13,16,18,10,0,83
SED50605,0,4,8,45,30,15,32,22,9,168,0,0,0,0,0,4,9,10,8,30,4,29,32,119,61,60,79,20,0,418,3,40,80,328,140,146,142,68,25,970,3,28,82,451,195,178,213,87,21,1251,0,16,25,163,85,44,43,21,10,405,0,9,5,24,19,3,3,0,0,64,0,13,11,66,25,41,34,24,11,232,0,9,12,45,26,45,102,52,31,323,3,8,8,31,34,16,14,5,0,117,3,27,23,154,56,26,18,5,0,312,0,0,0,4,11,10,4,9,0,30,6,72,166,577,343,251,390,205,49,2056,0,0,0,3,0,0,10,4,0,14,0,0,0,25,6,15,9,12,0,65,0,0,0,16,12,9,19,7,0,67,0,5,12,35,5,0,0,0,0,47,0,4,9,10,14,15,42,24,11,127,9,28,70,155,124,146,91,42,7,663,0,0,0,0,0,4,5,0,0,15
SED50702,0,0,10,49,14,28,53,33,13,191,0,0,0,3,5,0,4,9,7,27,0,0,25,152,27,21,17,6,0,252,16,71,169,883,140,100,96,66,30,1568,9,12,29,207,82,29,29,6,3,406,0,0,11,104,17,9,4,0,0,152,0,6,16,45,24,8,5,0,0,102,3,9,14,254,33,32,27,23,10,406,0,4,8,67,23,32,83,106,49,373,5,3,7,57,29,12,3,4,0,122,0,4,19,235,45,4,10,3,0,325,0,0,4,23,15,7,18,10,0,69,4,27,80,450,126,103,70,30,6,909,0,0,0,7,0,0,10,6,3,23,0,10,26,113,15,22,11,13,7,203,0,0,9,75,42,69,50,26,22,291,4,3,43,229,15,5,0,0,0,306,0,0,4,16,16,11,25,28,12,109,16,77,140,591,279,303,160,35,9,1599,0,0,0,10,0,4,3,0,0,26
SED50805,0,3,8,56,25,33,35,26,8,191,0,3,0,4,9,0,9,9,4,37,0,6,3,12,7,8,6,0,0,54,0,12,12,73,50,34,23,23,15,245,0,10,7,64,20,19,15,17,0,154,0,0,6,34,9,10,10,0,3,74,0,0,0,3,0,0,0,0,0,6,0,17,13,93,55,64,32,22,8,303,0,4,7,59,29,47,100,113,72,432,0,0,6,18,12,12,7,8,0,59,0,0,4,39,7,0,0,4,0,60,0,0,0,3,0,3,6,3,0,17,0,9,7,61,29,34,40,19,10,206,0,0,0,0,3,4,7,5,0,17,0,0,0,10,4,7,10,0,0,34,0,0,0,0,0,7,7,0,0,16,0,0,0,8,0,0,0,0,0,6,4,0,0,16,20,14,34,25,9,122,3,18,40,180,151,196,99,40,8,738,0,0,0,0,0,0,0,0,0,5
SED50906,0,0,9,30,10,21,55,34,9,166,0,0,0,0,4,3,6,6,3,22,0,6,0,24,4,0,0,0,0,33,3,37,13,227,43,15,17,11,4,366,0,6,11,43,18,6,4,0,0,95,0,5,0,14,4,0,0,0,0,23,0,0,0,12,3,0,0,0,0,20,6,17,12,61,29,22,36,11,4,201,0,0,0,15,3,20,72,62,64,243,0,5,0,23,12,0,0,0,0,43,0,3,9,47,6,0,0,0,0,66,0,0,0,12,6,11,7,3,0,40,0,5,9,54,21,16,15,9,0,130,0,0,0,0,0,5,0,3,0,16,0,0,3,13,3,10,9,5,0,40,0,0,0,6,9,0,6,0,0,23,0,4,8,43,0,0,0,0,0,51,0,6,0,15,18,21,42,24,14,141,6,69,105,351,222,232,153,37,13,1177,0,0,0,0,0,0,0,0,0,0
SED51004,0,9,14,41,36,42,39,19,3,202,0,0,0,3,0,6,3,0,0,17,0,5,10,14,10,14,6,0,0,60,4,26,33,224,44,48,30,10,9,422,4,11,11,56,22,25,4,0,0,137,0,0,10,44,25,18,7,3,0,111,0,4,11,8,7,3,0,0,0,33,0,49,64,249,100,94,61,30,8,654,0,3,5,20,19,21,27,18,8,129,0,4,9,17,16,0,3,0,0,50,0,0,7,19,6,5,3,0,0,38,0,0,0,0,4,9,3,0,0,15,0,19,15,79,49,43,31,6,4,256,0,0,0,3,0,8,3,5,0,20,0,0,4,28,4,29,21,7,4,97,0,0,0,5,7,8,8,8,5,35,0,0,4,11,0,0,0,0,0,17,0,0,6,18,15,11,37,21,0,106,17,86,153,483,288,262,122,41,3,1462,0,0,0,4,3,7,3,5,0,24
SED51104,0,3,17,54,63,33,48,22,9,246,0,0,0,5,0,8,5,3,3,24,0,0,4,30,8,5,7,0,0,52,5,18,26,323,45,35,40,27,7,520,7,17,18,62,15,4,4,0,0,127,0,0,11,25,9,13,6,0,0,64,0,0,12,13,12,5,0,0,0,38,0,36,83,211,84,31,36,23,3,513,0,6,0,34,13,17,23,14,3,120,0,3,5,36,17,0,3,0,0,68,0,3,4,36,3,5,0,0,0,52,0,0,0,8,0,0,0,4,0,15,0,8,29,90,34,36,19,3,3,230,0,0,0,8,0,3,9,10,0,31,0,7,19,80,27,24,18,0,5,175,0,0,0,5,9,9,4,4,0,34,0,0,6,14,0,0,0,0,0,23,0,3,11,23,14,13,39,40,20,159,25,238,327,1085,482,336,206,55,11,2755,0,0,0,11,4,3,0,0,0,23
SED51205,0,3,7,28,21,10,30,30,12,137,0,0,0,0,5,0,4,4,0,14,4,4,77,222,20,44,21,8,0,399,50,193,628,2967,330,230,150,82,32,4676,8,65,137,572,183,89,84,13,7,1167,0,11,24,85,25,18,13,10,0,179,0,13,30,45,39,13,3,5,0,148,0,18,13,87,18,12,18,23,12,189,0,3,3,34,11,40,108,96,48,344,0,8,6,56,33,8,8,6,0,123,5,20,23,304,74,44,8,8,0,493,0,16,10,19,20,7,9,7,0,90,17,60,304,1015,254,268,292,126,23,2369,0,0,0,0,0,0,0,4,0,6,0,14,44,186,30,32,13,3,3,324,0,8,39,187,131,107,114,39,27,647,6,13,120,405,37,17,0,0,0,603,0,0,0,15,12,11,35,41,21,132,5,78,116,335,177,196,97,33,9,1048,0,0,0,0,0,0,0,0,0,3
SED51304,0,3,9,70,48,31,62,37,4,265,0,0,0,0,4,16,22,18,5,62,0,9,11,21,15,11,16,4,3,81,0,15,7,101,58,53,53,39,11,335,0,7,5,24,13,11,14,9,0,82,0,5,7,57,15,3,5,0,0,103,0,0,3,5,3,0,0,0,0,11,8,33,16,214,66,72,66,31,10,509,0,0,5,25,30,25,133,68,36,324,0,7,4,20,18,11,9,3,0,70,5,4,5,22,8,3,0,0,0,53,0,0,0,0,3,4,3,0,0,11,0,8,16,61,37,40,103,44,7,328,0,0,0,0,3,3,8,4,0,14,0,0,0,9,3,5,6,6,0,37,0,0,0,6,0,10,17,9,0,45,0,0,0,0,0,0,0,0,0,0,3,7,5,26,21,20,62,36,7,193,3,27,40,238,177,193,149,39,3,878,0,0,0,11,4,8,6,0,0,27
SED51401,0,0,4,23,6,27,67,26,10,169,0,0,0,0,0,0,4,4,0,9,0,0,0,6,0,0,0,0,0,5,0,11,4,103,11,15,9,12,9,172,0,3,0,19,14,0,6,0,0,38,0,0,4,26,0,0,0,0,0,33,0,0,0,9,0,0,0,0,0,16,0,4,3,46,5,5,11,11,0,92,0,0,0,7,0,14,38,11,10,78,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,0,0,8,13,10,6,8,6,0,45,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,3,5,0,0,4,0,0,0,3,0,3,0,0,0,17,0,0,5,13,0,0,0,0,0,11,0,0,0,11,3,16,58,46,5,147,5,26,51,228,194,253,173,42,3,962,0,0,0,0,0,0,0,0,0,0
SED51504,0,9,12,49,40,33,38,23,5,205,0,0,0,6,9,3,19,12,17,60,0,29,23,48,42,6,34,10,0,193,7,64,72,543,119,78,55,43,15,985,3,14,23,66,31,18,11,11,0,177,0,8,3,54,34,13,10,10,6,148,0,0,0,4,6,0,0,0,0,15,0,24,17,172,51,72,49,35,21,436,0,18,13,66,34,25,69,77,64,362,0,25,19,57,49,23,9,0,5,190,0,10,9,41,17,3,5,0,0,77,0,0,0,0,3,3,0,0,0,10,4,47,52,222,131,91,103,47,19,724,0,0,0,0,0,0,4,10,0,11,0,4,5,21,10,6,7,4,0,62,0,0,0,6,9,13,5,7,8,54,0,5,32,116,4,0,0,0,0,157,5,6,17,21,40,16,36,26,20,192,0,35,40,185,156,141,111,36,12,712,0,0,0,15,4,3,11,5,0,31
SED51605,0,3,3,66,22,18,22,17,3,158,0,0,0,0,0,3,0,5,0,11,3,0,15,63,14,11,7,0,0,127,6,44,60,486,128,67,50,24,4,869,6,6,29,156,76,33,15,14,0,343,0,7,19,97,22,14,9,6,0,169,0,0,0,7,0,0,0,0,0,13,6,22,11,144,55,28,12,10,0,282,0,11,5,51,22,86,135,102,31,448,0,4,10,30,34,6,3,0,0,89,0,11,13,129,35,20,0,0,0,213,0,0,4,10,7,0,8,0,0,24,0,30,60,235,100,62,47,25,3,568,0,0,0,5,0,4,0,0,0,7,0,3,5,39,10,18,12,0,0,83,0,0,0,13,12,6,7,5,4,41,0,3,9,47,0,0,0,0,0,65,0,0,6,19,14,22,25,10,9,102,13,86,157,564,300,179,100,24,0,1421,0,0,0,0,0,5,0,0,0,9
SED51706,0,0,0,17,14,20,64,31,4,160,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,8,3,0,0,15,0,12,5,126,21,21,11,11,0,209,0,4,4,29,4,5,3,3,3,56,0,4,3,18,5,0,0,0,0,18,0,0,4,10,0,4,0,0,0,18,0,6,11,54,23,20,16,13,3,144,0,0,0,5,9,19,51,44,28,150,0,0,0,13,4,0,0,0,0,18,0,0,5,40,9,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,34,9,7,7,5,0,82,0,0,0,0,0,3,3,0,0,4,0,0,0,7,0,3,0,0,0,15,0,3,3,14,0,3,4,0,0,35,0,0,6,5,0,0,0,0,0,13,0,6,9,17,26,28,58,45,7,176,5,66,94,342,220,264,154,39,8,1200,0,0,0,0,0,0,0,0,0,5
SED51804,0,7,13,59,43,37,43,43,5,256,0,0,0,3,0,4,10,8,8,31,10,45,47,41,27,25,9,9,0,208,0,16,26,96,81,45,44,26,9,345,0,3,15,29,25,16,19,14,4,128,0,0,8,37,20,18,15,10,6,108,0,0,0,8,3,0,0,0,0,15,4,14,15,205,43,52,27,23,18,392,0,8,9,54,35,12,41,37,17,208,7,27,23,50,23,18,10,0,5,169,0,6,3,21,6,4,4,0,0,48,0,0,0,4,0,8,0,0,0,15,8,21,37,96,86,70,56,34,8,417,0,0,0,0,0,0,0,4,0,10,0,0,0,10,0,8,9,6,0,40,0,0,0,0,6,10,4,3,3,26,0,0,0,4,0,0,0,0,0,9,0,20,19,27,24,28,27,22,10,174,9,14,40,192,107,153,103,48,10,674,0,0,0,0,0,0,3,0,0,9
SED51902,0,0,8,17,29,27,41,21,3,150,0,0,0,0,0,0,0,0,0,9,0,0,5,10,3,3,4,0,0,24,3,42,38,515,59,60,46,20,0,791,0,4,12,44,12,5,7,6,0,89,0,0,0,18,6,5,6,0,0,31,0,0,4,3,7,0,0,0,0,20,0,5,7,82,29,37,34,23,0,219,0,0,0,6,5,19,65,35,14,154,0,0,0,8,4,0,5,3,0,23,0,0,3,18,0,0,0,0,0,24,0,0,0,0,0,4,0,0,0,4,0,12,3,38,37,29,24,13,0,161,0,0,0,0,0,4,4,0,0,19,0,4,5,50,9,3,6,0,0,85,0,0,0,8,5,13,7,3,0,43,0,0,0,0,0,0,0,0,0,5,0,0,5,32,49,34,102,61,17,298,16,90,132,488,301,279,133,23,7,1473,0,0,0,0,0,0,0,0,0,3
SED52006,0,3,9,23,18,30,70,51,3,203,0,0,0,0,0,4,0,6,0,16,0,0,0,4,5,6,8,0,0,31,0,11,5,76,12,27,25,19,5,193,4,12,12,51,17,11,16,5,0,135,0,10,4,9,11,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,20,18,61,31,26,45,21,5,234,0,0,0,8,10,17,39,28,4,112,0,0,0,5,12,0,5,3,0,29,0,3,0,20,3,0,0,0,0,38,0,0,0,3,0,0,0,0,0,4,0,4,10,21,16,17,21,5,0,97,0,0,0,0,0,0,10,3,0,17,0,0,0,6,4,0,0,5,0,17,0,0,0,0,0,5,8,7,0,21,0,0,0,5,0,0,0,0,0,10,0,3,7,15,11,15,88,60,9,204,12,81,133,341,276,293,261,85,16,1488,0,0,0,0,0,0,0,0,0,0
SED52102,0,5,4,31,21,17,43,31,10,156,0,0,0,5,0,0,3,3,0,9,0,0,0,46,6,13,3,0,3,73,11,106,98,797,141,97,82,50,9,1389,4,16,35,110,51,27,14,8,3,267,0,0,10,26,3,0,3,0,0,42,0,0,6,9,10,5,0,0,0,21,0,7,15,100,35,18,28,28,5,225,0,0,0,9,5,29,63,50,35,192,0,4,7,22,3,3,0,0,0,41,0,0,3,44,15,15,0,0,0,77,0,0,3,17,0,9,0,0,0,29,0,40,18,188,49,46,44,11,7,403,0,0,0,0,0,3,5,0,0,14,0,3,12,33,13,12,10,7,0,83,0,14,48,155,78,52,45,22,5,420,0,0,0,47,4,0,0,0,0,51,0,0,0,14,7,19,35,49,17,135,3,98,143,513,287,299,144,30,14,1523,0,0,0,4,0,0,0,0,0,4
SED52205,0,20,26,188,74,56,54,33,0,446,0,0,0,0,0,4,4,5,7,20,0,0,8,30,3,9,4,0,0,69,4,3,12,98,32,32,37,16,11,251,3,12,12,47,23,14,4,0,0,127,0,0,8,32,8,5,6,0,0,61,0,0,0,6,3,4,0,0,0,10,4,9,16,223,61,49,33,20,5,426,0,14,16,193,65,84,262,313,292,1231,0,8,8,55,30,14,9,0,0,123,0,0,0,26,5,5,0,0,0,41,0,0,0,3,3,3,4,0,0,13,0,6,8,56,32,27,22,9,0,163,0,0,0,0,0,0,10,0,0,10,0,0,0,13,3,11,8,4,0,47,0,0,0,0,4,6,4,0,4,25,0,0,6,13,3,0,0,0,0,25,0,3,8,45,27,26,29,25,12,178,6,24,54,379,202,215,120,24,3,1035,0,0,0,4,0,4,6,0,0,16
SED52301,0,3,9,30,16,26,32,15,5,144,0,0,0,0,0,3,0,3,3,12,0,0,0,7,0,0,0,0,0,11,4,24,9,124,24,17,8,11,0,221,0,16,3,40,18,0,3,7,3,88,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,4,5,34,17,7,15,12,3,84,0,0,0,9,4,11,33,38,21,121,0,0,3,3,4,0,0,0,0,10,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,34,15,15,4,0,0,78,0,0,0,0,0,0,0,7,0,11,0,0,4,4,0,4,0,0,0,10,0,0,0,5,3,4,3,0,0,16,0,3,0,19,4,0,0,0,0,25,0,0,0,13,10,13,30,20,10,87,4,30,37,179,113,168,116,35,8,679,0,0,0,0,0,0,3,3,0,8
SED52404,0,10,10,60,44,46,51,44,12,279,0,0,0,0,0,10,17,10,5,37,0,4,0,20,12,23,13,6,0,68,0,11,12,69,32,61,42,44,7,281,3,7,11,33,18,11,15,5,0,93,0,8,3,44,7,10,7,0,0,74,0,0,0,0,0,0,3,0,0,5,0,40,32,325,81,95,90,34,4,703,0,4,11,60,15,28,49,42,12,234,3,6,3,20,25,6,0,0,5,69,0,4,5,12,0,4,0,0,0,25,0,0,0,0,6,3,0,0,0,19,0,7,8,39,24,40,43,17,4,191,0,0,3,3,0,3,5,0,0,15,0,0,0,9,3,18,10,3,3,34,0,0,0,0,8,10,18,5,0,44,0,0,0,5,0,0,0,0,0,9,0,7,0,21,7,15,58,40,8,158,14,48,53,403,233,214,145,41,9,1156,0,0,0,7,9,10,9,0,0,39
SED52505,0,0,7,37,13,24,23,14,8,117,0,0,0,0,0,6,7,0,0,5,0,7,19,134,28,29,20,10,0,254,38,416,395,3287,556,309,227,58,8,5297,4,30,50,363,104,50,64,12,7,674,0,19,12,102,44,18,9,3,0,204,0,4,5,30,15,9,7,0,0,69,0,58,12,98,26,27,30,21,4,272,0,0,4,18,16,32,57,31,10,166,3,9,11,46,16,15,8,3,0,103,13,35,22,249,59,20,18,0,0,429,0,0,0,10,11,11,3,0,0,42,6,112,270,1074,352,374,285,100,12,2593,0,0,0,0,0,3,4,4,0,11,0,7,29,105,21,10,19,3,0,199,0,0,8,41,31,36,26,4,3,160,0,0,9,98,12,0,0,0,0,124,0,5,4,19,13,10,30,28,3,101,19,168,166,482,200,184,77,24,5,1321,0,0,0,4,0,3,0,0,0,8
SED52604,0,0,15,49,42,25,52,25,12,219,0,0,0,7,0,3,5,9,0,27,0,0,9,17,12,11,9,3,3,70,0,9,39,158,36,53,33,25,13,378,0,6,15,58,18,10,18,7,0,138,0,9,4,69,17,13,22,4,0,132,0,3,7,7,13,4,0,3,0,36,0,53,61,269,110,114,89,29,12,741,6,4,8,32,19,32,32,19,8,164,0,7,4,22,20,9,9,5,0,68,0,7,8,33,9,0,3,5,0,64,0,0,0,0,0,0,3,3,0,13,0,6,24,73,43,57,76,13,10,304,0,0,0,3,5,4,0,0,0,16,0,4,6,18,5,17,16,3,5,73,0,0,0,6,15,24,21,6,3,78,0,0,6,16,0,0,0,0,0,28,0,0,6,22,26,26,45,39,16,181,6,46,92,345,205,210,131,31,3,1075,0,0,0,9,3,17,8,5,3,47
