SED_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
SED30063,0,4,862,15,42,4,0,49,0,66,0,6,7,0,7,0,10,0,0,0,0,0,0,0,16,48,8,0,59,0,81,0,0,0,0,0,0,0,873,56,8,0,64,8,942,91,0,0,0,0,0,91,3,9,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,7,0,12,0,0,0,0,0,0,0,88,11,0,0,7,0,102,27,0,0,0,0,0,27,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,32,3,0,0,3,0,34,5857,53,0,0,53,12,5930,155,324,18,0,345,10,498,0,18,12,0,32,0,31,0,3,0,5,4,0,4,155,346,24,5,375,10,539,10,4,0,0,4,13,30,6026,410,24,5,436,30,6495
SED30064,13,0,941,28,41,0,0,46,0,74,0,3,0,0,3,0,3,0,0,0,0,0,0,0,28,43,0,0,41,0,74,0,0,0,0,0,0,0,957,55,0,0,53,0,1017,213,4,0,0,4,0,220,10,12,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,19,0,0,0,0,0,0,0,227,16,0,0,16,0,240,80,3,0,0,3,0,81,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,82,3,0,0,3,0,85,6934,119,0,0,119,7,7059,240,286,5,0,287,0,527,7,18,7,0,27,0,32,3,0,0,0,0,0,4,246,298,13,0,314,0,563,18,0,0,0,0,10,26,7200,418,13,0,434,13,7644
SED30065,12,0,1314,30,48,0,0,48,0,76,0,6,0,0,6,0,6,0,0,0,0,0,0,0,30,50,0,0,50,0,74,0,0,0,0,0,0,0,1325,64,0,0,64,0,1387,281,11,0,0,11,0,288,4,15,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,15,0,20,0,0,0,0,0,0,0,287,21,0,0,23,0,308,94,0,0,0,0,0,103,6,5,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,5,0,13,0,0,0,0,0,0,0,103,5,0,0,5,0,110,9294,178,10,0,187,0,9489,345,490,8,0,495,0,846,4,14,9,0,21,0,22,0,0,0,0,0,0,0,348,502,17,0,518,0,865,7,0,0,0,0,6,9,9649,687,24,0,708,6,10366
SED30066,13,0,1000,34,41,3,0,37,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,3,0,39,0,74,0,0,0,0,0,0,0,1021,54,3,0,57,0,1075,203,4,0,0,4,0,205,9,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,12,0,0,0,0,0,0,0,206,8,0,0,8,0,217,61,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,63,0,0,0,0,0,64,5805,113,0,0,113,8,5925,264,368,6,0,372,4,638,0,13,0,0,13,0,13,0,0,0,0,5,0,6,264,374,6,0,386,3,657,14,0,0,0,0,4,17,6090,487,6,0,493,16,6595
SED30067,10,0,821,52,126,7,0,135,0,181,0,8,14,0,21,0,27,0,0,0,0,0,0,0,51,138,19,0,153,0,205,0,0,0,0,0,0,0,861,149,19,0,167,0,1027,316,7,0,0,7,0,324,17,74,0,0,79,0,97,0,3,10,0,18,0,15,0,0,0,0,0,0,0,20,81,14,0,90,0,111,0,0,0,0,0,0,0,337,85,14,0,96,0,441,115,0,0,0,0,0,119,3,31,6,0,39,0,47,0,3,5,0,8,0,8,0,0,0,0,0,0,0,3,41,6,0,48,0,50,0,0,0,0,0,0,0,120,37,6,0,44,0,167,6614,175,0,0,175,3,6794,464,1579,64,4,1649,6,2115,16,108,80,0,185,0,201,0,3,0,0,3,0,3,481,1689,145,4,1835,6,2319,3,9,0,0,9,0,14,7098,1870,145,4,2017,8,9123
SED30068,14,0,1138,48,87,0,0,84,0,136,0,0,0,0,10,0,5,0,4,0,0,4,0,4,47,88,5,0,93,0,147,0,0,0,0,0,0,0,1178,105,5,0,108,0,1289,472,10,0,0,10,0,484,20,56,6,0,57,0,79,3,0,0,0,4,0,8,0,0,0,0,0,0,0,19,55,9,0,65,0,84,0,0,0,0,0,0,0,495,65,9,0,81,0,573,193,4,0,0,4,0,196,6,23,6,0,22,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,6,0,28,0,34,0,0,0,0,0,0,0,202,32,6,0,32,0,234,6383,161,0,0,161,0,6546,325,634,26,0,663,0,987,7,22,14,0,41,0,48,0,0,0,0,0,0,0,337,661,45,0,702,0,1040,6,0,0,0,0,0,5,6724,817,45,0,859,9,7594
SED30069,17,0,1395,37,145,4,0,146,0,184,0,8,9,0,20,0,20,0,0,0,0,0,0,0,40,157,15,0,170,0,202,0,0,0,0,0,0,0,1420,169,15,0,185,0,1602,492,5,0,0,5,0,504,13,58,8,0,68,0,77,0,9,3,0,13,0,13,0,0,0,0,0,0,0,13,59,13,0,71,0,91,0,0,0,0,0,0,0,507,70,13,0,82,0,588,184,7,0,0,7,0,187,9,34,0,0,38,0,46,0,0,4,0,8,0,8,0,0,0,0,0,0,0,9,38,4,0,45,0,52,0,0,0,0,0,0,0,190,46,4,0,46,0,239,9552,171,4,0,174,0,9726,318,1145,46,0,1184,9,1512,0,67,62,0,126,0,130,0,0,0,0,0,0,0,323,1204,111,0,1315,9,1644,9,5,0,0,5,8,24,9880,1381,109,0,1497,16,11387
SED30070,12,0,767,24,38,4,0,39,0,64,0,0,5,0,4,0,4,0,0,0,0,0,0,0,24,42,8,0,45,0,66,0,0,0,0,0,0,0,780,53,8,0,55,0,838,155,0,0,0,0,0,157,8,17,0,0,17,0,27,0,5,0,0,5,0,3,0,0,0,0,0,0,0,5,20,0,0,23,0,29,0,0,0,0,0,0,0,163,21,0,0,25,0,191,65,0,0,0,0,0,65,4,3,5,0,6,0,10,0,0,3,0,4,0,4,0,0,0,0,0,0,0,4,4,3,0,6,0,11,0,0,0,0,0,0,0,70,4,3,0,6,0,74,5388,89,3,0,92,18,5493,179,326,14,0,348,0,529,6,22,6,0,29,0,33,0,0,0,0,0,0,0,188,353,24,0,379,0,564,9,0,0,0,0,9,17,5587,440,29,0,467,21,6079
SED30071,16,0,785,25,54,0,0,57,0,84,3,0,0,0,0,0,5,0,0,0,0,0,0,0,28,61,0,0,57,0,90,0,0,0,0,0,0,0,800,76,4,0,79,0,878,255,3,0,0,3,0,256,12,19,0,0,19,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,22,0,31,0,0,0,0,0,0,0,263,20,0,0,20,0,288,84,0,0,0,0,0,84,4,13,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,16,0,16,0,0,0,0,0,0,0,88,10,0,0,16,0,102,5325,182,0,0,182,12,5512,316,454,13,6,472,3,790,9,21,5,0,23,0,32,5,0,0,0,0,0,6,329,471,17,6,496,3,825,10,0,7,0,7,5,23,5660,654,28,6,681,16,6360
SED30072,16,0,1125,44,79,3,0,80,0,122,0,5,0,0,6,0,8,0,0,0,0,0,0,0,41,83,0,0,85,0,127,0,0,0,0,0,0,0,1146,97,0,0,98,0,1251,363,10,0,0,10,0,374,3,39,0,0,36,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,6,0,42,0,48,0,0,0,0,0,0,0,367,50,6,0,52,0,420,136,0,0,0,0,0,137,0,22,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,22,0,23,0,0,0,0,0,0,0,139,21,0,0,24,0,164,7662,158,0,0,161,12,7836,281,520,14,0,530,0,813,8,19,11,0,30,0,36,0,0,0,0,0,0,0,289,539,22,0,563,0,853,11,4,0,0,4,8,11,7963,699,27,0,730,20,8702
SED30073,8,0,803,22,48,0,0,49,0,73,0,0,7,0,14,0,19,0,0,0,0,0,0,0,24,56,18,0,66,0,90,0,0,0,0,0,0,0,814,62,15,0,72,0,889,131,0,0,0,0,0,131,0,17,0,0,17,0,19,0,5,0,0,13,0,13,0,0,0,0,0,0,0,0,22,0,0,28,0,29,0,0,0,0,0,0,0,126,22,0,0,28,0,154,40,0,0,0,0,0,40,0,8,0,0,8,0,8,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,0,0,0,40,5,0,0,4,0,45,6475,83,4,0,87,0,6560,171,470,27,0,499,0,671,4,36,48,0,87,0,91,0,0,0,0,0,0,0,181,509,76,7,590,0,774,7,0,0,0,0,0,12,6661,596,80,7,679,3,7345
SED30074,6,0,985,36,198,5,0,204,0,242,4,8,17,0,26,0,23,0,0,0,0,0,0,0,43,208,22,0,226,0,268,0,0,0,0,0,0,0,1018,211,22,0,235,0,1253,331,0,0,0,0,0,332,21,111,6,0,117,0,138,0,9,3,0,14,0,17,0,0,0,0,0,0,0,23,120,16,0,133,0,155,0,0,0,0,0,0,0,354,118,16,0,134,0,485,134,0,0,0,0,0,134,8,51,0,0,55,0,61,0,5,8,0,13,0,13,0,0,0,0,0,0,0,8,54,10,0,64,0,76,0,0,0,0,0,0,0,151,54,10,0,64,0,217,6969,156,3,0,159,4,7130,422,2186,63,0,2255,0,2680,11,92,86,0,181,0,191,0,0,0,3,3,0,3,436,2281,147,0,2438,0,2874,12,0,0,0,0,0,12,7418,2439,153,0,2593,5,10015
SED30075,9,0,1229,41,38,0,0,38,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,37,0,0,37,0,76,0,0,0,0,0,0,3,1253,54,0,0,54,0,1312,307,3,0,0,3,0,311,10,6,0,0,6,0,11,0,4,0,0,4,0,4,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,317,8,0,0,8,0,329,98,0,0,0,0,0,98,3,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,7,0,0,0,0,0,0,0,99,5,0,0,5,0,106,8295,109,8,0,114,6,8422,248,179,10,0,185,0,434,0,20,5,0,29,0,28,3,0,0,3,3,0,4,254,201,13,3,216,0,471,18,0,0,0,0,8,25,8570,309,16,3,332,19,8923
SED30076,18,0,564,50,229,17,0,245,0,290,0,14,19,0,32,0,37,0,0,0,0,0,0,0,51,246,30,0,281,0,330,0,0,0,0,0,0,0,595,266,30,0,296,0,889,280,4,0,0,4,0,285,20,105,7,0,116,0,139,0,9,12,0,22,0,22,0,0,0,0,0,0,0,20,119,18,0,134,0,159,0,0,0,0,0,0,0,297,120,18,0,139,0,440,119,4,0,0,4,0,124,7,38,0,0,43,0,47,0,3,5,0,14,0,14,0,0,0,0,0,0,0,7,44,9,0,52,0,57,0,0,0,0,0,0,0,125,48,9,0,56,0,181,3355,155,3,0,154,5,3514,412,1861,101,0,1962,0,2374,0,127,80,0,211,0,209,0,0,0,0,4,0,4,410,1991,180,3,2178,0,2590,0,5,0,0,4,5,6,3766,2153,185,3,2335,7,6115
SED30077,8,0,861,21,30,0,0,28,0,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,28,0,0,28,0,50,0,0,0,0,0,0,5,871,39,0,0,38,0,914,90,0,0,0,0,0,93,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,90,3,0,0,7,0,98,20,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,22,6275,70,0,0,69,4,6354,111,255,10,3,263,0,375,8,4,5,0,9,3,17,0,0,0,0,0,0,0,117,256,12,3,274,3,394,15,0,0,0,0,17,27,6405,331,15,3,346,25,6780
SED30078,15,0,766,58,149,15,0,168,0,222,4,12,21,0,31,0,40,0,0,0,0,0,0,0,58,165,34,0,198,0,262,0,0,0,0,0,0,0,806,181,35,0,214,0,1022,263,9,0,0,6,0,276,23,77,7,0,86,0,107,0,13,7,0,20,0,20,0,0,0,0,0,0,0,23,93,12,0,106,0,133,0,0,0,0,0,0,0,290,98,16,0,112,0,400,91,4,0,0,4,0,95,6,37,0,0,39,0,47,0,6,4,0,11,0,11,0,0,0,0,0,0,0,6,43,9,0,43,0,56,0,0,0,0,0,0,0,101,45,9,0,48,0,149,4549,172,3,0,174,3,4722,441,1525,108,0,1635,3,2074,29,147,127,0,277,0,298,0,0,0,0,0,0,0,464,1678,231,0,1908,3,2376,14,0,0,0,0,3,19,5024,1846,235,0,2086,10,7124
SED30079,27,0,1218,47,171,11,0,184,0,226,0,19,10,0,27,0,33,0,0,0,0,0,0,0,50,194,20,0,212,0,260,0,0,0,0,0,0,0,1230,218,20,0,237,0,1475,401,9,0,0,9,0,410,18,112,7,0,120,0,140,0,11,3,0,14,0,14,0,0,0,0,0,0,0,18,124,7,0,135,0,154,0,0,0,0,0,0,0,425,132,7,0,139,0,562,162,6,0,0,6,0,163,9,54,3,0,62,0,63,0,8,4,0,19,0,19,0,0,0,0,0,0,0,9,63,11,0,76,0,79,0,0,0,0,0,0,0,165,69,11,0,83,0,248,8277,278,3,0,283,9,8569,473,1584,78,0,1658,3,2138,9,146,67,0,210,0,222,0,0,0,0,0,0,0,488,1732,140,0,1874,3,2361,5,5,0,0,5,5,15,8768,2019,148,0,2163,15,10946
SED30080,18,0,1099,31,111,8,0,111,0,147,0,10,21,0,28,0,30,0,0,0,0,0,0,0,34,123,26,0,148,0,180,0,0,0,0,0,0,0,1109,140,26,0,166,0,1281,551,9,0,0,9,0,560,20,52,0,0,52,0,76,5,7,10,0,13,0,15,0,0,0,0,0,0,0,29,54,10,0,70,0,88,0,0,0,0,0,0,0,577,64,10,0,70,0,651,172,3,0,0,3,0,175,5,26,0,0,32,0,37,0,4,4,0,5,0,5,0,0,0,0,0,0,0,5,32,0,0,31,0,39,0,0,0,0,0,0,0,180,35,0,0,39,0,215,7733,209,0,0,211,0,7946,412,1245,47,0,1295,0,1708,14,77,95,0,173,0,187,0,0,0,0,0,0,0,423,1328,139,0,1468,0,1895,0,4,0,0,4,5,13,8162,1539,144,0,1678,8,9850
SED30081,32,0,589,68,531,58,0,589,0,660,3,91,87,0,177,0,182,0,0,0,0,0,0,0,72,622,145,0,767,0,837,0,0,0,0,0,0,5,634,651,145,0,798,5,1433,228,9,0,0,9,0,242,37,356,41,0,399,0,427,0,60,78,0,140,0,136,0,0,0,0,0,0,0,32,415,122,0,536,0,572,0,0,0,0,0,0,0,267,428,122,0,545,0,814,92,3,0,0,3,0,93,20,207,25,0,222,0,240,0,37,51,0,81,0,81,0,0,0,0,0,0,0,20,239,70,0,307,0,326,0,0,0,0,0,0,0,110,245,70,0,311,0,423,3225,272,0,0,279,0,3504,666,6214,463,0,6682,0,7345,23,848,599,0,1441,0,1466,0,3,0,7,6,0,6,686,7068,1059,11,8133,3,8823,6,15,0,0,19,14,41,3919,7355,1065,11,8429,23,12368
SED30082,25,0,625,50,96,4,0,97,0,151,0,16,16,0,26,0,26,0,0,0,0,0,0,0,50,108,19,0,130,0,177,0,0,0,0,0,0,0,653,135,19,0,151,0,807,284,7,0,0,7,0,292,23,56,8,0,61,0,81,0,4,4,0,11,0,11,0,0,0,0,0,0,0,23,59,4,0,67,0,87,0,0,0,0,0,0,0,304,70,4,0,77,0,377,110,0,0,0,0,0,114,6,27,0,0,27,0,33,0,5,4,0,8,0,8,0,0,0,0,0,0,0,6,28,4,0,31,0,42,0,0,0,0,0,0,0,113,34,4,0,36,0,156,3761,161,0,0,161,0,3925,424,979,53,4,1033,3,1454,4,107,57,0,162,0,165,0,0,0,0,0,0,0,426,1085,106,4,1194,3,1623,0,0,0,0,0,0,5,4189,1248,106,4,1354,9,5552
SED30083,37,4,1361,54,151,4,0,160,0,215,3,5,0,0,5,0,12,0,0,0,0,0,0,0,59,160,11,0,165,0,230,0,0,0,0,0,0,3,1390,192,15,0,204,4,1594,402,15,0,0,15,0,422,21,79,3,0,84,0,105,0,0,0,0,8,0,6,0,3,0,0,3,0,3,25,82,7,0,90,0,116,0,0,0,0,0,0,0,429,104,7,0,102,0,533,154,4,0,0,4,0,157,4,46,3,0,49,0,53,0,0,7,0,7,0,9,0,0,0,0,0,0,0,5,45,8,0,51,0,56,0,0,0,0,0,0,0,159,49,8,0,56,0,214,9681,312,12,0,327,17,10023,491,1369,58,0,1431,0,1914,14,77,25,0,98,0,112,4,16,0,0,16,0,21,509,1456,77,6,1543,0,2050,20,7,0,0,7,5,28,10210,1774,97,6,1870,24,12099
SED30084,13,4,956,50,61,8,0,70,0,116,0,14,8,0,23,0,23,0,0,0,0,0,0,0,50,80,14,0,89,0,135,0,0,0,0,0,0,0,999,81,19,0,96,4,1098,200,7,0,0,5,0,204,10,28,0,0,27,0,40,0,4,4,0,9,0,9,0,0,0,0,0,0,0,10,34,3,0,34,0,50,0,0,0,0,0,0,0,211,38,4,0,41,0,256,61,0,0,0,0,0,61,4,11,0,0,11,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,9,0,0,11,0,13,0,0,0,0,0,0,0,62,9,0,0,11,0,76,6646,127,12,0,139,13,6798,307,596,22,3,620,4,932,5,79,52,0,135,0,135,4,0,0,0,0,0,4,311,675,75,3,758,4,1073,6,0,0,0,0,0,3,6961,803,89,4,896,15,7875
SED30085,26,0,465,40,281,42,0,324,0,361,0,51,96,0,149,0,148,0,0,0,0,0,0,0,39,334,139,0,477,0,511,0,0,0,0,0,0,0,475,361,142,0,499,0,975,215,11,0,0,11,0,228,28,201,29,0,227,0,256,0,41,57,0,103,0,99,0,0,0,0,0,0,0,31,245,85,0,329,0,352,0,0,0,0,0,0,0,244,253,85,0,335,0,579,92,3,0,0,6,0,91,6,121,14,0,136,0,144,0,35,50,0,87,0,84,0,0,0,0,0,0,0,10,155,64,0,217,0,226,0,0,0,0,0,0,0,97,153,70,0,219,0,322,3554,220,8,0,227,0,3782,550,3524,296,0,3824,7,4381,16,502,467,0,976,0,990,0,0,0,0,0,0,0,568,4028,767,0,4798,7,5373,0,13,0,3,12,0,13,4113,4264,780,3,5040,7,9162
SED30086,16,0,1009,26,64,0,0,67,0,101,5,15,73,0,84,0,88,0,0,0,0,0,0,0,30,84,72,0,152,0,183,0,0,0,0,0,0,3,1021,96,73,0,171,0,1196,171,3,0,0,3,0,169,3,24,0,0,25,0,32,0,6,43,0,53,0,53,0,0,0,0,0,0,0,3,32,49,0,79,0,78,0,0,0,0,0,0,0,172,27,49,0,76,0,254,74,0,0,0,0,0,74,3,8,0,0,8,0,7,0,0,13,0,13,0,13,0,0,0,0,0,0,0,3,8,13,0,23,0,21,0,0,0,0,0,0,0,73,8,13,0,23,0,97,6835,99,8,0,105,9,6947,147,552,32,0,581,0,737,8,84,496,0,587,7,599,4,0,0,7,11,0,15,161,640,529,7,1181,9,1346,9,0,3,0,7,13,29,6998,745,539,7,1298,23,8318
SED30087,7,4,822,15,166,19,0,182,0,193,0,34,63,0,100,0,100,0,0,0,0,0,0,0,15,200,81,0,282,0,292,0,0,0,0,0,0,0,822,208,81,0,288,4,1116,147,0,0,0,0,0,152,0,35,0,0,35,0,36,0,10,43,0,58,0,58,0,0,0,0,0,0,0,0,50,43,0,97,0,99,0,0,0,0,0,0,0,151,53,43,0,95,0,244,62,0,0,0,0,0,62,3,19,0,0,21,0,21,0,4,32,0,33,0,33,0,0,0,0,0,0,0,3,22,30,0,50,0,52,0,0,0,0,0,0,0,63,22,30,0,50,0,112,6050,107,0,0,107,6,6161,174,1635,76,0,1707,4,1886,4,261,462,0,726,0,727,0,3,0,0,3,0,3,183,1897,537,0,2436,4,2615,4,11,0,0,11,4,17,6235,2011,537,0,2551,15,8801
SED30088,16,0,646,19,65,3,0,75,0,89,0,9,3,0,13,0,12,0,0,0,0,0,0,0,21,76,8,0,87,0,105,0,0,0,0,0,0,0,648,91,8,0,99,0,750,161,0,0,0,0,0,168,11,23,3,0,29,0,37,0,3,4,0,5,0,5,0,0,0,0,0,0,0,11,29,5,0,27,0,41,0,0,0,0,0,0,0,174,27,5,0,32,0,208,47,0,0,0,0,0,47,5,8,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,14,0,16,0,0,0,0,0,0,0,58,8,0,0,14,0,64,5052,138,0,0,138,3,5194,212,668,8,0,680,0,890,10,40,52,0,97,0,102,0,6,0,0,6,0,6,213,710,65,0,777,0,991,3,0,0,0,0,4,7,5269,851,65,0,915,9,6191
