SED_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SED30052,262,272,537,635,688,1322,170,188,359,63,76,142,874,947,1824,434,417,852,167,136,307,257,241,496,862,798,1655,213,220,434,432,619,1048,129,152,288,568,676,1243,0,0,4,1346,1675,3021,1892,2451,4342,1144,1230,2374,243,327,570,785,898,1678,6,4,6,4073,4907,8976,5419,6584,11997,230,296,522,307,438,739,3,0,8,542,736,1275,2606,2224,4830,10562,11556,22122
SED30053,494,453,949,1243,1215,2455,280,285,564,379,400,780,1909,1903,3808,964,936,1908,196,220,415,462,428,890,1633,1587,3218,83,81,164,131,201,334,130,86,213,283,442,723,0,0,7,622,818,1442,694,1061,1754,307,442,744,98,159,258,237,386,625,3,0,5,1338,2049,3384,1964,2859,4823,79,64,140,137,232,371,5,3,5,215,303,513,1347,1392,2737,7557,8495,16050
SED30054,494,468,961,1413,1363,2773,569,511,1077,160,200,364,2152,2070,4221,684,640,1333,687,544,1226,468,523,993,1844,1712,3556,82,74,153,109,138,246,101,65,169,202,258,458,0,0,0,501,536,1033,1006,1206,2213,390,449,846,170,176,347,451,642,1088,0,4,4,2023,2474,4501,2530,3014,5541,58,66,119,117,177,290,0,0,0,176,240,415,844,709,1546,8030,8209,16239
SED30055,357,317,673,1640,1525,3161,456,485,940,84,124,211,2183,2132,4308,1092,968,2061,446,488,933,123,154,274,1667,1609,3269,50,28,75,22,43,60,104,93,197,99,261,358,5,4,4,276,419,701,86,230,310,49,123,167,47,97,144,95,314,408,0,3,3,277,763,1043,553,1189,1737,53,36,91,104,148,255,3,5,5,158,189,344,3743,2255,5996,8657,7678,16334
SED30056,521,457,978,2106,2097,4206,309,261,570,286,223,511,2706,2585,5288,1317,1196,2518,560,490,1051,680,556,1235,2556,2242,4799,61,45,100,39,66,105,120,67,179,134,272,407,0,0,4,354,451,803,891,890,1782,199,305,496,112,102,218,308,552,859,0,3,4,1514,1850,3361,1867,2299,4161,50,45,100,86,160,243,0,0,0,138,204,341,579,559,1131,8354,8343,16694
SED30057,530,487,1017,2152,1941,4094,290,289,581,312,290,599,2760,2521,5285,1514,1533,3048,255,264,518,249,232,484,2024,2040,4063,83,103,188,59,170,234,144,163,306,219,443,661,0,3,3,501,892,1393,216,394,609,126,246,372,52,85,135,108,302,405,3,3,3,498,1022,1522,1004,1916,2918,98,122,225,148,232,383,0,5,11,249,364,611,1980,1991,3974,8548,9320,17869
SED30058,551,478,1029,1665,1576,3236,419,415,835,293,294,584,2371,2287,4657,1245,1133,2380,421,396,815,351,395,748,2027,1926,3946,71,57,123,79,110,182,91,68,157,164,299,460,4,5,4,403,527,928,673,843,1515,232,292,523,110,151,262,338,542,881,0,0,0,1358,1820,3180,1760,2351,4111,71,69,142,124,169,292,0,0,8,200,236,440,754,662,1416,7663,7938,15607
SED30059,666,541,1204,1737,1639,3375,254,275,526,712,736,1452,2704,2655,5362,1054,968,2027,383,376,757,978,1005,1982,2414,2353,4767,71,88,160,80,156,234,174,110,290,209,393,601,4,0,5,543,750,1286,489,671,1161,171,259,429,82,121,201,222,443,669,0,0,0,960,1493,2456,1508,2241,3750,58,82,135,114,218,332,0,0,0,175,294,472,1464,1625,3090,8927,9714,18638
SED30060,449,459,910,1581,1483,3065,1060,1053,2118,149,122,273,2792,2669,5457,1411,1308,2724,661,705,1359,163,152,311,2237,2162,4403,84,73,160,53,134,186,135,139,273,181,391,567,0,4,7,454,732,1187,135,295,428,81,186,268,33,85,118,161,427,587,0,4,4,403,1003,1405,857,1742,2601,78,91,169,170,256,427,3,5,6,252,349,601,2401,2274,4674,9000,9648,18644
SED30061,378,320,699,1110,1026,2137,539,514,1054,296,294,586,1945,1838,3790,890,873,1761,569,579,1150,367,377,745,1834,1835,3664,78,66,150,62,94,157,103,91,193,143,268,415,0,0,0,392,523,911,827,1408,2233,275,396,670,100,161,264,285,428,710,0,4,4,1487,2396,3879,1874,2925,4802,87,76,162,94,130,229,0,0,0,181,212,393,3428,1914,5336,9636,9050,18680
SED30062,808,731,1535,2770,2422,5192,407,405,813,488,466,955,3676,3294,6973,1710,1632,3344,351,349,692,472,450,923,2532,2431,4968,97,110,206,91,200,284,152,172,326,273,561,830,0,0,0,614,1041,1653,343,630,972,182,394,574,80,147,226,256,552,810,0,0,0,864,1719,2582,1477,2767,4241,110,145,250,191,340,528,3,5,8,302,484,786,1523,1534,3052,10320,11234,21556
SED30063,286,271,550,1592,1491,3078,189,158,345,211,209,420,1989,1853,3848,1375,1339,2709,109,113,223,163,156,322,1646,1616,3256,37,34,73,28,44,74,84,80,167,114,258,371,3,3,9,270,429,692,34,130,169,29,79,107,15,46,66,68,248,318,0,4,5,151,512,659,417,938,1359,41,49,84,74,126,195,3,3,4,115,176,291,2445,2260,4705,6891,7113,14007
SED30064,377,358,739,1456,1418,2875,207,190,392,316,331,639,1972,1937,3909,1038,983,2023,244,220,466,389,434,825,1681,1639,3322,68,61,129,53,91,142,104,90,193,165,322,481,0,0,5,397,555,947,170,307,480,109,235,344,51,76,130,132,343,477,0,0,0,473,972,1441,865,1527,2395,79,52,125,113,187,298,6,0,7,191,239,425,1505,1360,2862,6594,7059,13657
SED30065,609,512,1120,1881,1682,3559,316,292,610,516,494,1014,2711,2473,5186,1141,1065,2199,350,378,725,614,611,1224,2105,2054,4158,60,65,124,56,97,151,130,88,215,163,361,525,0,0,0,408,607,1017,213,368,583,126,252,376,50,80,135,201,396,594,0,0,0,594,1096,1683,998,1701,2703,64,75,139,137,203,346,4,0,7,208,288,489,1237,1148,2386,7873,8181,16052
SED30066,311,296,603,1092,983,2071,260,243,510,373,391,764,1731,1625,3358,856,826,1679,249,280,529,536,539,1075,1642,1651,3294,39,37,80,51,48,104,108,71,180,141,243,383,0,3,5,338,405,749,134,237,375,66,199,268,32,50,86,122,265,387,0,4,7,360,756,1119,698,1168,1874,33,37,71,90,171,263,0,0,8,126,211,337,1416,1377,2794,5924,6330,12256
SED30067,535,490,1022,1289,1256,2547,751,632,1382,54,98,147,2092,1990,4082,894,752,1646,726,601,1330,127,163,289,1748,1513,3269,163,127,289,148,192,342,113,84,194,244,391,627,7,5,6,667,796,1460,518,772,1288,281,413,697,112,155,269,407,616,1028,0,0,0,1323,1962,3281,1991,2765,4753,93,119,208,144,221,365,0,0,5,232,345,574,1265,1100,2362,7860,8204,16064
SED30068,308,284,596,1059,978,2034,306,270,576,359,364,716,1719,1611,3333,953,878,1828,282,261,537,607,624,1236,1843,1767,3609,67,65,135,29,58,87,139,92,230,115,238,351,0,0,3,353,460,812,423,531,948,69,129,195,65,91,153,157,280,433,3,0,3,709,1029,1743,1062,1493,2555,36,46,81,74,128,197,0,6,6,104,178,282,791,833,1624,5838,6164,12003
SED30069,557,487,1046,1882,1773,3651,429,387,814,463,415,878,2774,2580,5351,1362,1220,2580,399,328,723,511,612,1122,2271,2163,4440,68,90,163,78,128,209,182,120,302,177,343,522,0,3,4,509,689,1195,424,584,1004,142,244,380,91,115,203,242,435,676,0,3,4,895,1386,2281,1404,2073,3479,94,69,163,139,209,347,9,3,10,231,279,516,1048,965,2017,8302,8547,16848
SED30070,344,332,671,1325,1298,2626,150,146,296,267,235,503,1738,1686,3425,1052,1006,2054,229,229,461,194,227,426,1476,1468,2943,41,52,86,23,101,123,91,67,152,125,294,420,5,6,5,281,510,791,131,212,339,58,151,210,22,60,85,61,240,312,0,0,0,279,670,947,559,1179,1742,36,51,89,112,168,276,0,5,5,149,225,377,1364,1344,2710,5635,6227,11864
SED30071,347,309,662,1085,1042,2130,408,386,789,261,261,522,1759,1690,3446,916,883,1801,359,321,674,289,305,597,1561,1506,3070,60,72,130,42,89,129,144,99,236,163,335,505,3,6,7,417,597,1010,219,335,550,79,174,262,60,63,122,137,331,467,4,3,9,503,909,1406,916,1508,2429,63,46,117,108,182,292,4,9,11,180,234,414,1502,1460,2961,6261,6713,12970
SED30072,450,427,886,1483,1427,2915,282,298,588,339,341,679,2110,2074,4179,1019,936,1958,379,376,757,493,473,961,1894,1794,3688,77,78,161,41,93,131,172,119,295,164,327,486,0,0,0,457,620,1073,263,448,707,70,174,246,49,93,143,141,303,440,0,0,0,523,1021,1546,977,1640,2619,67,71,141,104,184,295,0,3,3,180,257,433,1179,1078,2254,6786,7274,14058
SED30073,406,419,827,1388,1332,2730,667,689,1353,295,303,600,2358,2336,4686,996,944,1939,710,644,1357,359,430,787,2071,2025,4091,79,49,132,43,66,104,115,105,216,131,292,423,5,0,5,368,512,882,152,319,472,121,208,326,75,150,222,197,417,619,0,0,0,545,1103,1649,912,1620,2531,66,78,144,162,177,336,0,0,0,231,252,485,2244,1798,4046,8222,8446,16663
SED30074,552,518,1072,1611,1557,3170,735,662,1398,80,73,153,2428,2302,4724,1155,975,2133,701,621,1326,144,170,312,2004,1773,3776,90,97,183,105,128,235,117,87,199,199,404,604,0,5,6,507,719,1229,421,559,977,150,277,427,74,97,174,266,436,704,0,0,3,914,1372,2287,1427,2097,3524,89,93,183,116,202,320,0,4,10,209,297,508,926,915,1845,7550,7905,15452
SED30075,375,338,717,1672,1588,3260,325,350,674,264,211,475,2263,2146,4411,1383,1321,2705,279,308,588,311,378,694,1978,2015,3993,54,64,122,36,76,113,155,82,239,120,288,403,0,4,7,368,512,876,168,317,480,55,124,182,36,76,113,114,312,422,5,0,7,376,831,1209,744,1345,2089,59,64,127,94,155,247,0,3,3,153,227,378,2139,1843,3990,7653,7915,15570
SED30076,274,261,540,981,968,1947,249,256,505,96,106,198,1330,1330,2657,1023,972,1992,200,137,332,247,260,508,1473,1371,2840,195,220,410,361,438,793,118,122,240,387,530,911,0,4,3,1061,1315,2366,2257,2679,4932,1266,1361,2629,259,296,553,666,926,1597,7,14,18,4454,5275,9726,5517,6586,12107,194,214,407,213,277,490,0,5,5,406,498,897,2266,2174,4436,11264,12215,23478
SED30077,308,274,585,1387,1303,2692,445,466,910,149,176,321,1981,1943,3923,1045,998,2045,265,349,610,254,266,519,1566,1617,3181,45,29,69,34,55,83,90,104,192,114,295,408,11,9,10,286,482,767,68,135,203,32,101,138,16,54,75,90,253,343,0,0,3,207,548,753,495,1029,1526,37,49,84,88,149,238,4,0,6,133,203,331,2141,1987,4124,6615,7060,13672
SED30078,428,381,812,1193,1109,2300,303,274,579,329,317,648,1828,1713,3541,1023,994,2015,202,163,366,730,517,1247,1962,1673,3633,133,139,277,249,340,591,130,116,243,268,475,746,0,9,7,780,1084,1860,806,1141,1945,432,497,926,118,110,225,193,378,572,4,4,10,1549,2135,3682,2331,3218,5547,129,133,261,171,263,432,0,3,4,301,400,699,1985,2133,4119,8836,9517,18352
SED30079,586,534,1125,1623,1499,3126,484,439,924,484,471,952,2591,2418,5011,1141,1025,2164,415,363,780,561,588,1154,2125,1984,4106,69,71,147,68,118,182,144,94,232,199,322,522,0,0,3,487,600,1083,454,583,1041,128,233,366,62,103,166,233,446,678,5,6,6,892,1374,2259,1377,1972,3350,93,71,158,117,184,300,0,0,0,205,256,460,828,807,1639,7720,7966,15687
SED30080,536,510,1042,1369,1306,2678,682,699,1383,110,99,205,2166,2106,4275,856,794,1649,678,634,1313,309,328,641,1851,1762,3611,121,110,231,120,179,296,130,102,229,230,311,542,3,0,3,599,705,1305,731,1037,1773,324,459,783,155,213,373,398,637,1033,0,0,0,1613,2344,3960,2216,3050,5266,94,81,181,147,211,359,4,0,7,247,296,538,1279,1263,2545,8288,8990,17275
SED30081,623,520,1140,2132,2079,4211,277,278,557,394,388,779,2806,2752,5556,1371,1421,2789,321,330,653,385,393,784,2087,2153,4240,203,144,344,259,343,599,104,75,176,227,417,639,3,3,4,784,979,1769,908,992,1905,396,422,818,93,101,193,239,358,597,7,3,12,1645,1879,3520,2430,2864,5293,194,220,415,181,242,416,7,3,7,378,461,842,1189,1182,2367,9505,9933,19443
SED30082,331,299,633,621,565,1186,228,247,469,402,400,796,1249,1207,2457,458,499,955,152,154,306,616,539,1157,1222,1192,2418,112,131,243,292,327,616,147,121,270,433,604,1038,3,4,6,984,1188,2172,495,680,1167,292,372,662,84,103,188,202,335,536,0,0,0,1072,1487,2556,2058,2678,4731,114,133,252,278,329,608,3,0,3,393,472,866,2891,2727,5616,8147,8575,16722
SED30083,720,651,1376,2232,2055,4291,383,357,738,495,481,975,3124,2896,6019,1777,1593,3374,252,259,506,501,516,1015,2537,2373,4912,105,108,217,87,150,238,196,137,329,216,421,632,0,0,0,609,808,1419,383,581,965,143,272,421,77,122,201,178,406,582,5,0,0,780,1381,2166,1397,2198,3594,122,86,207,123,205,333,0,3,3,244,296,538,1287,1298,2582,9308,9714,19022
SED30084,421,399,820,1495,1465,2962,774,729,1501,170,175,342,2448,2375,4825,1162,1129,2289,615,649,1264,203,196,401,1979,1982,3961,104,67,176,55,104,159,125,100,222,152,336,485,0,0,0,436,604,1042,236,495,724,121,250,373,64,96,162,178,404,581,3,4,9,601,1241,1842,1040,1852,2890,102,81,181,118,211,332,3,0,9,220,299,523,1936,1710,3644,8050,8617,16663
SED30085,495,437,936,1586,1510,3101,295,300,593,236,216,450,2121,2029,4149,917,958,1870,323,304,630,307,289,597,1550,1554,3102,183,141,326,312,352,670,106,89,195,261,438,700,0,7,10,871,1019,1897,1197,1262,2461,667,597,1263,135,144,277,315,435,744,3,6,8,2322,2435,4761,3197,3464,6669,237,200,433,210,254,466,3,0,3,448,461,908,1351,1123,2479,9169,9063,18232
SED30086,413,383,798,1352,1266,2622,539,521,1060,375,415,789,2269,2210,4475,985,943,1930,542,580,1120,802,697,1501,2330,2232,4555,110,124,236,97,121,217,135,162,295,248,410,657,8,3,7,597,819,1413,202,342,547,131,211,343,90,121,208,310,540,844,0,0,0,731,1214,1943,1331,2036,3367,71,74,150,154,231,381,3,4,7,229,310,542,1496,1439,2938,8070,8605,16671
SED30087,469,472,940,1583,1504,3090,476,491,964,353,315,669,2410,2309,4721,1243,1172,2413,438,379,818,413,447,860,2098,2000,4099,121,141,261,119,138,258,153,164,317,235,443,678,0,5,9,628,889,1515,385,577,968,329,407,736,120,192,314,321,560,884,4,4,8,1163,1744,2904,1796,2643,4437,120,91,212,167,258,425,3,5,7,290,354,644,1344,1376,2719,8402,9162,17565
SED30088,356,309,666,1107,1067,2174,513,532,1046,219,229,452,1841,1830,3675,645,619,1276,321,566,889,406,403,813,1384,1598,2980,80,59,144,75,141,216,99,82,184,166,288,449,0,0,0,421,573,999,274,524,804,198,308,512,79,120,201,280,481,762,0,0,0,838,1437,2271,1255,2012,3268,59,56,114,123,157,279,0,7,6,185,217,402,2170,1753,3928,7199,7726,14922
SED30089,333,325,658,1438,1348,2786,383,401,783,136,126,258,1966,1879,3842,756,749,1501,356,362,724,268,257,529,1384,1366,2751,38,35,71,47,30,85,78,97,174,111,203,306,0,0,7,274,363,638,21,76,100,28,81,110,15,54,68,128,324,452,0,0,0,198,525,724,465,899,1362,46,52,96,78,96,170,8,5,11,125,145,276,2936,2293,5225,7211,6904,14113
SED30090,316,301,615,1320,1308,2627,512,537,1047,134,91,228,1962,1940,3901,945,908,1850,290,283,575,137,136,274,1374,1328,2703,48,35,82,29,37,67,104,80,180,97,214,308,0,0,0,276,365,646,50,134,184,31,76,106,34,88,121,92,237,324,0,0,0,204,533,738,479,900,1385,27,53,85,75,139,215,5,0,4,105,196,301,2121,1889,4008,6365,6550,12913
SED30091,516,509,1029,2027,1975,4003,359,326,687,410,416,821,2800,2719,5525,1559,1490,3049,265,230,491,306,354,660,2134,2087,4218,118,131,246,138,274,417,126,130,253,237,389,630,5,4,8,626,925,1545,329,450,779,166,264,437,57,97,156,165,305,465,0,0,4,721,1119,1843,1346,2044,3396,137,164,299,146,231,374,6,0,7,282,396,676,2395,2482,4876,9476,10234,19714
SED30092,385,398,783,1664,1494,3159,558,531,1090,207,216,424,2430,2247,4678,1319,1185,2506,466,488,962,185,178,365,1973,1858,3835,38,29,67,54,54,105,145,109,248,166,365,529,3,0,9,404,559,962,78,192,272,51,143,191,54,94,147,136,373,507,0,0,5,320,804,1119,721,1365,2087,63,53,119,130,212,340,0,6,4,194,268,461,3031,2303,5337,8731,8439,17176
SED30093,682,610,1290,2927,2680,5611,389,443,834,415,417,831,3754,3551,7307,2395,2339,4739,246,242,490,333,395,725,2991,2982,5968,134,199,325,180,358,538,139,171,306,255,471,728,3,5,4,710,1199,1911,326,517,846,173,248,418,74,95,172,132,242,373,0,4,4,699,1106,1812,1417,2317,3734,187,178,366,162,279,446,8,4,17,360,467,822,3343,3164,6510,12544,13095,25637
SED39494,39,35,76,196,200,400,12,6,26,43,53,97,257,265,518,94,100,197,14,16,32,31,32,60,142,144,293,13,14,28,24,38,65,9,20,26,37,74,113,0,9,9,77,154,238,28,47,79,29,34,63,5,19,28,31,50,74,0,0,0,92,148,239,177,303,483,34,28,66,19,29,55,0,0,0,54,66,114,2143,1446,3582,2806,2251,5060
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,24,137,115,25,136
SED40001,230,237,466,767,678,1447,188,193,380,237,226,463,1191,1098,2293,333,319,651,185,204,384,303,353,662,820,882,1705,123,91,211,174,196,372,75,31,107,182,248,431,0,0,0,554,567,1119,2069,2434,4498,868,842,1708,110,119,232,369,434,805,4,0,5,3412,3834,7246,3975,4406,8376,136,127,262,124,163,284,3,3,8,257,284,544,1499,1154,2654,7977,8069,16040
SED40002,339,338,679,947,871,1815,300,310,607,172,180,356,1417,1363,2781,518,497,1009,264,286,552,151,175,326,931,965,1895,121,94,217,172,197,369,90,65,155,201,250,455,8,0,10,598,602,1199,684,886,1572,409,554,960,75,120,193,220,337,556,0,3,0,1385,1900,3286,1986,2507,4491,80,86,167,114,126,246,0,0,3,197,215,416,643,593,1238,5521,5978,11500
SED40003,342,291,628,1103,1058,2156,323,322,646,173,173,346,1603,1559,3163,663,633,1293,277,232,506,200,219,420,1140,1083,2222,42,33,69,21,65,81,107,55,166,164,221,386,0,0,0,334,373,704,349,455,809,119,162,289,55,85,141,154,295,450,4,0,3,685,1001,1691,1023,1370,2401,38,38,76,80,122,205,0,0,3,121,163,281,437,351,784,4657,4813,9476
SED40004,353,344,692,1330,1249,2572,166,141,308,318,389,702,1806,1778,3590,667,610,1276,196,259,452,657,691,1350,1526,1554,3077,30,24,56,57,106,161,54,32,87,126,216,341,4,0,4,276,374,645,718,811,1531,215,245,463,84,70,156,206,280,486,0,6,4,1224,1418,2639,1499,1792,3290,36,38,78,82,130,215,0,0,0,116,174,292,402,397,804,5701,6040,11746
SED40005,200,208,408,1059,1038,2104,281,277,565,165,159,320,1512,1475,2988,897,872,1769,7,3,11,54,50,97,957,922,1883,13,23,33,34,49,84,110,62,177,95,168,263,8,0,3,266,305,565,38,96,134,19,78,100,11,23,36,57,140,189,0,0,0,126,339,464,386,639,1027,25,27,54,37,70,104,4,6,9,65,110,170,1533,1183,2723,4664,4536,9200
SED40006,347,281,629,761,689,1456,602,584,1185,104,108,214,1466,1384,2849,493,428,925,379,485,868,125,101,226,995,1021,2016,93,68,158,101,157,255,81,63,142,188,252,440,6,0,6,467,537,997,477,576,1054,235,295,529,56,84,138,183,294,474,8,4,10,960,1251,2207,1425,1792,3213,62,74,143,112,152,262,4,5,10,179,230,408,750,744,1495,5166,5446,10606
SED40007,262,275,531,1022,911,1933,435,394,821,151,161,312,1606,1464,3073,535,486,1020,421,417,836,187,186,367,1136,1085,2226,39,28,65,41,75,114,100,66,162,130,169,294,3,0,8,310,334,645,407,591,995,123,186,302,76,90,160,168,249,416,0,6,3,764,1112,1876,1077,1446,2523,15,33,44,53,108,164,0,0,0,72,142,217,576,527,1103,4732,4932,9668
SED40008,357,270,623,935,803,1739,535,528,1057,155,142,298,1629,1477,3105,591,524,1114,395,371,771,113,125,234,1107,1019,2124,131,118,251,201,233,432,81,60,148,211,297,517,4,0,4,631,712,1345,701,812,1508,397,387,777,87,100,185,242,342,581,0,6,0,1418,1646,3061,2052,2365,4420,128,123,251,136,153,290,6,0,11,269,279,545,1106,977,2087,6525,6383,12904
SED40009,313,304,613,1219,1079,2296,219,180,401,261,249,508,1699,1511,3216,759,692,1451,152,130,280,231,216,447,1142,1039,2182,42,44,84,26,61,85,112,78,190,155,198,352,5,5,6,334,384,719,500,745,1247,219,313,527,52,96,151,144,322,462,0,0,0,915,1471,2382,1249,1856,3107,41,42,89,84,104,193,4,0,4,134,150,281,471,448,919,5002,5310,10308
SED40010,272,275,545,916,928,1847,212,227,439,274,231,499,1402,1385,2788,423,379,806,250,256,504,627,394,1023,1300,1026,2330,51,42,94,102,130,232,65,29,96,149,221,373,0,0,0,368,421,790,745,789,1535,389,412,800,101,87,186,254,386,641,0,5,0,1489,1669,3164,1857,2096,3954,52,51,104,87,128,214,5,3,6,140,177,317,645,609,1253,5621,5569,11184
SED40011,392,323,720,1171,995,2165,313,306,619,236,216,457,1720,1522,3243,469,483,953,384,394,777,260,263,520,1113,1140,2259,73,63,129,87,91,183,72,52,119,181,213,393,0,0,4,415,416,830,595,820,1413,345,418,766,63,98,154,215,347,562,0,0,3,1212,1678,2892,1628,2096,3724,64,59,123,71,142,217,0,0,0,140,199,340,629,588,1218,5623,5878,11504
SED40012,368,342,707,1521,1368,2891,319,305,625,432,408,830,2280,2081,4360,839,776,1612,181,149,330,336,311,647,1359,1236,2597,55,56,116,79,133,216,104,98,202,158,308,465,0,0,5,396,597,994,188,317,497,87,141,232,43,50,90,108,174,282,5,0,3,421,682,1108,824,1283,2110,51,69,124,89,136,225,3,5,5,146,214,358,1292,1281,2567,6258,6438,12697
SED40013,427,380,804,1106,962,2074,585,521,1111,319,342,659,2020,1831,3850,535,500,1036,358,454,813,322,288,608,1215,1250,2465,148,71,220,139,215,344,84,56,141,252,333,580,0,0,0,619,673,1288,626,704,1334,326,387,717,75,83,155,250,359,606,0,0,7,1279,1537,2815,1901,2213,4115,118,124,241,149,171,321,6,0,6,266,297,569,1329,952,2285,7160,6925,14087
SED40014,176,156,336,787,706,1486,19,19,46,324,327,647,1129,1051,2185,424,460,887,21,25,44,282,308,592,726,791,1522,28,22,51,23,46,68,44,37,88,96,172,264,0,0,3,196,280,468,65,107,172,32,73,109,12,33,44,49,166,217,0,0,0,164,376,534,365,653,1011,28,22,49,33,75,113,0,0,3,63,102,160,774,815,1596,3232,3570,6807
SED40015,285,279,563,1292,1186,2471,228,215,447,160,150,311,1689,1550,3243,736,646,1386,144,197,343,99,119,215,975,970,1947,20,22,46,18,32,50,71,49,125,88,170,258,4,4,11,203,284,490,29,82,105,35,56,89,8,35,44,43,171,214,0,0,3,110,346,456,317,631,944,17,17,32,31,91,117,0,4,3,50,106,155,1600,1256,2861,4919,4794,9714
SED40016,317,319,633,1193,1048,2244,251,213,460,284,284,568,1729,1546,3278,656,530,1189,238,243,481,291,279,573,1190,1062,2249,110,74,178,112,167,280,92,66,157,182,309,488,0,0,4,488,615,1104,523,513,1034,249,279,523,49,62,116,152,220,371,0,0,6,973,1070,2042,1464,1687,3153,85,89,180,106,159,268,5,0,7,199,256,454,782,812,1596,5679,5681,11360
SED40017,287,250,531,1255,1117,2377,264,306,569,255,233,487,1781,1659,3441,837,806,1642,130,126,263,183,210,391,1151,1152,2301,41,37,74,22,47,73,138,89,226,91,217,312,0,0,0,289,395,685,114,281,393,42,109,152,19,34,60,51,160,212,0,0,0,220,588,808,517,983,1495,14,21,36,41,84,126,0,0,0,56,106,165,1167,1028,2197,4949,5177,10123
SED40018,279,268,548,994,867,1868,299,270,571,182,191,374,1482,1331,2811,566,600,1162,310,268,577,212,226,440,1090,1094,2181,45,40,86,53,77,131,117,49,168,148,213,361,0,0,8,365,384,748,434,623,1055,240,344,587,64,76,141,179,344,526,4,0,8,923,1395,2318,1288,1782,3070,42,45,87,77,105,177,0,3,4,119,149,273,675,694,1368,4931,5324,10254
SED40019,293,318,605,1221,1163,2384,311,306,620,100,102,208,1640,1576,3214,744,677,1423,201,248,451,47,40,85,994,967,1960,33,33,68,34,60,86,99,51,158,113,213,325,0,3,3,276,358,640,31,104,132,34,95,125,16,26,39,67,194,262,4,0,4,147,417,564,424,776,1204,27,34,59,46,104,154,0,3,3,72,140,214,1664,1378,3043,5089,5152,10238
SED40020,260,262,519,981,956,1932,262,257,521,252,284,536,1496,1494,2988,771,761,1531,56,59,117,219,234,455,1052,1055,2110,37,41,72,24,82,104,111,80,194,121,213,332,4,0,7,296,418,716,89,168,259,38,75,116,25,30,56,54,165,222,0,0,0,212,443,656,509,866,1374,32,41,73,55,96,154,0,0,3,88,143,228,1615,1094,2705,5018,4908,9927
