SED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SED30050,0,0,4,33,6,6,0,0,0,58,0,0,0,7,4,5,11,9,4,38,0,0,3,6,8,22,8,5,0,48,5,21,27,205,71,74,59,52,27,541,40,130,155,427,211,235,212,139,55,1610,980,2146,2681,6562,3420,4112,3524,2020,883,26330,0,0,0,3,0,0,0,0,0,9,1894,3842,4168,8125,4627,5298,4705,2477,961,36104,0,0,0,11,0,0,0,0,0,8,0,0,0,6,0,3,0,0,0,14,0,14,10,278,15,10,0,0,0,334,0,0,0,5,0,0,0,0,0,4,4,8,20,114,34,35,30,13,0,274,0,0,0,23,5,0,0,0,0,34,0,7,12,76,22,25,6,0,0,142,0,0,0,9,0,5,7,4,4,34,0,0,0,6,0,4,7,4,4,26,7,50,123,442,355,570,533,394,154,2634,0,0,0,18,6,11,10,7,3,58,0,9,7,43,13,4,7,4,0,88
SED30051,0,0,0,7,0,0,5,0,0,15,0,0,0,3,5,8,4,3,0,30,0,0,0,11,10,7,9,0,0,29,0,19,8,47,38,56,64,33,6,267,62,155,155,338,189,245,293,171,75,1687,1081,2907,2348,4884,3345,4450,4493,2102,707,26323,0,0,0,0,0,0,0,0,0,0,2073,5544,4567,8244,5268,6672,6899,3108,904,43277,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,5,0,0,0,6,0,4,3,0,0,8,0,0,0,7,0,0,5,0,0,13,0,0,0,17,10,13,16,6,0,66,0,0,0,0,3,0,0,0,0,6,0,0,3,18,15,9,5,8,0,67,0,0,0,0,0,3,10,5,0,14,0,3,0,4,0,4,5,0,0,11,0,24,35,104,203,467,614,364,63,1877,0,0,0,9,12,7,7,0,0,40,0,0,0,11,4,13,3,5,0,30
SED30052,0,12,102,132,31,18,23,7,0,320,0,0,6,11,3,10,6,0,0,34,0,0,9,23,5,9,5,0,0,53,22,73,282,1450,148,82,58,26,11,2158,57,74,379,1075,162,171,133,96,65,2207,950,1474,6146,15789,3291,2701,1888,946,460,33654,3,0,4,25,4,0,0,0,0,32,1575,1965,6507,15328,4199,3424,2319,1081,383,36775,0,9,11,70,11,6,0,0,0,98,0,0,0,41,6,6,0,3,5,63,0,9,100,888,39,14,0,0,0,1057,0,0,7,16,4,7,6,0,0,33,10,7,27,240,51,39,23,0,0,388,0,0,15,109,13,6,0,0,0,142,9,56,849,1003,177,107,94,42,10,2353,0,0,0,13,3,8,5,4,0,39,0,5,3,32,0,4,0,6,0,56,14,37,296,1002,347,411,232,137,28,2507,0,0,9,67,17,10,10,6,0,118,0,8,42,221,29,22,14,4,0,344
SED30053,3,4,5,35,10,8,3,0,0,70,0,3,4,16,9,3,5,4,0,49,0,0,7,21,7,3,4,6,0,45,3,44,78,420,120,104,119,74,38,989,52,94,143,462,142,150,120,63,47,1268,1204,2922,3619,8513,3670,3098,2762,1541,744,28078,0,0,0,0,0,0,0,0,0,0,2429,4983,5157,9518,4264,3493,2999,1623,650,35111,0,0,0,5,3,0,0,0,0,6,0,0,0,11,7,17,7,3,0,42,0,19,78,730,55,5,3,0,0,897,0,0,3,0,5,3,0,3,0,12,5,9,26,159,44,36,20,9,4,313,0,0,0,52,9,7,5,3,0,69,3,58,108,473,126,108,80,38,18,1004,0,0,0,9,4,21,17,31,7,84,0,0,7,7,6,10,23,13,12,70,12,115,241,550,428,445,361,324,126,2600,0,0,3,28,14,16,6,7,0,80,0,10,7,74,19,8,11,5,3,148
SED30054,0,8,33,103,52,48,33,9,7,282,0,0,3,8,11,3,5,3,0,24,0,0,0,21,6,4,7,0,0,47,8,58,63,466,112,81,68,40,11,909,30,58,61,219,81,80,51,43,38,655,1370,3043,3452,7735,3569,2738,1887,1138,622,25558,0,6,4,18,4,0,0,0,0,39,2625,5460,5684,9813,4840,3736,2514,1412,724,36809,0,4,3,23,3,0,0,0,0,35,0,0,0,16,8,7,12,4,0,59,0,3,17,99,12,4,0,0,0,129,0,0,0,4,0,0,0,0,0,7,3,16,14,94,36,29,10,5,0,210,0,0,4,22,13,3,8,4,4,57,5,44,46,221,80,46,32,17,6,483,0,0,0,14,0,7,5,0,0,38,0,10,6,6,0,0,4,0,0,24,14,127,177,426,365,337,227,149,45,1872,0,3,6,34,20,15,11,6,0,89,0,7,8,51,15,12,7,8,0,107
SED30055,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,7,0,0,7,5,3,4,8,0,0,30,0,0,4,40,18,20,27,6,0,117,105,282,275,643,347,335,251,129,32,2397,1506,3342,2631,6103,3327,3486,2388,1051,300,24136,0,0,0,0,0,0,0,0,0,0,2822,6141,4820,9990,5361,5740,4160,1736,435,41197,0,3,0,17,4,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,4,9,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,13,9,6,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,3,3,16,11,6,3,0,3,45,0,0,0,0,0,4,0,4,0,14,0,0,0,0,0,0,0,0,0,4,0,0,21,79,106,169,124,86,21,604,0,6,9,21,4,5,6,0,0,52,0,0,0,0,0,8,4,4,0,15
SED30056,0,0,13,29,29,15,3,4,0,93,0,0,3,4,16,8,3,12,0,54,0,6,4,32,46,44,16,6,0,156,6,45,75,262,164,130,96,42,26,836,12,43,37,103,57,62,52,76,87,527,1195,3893,2858,5651,4191,3142,2549,1538,705,25717,0,0,0,3,5,0,0,0,0,9,2327,6747,4738,6226,4561,3447,2873,1778,700,33401,0,0,0,25,8,10,0,3,0,41,0,0,0,5,0,0,3,0,0,15,0,5,5,52,18,6,5,0,0,92,0,0,0,7,0,0,5,0,0,14,8,19,16,69,45,42,14,12,4,230,0,9,4,17,11,6,0,0,0,49,3,97,65,441,129,87,73,19,6,928,0,0,0,0,4,8,0,0,0,12,0,0,0,5,0,0,7,5,0,14,18,255,352,475,714,628,435,340,105,3316,0,0,12,28,22,16,11,4,0,94,0,4,19,32,41,23,10,4,0,127
SED30057,3,0,3,29,22,10,3,0,0,68,0,0,6,0,7,4,6,6,0,26,0,0,0,12,9,11,4,0,0,38,4,18,26,126,49,60,56,36,16,392,124,269,263,550,201,148,155,132,118,1953,1883,4048,3946,8137,3713,3439,2971,1680,722,30533,0,0,0,5,0,0,0,0,0,4,3527,7424,6458,11099,5072,4523,3794,2033,720,44648,0,4,0,12,0,0,0,0,0,11,0,0,0,7,0,9,0,0,0,13,0,0,0,5,0,0,0,0,0,15,0,0,0,10,5,0,4,0,0,23,4,0,0,30,14,23,8,6,4,86,0,4,0,0,4,3,3,0,0,14,0,7,7,71,28,27,5,0,3,156,0,0,0,4,0,3,4,9,0,27,0,4,0,4,0,0,3,0,0,22,3,46,109,265,306,484,427,355,115,2115,0,6,17,71,38,35,28,9,0,199,0,0,3,13,3,5,10,6,6,40
SED30058,0,25,56,226,241,186,146,42,23,949,0,3,0,4,3,4,4,6,0,26,0,0,0,26,21,21,9,5,0,82,0,44,61,282,143,128,109,60,28,862,23,60,61,166,62,55,65,64,46,604,1420,3386,2958,7274,3650,3073,2587,1390,706,26438,0,4,0,7,5,0,0,0,0,19,2842,6013,4699,8650,3876,3063,2629,1445,620,33841,0,9,9,46,24,16,4,0,0,114,0,0,0,8,8,5,3,4,0,20,0,15,9,97,14,18,4,0,0,160,0,3,3,13,4,6,0,0,0,25,0,16,11,61,41,15,18,12,0,171,0,3,4,8,21,12,12,6,0,68,0,55,51,336,155,172,108,36,21,946,0,0,0,5,5,15,0,10,0,30,0,0,4,7,0,4,10,6,0,41,20,106,106,397,337,418,308,244,96,2034,0,0,21,87,74,63,56,17,5,330,0,5,8,35,17,12,17,5,0,103
SED30059,0,4,4,30,11,11,0,0,0,64,0,3,4,12,9,9,6,7,3,55,0,0,3,23,15,13,3,0,0,54,3,37,35,242,144,114,118,64,31,791,57,150,144,337,163,123,110,106,115,1308,1491,4155,3520,7805,4502,3702,2881,1622,695,30373,0,0,0,0,0,0,0,0,0,0,3037,7278,5547,9571,5101,4057,3233,1687,563,40073,0,0,0,0,0,0,0,0,0,5,0,0,0,14,12,15,9,11,0,57,0,10,9,169,27,10,3,0,0,235,0,0,0,3,0,0,0,0,0,6,0,16,18,82,41,26,23,7,0,208,0,3,0,15,11,4,3,8,0,42,3,53,82,312,107,95,30,11,3,696,0,0,0,5,9,11,18,12,4,64,0,0,8,7,3,8,13,17,3,46,13,222,248,601,647,642,525,399,121,3423,0,0,0,21,17,15,10,8,3,76,0,9,3,33,15,21,20,11,0,116
SED30060,0,4,11,26,17,5,4,5,0,63,0,0,3,6,0,0,4,0,0,20,0,0,3,19,5,6,3,0,0,38,3,16,36,222,110,105,75,46,8,622,133,326,277,677,266,209,153,103,81,2223,1853,4357,3443,7898,3879,3163,2382,1148,334,28461,0,0,0,0,0,0,0,0,0,0,3479,7797,5968,10961,5227,4385,3213,1384,314,42729,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,9,0,0,0,15,7,0,3,0,0,24,0,0,0,4,0,0,0,0,0,9,0,5,4,36,20,18,19,12,0,114,0,0,0,3,0,4,0,4,0,9,0,7,9,50,26,21,12,5,5,133,0,0,0,4,5,0,8,7,0,22,0,0,0,0,0,0,0,0,0,0,4,28,41,229,187,280,299,161,32,1265,0,8,9,23,21,22,8,9,0,87,0,8,3,22,11,18,6,4,0,72
SED30061,0,7,8,24,9,14,8,0,0,69,0,0,0,9,0,0,3,0,0,15,0,0,17,11,13,8,4,0,0,53,16,95,140,220,94,56,44,39,12,704,60,176,302,424,177,144,106,97,76,1555,1163,3026,4448,6480,3204,2855,2029,1392,637,25237,0,5,0,12,0,0,0,0,0,16,2204,5243,7088,9700,4596,4140,3014,1830,684,38499,3,7,10,17,7,5,0,0,0,53,0,0,0,0,0,3,0,0,0,3,0,3,7,17,4,0,0,0,0,30,0,0,0,4,0,0,0,0,0,10,0,4,21,58,14,21,11,0,0,134,0,0,0,4,0,0,3,0,0,9,0,9,21,105,33,24,12,10,4,228,0,0,0,4,0,8,0,5,0,10,0,10,10,17,6,7,0,0,0,49,5,49,111,174,164,208,195,153,44,1108,0,3,14,23,18,19,8,0,0,90,0,0,0,13,4,11,3,0,0,40
SED30062,0,0,3,32,10,5,0,0,0,56,0,3,5,12,14,8,4,4,0,57,0,8,16,54,24,11,13,4,0,123,5,51,53,301,102,72,68,47,14,711,79,170,159,460,135,93,95,70,41,1300,2529,4960,4398,11383,4171,3228,2583,1494,708,35452,0,0,5,15,8,0,0,0,0,24,5058,8857,6510,13703,4939,3845,3085,1736,757,48483,0,7,0,33,7,6,0,0,0,46,0,0,0,4,6,0,0,0,0,22,0,13,3,63,16,0,0,0,0,100,0,0,0,9,0,0,0,0,0,13,5,12,13,51,19,7,11,6,0,119,0,0,0,10,6,5,3,0,0,27,0,10,7,145,42,29,25,5,3,261,0,0,0,10,0,3,3,0,0,21,0,5,7,7,7,0,6,0,0,29,4,112,238,518,497,456,395,332,110,2660,0,15,19,173,88,65,38,10,0,409,0,0,3,10,7,16,3,8,6,53
SED30063,0,0,9,15,18,12,4,0,0,50,0,0,0,0,6,4,5,0,4,22,0,0,0,0,4,7,4,0,0,18,0,4,11,50,18,41,51,29,3,205,58,270,206,472,318,374,371,217,77,2361,1168,3100,2545,5123,3449,4125,3984,1998,654,26135,0,0,0,0,0,0,0,0,0,0,2266,5716,4516,7823,5242,6197,6172,3054,883,41866,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,10,0,0,4,13,15,16,20,4,0,75,0,0,0,3,0,0,0,0,0,9,0,0,3,16,13,10,4,0,0,51,0,0,0,0,3,7,4,0,0,11,3,3,0,3,0,0,0,4,0,14,0,6,13,75,132,372,434,343,74,1454,0,0,7,6,4,8,3,0,0,36,0,0,0,9,6,5,12,0,4,39
SED30064,0,3,0,10,9,0,3,0,0,26,0,0,0,9,0,12,6,3,4,38,0,4,3,12,21,16,13,3,0,71,4,17,17,87,51,65,71,48,20,372,55,150,101,321,170,166,149,89,48,1249,1289,3067,2626,5796,3565,3616,3123,1769,766,25615,0,5,0,5,4,0,0,0,0,15,2410,5696,4545,8682,4917,4885,4270,2307,886,38595,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,16,7,0,0,0,0,26,0,4,3,4,0,0,0,0,0,15,0,12,5,42,34,19,16,6,7,142,0,0,0,0,0,0,3,0,0,6,0,8,9,23,3,5,0,0,0,53,0,0,0,0,5,8,4,6,0,26,0,0,0,0,0,0,3,0,0,5,0,79,130,369,431,562,516,402,139,2631,0,0,0,12,14,13,7,6,0,50,0,0,0,26,8,10,8,3,4,70
SED30065,0,0,0,6,4,4,0,0,0,20,0,0,3,15,4,11,14,3,0,56,0,0,4,13,13,12,9,0,0,48,5,36,26,171,87,88,74,45,17,547,37,126,105,291,125,144,116,90,26,1069,1498,3897,2658,6971,4112,3903,3458,1755,624,28882,0,0,0,0,0,0,0,0,0,0,2992,7140,4587,9525,5528,5090,4627,2228,716,42434,0,0,0,7,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,8,5,131,15,3,0,0,0,155,0,4,0,0,6,0,0,0,0,9,0,24,15,103,47,25,36,10,0,271,0,0,0,12,9,0,0,0,0,33,0,8,8,32,11,18,10,0,0,86,0,0,0,5,3,4,10,4,0,38,0,0,0,0,0,3,6,0,5,17,20,178,236,641,664,698,707,453,128,3735,0,5,0,15,12,4,9,3,0,51,0,7,7,44,21,24,9,11,0,117
SED30066,0,3,0,22,4,3,0,0,0,37,0,0,3,3,5,12,16,10,0,43,0,0,9,9,15,13,14,0,0,58,3,26,27,200,95,93,90,65,25,615,34,117,88,294,208,202,185,151,75,1345,813,2671,2025,4613,3785,4323,3948,2202,832,25208,0,0,0,0,0,0,0,0,0,0,1569,4741,3548,5784,4815,5437,5199,2664,864,34613,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,3,0,0,0,7,0,10,11,206,18,11,0,0,0,253,0,5,0,3,0,0,0,0,0,11,0,16,15,61,49,37,36,20,0,237,0,0,3,23,10,0,0,5,0,42,0,7,4,17,15,4,3,12,0,65,0,0,0,0,4,6,8,6,0,26,0,0,0,3,5,0,3,7,4,24,6,145,186,420,609,778,842,617,183,3780,0,0,4,9,3,15,4,3,0,32,0,15,9,115,19,24,20,15,9,227
SED30067,0,5,8,34,23,19,6,5,0,109,0,0,0,7,0,0,3,4,0,21,0,0,9,22,6,0,6,0,0,38,8,43,39,361,104,71,44,31,12,715,52,72,127,387,110,82,76,57,78,1032,1694,2932,3289,9839,3642,2874,2143,1227,710,28355,0,6,0,11,4,0,0,3,0,24,3306,5376,4941,12233,4862,3848,2856,1528,742,39697,0,9,20,34,0,0,0,0,0,61,0,0,0,10,8,10,3,3,0,35,0,0,11,137,11,7,0,0,0,164,0,0,0,11,3,3,0,0,0,15,0,7,8,75,20,18,10,3,0,144,0,4,3,11,7,10,4,0,0,36,0,12,25,141,62,61,38,15,3,367,0,0,0,3,5,6,7,3,3,34,0,0,9,3,0,3,0,0,0,14,9,43,102,483,268,285,201,103,31,1532,0,7,19,105,69,76,47,16,3,334,0,6,4,42,7,14,4,0,3,91
SED30068,0,0,0,20,7,3,12,0,0,47,0,12,13,4,15,9,12,10,0,70,0,0,5,20,15,22,4,4,0,76,0,20,36,113,102,84,99,50,26,529,22,42,66,135,95,114,96,92,64,728,824,2622,2510,4330,3509,3498,3125,1991,880,23283,0,0,0,0,0,0,0,0,0,3,1622,4715,4129,5694,4039,4201,3835,2240,878,31354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,9,0,0,20,0,7,6,17,7,3,0,0,0,32,0,0,0,5,3,0,3,0,0,12,0,5,3,23,23,15,21,11,11,112,0,0,0,4,0,4,0,3,0,15,0,28,17,122,54,28,36,20,4,303,0,0,0,6,4,7,8,8,6,35,0,5,4,3,0,4,3,3,0,24,9,193,349,457,697,774,589,510,178,3762,0,6,0,17,16,14,16,4,4,79,0,0,0,10,6,12,4,3,4,40
SED30069,0,3,0,20,10,4,0,0,0,31,0,0,0,9,14,4,14,0,0,42,0,0,4,25,20,20,9,3,0,85,3,29,50,179,105,94,56,23,15,538,52,138,91,258,129,89,98,66,18,943,1550,3965,3257,7370,4204,3465,2599,1191,339,27940,0,3,0,15,4,0,0,0,0,20,3118,7378,5546,10296,5698,4491,3572,1532,349,41979,0,0,0,9,0,0,0,0,0,19,0,0,0,4,5,4,0,0,0,13,0,0,0,43,13,4,0,3,0,68,0,0,0,0,0,0,0,0,0,3,0,0,6,31,26,21,10,3,0,101,0,0,0,10,4,3,0,3,0,16,0,10,16,50,27,21,15,6,0,149,0,0,0,0,3,8,3,3,0,21,0,3,0,5,4,0,0,0,0,16,4,103,222,428,493,628,405,284,70,2635,0,5,15,109,54,47,35,16,10,289,0,0,11,10,9,9,6,4,3,47
SED30070,0,0,0,10,9,9,5,3,0,31,0,0,4,6,0,5,12,7,3,45,0,0,0,5,3,12,10,0,0,33,3,19,18,72,54,75,91,46,17,398,38,135,88,241,161,193,239,162,57,1318,1107,2706,2189,4967,3092,4099,5077,2927,818,26976,0,0,0,0,0,0,0,0,0,0,2110,4928,3938,7342,4298,5442,6750,3829,955,39590,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,6,3,0,0,0,0,14,0,5,3,7,6,0,0,0,0,24,0,7,4,27,13,17,26,11,5,106,0,0,0,0,3,4,0,0,0,10,0,0,4,34,17,11,16,5,7,93,0,0,0,4,0,3,7,5,0,32,0,0,0,3,0,0,4,4,0,15,6,60,101,218,345,648,949,728,197,3246,0,0,0,15,4,13,19,3,0,54,0,0,4,11,8,10,15,13,0,71
SED30071,0,0,9,13,22,7,7,0,0,56,0,5,3,9,11,8,16,6,0,71,0,0,0,6,4,8,7,0,0,33,6,27,18,145,98,73,102,63,23,557,49,125,130,303,211,213,179,133,83,1426,1060,2699,2438,5507,4111,4274,4166,2354,999,27619,0,0,0,6,0,0,0,0,0,6,2020,4814,4176,7539,5194,5320,5100,2748,1047,37947,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,24,0,3,0,30,3,0,0,0,0,37,0,0,0,5,3,0,0,0,0,6,4,3,10,30,31,39,20,4,3,140,0,0,0,12,6,5,9,4,0,34,0,17,9,51,45,26,21,8,4,179,0,0,0,4,0,11,10,6,4,41,0,0,4,0,3,9,7,5,3,35,10,99,156,412,539,682,769,541,168,3372,0,5,0,33,38,26,30,9,6,149,0,0,5,20,20,17,9,9,4,84
SED30072,0,0,0,19,4,4,0,0,0,30,0,0,0,4,4,7,8,9,0,38,0,4,5,16,6,12,6,3,0,54,4,11,18,117,79,85,104,63,49,537,45,93,93,219,127,165,153,117,59,1075,1358,3194,2883,6014,3809,3916,3618,2021,789,27604,0,0,0,9,3,6,0,0,0,14,2659,5894,4995,8506,4877,5026,4528,2458,851,39802,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,12,0,0,0,23,4,0,0,0,0,27,0,0,0,6,0,0,0,0,0,4,3,8,3,33,16,18,22,8,0,108,0,0,0,0,3,4,3,9,0,23,0,7,9,45,29,15,11,5,5,124,0,0,0,0,10,16,12,12,3,53,0,0,0,6,0,3,3,4,0,23,3,93,252,440,547,779,701,545,156,3507,0,0,4,46,20,18,10,9,0,117,0,8,0,10,3,17,17,6,0,61
SED30073,0,0,12,37,15,8,3,0,0,79,0,0,0,4,0,4,3,0,0,12,0,4,9,20,13,9,4,4,0,56,0,3,6,47,34,12,23,9,3,149,75,214,231,470,195,148,143,134,78,1677,1603,3817,3555,7217,3184,3082,2350,1675,884,27359,0,6,5,9,8,0,0,0,0,28,3201,6960,6240,11261,4895,5060,3852,2406,1165,45036,0,4,0,29,5,0,0,0,0,37,0,0,0,0,3,0,0,0,0,3,0,6,22,42,27,11,0,0,0,101,0,3,0,0,0,0,0,0,0,6,0,9,0,42,13,8,4,4,6,78,0,0,0,0,0,0,0,0,0,0,3,30,14,152,30,15,14,4,0,265,0,0,0,0,0,0,0,0,0,6,0,0,3,4,3,0,0,0,0,11,4,26,25,105,90,155,143,119,28,683,0,3,5,34,18,15,8,0,0,83,0,0,0,0,3,4,3,0,0,16
SED30074,0,0,5,24,7,3,4,0,0,50,0,0,0,4,9,6,6,3,4,28,0,0,9,17,10,6,3,0,0,44,6,37,50,248,102,85,43,33,12,611,30,77,73,190,100,82,93,99,72,816,1611,3390,2779,7700,3901,3367,2728,1772,839,28094,0,0,5,22,3,3,0,4,0,40,3207,6195,4492,9065,4917,4226,3597,2115,873,38694,0,3,3,10,3,0,0,0,0,21,0,0,0,16,8,16,5,0,0,45,0,0,0,51,6,3,0,0,0,64,0,0,0,0,0,7,3,0,0,10,0,10,6,51,32,17,12,3,0,120,0,0,3,7,4,9,5,3,0,28,0,5,18,118,51,52,41,21,10,320,0,0,0,3,0,4,5,11,7,24,0,0,8,0,0,0,4,8,0,21,4,102,112,394,403,398,313,296,112,2127,0,5,16,121,63,69,56,21,0,355,0,0,5,17,10,9,3,0,3,47
SED30075,0,0,0,3,6,0,0,0,0,10,0,0,0,3,9,8,9,3,0,30,0,0,8,11,6,12,6,3,0,41,4,12,16,103,59,78,65,38,16,382,77,174,158,422,263,259,239,127,65,1772,1370,3561,2811,5994,4068,4015,3366,1702,615,27507,0,0,0,0,0,0,0,0,0,4,2623,6692,5014,9215,5886,5618,4800,2359,744,42956,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,0,0,0,10,0,3,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,7,3,25,20,23,16,4,0,106,0,0,0,8,4,3,0,0,0,14,0,5,6,19,15,14,4,5,0,70,0,4,0,0,0,8,4,0,0,22,0,0,0,5,0,0,3,0,0,12,0,47,86,273,423,621,556,382,100,2487,0,3,5,8,10,10,4,4,0,44,0,0,0,17,5,4,4,0,0,42
SED30076,3,26,84,184,112,61,46,21,10,536,0,0,5,21,3,3,0,5,6,39,0,0,18,27,4,14,0,0,0,56,11,63,201,1069,176,113,79,40,14,1760,46,124,462,888,219,144,106,80,26,2096,971,2198,6492,13518,3730,2698,1844,938,440,32831,0,0,9,34,4,0,6,0,0,53,1729,3261,7111,12711,4101,3272,2108,946,352,35583,0,9,11,60,17,9,4,0,0,114,0,0,0,41,22,11,5,11,0,92,0,22,36,541,32,3,4,0,0,640,0,0,8,9,3,5,0,0,0,24,0,8,39,237,43,31,20,8,0,382,0,6,14,86,12,14,3,0,0,138,11,92,1263,1366,241,116,99,34,19,3245,0,0,0,15,11,9,17,5,6,52,0,4,9,31,3,9,12,9,0,80,8,89,276,904,358,378,210,120,28,2371,0,0,14,43,32,31,13,9,0,134,3,14,40,187,17,15,8,3,3,287
