SED_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED30070,0,0,0,3,3,0,0,0,0,12,0,5,13,26,29,40,24,0,6,150,5,48,41,160,65,54,40,10,4,428,0,0,0,10,0,13,21,6,5,53,0,0,0,16,11,8,0,5,0,40,0,0,0,10,31,60,93,90,20,302,0,0,0,4,12,3,12,0,0,33,0,10,18,66,56,71,82,43,10,349,0,0,4,13,4,0,5,4,0,41,0,0,6,71,3,0,3,0,0,85,0,4,3,62,25,9,4,0,0,106,0,0,0,3,0,0,5,4,0,11,3,15,4,30,22,36,38,5,0,147,0,0,0,15,11,9,3,3,0,48,0,3,10,8,4,19,24,19,6,84,0,0,0,12,7,21,19,9,0,60,3,31,37,126,106,119,198,113,36,770,73,270,219,483,349,382,470,340,102,2689,2208,5497,4599,9444,5897,7583,9739,5807,1472,52240
SED30071,0,0,0,3,0,0,0,3,0,3,0,6,9,35,57,49,27,13,0,203,0,32,28,188,86,83,46,16,3,484,0,0,0,19,10,12,24,11,5,76,0,7,5,20,14,22,18,7,0,90,0,7,13,25,56,95,114,93,35,446,0,3,4,6,10,15,11,0,0,46,7,25,51,143,111,81,72,19,8,509,0,3,0,16,8,17,20,15,5,77,0,0,3,15,3,0,3,0,0,23,0,8,11,35,25,20,5,4,0,118,0,0,0,4,7,3,0,0,0,10,3,24,19,56,29,40,49,8,0,232,0,5,7,24,23,5,11,4,0,86,0,5,7,20,20,24,27,18,10,124,0,0,3,18,16,27,11,0,0,69,7,49,56,259,184,139,182,118,52,1042,115,263,282,671,440,416,366,269,126,2944,2198,5552,5147,10685,7795,7983,7754,4349,1628,53092
SED30072,0,0,0,6,5,0,0,0,0,20,0,0,7,18,26,26,24,0,3,111,0,21,55,130,82,51,29,0,3,368,0,0,5,15,13,9,13,10,5,63,0,0,3,3,6,9,0,5,0,20,0,4,22,42,65,96,100,75,28,435,0,4,0,7,12,7,9,0,0,36,6,70,110,295,184,131,84,21,7,913,0,3,6,21,7,9,5,9,0,65,3,3,0,16,6,0,0,0,0,25,0,17,9,47,23,15,3,0,0,117,0,0,0,10,0,5,0,0,0,12,0,13,12,41,25,30,41,16,0,186,0,0,0,19,13,4,0,0,0,46,0,0,4,17,11,17,19,8,3,86,0,4,4,26,22,27,14,3,0,110,6,39,36,195,139,159,197,136,80,984,83,227,198,442,290,337,329,231,106,2242,2789,6566,6067,11518,7175,7629,6961,3957,1361,54021
SED30073,0,8,3,8,0,0,0,0,0,22,0,4,17,35,25,14,6,3,0,107,0,35,85,228,113,75,35,7,3,577,0,0,0,0,0,0,4,0,0,11,0,0,0,13,0,0,0,0,0,18,0,5,3,17,4,26,30,19,4,105,3,3,6,12,5,6,3,0,0,34,0,22,32,92,44,26,11,9,0,230,6,11,13,70,34,3,0,0,0,142,0,0,0,18,0,0,0,0,0,25,5,9,10,34,21,7,5,0,0,82,0,0,0,0,0,0,0,0,0,3,0,12,8,36,9,9,14,0,0,83,0,5,23,59,35,14,8,0,0,147,0,0,0,3,0,4,3,3,3,21,0,9,13,40,28,11,0,0,3,111,0,12,23,108,56,33,41,22,9,314,165,422,505,1133,490,386,316,209,127,3757,3405,7683,7227,14329,6220,6083,4677,2907,1389,53919
SED30074,0,3,4,26,5,6,0,0,0,42,3,13,31,72,66,46,25,4,3,262,10,78,142,411,261,202,93,29,0,1225,0,0,0,26,10,12,8,12,8,73,0,7,7,40,26,29,16,7,0,128,0,10,3,43,51,56,45,30,16,259,0,8,12,27,16,11,3,0,0,86,0,17,26,127,83,40,26,15,5,341,0,9,16,72,30,32,19,14,3,195,0,5,3,31,5,3,0,0,0,49,0,13,21,51,14,11,0,0,0,117,0,0,3,9,9,0,0,0,0,13,0,3,20,50,24,13,16,8,0,144,0,5,8,27,14,7,3,0,3,76,0,6,4,15,17,7,13,12,4,79,0,0,13,30,15,13,8,0,0,85,4,82,122,460,196,161,86,66,16,1192,63,152,138,433,218,187,192,164,99,1637,3327,7121,5812,14813,7537,6360,5129,3114,1281,54499
SED30075,0,0,0,4,0,0,0,0,0,3,0,0,5,15,43,35,11,5,0,115,3,9,15,68,38,28,19,9,0,183,0,0,0,0,12,13,10,4,0,42,0,0,0,4,3,3,0,0,0,15,0,5,3,22,37,58,66,33,13,241,0,3,0,3,8,5,12,0,0,44,0,5,26,70,57,60,40,14,3,284,0,0,0,6,6,9,3,3,3,25,0,0,0,18,3,0,0,0,0,21,0,6,7,24,7,9,0,0,0,59,0,0,0,0,0,0,0,0,0,3,4,22,14,43,24,36,32,16,0,194,0,0,0,7,11,0,0,0,0,22,0,0,0,7,16,19,13,12,0,63,0,0,9,10,25,22,13,3,0,79,6,25,28,170,116,153,139,67,33,727,136,388,352,863,556,526,501,256,111,3686,2784,7283,5752,11649,7954,7906,6786,3440,1069,54621
SED30076,4,5,19,72,10,11,7,0,0,113,0,8,37,62,55,32,10,0,0,205,3,21,118,391,100,46,26,15,0,731,0,5,6,75,15,7,10,0,3,116,0,0,0,5,13,0,5,0,0,28,0,6,28,126,41,43,29,16,8,295,4,37,84,170,28,20,12,0,0,348,0,3,85,263,81,46,19,10,0,523,4,28,61,158,64,16,10,0,0,347,4,19,115,409,67,37,29,6,0,688,5,14,62,228,28,9,0,3,0,352,0,5,3,62,12,9,3,0,0,92,5,39,82,307,55,39,21,20,0,568,5,56,135,285,212,117,79,30,12,926,0,0,12,33,12,6,5,9,4,78,0,0,21,55,21,23,8,0,0,120,23,121,378,2084,335,225,150,86,41,3440,98,230,838,1869,473,329,261,151,52,4315,1966,4418,12317,27238,7464,5525,3692,1862,737,65224
SED30077,0,3,0,3,4,0,0,0,0,11,0,4,0,11,19,18,0,0,0,56,8,35,49,191,75,46,31,10,0,439,0,0,0,0,4,0,10,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,25,22,19,5,93,0,4,0,5,0,3,0,0,0,17,6,14,21,48,32,29,22,4,0,186,0,0,0,5,0,5,0,4,0,16,4,5,3,102,3,0,0,0,0,116,0,6,8,20,11,6,5,0,0,54,0,0,0,0,0,0,0,0,0,0,0,5,9,13,18,20,23,8,4,98,0,5,0,13,3,4,0,0,0,22,0,0,0,7,3,4,0,5,0,16,0,0,0,14,10,12,10,4,0,50,0,4,28,178,44,90,79,67,15,517,158,492,390,902,541,684,630,416,148,4367,2528,6378,5052,10082,6193,7303,6974,3986,1323,49822
SED30078,0,0,15,30,3,7,4,0,0,51,0,3,28,27,34,35,11,4,0,144,4,31,93,447,145,112,82,11,4,942,0,0,3,26,15,17,31,23,14,127,0,0,0,14,5,5,0,0,0,31,0,6,10,51,25,73,71,57,14,308,3,3,22,51,11,20,17,4,0,128,0,26,56,172,66,84,62,32,3,508,0,14,27,58,23,11,12,13,3,153,0,15,41,235,56,30,16,4,0,405,0,25,38,169,55,22,13,0,0,325,0,0,3,22,14,10,5,10,0,59,10,27,32,91,35,47,26,12,5,290,0,18,58,106,50,32,23,3,4,301,0,0,4,16,12,14,18,3,0,74,0,0,7,24,11,12,12,4,0,75,18,105,188,803,286,244,250,186,79,2163,116,352,495,1096,472,425,396,378,319,4047,2400,5846,7917,15565,7337,6444,5773,4007,1729,57014
SED30079,0,17,14,42,11,0,8,0,0,81,0,5,18,48,78,34,32,13,0,227,0,20,32,145,78,73,57,9,8,426,0,0,0,34,15,29,28,0,3,108,0,0,0,29,13,13,10,8,0,75,4,10,15,38,42,71,66,41,8,293,0,3,8,27,16,18,13,0,0,87,0,26,92,259,203,113,74,26,8,809,0,3,12,57,32,26,17,17,0,162,0,4,12,103,33,14,14,3,0,185,0,13,18,65,28,13,13,0,0,150,0,0,0,12,7,4,0,0,0,24,0,18,30,61,32,27,16,11,3,204,6,3,23,64,35,15,11,0,3,163,0,0,3,8,15,17,18,8,0,67,0,0,9,43,44,39,15,4,0,162,5,33,106,386,293,285,244,137,35,1518,64,179,167,417,219,166,168,97,47,1522,3354,7589,6176,14773,7249,5932,5071,2292,638,53064
SED30080,4,6,7,58,9,0,0,0,0,85,0,8,21,68,56,43,21,7,0,230,3,49,85,360,123,111,66,12,0,821,0,4,0,28,12,4,16,7,10,71,0,0,0,12,9,8,3,0,0,36,0,11,13,63,41,33,32,20,11,218,7,13,10,41,16,13,0,0,0,107,5,11,33,206,51,23,20,5,0,350,0,6,13,84,27,10,20,9,3,177,0,0,7,87,7,0,10,0,0,125,0,36,64,106,29,12,3,3,0,255,0,0,0,12,8,0,0,0,0,14,10,31,49,103,42,28,19,0,0,281,0,5,18,71,24,20,7,6,0,158,0,0,9,21,9,4,0,0,0,43,0,0,6,33,16,5,9,0,0,75,13,61,104,708,193,137,101,58,22,1420,107,202,285,822,244,188,166,165,214,2393,3259,6539,7541,18793,7508,5490,3792,2502,1392,56814
SED30081,13,113,98,439,77,54,33,4,0,816,0,8,33,50,45,53,46,15,6,256,3,17,63,336,121,161,79,15,9,806,0,0,0,18,5,16,17,15,3,75,0,3,9,43,41,36,29,10,3,174,0,0,5,8,21,33,37,22,11,134,0,8,34,77,45,44,48,8,0,265,4,44,68,190,99,130,72,32,4,644,0,10,11,99,38,69,45,11,6,289,20,113,134,1322,296,337,318,84,7,2638,4,9,10,82,33,10,20,0,0,172,0,0,3,20,5,7,0,0,0,46,5,15,16,32,15,14,9,4,0,107,3,9,65,248,283,215,134,45,15,1019,0,0,0,0,5,4,8,12,0,31,0,5,34,101,49,61,32,6,4,298,20,195,341,777,416,385,292,162,52,2635,126,296,250,730,234,201,179,103,41,2173,3703,8430,7502,18414,6909,6402,5104,2454,906,59815
SED30082,0,0,9,21,7,4,0,0,0,37,0,0,9,14,35,15,12,0,0,89,4,18,61,257,78,81,34,13,0,551,0,4,0,58,15,24,36,20,9,163,0,0,0,6,3,0,4,4,0,11,0,4,16,50,33,57,77,56,8,296,0,19,7,23,16,20,19,5,0,121,0,25,69,181,125,121,87,38,10,651,0,0,3,27,6,14,19,11,5,84,9,13,32,140,52,34,32,11,4,319,0,20,18,129,40,18,9,4,0,233,0,0,0,21,15,16,12,5,0,70,4,39,48,110,33,53,47,20,9,365,9,13,28,66,37,21,13,3,0,189,0,0,7,20,17,12,13,16,10,89,0,0,8,17,7,14,20,5,0,73,11,61,188,1163,284,303,327,196,82,2611,126,286,574,1860,684,804,703,433,129,5596,1803,4084,6066,16097,7377,7811,7181,4233,1268,55909
SED30083,0,0,11,20,10,7,0,0,0,47,0,0,9,25,21,29,10,0,5,96,0,25,51,199,111,68,41,6,5,515,0,0,5,25,11,15,11,5,4,72,0,0,0,22,14,9,10,0,0,57,0,14,24,61,72,59,67,30,19,341,0,8,6,26,18,9,6,0,0,78,3,63,114,305,226,169,68,38,7,989,0,0,7,22,19,9,15,0,0,74,0,8,4,52,17,4,6,6,0,95,7,17,22,72,25,17,11,0,0,155,0,0,0,14,3,10,5,0,0,42,0,13,23,60,32,34,20,12,0,200,0,6,17,41,27,8,5,3,0,106,0,7,20,32,23,15,16,8,7,117,0,0,9,49,37,19,14,6,4,132,9,51,110,458,296,228,166,110,37,1468,133,330,294,672,327,212,141,90,52,2242,3902,9319,7745,16508,8543,6119,4332,2225,707,59411
SED30084,0,9,0,8,5,0,0,0,0,20,0,13,42,67,74,41,26,3,0,264,5,42,76,218,131,82,56,4,0,619,0,0,0,3,0,5,3,4,0,10,0,0,0,3,0,3,4,0,0,15,0,5,0,15,23,41,47,15,5,159,0,0,0,4,13,0,0,0,0,22,5,9,21,49,39,28,17,8,5,180,0,0,3,25,0,7,3,0,3,36,0,0,3,3,0,0,0,0,0,7,3,18,18,35,20,9,4,0,0,99,0,0,0,0,0,0,0,0,0,3,6,3,11,30,10,14,12,0,0,83,0,4,10,49,11,11,3,0,0,97,0,0,0,10,8,12,5,0,3,30,0,0,4,33,18,13,11,0,0,88,12,67,140,237,132,95,71,61,10,820,215,551,514,1054,483,334,199,133,40,3521,3246,7753,7385,13476,6749,5774,4518,2418,698,52007
SED30085,0,33,39,164,19,0,6,0,0,265,0,11,49,73,67,56,50,30,16,351,4,45,132,549,125,88,59,13,6,1020,0,0,0,24,8,14,11,8,14,80,0,0,8,27,18,12,11,0,0,76,0,0,0,18,15,21,27,25,11,118,0,21,18,93,44,26,23,17,0,242,0,10,31,124,46,44,35,15,0,312,4,18,56,146,52,57,22,13,4,373,25,76,156,1235,291,238,303,90,10,2428,3,12,22,100,20,10,3,0,0,173,0,0,0,12,8,9,0,0,3,36,5,20,31,62,34,18,16,9,0,200,5,17,108,294,197,201,135,52,17,1025,0,0,7,5,6,0,4,7,0,30,0,0,11,39,17,15,9,0,0,99,20,134,247,831,262,276,226,110,50,2158,106,202,381,895,240,170,163,105,60,2323,3144,6186,7864,19796,6581,5575,4548,2701,1084,57483
SED30086,0,3,9,15,8,8,3,0,0,44,0,4,13,22,39,26,14,0,0,120,4,32,62,182,76,41,27,3,0,434,0,0,0,0,0,7,0,0,3,23,0,0,3,0,0,4,6,0,0,8,4,6,0,20,13,40,39,44,6,171,5,4,13,16,19,15,3,0,0,81,0,17,59,107,58,61,31,18,5,349,0,10,4,52,17,0,3,0,0,88,4,3,0,36,8,9,8,0,0,61,0,8,3,32,12,8,8,0,0,69,10,3,0,3,4,0,4,0,0,26,3,15,18,45,22,23,34,12,4,181,0,3,6,26,14,3,7,0,3,58,0,0,0,3,5,7,6,13,0,34,0,6,18,48,51,32,19,13,0,184,8,87,128,291,111,86,75,57,9,859,126,277,335,717,341,321,285,251,148,2809,3071,7297,7191,13001,6649,6530,5894,3757,1338,54728
SED30087,0,17,22,54,11,5,0,0,0,103,0,6,24,35,33,17,6,6,5,127,6,57,104,286,116,59,37,13,0,672,0,0,0,5,0,8,3,5,3,25,0,0,0,10,4,3,0,0,0,27,0,4,3,16,17,14,31,42,19,146,4,13,7,64,16,12,7,0,0,131,5,18,62,124,92,54,38,12,12,423,3,25,25,130,53,26,13,11,0,280,0,14,8,96,16,6,8,0,0,141,0,4,13,38,26,3,0,0,0,83,6,5,0,14,3,0,6,0,0,25,0,7,24,53,24,18,29,13,0,169,0,8,8,43,8,0,3,0,0,79,0,0,5,0,8,3,3,7,9,29,0,0,25,60,47,43,24,12,6,212,22,218,280,577,175,136,66,58,23,1559,124,243,331,667,245,238,248,246,154,2506,3435,7461,7590,15239,6259,5773,5610,4028,2024,57416
SED30088,0,0,6,9,0,0,0,0,0,15,0,7,33,90,54,39,14,0,3,246,4,36,92,227,99,78,39,12,0,582,0,0,0,9,6,7,10,4,0,35,0,0,0,0,4,0,0,0,0,10,0,3,8,29,28,54,42,25,8,203,0,0,9,9,12,4,3,0,0,40,0,20,35,122,53,46,22,6,3,309,3,0,9,34,12,6,3,5,0,74,0,0,0,18,3,0,0,0,0,29,3,6,11,47,24,18,7,0,0,120,0,0,0,9,0,0,0,0,0,12,6,11,21,113,38,28,38,7,0,265,0,3,7,22,18,9,7,0,0,74,0,0,0,13,6,4,9,6,0,47,0,6,10,27,11,14,3,3,0,77,11,65,98,424,157,154,106,59,22,1106,161,318,497,1253,548,487,369,178,68,3875,2579,5762,6469,14219,6782,6742,4891,2202,729,50376
SED30089,0,5,0,13,0,0,0,0,0,29,0,16,14,61,41,19,3,0,0,160,5,50,66,231,104,102,40,9,0,612,0,0,5,8,0,0,6,0,4,15,0,0,0,13,9,6,10,0,0,36,0,0,3,11,15,14,17,10,0,71,0,0,0,3,3,0,0,0,0,8,7,29,23,110,32,27,9,3,0,250,5,4,0,41,5,6,5,0,0,67,0,0,0,20,0,0,0,0,0,20,0,7,4,23,15,9,0,0,0,60,3,0,0,4,0,0,0,0,0,7,0,6,11,29,5,13,11,0,3,74,0,0,3,21,8,6,0,0,0,35,0,0,0,9,4,4,4,4,0,25,3,4,17,49,16,14,4,0,0,106,5,18,17,151,41,60,53,51,3,400,225,579,676,1532,737,683,446,245,76,5182,3008,6334,5715,12080,5344,5075,3373,1732,466,43119
SED30090,0,0,0,9,0,0,0,0,0,9,0,0,9,14,20,17,5,0,0,71,11,67,93,220,113,58,21,6,0,593,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,12,7,3,53,0,0,0,0,3,0,0,0,0,6,5,12,21,77,35,26,9,0,0,195,0,0,0,7,0,0,0,0,0,9,0,0,3,11,4,0,0,0,0,22,0,0,3,5,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,9,12,9,12,8,0,0,57,3,19,13,101,5,0,0,0,0,149,0,0,3,0,0,0,4,3,0,10,0,3,5,16,9,3,4,0,0,43,3,12,19,92,46,45,18,22,3,256,192,477,504,1044,562,579,393,235,115,4097,2799,6131,5018,10332,5622,5795,4262,2197,802,42956
SED30091,8,78,66,194,39,14,3,0,0,403,0,6,19,68,78,52,33,18,4,287,0,23,79,278,137,122,71,16,5,734,0,0,0,15,7,14,11,4,5,50,0,19,59,158,98,111,78,21,3,552,0,0,3,27,21,47,58,39,13,220,0,0,3,30,15,17,20,3,0,89,0,18,40,158,78,56,49,44,6,450,0,5,10,69,21,24,17,13,0,164,0,3,14,123,28,21,25,9,0,230,0,23,49,128,27,17,6,0,0,248,0,0,0,17,13,12,0,0,0,40,6,8,8,44,8,15,16,3,0,116,0,17,13,81,57,52,19,8,10,252,0,0,0,10,4,7,11,8,0,43,0,0,16,44,29,10,10,4,0,124,31,162,293,899,378,329,281,148,63,2584,314,734,693,1416,500,350,299,204,111,4627,4416,8876,8067,17783,6921,5823,5034,3008,1103,61026
SED30092,0,6,0,6,3,0,0,0,0,14,0,4,11,34,30,22,6,0,0,105,0,48,48,175,76,34,29,0,0,414,0,0,4,26,5,5,10,0,0,51,0,0,0,4,0,0,0,0,0,9,0,3,4,32,21,58,50,13,9,189,0,3,0,4,10,5,0,0,0,21,7,47,93,256,170,116,36,10,0,733,0,9,3,26,7,0,0,3,0,48,0,7,0,36,0,0,0,0,0,37,3,15,21,47,39,7,8,0,0,131,0,0,0,5,0,0,0,0,0,10,0,4,17,66,20,21,31,7,0,161,0,0,9,19,3,4,0,0,0,43,0,0,3,25,9,10,6,3,6,65,0,10,19,56,38,41,10,0,0,179,4,30,53,413,100,98,98,47,7,857,193,496,573,1708,856,771,420,194,60,5263,3177,7494,6353,15138,7622,7259,4785,2001,474,54307
SED30093,10,92,109,327,65,29,19,0,0,646,5,18,39,83,77,86,41,17,9,376,3,52,101,306,174,171,113,25,3,951,0,0,0,7,9,5,24,7,4,57,4,56,103,306,258,273,145,41,0,1190,0,0,11,14,15,53,35,33,7,162,0,4,6,15,13,12,9,3,0,57,0,6,29,40,52,39,25,4,0,201,4,11,17,76,22,7,16,18,0,177,3,9,3,81,14,14,11,5,0,141,3,139,229,218,31,17,4,0,0,632,0,0,6,16,13,5,9,0,0,46,0,8,10,36,8,11,13,0,0,99,0,4,17,107,65,63,29,8,5,293,0,0,0,5,0,11,4,4,3,26,3,4,6,36,4,13,8,3,0,72,60,407,697,1451,637,502,343,167,47,4310,512,1100,880,1947,692,470,334,198,126,6263,5723,12189,10736,20091,8251,6812,4699,2109,568,71179
SED39494,0,4,5,3,4,4,0,0,0,14,0,10,6,15,7,3,6,0,0,41,0,3,14,20,7,11,4,0,0,61,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,0,4,0,0,7,3,4,0,11,7,16,13,5,0,64,0,0,0,4,0,0,0,0,0,3,6,0,3,30,13,17,14,3,0,89,0,0,3,7,0,0,0,0,0,9,0,0,0,41,0,0,0,0,0,45,0,0,3,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,0,7,20,12,16,3,0,0,62,0,0,0,21,0,0,0,3,0,24,0,0,0,3,0,7,0,0,0,13,0,0,0,0,3,6,7,0,0,15,6,17,50,240,31,32,32,7,0,408,67,124,317,1087,430,386,268,51,11,2744,504,932,1495,4724,1929,2468,2124,444,44,14670
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,82,32,8,0,0,0,128,0,0,16,116,45,5,3,0,0,183
SED40001,3,19,28,108,7,0,3,6,0,177,0,0,4,13,11,8,10,0,0,45,5,23,65,266,47,22,18,8,0,449,0,0,0,40,19,28,24,18,10,133,0,0,4,0,0,0,0,0,0,3,0,5,3,39,22,53,46,19,10,200,3,16,124,130,25,15,13,9,0,342,5,3,34,69,39,24,15,4,6,194,0,7,48,111,25,15,0,3,0,223,0,7,30,112,11,3,4,0,0,165,0,3,33,98,16,4,6,0,0,157,4,4,0,15,10,3,4,0,0,48,12,28,28,79,33,32,28,17,0,260,4,29,242,291,130,54,34,10,0,803,0,0,0,10,5,7,13,7,0,46,0,0,12,17,4,0,3,0,0,43,19,80,208,707,156,117,152,83,43,1569,39,89,460,870,246,237,237,144,120,2440,1377,3204,8393,14623,4758,4768,4239,2232,1032,44627
SED40002,0,21,44,110,29,9,0,3,0,228,0,0,7,7,11,5,3,0,0,35,0,33,63,224,89,61,32,19,6,522,0,0,0,18,22,18,28,11,17,111,0,0,0,0,0,0,0,0,0,4,0,0,5,32,23,33,39,26,10,170,0,12,8,29,10,9,3,0,0,78,0,22,19,78,44,14,10,3,0,185,9,11,15,143,19,13,8,0,0,222,0,3,4,60,4,3,0,4,0,91,0,5,15,64,20,8,8,0,0,118,0,6,0,9,0,0,0,0,0,7,0,13,13,48,16,12,6,6,0,110,5,14,39,96,46,60,30,3,3,294,0,0,5,9,3,12,4,3,0,45,0,0,0,10,0,5,0,0,0,20,18,85,123,601,174,124,117,97,54,1402,41,89,130,379,121,127,106,103,81,1175,2111,3808,5197,13715,4556,4289,3429,2088,1350,40543
SED40003,0,6,8,14,10,0,5,0,0,39,0,0,3,9,13,7,0,0,0,38,0,9,26,94,63,52,17,11,4,280,0,0,4,43,34,64,71,10,4,239,0,0,0,0,0,0,0,0,0,0,0,14,45,75,91,146,87,43,15,525,0,0,15,19,17,12,11,3,0,80,7,56,59,137,103,66,31,12,3,480,0,0,7,31,15,11,4,0,0,62,0,0,3,10,0,0,0,0,0,18,0,0,7,20,7,12,5,0,0,40,0,0,0,4,0,0,3,0,0,16,0,6,14,28,17,29,21,11,0,122,0,0,6,15,15,12,18,0,0,63,0,8,7,18,16,24,15,9,4,106,0,0,5,21,17,15,5,0,0,61,0,28,54,260,122,133,124,84,30,848,33,68,55,201,100,115,114,72,33,790,1886,4377,3903,8760,4796,5091,4256,1801,641,35511
