SED_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SED30031,226,0,3,5,9,244,115,0,0,0,0,114,125,7,3,0,0,134,215,3,5,0,0,226,253,13,0,0,3,271,655,16,3,6,4,683,523,9,0,0,0,543,521,10,3,10,0,542,195,0,0,3,0,204,156,0,0,0,5,156,122,0,0,0,4,125,221,3,0,0,3,227,3328,65,24,28,27,3477
SED30032,358,5,0,6,0,371,232,4,0,0,0,243,199,0,0,0,0,204,382,8,0,4,3,399,581,9,3,8,3,608,1538,28,0,8,0,1578,1374,3,0,7,4,1390,960,8,5,4,0,977,257,0,0,0,0,265,177,4,0,0,0,189,115,0,0,0,0,119,426,0,0,3,0,434,6619,64,11,49,24,6770
SED30033,248,26,8,0,0,280,147,17,0,0,0,166,142,23,4,0,4,176,221,16,8,0,0,245,318,38,9,0,0,373,1168,73,15,4,3,1264,1119,29,11,0,0,1173,791,15,6,5,3,820,175,8,5,0,0,187,141,0,0,0,0,145,79,4,3,0,0,88,300,16,0,0,0,319,4856,263,71,16,18,5220
SED30034,303,0,0,3,0,310,173,4,0,0,0,179,183,7,0,0,0,189,332,0,3,0,0,341,480,4,4,9,0,490,1238,17,3,0,0,1265,969,4,6,9,0,982,725,0,5,6,3,738,228,0,0,0,0,231,158,0,0,0,0,160,131,0,0,8,0,145,332,0,6,0,6,345,5257,50,29,30,12,5376
SED30035,250,0,0,0,0,256,123,0,0,0,0,121,104,0,0,0,0,104,266,4,0,3,0,270,359,6,0,6,0,375,1305,7,0,0,0,1315,1679,3,0,3,6,1689,1667,4,0,0,0,1677,530,0,0,0,0,529,296,0,4,0,0,303,151,0,0,0,0,159,407,4,0,6,0,413,7136,31,21,18,10,7210
SED30036,345,13,3,0,0,364,127,0,0,0,0,129,88,5,0,0,0,97,171,7,0,0,0,184,260,50,3,0,0,311,1168,121,7,0,5,1302,1461,105,3,0,0,1564,1409,37,4,0,0,1452,453,8,0,0,0,460,285,8,0,0,0,290,165,12,0,0,0,170,376,23,0,0,0,401,6309,389,26,0,5,6731
SED30037,214,9,0,0,0,218,101,10,0,0,0,104,86,3,4,0,0,92,230,12,3,0,0,249,423,23,4,0,0,447,1635,67,19,0,0,1723,1696,18,15,6,0,1732,1176,7,3,0,0,1184,289,0,0,0,0,292,186,0,0,0,0,187,92,0,0,0,0,92,327,6,0,0,0,340,6454,157,45,8,0,6668
SED30038,225,4,0,0,0,235,110,3,0,0,0,111,122,6,0,0,0,125,253,7,3,0,0,256,426,17,0,0,0,443,1575,21,3,0,0,1595,1494,11,0,0,0,1506,1322,9,0,0,0,1327,522,0,0,0,5,532,345,0,0,0,0,345,163,0,0,0,0,163,365,3,0,0,0,369,6908,82,13,4,10,7011
SED30039,257,0,0,0,0,260,109,4,0,0,0,115,103,0,0,0,0,103,189,0,0,0,0,196,299,3,0,0,0,302,1209,31,0,0,0,1248,2321,37,5,0,3,2364,3456,23,3,0,0,3486,1424,3,0,0,0,1429,856,5,0,0,0,862,380,0,0,0,0,382,612,7,7,0,0,627,11223,130,18,3,4,11375
SED30040,234,28,9,0,0,270,91,23,3,0,0,116,77,19,9,0,0,101,126,24,10,0,0,165,190,25,5,0,0,219,548,88,40,0,0,673,783,108,56,0,0,949,1558,63,58,0,0,1678,789,28,15,0,0,828,553,13,17,0,0,584,352,6,7,0,0,366,368,30,20,0,0,408,5658,455,252,0,4,6365
SED30041,261,4,12,0,4,276,123,9,0,0,0,128,109,3,0,0,0,117,203,9,8,4,0,223,301,9,12,0,0,327,1270,22,29,0,0,1321,1586,27,13,0,0,1635,1502,9,15,0,4,1533,559,3,4,0,0,572,352,4,0,0,0,359,223,7,0,0,0,229,396,3,4,0,0,400,6884,109,108,8,8,7114
SED30042,269,15,0,0,0,281,98,9,0,0,0,103,102,11,5,0,0,113,200,10,0,0,0,210,309,49,7,0,0,363,1068,103,10,0,0,1177,2033,59,3,0,0,2106,2506,19,4,0,0,2529,816,3,0,0,0,825,453,5,0,0,0,453,202,3,0,0,0,211,438,15,3,0,0,454,8494,299,27,0,0,8824
SED30043,275,4,0,0,0,282,151,0,0,0,0,150,156,0,0,0,0,160,311,3,0,4,0,312,499,4,0,0,0,506,1646,9,6,3,0,1660,1676,17,3,0,0,1700,1399,12,0,5,0,1418,401,3,0,0,0,401,236,0,0,4,0,245,118,0,0,0,0,121,441,8,0,0,0,445,7298,67,8,20,4,7400
SED30044,281,0,4,0,0,288,119,0,0,0,0,119,87,6,0,0,0,92,184,8,0,0,0,190,293,7,0,0,0,301,1072,26,8,0,0,1106,1922,24,3,0,0,1945,2404,14,0,0,3,2426,970,0,0,0,0,977,552,3,0,0,0,555,244,3,0,0,0,248,577,8,0,3,0,594,8712,102,23,7,6,8853
SED30045,253,30,7,0,0,289,100,20,5,0,0,126,76,18,4,0,0,105,121,23,7,0,0,144,180,50,11,0,0,239,552,156,41,3,0,754,959,213,40,0,0,1214,1975,126,46,0,0,2150,1173,44,8,0,0,1222,837,21,10,0,0,868,395,11,4,0,0,412,367,36,9,0,0,409,6985,734,195,3,0,7927
SED30046,279,12,3,0,0,298,119,10,0,0,0,128,104,17,3,0,0,120,208,31,4,0,0,244,287,74,22,0,0,381,1231,117,30,0,0,1377,1867,64,17,0,0,1947,1735,25,7,0,3,1770,572,6,4,0,0,582,402,0,4,0,0,405,211,0,0,0,0,211,443,20,9,0,0,469,7445,382,97,0,3,7938
SED30047,239,13,3,0,0,252,92,13,4,0,0,108,76,19,5,0,0,105,182,27,17,0,0,227,340,30,17,4,0,391,1298,75,31,0,3,1405,1542,62,20,0,0,1628,1415,27,26,3,0,1465,531,9,12,0,0,555,273,7,0,0,0,282,154,3,11,0,0,170,404,17,6,0,0,431,6548,290,152,9,5,7004
SED30048,235,19,104,0,0,361,45,9,26,0,0,75,41,0,32,0,0,70,50,12,58,0,0,120,78,12,94,0,0,175,195,26,411,0,0,637,215,59,470,0,0,742,460,106,423,0,0,987,441,46,145,0,0,633,730,41,117,0,0,886,996,16,75,0,0,1084,240,17,95,0,0,356,3721,356,2039,0,9,6119
SED30049,330,14,19,0,0,362,78,0,7,0,0,88,76,15,9,0,0,99,117,8,9,0,0,139,151,20,22,0,0,193,473,107,100,0,0,679,650,180,128,0,0,956,1449,161,76,0,0,1688,1127,25,18,0,5,1170,974,30,13,0,0,1011,544,18,7,0,0,570,350,33,13,0,0,395,6314,617,427,0,3,7361
SED30050,177,46,55,0,0,277,60,24,22,0,0,109,43,25,21,0,0,91,94,38,47,0,0,185,117,54,78,0,0,246,345,195,203,0,0,743,481,204,237,0,0,929,869,179,196,0,0,1245,471,55,66,0,5,603,388,24,69,0,6,482,275,20,31,0,0,329,245,59,86,0,0,391,3568,933,1110,8,11,5626
SED30051,306,3,4,0,0,316,223,0,0,0,0,222,181,3,5,0,0,185,453,3,3,0,3,463,628,8,9,0,0,641,1459,11,4,5,4,1478,1089,3,0,3,3,1100,853,0,0,3,0,858,254,0,0,0,0,254,147,0,0,0,0,147,100,0,0,0,3,106,359,3,0,0,5,362,6047,27,29,21,12,6136
SED30052,61,3,190,0,0,254,12,0,34,0,0,49,7,5,50,0,0,63,19,0,109,0,0,130,16,4,175,0,0,193,50,15,633,0,5,704,55,17,854,0,6,938,99,49,940,0,4,1092,100,35,426,0,0,566,155,33,375,0,0,558,366,30,328,0,0,730,62,10,185,0,0,257,999,209,4299,7,13,5522
SED30053,205,69,58,0,0,328,60,32,20,0,0,116,42,33,13,0,0,91,69,30,26,0,0,125,103,76,66,0,0,247,304,268,194,0,0,762,365,353,243,0,0,961,868,424,254,4,3,1545,608,139,64,0,0,815,638,76,50,0,0,766,417,61,27,0,0,507,321,86,70,0,0,478,3999,1636,1097,0,5,6741
SED30054,254,27,32,0,0,309,81,15,6,0,0,102,50,6,13,0,0,72,98,20,26,0,0,142,124,29,53,0,0,208,373,94,174,0,0,639,409,137,210,0,0,758,954,193,115,0,0,1262,892,81,54,0,0,1027,1064,43,24,5,0,1132,874,21,19,0,0,914,286,23,34,0,0,348,5453,689,772,3,5,6917
SED30055,279,9,0,3,3,288,118,4,0,0,0,119,123,6,0,0,0,129,214,0,0,0,0,215,310,4,0,0,0,319,1046,20,6,3,0,1075,1201,20,0,0,0,1222,1608,23,0,9,3,1645,674,6,0,0,0,683,446,8,0,0,0,452,220,4,0,0,0,228,456,10,0,3,0,478,6692,117,5,25,7,6844
SED30056,354,5,3,0,0,360,104,7,0,0,0,113,85,0,0,0,0,89,145,4,0,0,0,148,193,6,4,0,0,202,647,16,8,0,0,677,931,39,0,4,0,975,1721,32,9,0,0,1763,1223,12,3,0,0,1241,1183,21,8,0,0,1210,854,5,6,0,0,861,439,9,3,3,0,452,7887,158,36,7,3,8089
SED30057,251,17,0,0,0,267,136,12,0,0,0,149,88,10,3,0,0,101,201,32,3,0,0,236,339,24,0,0,0,367,1391,59,6,0,0,1457,1712,23,0,0,0,1738,1251,11,6,0,0,1268,439,5,0,0,0,452,269,0,0,0,0,271,100,4,0,0,0,99,380,14,0,0,0,390,6555,211,22,0,0,6795
SED30058,322,15,0,0,0,333,92,10,3,0,0,97,93,8,3,0,0,107,139,8,10,0,0,158,196,19,9,0,0,219,667,88,51,0,0,805,1013,129,39,0,0,1188,1849,116,33,0,0,1999,999,30,4,0,0,1035,763,24,4,0,0,791,444,11,5,0,0,464,342,18,3,0,0,362,6926,462,177,0,6,7563
SED30059,282,61,14,0,0,359,119,23,4,0,0,140,78,23,0,0,0,100,149,60,7,0,0,217,193,88,9,0,0,285,602,338,46,0,0,993,856,418,74,0,3,1348,1756,364,52,0,0,2174,1147,83,14,0,0,1251,972,64,13,0,4,1052,501,26,9,0,0,529,518,94,16,0,0,633,7182,1644,253,3,11,9089
SED30060,261,0,0,0,0,261,107,3,6,0,0,118,102,7,7,0,0,119,220,15,22,0,0,256,386,14,17,0,0,417,1542,25,46,0,0,1610,1912,15,15,0,0,1940,1404,9,6,0,0,1424,416,0,5,0,0,418,251,0,3,0,0,252,134,0,0,0,0,139,415,11,3,0,0,429,7154,92,126,3,3,7383
SED30061,266,13,4,0,0,275,89,12,0,0,0,103,86,13,0,0,0,94,214,19,6,0,0,236,403,19,9,0,0,433,1276,34,23,0,0,1329,1220,14,7,0,0,1240,969,4,3,3,3,988,319,0,0,0,0,316,250,0,0,0,0,254,156,0,0,0,0,156,295,4,6,0,0,308,5535,132,53,9,3,5726
SED30062,234,29,0,0,0,261,100,16,0,0,0,109,79,23,0,0,0,107,172,26,0,0,0,194,251,57,0,0,0,306,986,262,0,0,0,1246,1929,138,7,0,0,2077,2636,71,4,0,0,2718,802,22,0,0,0,826,430,14,0,0,0,438,195,8,0,0,0,204,411,30,0,0,0,441,8219,682,14,0,5,8925
SED30063,338,5,0,0,0,346,212,0,0,4,3,219,278,4,0,0,0,285,511,3,4,0,0,516,666,8,0,0,0,677,1235,8,7,7,0,1250,914,0,0,0,3,918,579,0,0,4,0,585,200,0,0,0,0,207,142,0,0,5,0,144,133,0,0,0,0,133,348,0,0,3,0,355,5562,22,22,15,11,5632
SED30064,263,14,14,0,0,286,119,19,3,0,0,145,102,3,9,0,0,118,211,7,7,0,0,223,277,24,27,0,0,321,948,77,21,3,0,1055,1424,55,20,0,0,1504,1772,37,5,0,0,1818,613,7,0,0,0,623,388,0,0,0,0,392,231,0,0,3,0,234,443,9,9,0,0,462,6794,256,119,10,11,7185
SED30065,274,13,7,0,0,297,127,13,0,0,0,138,91,10,0,0,0,102,165,14,9,3,0,194,252,22,12,0,0,294,693,51,21,0,0,766,1024,96,23,0,0,1149,1928,72,32,3,5,2039,1054,26,14,0,3,1100,741,10,14,0,5,760,412,8,7,0,0,425,471,12,25,0,0,507,7228,356,164,10,9,7764
SED30066,305,26,19,0,0,359,131,13,3,0,0,147,84,18,7,0,0,111,158,19,10,0,0,183,191,14,17,3,0,230,563,58,45,4,0,676,694,62,32,0,5,797,1137,74,41,0,0,1258,641,40,17,0,0,695,495,21,19,4,0,533,424,26,16,0,6,469,355,25,16,0,0,402,5184,398,250,14,18,5850
SED30067,228,21,26,0,0,277,79,7,16,0,0,109,69,11,22,0,0,103,129,22,43,0,0,190,159,34,87,0,0,273,491,148,307,0,0,940,807,202,273,0,0,1294,1555,171,154,0,0,1884,976,62,34,0,0,1076,787,29,26,3,0,835,427,17,21,0,0,463,302,36,43,0,0,378,6008,762,1050,0,5,7829
SED30068,229,24,23,0,0,277,80,11,11,0,0,98,74,16,10,0,0,97,125,22,14,0,0,158,147,12,11,0,0,178,469,81,56,0,0,607,625,77,51,0,0,748,1325,73,53,0,0,1447,795,18,14,0,0,821,685,18,13,0,0,718,441,13,15,0,0,474,297,19,3,0,0,323,5299,379,263,3,5,5944
SED30069,316,14,0,0,0,335,120,16,0,0,0,136,103,12,0,0,0,118,178,31,5,0,0,212,265,54,5,0,0,328,816,162,5,0,0,984,1499,89,5,0,0,1592,2060,19,5,0,4,2082,986,5,0,0,0,996,878,10,0,0,0,880,560,0,3,0,0,574,438,21,5,0,0,463,8222,437,32,0,7,8694
SED30070,276,13,4,0,0,291,113,6,3,0,0,116,91,5,4,0,0,104,178,10,8,6,0,202,226,17,11,4,0,253,826,42,18,0,3,891,1254,26,17,0,4,1306,1309,30,7,0,3,1346,538,10,5,4,0,549,318,4,0,0,0,325,161,5,3,0,0,170,355,13,12,0,0,377,5645,171,94,18,14,5940
SED30071,250,6,34,4,0,294,93,9,22,0,0,116,84,7,19,0,0,111,141,24,20,0,0,187,221,26,42,0,0,295,676,73,124,0,0,869,1037,53,108,3,0,1195,1328,35,107,0,0,1473,561,9,38,0,0,611,392,3,22,0,0,422,261,6,28,0,0,294,310,18,44,0,0,366,5344,263,610,10,5,6238
SED30072,301,9,4,0,0,315,165,9,0,0,0,177,145,3,0,0,0,153,196,12,0,0,0,210,306,4,0,0,0,307,729,37,7,0,0,772,1013,54,11,0,0,1078,2099,40,6,0,0,2152,1014,11,0,0,0,1024,606,8,0,0,0,616,277,0,0,0,0,280,428,9,0,0,0,439,7276,199,41,0,4,7517
SED30073,235,5,3,0,0,247,142,6,9,0,0,160,170,5,5,0,0,175,406,7,8,0,0,427,604,12,16,0,0,633,1733,24,24,4,0,1785,1365,17,13,4,0,1400,923,0,11,0,0,932,243,3,9,0,0,256,190,3,6,0,0,200,110,3,0,0,0,113,360,9,6,0,0,367,6491,91,108,10,6,6704
SED30074,313,20,3,0,0,333,104,16,5,0,0,122,90,14,0,0,0,111,164,25,0,0,0,186,247,30,10,0,0,285,846,202,35,0,0,1078,1414,187,32,0,0,1635,2183,75,14,0,0,2269,835,14,10,0,0,853,549,3,3,0,0,556,288,9,0,0,0,302,395,38,4,0,0,439,7427,636,120,0,0,8178
SED30075,318,9,6,0,0,332,116,4,0,0,0,123,120,8,0,0,0,129,239,11,0,0,0,245,353,3,0,5,0,363,1079,14,0,5,0,1093,1400,11,0,0,0,1413,1907,3,0,3,4,1919,851,6,0,3,0,859,475,0,0,0,0,478,296,0,0,4,5,300,503,7,0,0,0,507,7659,63,11,29,11,7770
SED30076,103,4,142,0,0,246,26,6,28,0,0,63,19,0,40,0,0,58,28,8,61,0,0,103,50,5,102,0,0,155,114,17,439,0,3,579,126,29,641,0,3,804,300,28,727,4,4,1063,285,35,307,0,0,633,357,34,243,0,6,634,395,18,254,0,0,668,119,10,146,0,0,274,1926,199,3133,8,10,5274
SED30077,335,5,0,0,0,347,150,4,0,0,0,158,166,7,0,0,0,165,381,0,0,4,0,383,545,11,0,4,0,562,1265,11,0,0,0,1278,882,7,0,0,6,888,652,5,0,0,0,659,194,0,0,0,0,193,161,0,0,0,0,165,111,0,0,3,3,116,309,0,0,0,4,322,5138,57,4,23,13,5236
SED30078,192,49,59,0,0,295,70,41,21,0,0,129,46,20,8,0,0,80,88,51,45,0,0,181,115,69,67,0,0,254,352,240,220,0,3,815,529,267,213,0,3,1012,997,212,151,0,0,1349,537,57,60,0,3,655,373,67,32,0,0,467,246,43,24,0,0,321,255,76,53,0,5,388,3802,1193,953,0,17,5958
SED30079,302,24,3,0,0,324,124,10,0,0,0,131,83,17,3,0,0,94,167,31,4,0,0,206,247,52,16,0,0,314,753,150,47,0,0,949,1495,84,23,0,0,1603,2582,55,16,0,3,2659,1049,11,4,0,0,1063,632,14,3,0,0,651,337,14,3,0,0,353,445,17,7,0,0,468,8205,476,134,0,4,8818
SED30080,265,11,32,0,0,304,74,7,9,0,0,87,50,6,18,0,0,72,104,12,37,0,0,149,137,24,57,0,0,219,406,99,217,0,0,719,546,154,202,0,0,907,1259,154,193,0,0,1605,942,47,34,0,0,1024,886,28,20,0,0,933,711,14,11,0,0,741,260,11,31,0,0,307,5640,574,847,0,0,7062
SED30081,386,29,0,0,0,416,95,13,0,0,0,108,82,16,0,0,0,101,132,30,0,0,0,160,188,61,0,0,0,247,567,281,0,0,0,855,815,238,0,0,0,1055,1541,127,0,0,0,1669,737,27,0,0,0,759,562,14,0,0,0,574,345,16,0,0,0,367,414,62,0,0,0,475,5864,906,10,0,0,6781
SED30082,171,25,153,0,0,349,41,13,46,0,0,94,30,0,49,0,0,79,36,10,101,0,0,149,58,19,166,0,0,245,135,44,460,3,3,642,143,63,428,0,0,633,309,86,422,5,0,827,308,33,152,0,0,495,460,39,149,0,5,654,658,42,129,0,0,828,214,42,171,0,0,433,2570,410,2422,14,14,5434
SED30083,244,31,0,0,0,276,85,23,0,0,0,112,66,21,0,0,0,92,136,52,0,0,0,185,187,101,3,0,0,298,647,392,7,0,3,1048,1287,365,10,0,0,1661,2602,173,7,0,0,2782,1144,37,4,0,0,1185,741,20,0,0,0,766,401,10,0,0,0,407,543,73,4,0,0,617,8078,1308,38,0,6,9432
SED30084,252,5,0,0,0,256,102,7,0,0,0,107,127,6,3,0,0,138,280,16,0,0,0,298,506,18,0,0,0,526,1639,19,0,0,0,1662,1558,20,0,0,0,1585,1145,8,0,0,0,1159,317,0,0,0,0,316,228,7,0,0,0,237,130,0,0,0,0,130,385,3,6,0,0,389,6669,118,6,4,3,6810
SED30085,275,27,5,0,0,310,72,5,4,0,0,86,71,7,0,0,0,82,111,23,14,0,0,149,161,31,18,0,0,211,515,216,62,0,0,799,639,218,77,0,0,935,1168,152,39,0,0,1359,699,35,5,0,0,742,536,33,9,0,0,570,302,10,0,0,0,315,328,37,15,0,0,386,4873,801,256,4,0,5945
SED30086,221,11,12,0,3,248,102,15,4,0,0,123,99,7,8,0,0,115,248,20,9,0,0,283,392,42,11,0,0,443,1303,91,31,0,0,1426,1213,52,8,0,0,1273,1089,34,5,3,0,1131,420,5,4,0,0,434,277,7,0,0,0,284,203,6,0,0,0,203,276,13,4,0,0,294,5836,310,107,5,8,6266
SED30087,242,19,9,0,0,263,91,11,0,0,0,106,108,24,6,0,0,139,213,38,7,0,0,257,349,48,15,0,0,416,1362,147,25,0,0,1538,1422,67,8,0,0,1495,958,20,7,0,0,988,305,7,3,0,0,315,208,3,0,0,0,215,134,5,0,0,0,138,260,26,0,0,0,284,5653,413,89,0,0,6151
SED30088,214,27,30,0,0,272,78,20,12,0,0,115,68,19,12,0,0,104,155,52,36,3,0,246,268,71,43,0,0,380,947,118,97,0,0,1165,1092,55,71,5,5,1225,904,37,70,0,0,1010,341,9,27,0,0,377,280,10,21,0,0,315,211,10,17,0,0,238,245,14,27,0,0,291,4810,448,470,7,4,5736
SED30089,156,11,0,4,12,181,91,5,0,0,0,99,112,7,0,0,0,123,215,5,7,3,0,233,300,10,4,0,0,312,683,38,3,8,4,733,614,22,0,4,0,638,557,20,0,4,0,584,181,0,0,0,0,186,122,4,0,0,0,123,91,0,0,0,3,100,262,7,0,0,8,281,3371,121,14,38,37,3587
SED30090,372,10,0,4,4,397,137,3,0,0,0,140,180,0,0,0,0,184,329,3,0,3,0,343,413,5,0,0,0,414,806,4,4,5,0,822,619,0,0,3,0,623,475,0,0,0,0,479,144,0,0,0,0,144,120,0,0,0,0,122,150,0,0,5,4,153,289,0,0,0,0,292,4031,37,5,31,15,4116
SED30091,204,9,0,0,5,217,97,8,0,0,0,105,75,16,0,0,0,84,166,55,8,0,0,227,282,64,14,0,0,360,1160,149,17,0,4,1333,1808,63,7,0,0,1878,1425,35,5,0,0,1467,411,6,5,0,0,418,310,7,0,0,0,319,177,0,0,0,0,175,368,27,7,0,0,392,6473,445,62,0,8,6977
SED30092,247,6,8,0,4,263,96,5,7,0,0,101,80,9,7,0,3,94,156,14,21,0,0,190,256,12,22,3,0,288,1004,32,34,4,0,1081,1342,29,33,0,0,1404,1676,16,18,3,3,1716,671,4,4,4,0,687,483,3,5,3,6,499,306,6,5,4,0,314,433,13,12,0,4,458,6754,143,161,31,18,7106
SED30093,243,10,3,0,0,261,131,9,0,0,0,137,115,18,4,0,0,137,206,39,9,0,0,250,344,56,0,0,0,405,1553,81,5,0,0,1641,1798,43,7,0,0,1845,1171,12,0,0,0,1183,255,3,0,0,0,256,145,3,0,0,0,149,68,0,0,0,0,70,437,12,3,0,0,451,6469,291,26,0,3,6793
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,145,55,51,0,0,256,42,22,16,0,0,76,24,15,19,0,0,62,53,30,46,0,0,131,68,59,59,0,0,181,174,124,197,0,6,499,188,158,218,0,0,567,348,192,172,0,0,712,241,115,50,0,0,416,273,71,45,0,0,387,364,73,55,0,0,497,132,51,53,0,0,234,2052,964,986,14,10,4027
SED40002,195,52,19,0,0,272,83,24,18,0,0,116,52,19,15,0,0,92,110,34,41,0,0,182,151,64,77,0,0,292,413,167,169,0,6,756,673,234,82,0,0,996,1014,231,40,0,0,1280,407,73,18,0,0,492,300,31,5,0,0,334,152,25,4,0,0,183,188,32,18,0,0,246,3737,986,516,0,10,5241
SED40003,258,19,4,0,0,286,126,0,0,0,0,130,108,10,0,0,0,118,212,17,0,0,0,220,298,15,3,0,0,321,857,61,14,0,0,938,1227,48,9,0,0,1278,1391,36,5,0,0,1436,439,11,3,0,0,453,383,3,0,0,0,387,207,6,0,0,0,216,287,18,3,0,0,314,5792,261,42,5,3,6096
SED40004,222,43,16,0,0,291,54,19,6,0,0,69,35,9,8,0,0,52,72,12,14,0,0,103,88,26,15,0,0,128,240,87,59,0,0,385,284,138,36,0,5,464,511,145,27,0,0,684,467,92,6,0,0,560,648,72,3,0,0,726,814,42,4,0,3,864,197,49,4,0,0,249,3625,736,205,0,8,4581
SED40005,240,11,0,3,0,257,183,18,0,0,0,205,242,19,0,0,0,257,513,21,0,6,0,545,662,13,4,3,0,681,1058,18,0,0,3,1080,544,8,0,0,0,557,300,0,0,4,0,308,102,0,0,4,0,112,75,0,0,0,0,75,74,0,0,0,0,78,217,10,0,0,0,224,4224,126,5,15,8,4373
SED40006,202,43,9,0,0,259,73,28,9,0,0,110,75,25,4,0,0,98,163,40,13,0,0,215,191,74,28,0,0,300,607,248,66,0,7,922,954,300,58,0,6,1316,1060,200,23,0,4,1283,408,44,0,0,5,454,258,48,5,0,0,312,134,22,0,0,0,154,218,52,14,0,0,283,4328,1119,222,7,20,5701
SED40007,223,48,15,0,0,287,66,11,17,0,0,93,62,11,12,0,0,84,95,29,22,0,0,147,143,36,24,0,0,191,355,93,83,0,0,531,393,115,54,0,0,564,749,150,29,0,0,927,484,69,9,0,0,563,479,80,8,0,0,566,329,61,0,0,0,398,203,38,10,0,0,250,3587,733,275,0,4,4589
SED40008,191,50,12,0,0,245,76,26,6,0,0,114,77,17,16,0,0,105,119,59,14,0,0,191,174,67,35,0,3,277,512,243,86,0,0,846,749,258,58,0,4,1071,851,185,43,0,0,1084,315,51,8,0,0,382,210,36,6,0,0,258,110,15,0,0,0,129,188,41,8,0,0,242,3562,1044,307,9,12,4929
SED40009,274,4,0,0,0,277,131,7,0,0,0,140,132,13,0,0,0,140,217,5,0,0,0,219,307,8,3,0,0,314,1053,44,0,0,4,1099,1568,18,0,0,4,1587,1410,19,0,0,0,1437,383,0,0,0,0,387,294,4,0,0,0,298,152,3,0,0,0,159,268,9,0,0,0,274,6184,136,3,0,8,6333
SED40010,202,56,22,0,0,283,48,19,12,0,0,80,47,25,13,0,0,80,72,39,17,0,0,128,85,54,40,0,0,180,246,144,111,0,0,505,270,139,74,0,0,478,485,211,67,0,0,759,337,99,23,0,0,461,420,90,13,0,4,525,517,45,6,0,0,568,160,63,25,0,0,248,2895,981,423,4,9,4309
