LGA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
LGA43650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,4,3,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,3,0,25,0,0,0,9,9,15,9,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,6,0,4,0,0,0,0,12,0,0,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,12,6,8,0,43
LGA43710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,10,6,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA43790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,3,4,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,7,10,9,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,0,6,5,23,10,5,0,3,0,52,0,6,8,56,20,34,12,13,7,153,0,0,0,30,12,23,54,79,42,248,0,7,5,15,3,4,0,0,0,34,0,10,18,67,19,11,0,0,0,113,0,4,0,8,8,13,6,4,4,50,4,14,34,121,38,35,28,7,4,287,0,0,0,0,0,7,9,11,0,28,0,0,0,5,0,0,0,0,0,15,0,0,0,3,6,0,4,3,0,14,5,31,125,614,22,7,9,0,0,810,0,0,0,11,13,17,51,52,17,165,0,13,16,124,67,57,58,18,0,365,0,0,0,5,0,0,0,0,0,9,4,18,29,96,24,11,0,0,0,184,0,0,10,3,12,4,11,0,0,34,0,30,65,180,62,51,15,4,0,411,0,6,0,33,30,53,64,17,6,209,0,0,0,0,0,0,0,0,0,0,0,11,17,64,66,107,87,44,22,413
LGA44210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,22,0,0,0,3,8,12,10,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,4,0,33
LGA44340,0,0,0,6,5,5,0,0,0,8,0,3,0,26,18,12,12,15,3,77,0,0,4,12,13,17,56,44,24,174,0,4,0,8,8,0,3,0,0,24,0,3,30,31,13,9,0,0,0,91,0,0,3,12,16,14,14,9,3,67,0,9,27,55,28,28,27,15,0,188,0,0,0,4,3,0,6,3,3,19,0,0,0,3,4,0,0,0,0,4,0,0,4,6,0,0,0,0,0,13,0,8,43,142,6,0,0,0,0,198,0,0,8,6,19,16,47,35,9,136,0,12,23,78,63,53,37,24,3,281,0,0,0,0,0,0,0,0,0,6,0,9,17,42,11,8,3,0,0,89,0,0,0,12,11,5,4,0,0,35,0,8,8,37,9,10,8,4,0,84,0,3,0,19,15,19,14,3,9,82,0,0,0,0,0,0,0,0,0,0,0,5,14,25,40,50,40,32,14,219
LGA44550,0,0,0,0,0,0,0,0,0,0,0,4,5,11,7,5,8,0,4,45,0,0,0,10,0,7,21,4,3,46,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,4,4,0,0,0,0,6,0,4,14,15,4,3,5,0,0,47,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,11,8,37,20,3,86,0,5,15,39,23,41,21,8,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,3,5,3,0,0,0,12,0,7,12,27,9,5,0,0,0,61,0,0,0,4,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,9,9,14,28,23,13,3,104
LGA44620,0,8,0,5,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,10,0,0,0,5,0,4,20,22,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,11,52,22,10,0,0,0,98,0,0,0,5,0,0,0,0,0,3,0,0,0,0,5,8,31,16,5,70,0,9,3,35,30,24,18,3,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,5,20,5,4,0,0,0,46,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,9,9,5,43
LGA44830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
LGA45040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,10,27,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,3,0,0,0,12,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,12,0,28,0,5,18,18,16,22,20,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,21,47,71,32,12,4,0,0,184,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,10,0,28
LGA45090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,4,15,11,31,12,13,12,0,0,96,0,0,0,0,0,0,0,0,0,0,0,3,3,15,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,18,9,28,14,0,0,0,0,67,0,0,0,0,0,0,0,0,0,5,0,0,0,26,0,0,0,0,0,30,0,0,0,0,0,0,10,3,0,16
LGA45120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,4,0,3,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4
LGA45290,0,0,0,7,4,3,3,0,0,20,0,5,4,21,4,5,5,0,6,45,0,7,4,37,18,61,131,169,144,564,0,3,6,16,3,0,3,0,0,38,0,8,23,53,16,8,0,0,0,106,0,0,0,16,4,5,4,6,0,28,0,16,24,83,22,15,17,11,0,188,0,0,0,3,0,0,8,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,32,90,4,0,0,0,0,126,0,0,3,4,9,6,16,9,0,41,0,7,16,30,18,32,26,15,5,151,0,0,0,0,0,0,0,0,0,0,0,15,5,55,11,0,0,0,0,89,0,0,0,7,4,0,0,0,0,10,0,3,10,36,13,0,3,0,0,73,0,0,0,9,4,5,13,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,4,8,11,17,26,17,0,90
LGA45340,0,4,5,21,8,8,4,6,0,49,0,5,9,44,43,36,43,22,11,218,0,0,3,19,20,37,85,79,23,264,4,11,5,6,5,0,4,0,0,33,0,4,19,36,4,6,0,0,0,75,0,0,3,13,16,29,17,7,0,87,0,10,16,31,17,19,11,10,0,119,0,0,0,0,0,8,21,15,4,62,0,5,5,5,6,0,0,0,0,17,0,0,0,0,0,0,4,0,0,9,0,0,5,31,0,0,4,0,0,38,0,4,9,15,23,45,186,119,25,438,8,31,45,247,188,164,155,45,9,897,0,0,0,0,3,0,3,0,0,7,5,13,16,90,18,24,7,3,0,179,0,0,3,20,26,7,0,0,0,62,0,26,75,144,59,26,20,3,0,348,0,0,4,65,35,53,78,18,4,257,0,0,0,0,0,0,3,0,0,4,0,24,44,120,125,223,195,121,49,898
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA45680,0,0,4,27,11,10,0,0,0,62,0,5,7,7,13,15,13,13,11,89,0,0,0,7,6,30,78,58,29,203,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,4,0,13,0,9,0,0,0,25,3,33,5,40,7,9,3,0,0,99,0,0,0,0,0,5,12,6,0,31,0,0,3,3,3,0,0,0,0,8,0,19,37,159,35,17,8,0,0,273,0,71,119,82,0,0,0,0,0,280,0,0,6,9,12,16,65,33,14,145,0,21,36,109,59,64,46,18,0,351,0,0,0,0,0,0,0,0,0,5,0,35,44,67,14,3,0,0,0,162,0,0,0,6,7,4,0,0,0,9,5,22,72,108,56,29,4,0,0,305,0,0,0,13,3,6,15,3,0,44,0,0,0,6,0,0,0,0,0,7,0,0,0,17,36,100,87,65,28,340
LGA45890,0,8,14,67,27,27,17,0,0,155,0,0,9,23,19,17,20,10,4,114,0,5,11,59,22,80,172,162,97,596,0,6,5,6,7,4,0,3,0,35,4,10,19,106,38,7,0,0,0,190,0,4,6,22,21,16,7,4,6,88,0,25,63,209,39,26,25,9,3,405,0,0,0,0,4,11,15,22,5,62,0,0,0,3,0,0,0,0,0,9,0,3,13,28,10,3,5,0,0,54,4,7,49,250,14,4,4,0,0,333,0,0,6,7,14,15,43,43,7,142,3,23,30,163,96,96,53,9,9,471,0,0,0,5,0,3,8,0,0,25,5,93,126,329,38,12,5,0,0,610,0,3,3,8,9,8,0,0,0,42,6,64,124,362,151,81,35,6,0,832,0,0,7,45,32,45,60,33,23,244,0,0,0,0,0,0,0,0,0,8,0,0,13,28,28,78,86,50,10,298
LGA46090,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,6,8,5,0,20,0,0,3,5,8,10,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8
LGA46300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,18,0,0,6,19,16,12,4,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,17,6,3,0,0,0,35,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,17
LGA46450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,19,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,9,8,10,5,27,0,0,0,13,9,10,14,0,0,53,0,0,0,0,0,0,0,0,0,0,0,3,3,14,7,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,6,13,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,7,0,32
LGA46510,0,0,0,4,6,4,0,0,0,14,0,0,0,4,6,0,5,0,0,10,0,3,0,12,6,22,50,35,35,158,0,0,3,0,3,0,0,0,0,7,0,0,4,15,0,3,0,0,0,26,0,0,0,10,4,5,6,0,0,23,0,5,15,28,12,3,0,0,0,63,0,0,0,0,0,5,6,3,4,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,11,48,5,0,0,0,0,63,0,0,0,0,3,5,11,0,0,21,0,4,6,26,8,3,15,0,0,66,0,0,0,0,0,0,0,0,0,3,4,8,12,43,0,0,0,0,0,72,0,0,0,0,3,3,0,0,0,10,0,10,11,42,7,5,0,0,0,73,0,0,0,3,0,9,7,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,0,3,37
LGA46670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,9,9,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,0,0,16,0,0,0,0,0,3,0,6,0,14,0,0,6,6,3,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,11
LGA46860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA46970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,18,6,22,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,6,31,18,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,11
LGA47140,0,20,30,100,43,31,8,4,0,238,0,6,3,15,14,18,16,26,7,111,0,0,9,19,30,78,173,152,87,538,0,4,3,8,4,5,4,0,0,22,0,0,11,41,16,3,0,0,0,73,3,20,11,46,27,21,28,7,0,155,5,89,32,115,31,22,10,3,0,308,0,0,0,0,6,16,38,26,7,93,0,0,5,5,5,3,0,0,0,10,4,42,152,328,92,31,9,0,0,652,0,73,162,227,14,0,3,0,0,482,0,0,0,9,4,28,62,61,17,177,0,15,42,119,71,84,58,16,0,390,0,0,0,0,4,8,9,4,9,39,11,182,149,296,29,8,3,0,0,685,0,0,9,10,14,0,0,0,0,32,6,68,196,408,214,118,36,5,0,1043,0,0,6,65,45,58,105,21,12,310,0,3,0,3,7,0,0,0,0,14,0,0,5,34,35,113,92,81,23,384
LGA47290,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
