LGA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
LGA11650,0,0,0,60,86,6112,178,96,14,14,13,19,8,0,290,6750,1528,21,8,0,0,0,8,0,0,135,1711,333,0,5,0,0,0,0,0,0,32,372,111,0,3,5,0,0,0,0,0,9,131,7,0,0,0,0,0,0,0,0,9,9,449,0,8,5,0,0,0,0,0,46,515,23,0,0,0,0,0,0,0,0,111,142,1998,25,18,5,0,5,5,0,0,299,2360,27936,4055,2758,474,407,299,356,219,90,973,37567,7051,2765,2859,635,600,582,572,239,71,263,15644,896,284,340,91,81,79,160,44,28,75,2070,27,9,13,0,3,0,0,0,0,9,64,7973,3054,3213,722,679,666,732,280,102,343,17776,76,6,4,0,0,0,0,0,3,244,335,35983,7119,5973,1198,1093,970,1090,497,191,1562,55682
LGA11700,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,3,0,0,0,0,0,0,0,47,3,3,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,43,3,3,0,0,0,4,0,0,0,63
LGA11720,0,0,0,11,12,419,8,6,0,0,0,0,0,0,38,468,74,0,0,0,0,0,0,0,0,9,83,11,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,14,105,2427,270,189,31,19,41,25,19,4,103,3124,369,205,219,47,46,51,63,20,9,24,1044,48,19,26,8,5,11,21,11,0,8,158,0,0,0,0,0,0,0,0,0,0,0,423,228,243,49,59,58,85,32,6,34,1204,9,0,0,0,0,0,0,0,0,253,256,2845,497,430,79,78,100,106,49,15,390,4589
LGA11730,0,0,0,0,0,539,10,0,0,0,0,0,0,0,36,599,115,0,0,0,0,0,0,0,0,29,148,13,0,0,0,0,0,0,0,0,3,17,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,20,5,0,0,0,0,0,0,0,0,0,5,137,0,0,0,0,0,0,0,0,27,165,2596,213,188,35,38,22,32,18,8,179,3329,309,185,145,47,43,45,40,26,10,18,869,21,11,11,0,5,4,8,8,3,6,82,0,0,0,0,0,0,0,0,0,0,0,339,201,157,52,53,44,46,37,9,25,954,5,0,0,0,0,0,0,0,0,175,185,2941,411,346,89,86,70,79,56,20,381,4466
LGA11750,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,30,17,3,3,6,9,3,0,8,156,14,30,26,14,14,15,14,3,0,3,128,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,19,31,26,14,13,13,13,3,0,5,137,0,0,0,0,0,0,0,0,0,0,0,101,60,40,13,17,14,20,9,4,9,302
LGA11800,0,0,0,7,13,1075,21,14,3,0,0,6,7,0,50,1175,287,4,0,0,0,0,0,0,0,29,320,70,0,0,0,0,0,0,0,0,6,81,23,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,9,106,3,0,0,0,0,0,0,0,0,11,14,386,4,0,0,0,0,0,0,0,46,437,4982,711,485,91,102,96,98,50,24,229,6862,1090,706,707,239,290,327,412,118,69,95,4053,176,116,205,64,109,153,289,75,9,42,1246,3,0,3,6,0,5,5,0,12,6,46,1269,822,913,300,403,484,705,193,89,149,5340,4,4,5,0,0,0,5,0,0,34,52,6258,1535,1404,398,504,581,805,242,114,412,12260
LGA12000,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,125,9,18,0,0,5,0,0,0,6,163,10,9,0,0,0,4,0,0,0,0,30,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,134,18,16,0,3,14,0,0,0,12,202
LGA12150,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,45,4,5,3,0,4,0,0,3,5,69,6,7,13,3,5,7,8,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,3,5,7,8,0,3,3,53,0,0,0,0,0,0,0,0,0,0,0,56,13,16,3,5,6,11,0,3,5,124
LGA12160,0,0,0,0,0,86,0,0,0,0,0,0,0,0,6,93,18,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,21,391,28,16,4,7,4,4,0,0,28,491,41,28,38,11,17,16,33,0,22,5,218,8,0,0,0,0,4,41,8,6,0,65,0,0,0,0,0,0,0,0,0,0,0,48,30,40,11,17,17,77,6,33,8,284,0,0,0,0,0,0,0,0,3,0,0,440,56,59,14,24,17,75,10,33,33,780
LGA12350,0,0,0,0,3,122,0,0,5,0,0,0,0,0,6,124,18,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,31,464,25,29,11,8,7,7,0,0,19,569,92,38,56,14,17,23,32,4,0,4,285,14,0,5,5,3,0,7,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,106,42,57,14,23,29,41,9,0,4,329,3,0,0,0,0,0,0,0,0,3,10,567,67,86,26,32,33,45,9,0,28,902
LGA12380,0,0,0,56,65,5316,255,189,31,27,22,50,14,0,202,6103,274,4,0,0,0,0,0,0,0,23,295,566,15,0,0,0,0,5,0,0,21,611,948,47,24,10,6,0,4,3,0,46,1087,12,0,0,0,0,0,0,0,0,3,11,1521,61,33,6,6,0,8,3,0,73,1708,0,0,0,0,0,0,0,0,0,103,104,1798,64,33,6,6,0,8,3,0,195,2111,8008,1338,1192,344,363,435,426,136,56,401,12699,32156,13615,13100,3780,4761,6384,5988,1743,420,1448,83401,12665,4002,4160,991,1609,1634,1572,518,205,978,28324,95,30,36,8,17,25,23,19,11,52,322,44916,17649,17291,4773,6394,8048,7583,2281,637,2477,112048,47,26,32,12,13,28,16,3,0,391,565,52966,19009,18514,5130,6774,8505,8025,2426,692,3266,125309
LGA12390,0,0,0,0,6,260,8,3,0,4,0,3,7,0,15,291,51,0,0,0,0,0,0,0,0,11,69,19,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,13,92,1176,172,188,43,33,45,51,28,21,107,1866,356,582,828,279,311,277,230,70,54,40,3027,49,30,28,4,6,19,36,21,10,7,221,4,4,5,0,0,0,0,0,0,0,11,412,613,855,291,320,298,268,88,64,51,3263,3,0,0,0,0,0,0,0,4,153,160,1595,787,1044,331,352,340,319,119,89,308,5285
LGA12700,0,0,0,0,0,65,0,0,0,0,0,0,0,0,5,65,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,375,45,21,4,0,0,5,0,0,21,470,23,15,3,3,0,0,0,0,0,4,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,15,0,3,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,403,52,25,8,4,0,3,0,0,24,521
LGA12730,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,45,10,0,0,0,0,0,0,0,0,4,14,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,19,222,23,16,0,0,4,4,3,0,17,294,36,21,27,11,21,15,21,6,5,4,174,6,0,3,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,42,25,33,12,21,12,29,6,9,0,196,0,0,0,0,0,0,0,0,0,0,0,265,44,49,14,23,20,30,8,9,17,486
LGA12750,0,0,0,3,6,998,13,4,0,0,0,0,0,0,50,1067,235,4,0,0,0,0,0,0,0,17,260,42,0,0,0,0,0,0,0,0,0,53,20,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,4,69,0,0,0,0,0,0,0,0,3,72,4,0,0,0,0,0,0,0,0,0,4,307,4,0,0,0,0,0,0,0,24,333,3810,201,129,25,23,16,28,4,9,186,4439,547,101,105,40,41,48,49,26,8,28,990,67,12,9,6,3,5,10,4,3,6,117,10,0,0,0,0,0,0,0,0,4,12,617,114,118,41,45,59,63,30,9,34,1120,13,0,0,0,0,0,0,0,0,7,19,4438,312,241,65,66,72,91,36,20,227,5578
LGA12850,0,0,0,229,234,6936,245,259,156,99,54,83,21,0,446,8301,222,0,0,0,0,0,0,0,0,16,239,717,3,7,0,0,0,4,0,0,29,766,1840,73,59,42,19,7,7,4,0,184,2240,11,0,0,0,0,0,0,0,0,26,44,2572,83,73,39,18,7,15,4,0,246,3046,6,0,0,0,0,0,0,0,0,295,303,2800,83,73,39,22,7,15,4,0,553,3588,6867,679,662,153,139,97,105,46,19,293,9064,36811,6703,7248,3568,2395,1600,2286,634,76,1257,62578,23343,4178,5229,2916,1971,1362,2418,768,192,1343,43719,155,26,31,12,10,9,33,5,3,88,373,60304,10908,12507,6496,4373,2972,4732,1410,271,2687,106665,66,7,17,6,6,3,3,4,0,815,928,67237,11591,13183,6655,4521,3074,4844,1458,288,3799,116655
LGA12870,0,0,0,0,0,182,0,0,0,0,0,0,0,0,8,191,34,0,0,0,0,0,0,0,0,6,39,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,6,46,609,38,23,5,0,3,13,4,0,31,724,54,28,36,8,7,9,20,3,0,9,174,8,4,7,0,6,0,6,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,60,34,42,5,14,9,24,9,0,15,210,0,0,0,0,0,0,0,0,0,3,9,670,74,63,12,14,9,32,7,0,53,936
LGA12900,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,175,26,16,8,7,10,4,0,0,12,257,31,18,26,14,4,8,20,0,6,5,122,6,0,5,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,34,24,29,13,4,8,20,0,8,4,141,0,0,0,0,0,0,0,0,0,0,0,212,50,40,19,13,9,26,3,4,22,398
LGA12930,0,0,0,121,127,4186,212,179,22,13,33,43,13,0,241,4941,259,0,0,0,0,0,0,0,0,26,284,531,4,0,0,0,0,0,0,0,20,555,854,47,33,4,5,6,3,8,3,57,1024,5,0,0,0,0,0,0,0,0,7,9,1386,50,33,4,5,6,5,9,3,83,1591,7,0,0,0,0,0,0,0,0,251,252,1650,55,33,4,3,6,5,10,3,363,2132,7752,1128,967,216,221,306,221,89,32,239,11175,21229,6348,5623,1767,2297,2992,2599,709,104,683,44350,7460,1841,1866,404,455,497,673,222,46,375,13845,44,7,16,0,8,5,13,5,4,26,133,28728,8202,7504,2171,2761,3499,3287,941,148,1087,58331,18,0,10,0,6,5,10,0,0,539,591,36501,9330,8476,2392,2988,3813,3518,1034,180,1866,70099
LGA12950,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,75,3,10,0,0,0,5,0,0,4,97,10,5,3,3,0,8,7,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,3,4,8,7,3,0,3,42,0,0,0,0,0,0,0,0,0,0,0,88,12,11,3,5,8,8,4,0,7,142
LGA13010,0,0,0,0,0,92,0,0,0,0,0,0,0,0,6,92,24,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,27,387,20,11,0,3,3,8,0,3,29,460,42,22,10,8,13,18,20,9,3,0,148,5,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,53,22,14,8,13,24,20,9,3,4,159,3,0,0,0,0,0,0,0,0,46,48,440,39,26,8,16,27,24,8,8,72,670
LGA13310,0,0,0,5,5,321,3,6,0,0,0,0,0,0,29,358,69,0,0,0,0,0,0,0,0,10,80,14,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,3,3,86,0,0,0,0,0,0,0,0,25,109,1457,163,96,20,16,11,50,8,16,96,1930,402,212,265,70,69,83,109,16,27,29,1277,48,27,32,3,4,6,38,9,18,6,191,4,0,0,0,0,0,0,0,0,0,4,456,235,293,73,73,92,144,30,45,42,1472,9,0,3,0,0,0,0,0,0,94,106,1917,399,392,93,90,103,192,34,53,234,3507
LGA13340,0,0,0,0,0,68,0,0,0,0,0,0,0,0,3,71,17,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,21,407,37,29,6,0,6,9,3,4,29,530,51,21,28,9,7,4,13,0,0,4,137,0,4,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,53,22,28,5,13,9,14,0,0,4,144,0,0,0,0,0,0,0,0,0,0,0,461,59,56,13,11,17,17,8,4,32,678
LGA13450,0,0,0,0,0,368,5,10,0,0,0,0,0,0,18,401,27,0,0,0,0,0,0,0,0,0,27,65,0,0,0,0,0,0,0,0,18,85,96,0,0,0,0,0,0,0,0,6,111,3,0,0,0,0,0,0,0,0,0,3,169,0,0,0,0,0,0,0,0,26,198,0,0,0,0,0,0,0,0,0,3,4,197,0,0,0,0,0,0,0,0,31,231,744,141,158,41,36,25,72,25,8,60,1312,986,595,604,216,268,323,366,107,34,95,3585,343,72,116,61,81,128,207,65,8,41,1127,6,0,12,0,6,0,0,0,0,8,25,1333,671,726,279,352,448,570,171,47,145,4744,8,0,0,0,0,3,8,0,0,9,22,2084,811,889,320,391,482,652,192,52,212,6080
LGA13550,0,0,0,0,0,51,0,0,0,0,0,0,0,0,6,57,13,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,15,241,36,32,14,5,12,17,6,0,20,382,50,63,58,9,14,18,26,5,6,4,270,7,6,0,0,0,4,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4,57,70,62,13,14,26,38,13,5,5,296,0,0,0,0,0,0,0,0,0,0,0,307,106,92,24,19,36,47,15,9,27,681
LGA13660,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,39,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,134,4,14,0,0,3,0,0,0,12,173,17,3,6,0,4,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,7,6,0,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,3,149,12,17,0,6,3,0,0,0,14,203
LGA13800,0,0,0,7,9,920,12,9,0,0,0,9,0,0,63,1017,162,0,0,0,0,0,0,0,0,28,198,56,0,0,0,0,0,0,0,0,12,73,21,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,17,106,0,0,0,0,0,0,0,0,0,8,8,243,3,0,0,0,0,0,0,0,53,309,4603,419,352,59,65,54,37,15,12,180,5809,1444,301,367,140,129,133,107,31,8,55,2708,218,41,36,19,16,14,10,11,0,15,369,4,0,0,0,0,0,0,0,0,0,10,1660,339,407,153,148,147,121,39,8,71,3085,6,0,0,0,0,0,0,0,0,30,33,6275,763,757,213,203,203,161,49,16,285,8927
LGA13850,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,33,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,15,76,6,3,0,0,3,6,0,0,8,105,28,10,11,6,6,7,6,5,0,0,73,7,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,33,10,11,8,6,6,8,4,3,0,92,0,0,0,0,0,0,0,0,0,0,0,103,18,14,5,6,6,17,12,3,6,197
LGA13910,0,0,0,0,0,128,0,3,0,0,0,0,0,0,7,142,28,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,39,654,56,47,5,11,10,8,3,5,40,851,167,71,97,27,19,21,40,11,8,15,479,31,18,11,4,4,0,27,5,0,3,111,0,0,0,0,0,0,0,0,0,0,0,202,84,111,32,29,25,68,15,8,16,589,0,0,0,0,0,0,0,0,0,0,5,853,144,161,41,45,37,79,23,12,58,1451
LGA14000,0,0,0,84,100,3202,209,175,30,32,19,34,25,6,174,3899,574,19,8,0,0,0,0,0,0,67,669,297,15,3,0,0,0,0,0,0,29,353,294,26,14,9,0,3,5,8,0,11,373,3,0,0,0,0,0,0,0,0,8,11,596,44,19,9,0,3,3,10,0,52,730,10,5,0,0,0,0,0,0,0,111,125,1179,61,30,5,0,4,8,10,0,222,1524,13201,2491,1707,377,300,297,290,176,79,317,19229,16231,7421,5718,1427,1540,1440,1336,471,155,334,36083,2363,948,1090,266,227,243,447,196,63,121,5972,21,3,8,3,0,5,5,5,0,16,73,18621,8372,6819,1700,1769,1691,1797,677,223,475,42129,34,7,6,0,0,4,0,0,0,287,339,31852,10872,8536,2072,2071,1988,2084,857,298,1071,61700
LGA14100,0,0,0,46,46,361,3,0,0,0,0,0,0,0,51,414,62,4,0,0,0,0,0,0,0,0,65,46,0,0,0,0,0,0,0,0,0,49,52,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,94,7,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,144,144,160,5,3,0,0,0,0,0,0,143,317,1414,164,117,23,24,26,31,9,13,28,1853,968,165,152,41,46,27,23,12,0,13,1449,220,23,26,7,3,0,13,13,0,4,310,0,0,0,0,0,0,0,0,0,0,0,1186,191,176,49,52,27,38,23,0,17,1759,3,0,0,0,0,0,0,0,0,219,225,2605,360,295,70,76,51,63,36,12,267,3837
LGA14170,0,0,0,35,44,4426,57,45,5,5,3,23,10,0,289,4860,248,0,0,0,0,0,0,0,0,45,299,607,5,0,0,0,0,4,0,0,89,701,1057,8,9,3,0,0,4,0,0,168,1247,10,0,0,0,0,0,0,0,0,10,26,1677,16,9,3,0,0,5,0,0,268,1974,0,0,0,0,0,0,0,0,0,43,44,1929,13,7,3,0,0,5,0,0,358,2319,17046,3518,3311,676,629,626,585,314,130,493,27327,12848,3210,3554,1081,1286,1354,1329,388,103,526,25688,5223,507,569,158,213,183,263,117,20,441,7692,40,3,10,3,5,6,5,0,6,27,96,18113,3715,4124,1243,1498,1547,1600,504,129,994,33478,18,0,6,3,3,0,0,0,0,152,189,35180,7243,7441,1919,2131,2172,2188,822,255,1638,60994
