LGA_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
LGA71000,7776,15301,138,804,795,3609,232,1084,5402,20195,6564,25692,265,1105,601,1905,1191,3777,2057,6794,8620,32485,37,174,190,672,120,473,1348,3515,1696,4834,110,353,278,604,995,2177,1385,3128,3088,7966,397,843,19887,56597
LGA71150,54,91,0,0,0,0,0,0,14,40,14,40,0,0,0,5,0,0,0,5,12,45,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,7,0,0,67,143
LGA71300,350,790,42,323,53,291,145,993,473,1901,712,3512,19,82,15,46,151,646,182,771,890,4289,19,117,32,131,115,757,246,796,402,1798,12,48,17,42,193,593,218,682,624,2480,82,241,1947,7799
LGA72200,823,1628,15,85,64,308,48,279,616,2417,741,3084,11,64,37,104,109,342,154,509,899,3588,3,10,19,69,30,118,188,557,238,751,5,20,18,37,104,232,126,287,366,1040,40,89,2122,6345
LGA72300,2060,4062,54,275,220,1007,107,468,1275,4944,1650,6690,89,366,127,413,503,1584,723,2361,2373,9052,10,52,40,132,34,109,263,730,344,1029,25,67,39,84,239,528,303,683,651,1717,53,107,5127,14928
LGA72330,269,595,12,98,14,86,90,507,311,1374,424,2066,13,51,5,13,53,195,73,256,495,2325,6,58,5,33,56,289,165,503,233,881,5,11,0,0,102,311,108,323,340,1207,53,136,1158,4263
LGA72800,2913,5625,86,473,412,1928,163,729,3030,11515,3691,14647,143,573,247,793,518,1639,907,3010,4599,17660,29,162,139,491,91,317,972,2619,1235,3581,45,128,114,246,482,1067,635,1433,1867,5022,124,259,9502,28565
LGA73600,369,812,24,171,28,185,95,595,354,1482,506,2435,14,75,10,40,61,283,83,394,589,2831,7,42,24,109,54,269,173,504,260,923,3,22,11,24,100,271,114,321,377,1250,45,121,1369,5009
LGA74050,155,343,8,50,21,119,28,143,130,513,180,827,3,16,3,16,32,117,38,154,217,977,3,18,6,30,11,50,66,204,85,295,4,10,3,16,61,168,66,188,155,487,37,106,570,1917
LGA74550,110,232,5,59,9,45,23,151,168,722,213,971,0,0,6,20,34,150,43,166,254,1142,0,3,7,30,15,62,75,264,97,364,0,0,5,11,44,148,48,161,147,527,22,44,524,1938
LGA74560,68,131,0,0,3,22,0,0,18,60,20,81,0,0,0,4,5,23,11,28,29,111,0,0,0,7,0,0,8,25,11,31,0,0,0,0,4,3,4,3,13,35,4,3,119,279
LGA74660,366,803,24,187,45,252,110,676,419,1741,592,2857,8,35,4,27,89,354,103,414,695,3275,3,24,8,30,42,199,174,507,231,754,0,14,11,20,104,313,115,346,344,1097,39,105,1444,5283
LGA74680,110,246,17,136,16,85,81,548,175,821,293,1586,0,23,7,14,46,184,53,226,343,1813,0,15,5,12,29,147,77,262,111,436,0,10,0,3,53,136,50,150,162,584,13,36,636,2672
LGA79399,551,1070,6,41,67,301,16,70,470,1849,561,2263,15,61,34,97,66,203,115,366,677,2630,3,9,6,23,7,27,53,142,71,199,7,16,10,21,31,67,43,101,120,301,10,24,1355,4021
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,47064,94430,660,3677,5278,23930,940,4239,32746,125143,39629,156987,2380,9980,4816,16528,7448,23995,14646,50505,54271,207494,224,1037,1283,4083,410,1412,6535,16120,8451,22649,715,2240,1893,4127,5582,12157,8194,18523,16650,41174,1773,3726,119752,346821
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,306,611,0,0,15,66,12,60,116,454,136,582,4,23,14,42,30,85,49,155,188,735,0,6,9,36,4,26,45,104,62,169,0,4,4,9,32,80,38,89,100,258,15,48,612,1654
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
