LGA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA41330,10,63,160,223,78,24,6,32,592,0,6,8,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,8,5,0,0,0,0,13,0,3,13,9,4,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,9,4,0,0,3,41,9,8,10,0,0,0,0,0,22,0,3,0,0,0,0,0,0,4,21,78,183,244,83,24,6,36,674
LGA41560,3,78,770,3002,1607,196,33,96,5779,0,66,184,94,9,0,0,8,362,0,0,3,15,6,0,0,0,33,0,66,189,111,18,0,0,10,393,0,0,16,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,24,6,20,6,8,5,0,0,3,52,0,8,3,6,0,0,0,0,15,16,165,985,3133,1628,197,33,112,6267
LGA41750,6,21,56,178,90,10,6,10,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,4,21,57,178,89,13,0,12,380
LGA41830,0,14,108,339,124,23,0,9,618,0,0,15,5,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,15,5,4,0,0,0,26,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,3,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,3,5,30,118,349,125,23,3,14,671
LGA41960,0,10,51,220,109,10,0,9,405,0,9,23,25,7,6,0,0,69,0,0,0,0,0,0,0,0,0,0,9,23,25,7,6,0,0,69,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,3,6,19,76,252,123,16,0,8,492
LGA42030,5,50,568,4553,2524,346,64,84,8193,15,157,807,548,27,7,0,47,1606,0,0,22,49,7,0,0,0,74,15,157,828,595,28,7,0,45,1679,10,48,61,0,0,0,0,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,61,0,0,0,0,5,120,11,21,7,0,0,0,0,5,48,8,17,5,13,7,0,0,0,49,45,308,1464,5162,2560,351,68,135,10089
LGA42110,9,35,293,818,340,65,17,21,1596,0,21,23,14,7,0,0,0,60,0,0,0,0,0,0,0,0,0,0,21,23,16,6,0,0,0,62,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,60,317,834,354,65,17,22,1673
LGA42250,9,52,283,1293,828,145,27,34,2666,0,3,11,0,4,0,0,0,20,0,0,3,4,0,0,0,0,4,0,3,16,4,4,0,0,0,20,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,9,20,15,5,0,0,58,3,4,10,0,0,0,0,0,19,12,61,315,1325,845,145,27,40,2771
LGA42600,3,87,990,4558,2479,440,84,57,8700,3,263,2210,873,71,5,6,36,3468,0,98,342,623,131,16,0,21,1235,0,360,2554,1497,197,19,6,66,4703,5,317,686,49,8,0,0,12,1083,0,93,392,138,4,0,0,5,638,0,100,273,196,12,0,0,4,588,3,90,124,66,0,0,0,5,292,0,0,0,3,0,0,0,0,8,9,606,1480,458,25,4,0,28,2607,5,24,30,22,9,0,0,3,88,3,3,10,11,5,0,0,0,35,14,1080,5067,6548,2713,469,89,152,16131
LGA42750,18,104,316,922,372,63,13,34,1840,0,11,32,6,0,4,0,3,49,0,0,0,0,0,0,0,0,0,0,11,32,6,0,4,0,3,49,0,3,14,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,24,0,0,5,3,0,0,0,0,13,0,4,0,5,0,0,0,6,19,23,122,363,940,376,62,14,42,1940
LGA43080,0,16,62,215,75,10,0,11,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,64,218,75,10,0,13,398
LGA43220,0,10,30,212,103,15,0,0,375,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,13,31,218,103,15,0,0,384
LGA43360,0,20,114,472,257,36,4,19,923,0,0,21,8,0,0,0,0,37,0,0,0,5,0,0,0,0,5,0,0,21,12,0,0,0,0,37,0,4,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,9,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,29,145,488,262,36,4,19,982
LGA43650,5,51,389,2144,2220,360,70,58,5299,0,24,30,14,6,0,0,6,74,0,0,0,0,0,0,0,0,0,0,24,30,14,6,0,0,6,74,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,3,3,3,5,0,0,0,0,16,0,0,0,4,5,0,0,0,5,9,83,424,2171,2225,361,75,58,5405
LGA43710,12,70,276,946,601,77,22,22,2019,0,12,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,12,0,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,6,0,0,0,23,0,0,6,0,0,0,0,0,4,16,89,285,963,602,77,22,20,2071
LGA43790,9,79,494,2276,1026,165,26,85,4157,0,29,233,101,0,0,0,13,377,0,0,0,0,0,0,0,0,3,0,34,237,101,0,0,0,13,383,0,25,20,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,0,0,3,42,3,19,7,5,0,0,0,7,43,0,8,0,9,8,0,0,0,21,13,153,753,2391,1030,168,31,103,4649
LGA44000,0,0,4,3,0,0,0,7,17,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,11,7,0,0,0,5,28
LGA44060,9,149,2486,16162,6711,1024,189,234,26969,9,477,2483,3169,236,23,15,131,6537,3,35,473,1295,172,21,3,20,2026,9,507,2955,4464,410,44,21,152,8564,6,399,1723,334,5,0,0,39,2508,0,9,18,6,0,0,0,0,35,0,12,29,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,6,6,3,7,0,0,0,22,6,424,1773,346,4,3,3,35,2606,0,0,3,6,0,0,0,0,9,4,16,24,24,5,0,0,3,81,28,1102,7245,21002,7136,1069,215,429,38224
LGA44210,22,148,665,1768,768,97,30,68,3567,0,22,14,20,0,0,0,4,61,0,0,0,0,5,3,0,0,5,0,22,14,18,3,3,0,4,63,0,4,10,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,3,18,6,29,32,34,3,6,0,3,108,0,4,12,11,6,0,0,0,31,27,212,727,1834,784,104,30,71,3793
LGA44340,14,128,1702,9513,6651,1450,261,117,19832,7,162,1055,1013,258,31,4,32,2553,0,22,51,96,59,20,0,6,251,7,175,1111,1109,317,47,4,31,2806,4,279,1732,177,13,0,3,29,2240,0,31,80,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,10,313,1818,177,13,0,3,33,2365,5,6,10,21,7,0,0,0,51,3,16,14,5,5,3,0,4,52,37,642,4653,10822,6987,1499,264,180,25099
LGA44550,13,146,987,6720,4822,721,110,124,13649,4,104,327,136,13,0,0,15,597,0,4,15,64,8,0,0,0,90,4,107,342,203,19,0,0,15,681,0,3,34,26,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,26,0,0,0,0,70,4,30,25,7,0,0,0,4,77,0,7,7,12,6,6,0,0,34,21,294,1397,6970,4850,725,110,143,14514
LGA44620,11,61,867,5001,2170,251,46,94,8497,4,91,632,644,37,4,4,33,1441,0,0,16,20,0,0,0,0,40,4,93,646,665,38,4,4,33,1484,8,140,589,157,7,0,5,19,919,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,140,600,157,7,0,5,19,934,0,4,0,0,4,0,0,0,9,3,0,3,3,3,0,0,15,27,22,288,2112,5834,2218,259,51,157,10947
LGA44830,3,35,197,543,279,41,10,14,1128,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,3,11,3,3,5,0,0,3,26,0,0,0,5,0,0,0,0,5,10,45,203,558,280,46,10,20,1167
LGA45040,7,102,849,4195,1909,227,52,117,7468,0,125,297,304,22,3,0,30,785,0,10,6,0,0,0,0,0,16,3,141,302,304,22,6,0,30,807,0,6,26,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,5,0,0,0,0,36,12,40,12,11,4,0,0,0,74,5,9,15,13,3,0,0,7,39,25,298,1202,4522,1942,235,59,149,8426
LGA45090,10,35,354,1732,807,99,21,59,3108,0,32,86,12,0,0,0,4,138,0,0,0,0,0,0,0,0,0,0,32,86,12,0,0,0,4,138,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,10,0,0,0,5,0,0,0,0,15,12,77,443,1753,809,99,19,66,3281
LGA45120,8,44,289,929,441,76,12,25,1824,0,23,15,7,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,23,15,7,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,12,0,0,0,3,0,0,0,0,6,5,63,303,946,444,76,16,25,1884
LGA45290,3,79,1096,4409,2092,404,81,62,8222,4,279,1583,801,76,11,0,27,2771,0,50,781,952,97,5,3,13,1907,3,327,2362,1751,170,19,4,37,4676,8,485,1637,271,12,3,3,37,2458,0,32,181,0,0,0,0,10,222,0,26,158,24,0,0,0,0,206,0,33,47,10,0,0,0,0,85,0,0,0,0,4,0,0,0,3,16,568,2025,308,14,3,3,39,2971,3,12,17,12,6,0,0,0,49,0,7,13,13,5,0,0,3,46,23,994,5514,6490,2286,425,88,143,15965
LGA45340,41,358,3461,36720,16588,2539,413,557,60671,19,461,2993,1137,68,5,7,114,4801,0,22,305,548,64,4,0,18,965,19,484,3292,1685,128,7,7,132,5761,4,206,530,330,12,0,0,26,1112,0,7,42,0,0,0,0,0,48,0,6,41,5,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,14,6,4,4,0,0,0,35,0,225,612,348,17,3,0,28,1237,43,167,119,15,0,0,0,17,365,4,17,17,32,19,4,3,9,98,105,1249,7510,38797,16758,2557,419,742,68135
LGA45400,0,5,47,161,86,19,10,4,331,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,48,165,86,19,10,4,340
LGA45540,0,15,127,419,90,20,0,15,689,0,3,5,16,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,5,16,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,3,7,0,22,132,439,88,20,0,21,723
LGA45680,37,132,1500,17927,8153,1208,224,452,29640,31,280,1155,2747,211,30,15,140,4604,0,37,224,304,29,4,0,12,607,36,318,1384,3049,238,36,15,148,5215,10,112,68,21,0,0,0,13,228,0,7,37,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,119,109,21,0,0,0,15,278,5,50,18,4,0,0,0,11,86,0,3,0,29,18,0,0,9,64,88,631,3011,21026,8416,1245,242,635,35285
LGA45890,31,316,4428,22744,7000,1048,202,389,36155,26,527,3554,3075,400,50,16,159,7809,0,75,695,1811,219,32,4,37,2875,31,599,4246,4887,619,81,17,201,10683,17,540,2321,251,18,4,3,81,3219,3,19,153,30,5,0,0,5,214,3,173,199,26,0,0,0,6,407,0,0,0,0,0,0,0,0,0,0,12,8,18,4,0,3,0,47,19,747,2682,326,26,3,3,89,3889,18,43,39,29,10,4,3,6,144,6,21,26,57,22,0,0,11,144,108,1726,11424,28046,7674,1136,229,689,51024
LGA46090,3,45,413,2523,937,118,16,69,4128,4,35,104,352,25,13,13,17,554,0,0,4,12,13,4,0,0,31,4,34,107,362,32,15,13,21,588,3,75,183,73,7,0,0,13,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,183,74,7,0,0,13,361,7,18,3,5,3,0,0,3,42,0,3,4,7,4,0,0,0,27,28,165,715,2979,985,139,26,109,5143
LGA46300,7,79,564,2781,1054,137,20,58,4701,0,39,165,301,17,0,0,20,553,0,0,7,67,21,0,0,0,97,0,39,178,370,33,0,0,24,653,0,66,230,31,0,0,0,11,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,11,0,64,231,34,4,0,0,12,352,0,12,3,5,0,0,0,19,38,0,5,3,3,3,0,0,4,16,13,195,981,3196,1099,137,22,114,5760
LGA46450,9,72,723,3628,1386,159,27,109,6116,0,115,217,457,27,10,3,33,856,0,0,0,5,10,0,0,0,15,0,115,217,462,32,10,3,33,867,0,35,58,11,0,0,0,4,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,58,9,0,0,0,4,108,4,18,3,5,0,0,0,0,34,0,0,4,8,5,0,0,0,24,14,235,1018,4113,1419,172,31,148,7154
LGA46510,5,60,800,2985,1517,253,56,38,5718,0,175,582,332,29,3,0,22,1139,0,9,201,246,39,0,0,4,498,0,182,783,581,65,3,0,23,1644,0,131,773,59,3,0,0,10,970,0,8,54,20,0,0,0,0,76,0,14,169,19,5,0,0,0,201,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,8,0,154,991,86,6,0,0,6,1253,0,0,3,8,0,4,0,0,14,0,0,0,8,3,0,0,0,15,9,392,2589,3667,1594,262,50,68,8635
LGA46670,4,37,383,1827,831,111,26,55,3277,0,51,182,129,33,5,0,7,416,0,0,0,0,0,0,0,0,8,0,51,182,137,33,5,0,6,419,0,21,45,3,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,45,3,0,0,0,0,76,3,10,6,18,4,0,0,0,41,0,4,3,5,3,0,0,5,19,14,130,617,1983,865,118,27,70,3837
LGA46860,4,18,49,300,203,33,3,17,625,0,0,3,4,0,0,0,0,12,0,0,0,0,3,0,0,0,3,0,0,3,5,3,0,0,0,14,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,20,60,314,204,33,3,13,650
LGA46970,0,34,147,507,390,49,7,26,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,33,0,0,0,4,0,0,0,0,7,0,3,0,0,0,0,0,0,3,3,46,169,513,387,49,7,26,1195
LGA47140,35,200,1825,28961,10434,1557,261,504,43781,12,391,2461,1852,112,5,0,117,4953,0,9,344,844,44,0,0,9,1254,19,402,2799,2697,159,10,4,120,6207,16,377,847,158,3,0,0,46,1449,0,21,273,80,0,0,0,4,381,0,16,274,34,0,0,0,6,321,0,0,0,0,0,0,0,0,0,0,5,4,10,4,5,0,0,27,19,419,1402,274,5,5,0,56,2179,22,77,28,22,5,0,0,4,157,6,23,22,40,5,0,0,12,108,91,1119,6077,31994,10616,1570,268,695,52426
LGA47290,3,29,103,446,155,22,0,7,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,11,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,3,40,111,444,160,22,5,16,799
LGA47490,0,39,129,391,164,17,4,18,762,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,5,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,0,6,5,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,7,50,142,396,164,17,3,14,795
LGA47630,0,41,198,1304,682,136,14,58,2440,0,12,50,10,0,0,0,5,78,0,0,0,0,0,0,0,0,0,0,12,50,10,0,0,0,5,78,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,10,5,64,247,1324,685,136,14,65,2546
LGA47700,16,115,1686,20526,10002,1559,250,259,34400,6,199,1683,653,37,0,5,45,2621,0,5,118,389,25,5,0,11,546,6,198,1801,1045,66,4,5,51,3172,0,96,590,234,4,0,0,25,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,4,99,597,234,5,0,0,26,966,0,0,0,7,9,0,0,0,17,0,8,5,13,10,0,3,0,39,22,427,4091,21823,10085,1561,254,341,38595
LGA47800,3,39,260,1198,450,82,24,45,2106,0,7,22,19,4,0,0,3,49,0,0,0,0,0,0,0,0,0,0,7,18,19,4,0,0,3,53,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,7,3,4,0,0,0,0,13,0,0,3,0,0,0,0,0,12,5,58,288,1221,459,85,27,45,2188
LGA47910,10,19,170,551,234,39,0,22,1042,0,14,31,12,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,14,31,13,0,0,0,4,62,0,0,35,12,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,0,0,0,0,49,3,9,0,3,3,0,0,0,27,0,3,0,3,0,0,0,0,7,7,44,238,584,235,39,5,24,1181
LGA47980,4,82,1186,4472,2766,528,77,52,9166,0,156,1060,677,47,12,0,13,1966,0,49,255,394,50,4,0,10,759,4,199,1314,1071,94,17,5,19,2724,13,515,2057,356,13,0,4,32,2991,4,33,164,33,4,0,0,0,245,0,35,218,55,4,0,0,7,312,0,0,32,12,0,0,0,0,46,0,0,0,0,0,0,0,0,4,21,579,2478,454,23,6,4,39,3593,0,0,3,4,0,0,0,0,10,0,10,9,5,0,0,0,0,29,30,877,4982,6008,2887,552,82,110,15526
