LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
LGA24650,2247,2802,5049,3160,3895,7051,36,33,70,1023,1119,2142,87,69,153,23766,25651,49416,71,78,147,3655,3702,7359,358,428,787,380,370,751,158,220,374,1070,1082,2157,515,558,1074,1161,1325,2484,603,725,1323,51,97,153,214,306,524,926,1211,2133,3618,4041,7662,47,51,94,40905,44958,85866,4745,4508,9251,5704,5720,11419,31,24,58,0,0,3,4960,4471,9437,205,265,475,5169,4743,9910,22393,20676,43070,149,113,267,100,118,216,22645,20904,43554,7834,6019,13853,89280,89678,178960
LGA24780,570,524,1096,2162,2696,4856,0,0,0,161,171,333,0,0,5,5158,5857,11010,90,139,228,280,261,542,79,114,196,54,52,101,269,336,602,15,15,30,108,119,225,315,358,666,410,492,903,55,88,140,183,206,385,1109,1512,2619,576,628,1203,32,42,73,11051,13079,24136,211,165,375,643,528,1171,10,4,17,7,11,16,218,175,394,44,69,113,271,254,521,12446,11690,24135,58,53,108,28,45,75,12532,11783,24316,2750,2601,5351,28040,28932,56972
LGA24850,163,237,404,2026,2460,4484,14,10,24,159,173,335,0,0,0,5868,6102,11970,16,28,43,374,375,745,18,30,47,43,47,96,68,84,146,8,7,15,68,72,145,140,132,271,403,441,842,44,58,103,40,38,77,495,641,1134,457,493,954,9,6,16,10239,11206,21443,324,308,632,420,385,801,8,5,16,0,0,4,561,505,1059,115,156,275,678,663,1340,11010,9826,20831,81,73,151,28,52,85,11124,9947,21067,1961,1785,3752,24921,24536,49460
LGA24900,139,150,289,1774,2046,3821,0,0,0,79,105,186,53,47,102,3740,3970,7706,20,36,49,56,46,98,21,30,51,4,9,12,33,39,70,0,0,0,38,45,86,79,119,197,426,459,883,22,23,51,11,14,21,824,1045,1871,185,208,399,0,5,6,7356,8245,15596,48,39,91,146,81,216,5,8,10,4,0,4,75,64,144,22,38,60,100,101,204,6039,5377,11419,28,21,54,20,22,42,6093,5426,11513,1354,1241,2595,15234,15286,30522
LGA24970,6515,7184,13700,3612,4631,8245,15,17,35,1512,1845,3354,6,9,17,15461,17186,32643,167,201,369,6676,7247,13920,120,166,286,73,97,171,181,222,404,469,525,992,460,490,946,767,874,1635,1051,1248,2302,47,71,115,110,126,237,1747,2420,4173,2120,2700,4821,58,74,134,34663,40142,74803,7759,6481,14241,2889,2338,5230,348,387,735,0,0,0,892,793,1690,467,534,997,1361,1323,2688,35171,32221,67390,287,219,506,121,146,271,35580,32583,68167,5732,5106,10840,94841,95556,190397
LGA25060,1282,1811,3086,2359,3107,5458,17,10,30,404,469,872,0,0,0,20979,23441,44418,39,52,87,3379,3611,6991,98,136,231,27,31,61,88,156,243,280,342,619,99,134,236,291,352,644,485,584,1069,22,31,55,28,25,54,857,1222,2075,989,1249,2237,18,19,33,30454,34966,65413,1556,1248,2805,2110,2081,4189,60,55,120,0,7,7,166,159,319,139,166,309,307,328,637,19990,18841,38836,195,160,355,61,104,170,20245,19105,39356,3178,3070,6245,59191,62666,121851
LGA25150,81,134,219,1487,1904,3391,0,0,0,130,173,302,17,7,27,4451,4752,9206,15,19,30,234,211,444,41,59,102,23,26,53,60,80,141,0,0,0,39,58,98,98,127,225,202,312,515,24,19,45,29,36,65,459,630,1089,364,378,737,6,4,14,7682,8802,16490,209,172,388,125,105,233,13,7,21,0,0,0,273,245,517,33,65,99,304,311,620,8849,8220,17070,64,59,124,23,41,69,8936,8328,17264,1279,1130,2407,18641,18991,37632
LGA25250,1496,2019,3514,1950,2636,4585,98,110,206,325,418,743,3,0,3,18578,21529,40106,28,35,67,4926,5408,10333,138,183,315,54,51,97,114,136,252,172,169,342,158,193,354,250,320,572,380,433,815,43,51,96,20,32,52,612,919,1532,1056,1315,2374,25,36,63,28937,33974,62912,3477,2715,6191,8773,7980,16748,130,202,331,9,9,20,250,206,456,274,337,612,533,549,1081,34227,35037,69270,507,427,935,121,259,375,34851,35724,70579,5242,4747,9992,83446,87909,171357
LGA25340,394,718,1108,9269,12049,21319,6,6,11,898,1132,2031,4,4,11,14426,16639,31062,125,154,281,1334,1251,2588,257,316,569,150,161,314,196,257,458,41,30,68,176,233,413,321,410,731,1444,1780,3221,77,125,205,39,41,82,2051,2969,5018,1210,1557,2766,42,59,104,32072,39170,71247,188,181,368,149,157,304,189,175,359,6,9,15,59,41,99,136,242,383,194,293,492,42099,39851,81947,258,252,511,129,301,435,42488,40408,82891,6003,6171,12175,81681,87267,168948
LGA25430,91,122,210,686,895,1580,0,0,0,69,91,152,53,46,100,888,947,1833,29,37,64,53,43,98,3,9,17,3,4,6,20,29,46,0,0,0,13,24,33,41,43,85,113,147,265,22,26,51,4,4,10,355,443,799,160,189,342,5,8,15,2521,2985,5504,21,24,48,12,14,31,14,33,45,4,4,9,10,10,18,46,81,130,62,91,154,5887,5831,11719,59,45,109,31,62,89,5978,5937,11917,1404,946,2350,10105,10150,20253
LGA25490,19,37,61,693,943,1636,0,0,0,125,122,250,0,0,0,2090,2216,4309,10,13,22,31,17,48,9,11,21,6,8,15,98,124,219,5,0,5,4,13,19,38,33,74,397,347,746,6,3,14,11,10,25,396,475,872,146,152,296,5,7,3,4068,4500,8564,8,12,15,13,5,15,0,3,9,0,0,0,3,4,3,13,26,44,16,30,49,3709,3470,7177,24,22,46,5,20,25,3742,3508,7248,734,683,1419,8592,8780,17374
LGA25620,51,65,117,811,894,1709,0,0,0,108,104,210,0,3,5,1091,1091,2180,10,7,21,61,54,118,19,17,33,8,3,11,16,20,38,0,0,0,15,11,22,27,38,68,175,183,364,10,11,18,28,31,67,229,297,530,140,158,295,5,8,12,2751,2944,5696,11,10,21,15,16,30,5,0,3,3,6,4,16,11,28,14,48,60,36,62,95,4028,3494,7521,29,22,53,16,22,36,4075,3540,7612,879,744,1623,7822,7378,15197
LGA25710,242,360,609,2291,2835,5123,0,3,3,394,469,867,206,216,419,6613,7102,13714,26,35,63,844,886,1731,44,59,105,21,20,39,110,153,266,37,48,80,70,70,138,171,194,365,416,516,931,41,51,89,16,28,47,662,862,1523,603,689,1300,16,21,35,12569,14253,26822,179,170,352,228,249,479,37,44,78,0,0,0,43,30,72,56,116,174,106,151,248,16107,15067,31173,115,90,203,50,94,150,16274,15252,31528,1458,1320,2784,31101,31794,62895
LGA25810,27,39,65,577,628,1208,0,0,0,41,41,90,25,30,58,884,1023,1899,21,31,53,15,15,34,20,29,48,0,6,10,37,53,92,0,0,3,16,7,21,23,32,48,108,107,217,22,20,41,8,12,24,516,631,1148,86,96,186,3,8,11,2413,2764,5179,33,10,49,28,11,42,0,0,5,0,0,0,14,10,30,23,20,43,33,36,73,2753,2481,5232,21,11,34,4,14,21,2778,2505,5282,672,589,1263,5989,5963,11948
LGA25900,716,1039,1750,2689,3092,5787,0,0,0,247,264,510,0,0,0,7724,9218,16950,23,24,44,1978,2163,4143,56,81,138,16,15,27,110,146,256,95,82,179,98,122,220,158,194,354,395,441,832,9,14,19,11,35,47,538,694,1235,649,876,1524,30,29,54,14818,17507,32321,1182,921,2103,716,647,1365,1664,1752,3408,0,9,5,75,58,134,183,194,383,257,258,518,25524,25494,51020,328,247,571,113,251,361,25965,25990,51957,4382,4138,8520,49702,52238,101942
LGA25990,9,21,27,489,489,975,0,0,0,13,18,34,0,0,0,557,569,1126,14,16,27,13,9,26,8,4,20,0,4,8,12,12,26,0,0,0,7,8,19,14,24,27,104,79,177,3,13,19,0,0,0,254,280,530,39,41,80,14,7,19,1545,1573,3116,0,0,3,6,4,7,5,3,3,0,0,3,0,0,0,21,15,31,16,16,37,1706,1642,3350,5,9,14,6,9,12,1719,1662,3373,701,392,1095,4000,3671,7671
LGA26080,13,8,22,208,278,485,0,0,0,12,16,23,0,0,0,268,338,605,0,0,4,10,9,18,3,5,5,0,0,0,4,9,11,0,0,0,5,0,5,7,12,30,44,32,78,0,0,0,0,0,4,94,140,233,17,23,42,0,0,0,680,865,1542,7,11,17,0,0,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,700,689,1386,7,6,8,0,4,6,707,695,1401,148,141,286,1550,1725,3276
LGA26170,60,106,166,1611,1921,3533,0,0,0,130,153,287,0,0,0,2152,2356,4509,13,12,21,52,44,94,36,58,99,27,17,46,40,48,89,7,3,7,32,34,60,83,106,188,295,339,636,17,32,48,30,26,57,670,871,1536,279,317,598,8,10,17,5472,6355,11828,26,31,57,3,7,7,13,10,28,0,0,0,11,12,22,35,70,102,45,80,128,8062,7490,15552,53,42,91,33,36,71,8149,7569,15716,1342,1298,2641,15117,15455,30577
LGA26260,31,40,71,699,899,1603,0,0,0,65,77,140,54,51,105,1266,1432,2703,8,5,13,13,20,29,21,37,60,0,3,3,466,500,964,4,0,4,17,22,34,56,62,125,347,348,691,13,10,20,7,17,22,701,832,1536,139,183,323,13,21,29,3875,4521,8394,34,23,56,17,14,31,0,0,6,0,0,0,3,7,11,12,13,23,14,19,35,3450,3161,6606,21,7,31,9,14,23,3475,3181,6657,681,664,1336,8126,8457,16588
LGA26350,934,1388,2327,4300,5384,9691,4,3,6,262,320,589,3,0,3,8260,10032,18290,21,23,44,2421,2792,5213,55,61,121,17,15,28,111,145,259,73,82,155,137,142,279,160,210,366,570,594,1164,14,13,29,19,32,48,840,1079,1922,562,827,1390,21,21,40,17856,21787,39642,1357,1140,2499,611,640,1248,2155,2368,4523,3,0,0,100,97,194,142,146,287,245,240,487,22996,23337,46331,279,234,512,88,142,223,23355,23710,47068,3374,3525,6904,49893,54806,104703
LGA26430,40,68,106,673,740,1414,0,0,0,57,65,125,0,0,0,1113,1239,2352,4,5,14,34,18,48,13,8,13,9,14,20,18,24,40,0,0,0,5,9,12,18,20,34,171,179,350,9,10,18,15,8,18,286,346,630,93,85,183,4,5,11,2511,2785,5296,18,14,29,15,17,32,8,0,9,0,0,5,0,0,0,13,18,34,17,18,37,2394,2226,4618,15,13,30,9,10,26,2411,2252,4667,661,619,1284,5687,5771,11455
LGA26490,105,146,245,1444,1719,3159,0,0,0,244,273,517,0,0,0,3288,3807,7093,9,17,28,118,123,240,54,62,118,9,5,15,87,112,199,0,0,0,23,29,49,33,51,80,274,333,604,23,19,34,14,18,28,666,857,1521,298,351,649,5,12,15,6579,7778,14358,39,28,61,23,32,57,27,27,55,0,0,4,21,12,34,31,41,73,54,54,106,10331,9636,19972,74,57,136,26,58,82,10432,9754,20190,1346,1282,2631,18604,19087,37694
LGA26610,358,379,738,832,1021,1849,0,0,0,64,68,133,90,94,185,2245,2423,4672,76,92,163,36,50,88,9,16,30,19,24,44,36,30,65,0,0,3,69,50,120,62,67,131,219,218,436,8,10,21,32,30,62,578,723,1298,289,291,584,0,0,0,4679,5200,9877,83,63,142,373,264,635,0,0,3,4,0,5,98,92,192,13,23,37,116,115,232,4049,3617,7668,5,10,15,9,7,20,4069,3638,7706,1076,996,2067,10748,10652,21403
LGA26670,18,13,25,556,581,1140,0,0,0,44,48,93,0,0,0,466,497,960,0,0,0,5,9,14,21,26,49,7,0,8,22,27,43,0,0,0,3,4,11,21,16,34,77,83,160,0,0,3,5,12,15,161,198,359,50,69,119,0,0,7,1447,1576,3023,8,6,11,11,3,17,0,0,0,0,0,0,4,0,9,19,9,26,21,15,34,1298,1105,2402,7,8,17,4,12,18,1312,1125,2432,361,319,676,3166,3059,6223
LGA26700,108,139,247,1619,1957,3578,0,0,0,111,127,243,51,38,91,3303,3742,7049,11,25,36,45,47,92,49,70,118,9,15,25,59,69,130,0,0,4,69,93,163,86,110,202,341,360,697,24,29,57,23,26,54,510,745,1260,274,332,608,10,5,11,6605,7804,14408,95,92,187,37,30,72,6,6,13,0,0,0,26,31,57,25,52,79,49,87,133,6311,6119,12429,30,29,59,12,21,36,6360,6168,12524,1115,1095,2214,14384,15425,29808
LGA26730,150,175,322,1000,1342,2344,0,0,0,208,231,444,32,37,64,4329,5115,9450,61,51,116,52,39,94,20,34,56,10,11,23,114,152,263,11,10,11,22,24,45,104,118,219,634,834,1470,33,56,93,22,26,49,500,709,1210,361,435,798,10,4,15,7520,9236,16759,94,72,163,53,59,118,14,17,30,0,3,6,28,23,50,23,34,64,56,57,116,7811,7491,15303,40,36,79,11,28,38,7870,7551,15422,1280,1203,2485,17033,18369,35406
LGA26810,118,179,295,2914,3487,6402,0,0,0,252,296,550,31,37,63,3584,4093,7673,10,17,29,86,73,155,48,65,114,30,32,64,49,56,106,7,4,10,52,59,109,67,84,144,448,439,885,19,16,35,40,40,79,759,1006,1763,412,487,901,10,9,13,8809,10297,19104,99,78,181,72,66,143,9,5,18,0,0,0,44,41,85,53,98,149,93,141,236,10866,9858,20722,68,55,121,28,33,62,10957,9947,20904,2835,1940,4770,22995,22653,45639
LGA26890,3,0,3,208,240,451,0,0,0,10,10,19,0,0,0,293,312,602,10,18,28,3,3,8,5,0,5,0,0,0,59,55,107,0,0,0,5,6,7,4,10,17,52,59,113,5,13,22,0,0,3,238,302,542,47,46,89,0,0,0,943,1079,2022,10,9,11,10,7,19,0,0,0,0,0,0,0,3,6,3,0,10,3,3,7,820,684,1503,3,0,3,0,4,3,825,683,1509,220,215,432,2012,1997,4006
LGA26980,4080,5115,9190,4370,5575,9950,0,0,4,1980,2400,4381,12,9,13,12664,14991,27653,233,307,541,2851,3202,6050,103,128,232,88,100,192,297,345,643,128,147,274,381,434,820,651,755,1413,1131,1436,2566,167,273,437,169,222,386,1861,2627,4487,2305,2825,5132,45,93,136,29444,35858,65308,3480,3015,6499,1454,1248,2702,127,137,261,4,6,11,557,519,1073,359,413,772,921,936,1853,37437,36110,73545,305,232,538,96,169,265,37834,36519,74354,4580,4597,9180,81917,87430,169346
LGA27070,3516,4121,7637,3574,4557,8132,56,72,124,796,883,1682,42,41,75,26887,29680,56568,42,62,106,10412,10810,21224,262,320,577,188,209,407,100,146,250,713,704,1419,338,383,713,1207,1360,2568,969,1172,2138,95,128,221,146,183,332,883,1217,2099,4652,4963,9616,23,33,55,51380,56925,108305,7651,6681,14332,10605,10127,20731,41,36,82,8,10,24,4565,3938,8508,361,396,755,4935,4349,9283,28659,26471,55129,206,176,377,96,174,268,28952,26819,55773,6755,6498,13250,113834,115556,229396
LGA27170,146,189,336,2227,2806,5028,0,0,0,322,391,713,6,3,9,4220,4797,9016,10,12,24,91,84,179,132,163,289,25,21,44,266,302,561,9,4,12,70,94,161,211,245,459,327,409,734,28,45,75,48,51,101,551,820,1370,509,582,1088,4,5,9,9047,10835,19886,254,251,500,94,65,161,9,11,23,4,3,8,94,84,178,45,66,111,143,157,304,9822,9230,19052,56,46,106,33,45,79,9918,9317,19235,1451,1363,2813,21064,22183,43253
LGA27260,3682,4379,8062,5307,6197,11506,0,3,3,2562,2655,5216,98,93,195,25372,27756,53129,158,177,339,2941,2921,5860,343,439,782,528,610,1129,361,386,749,713,731,1447,986,1093,2083,1805,2036,3841,1199,1480,2680,89,131,221,234,275,515,1587,1929,3520,4941,5486,10427,101,97,196,49317,54515,103831,22161,20301,42465,14780,14162,28941,66,54,115,4,0,3,9814,8042,17856,582,727,1314,10406,8767,19172,35240,32313,67553,272,174,447,124,176,296,35637,32658,68297,11406,9713,21124,147444,144566,292011
LGA27350,1213,1826,3042,1649,1890,3534,3,6,3,170,206,376,0,0,0,5936,6934,12869,26,26,50,1377,1638,3019,19,29,47,14,16,26,84,95,182,56,78,128,84,91,176,139,167,308,258,232,487,13,18,31,9,19,36,347,535,881,464,628,1089,19,24,44,10660,12637,23298,367,322,684,1070,1115,2188,310,362,665,4,4,5,35,17,54,155,173,330,195,192,392,26485,26320,52809,365,327,690,97,160,250,26944,26807,53747,3226,2870,6103,43993,46125,90114
LGA27450,614,949,1564,5293,6827,12120,0,0,0,1855,1982,3835,118,120,238,11131,12646,23774,365,437,801,599,600,1205,215,248,465,130,134,265,282,363,641,29,46,78,280,319,599,681,817,1495,1084,1272,2361,120,138,258,440,495,939,1604,2261,3868,2713,3065,5779,154,182,337,27094,31952,59044,397,389,789,222,192,418,99,111,209,8,6,16,135,134,274,270,439,709,416,577,994,43097,40005,83104,338,232,572,134,266,402,43571,40504,84077,4769,4200,8975,77188,78878,156068
LGA27630,10,17,31,305,381,689,0,0,0,28,37,74,0,0,0,494,517,1013,11,6,20,11,11,19,4,4,5,4,7,7,201,237,443,0,0,0,0,5,11,35,53,86,51,59,113,5,11,11,0,0,0,402,414,811,53,54,106,0,0,0,1619,1793,3414,17,14,34,12,12,31,3,4,6,0,0,0,3,0,9,5,14,22,10,22,32,1333,1067,2397,4,0,7,3,3,8,1342,1074,2414,306,294,603,3327,3232,6556
LGA29399,0,4,6,18,18,32,0,0,0,0,3,5,0,0,0,50,52,96,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,9,4,16,5,3,7,0,0,0,85,92,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,229,489,3,6,8,0,0,0,263,234,494,148,128,278,496,463,955
LGA29499,64,63,128,160,162,322,0,0,0,21,25,46,0,0,0,401,371,772,6,9,12,40,35,74,3,11,17,16,7,22,0,9,16,4,6,10,13,15,30,13,20,30,45,29,68,9,5,21,0,6,3,62,66,129,114,101,212,10,4,11,922,872,1797,49,29,78,104,100,211,15,8,21,0,0,4,13,3,15,25,23,48,39,24,68,1584,1297,2880,18,12,28,15,14,25,1614,1323,2937,2361,1494,3854,5170,3915,9089
LGA29799,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,24,3,27,36,6,38
LGA30250,0,0,0,8,9,8,0,0,0,0,0,0,0,0,0,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,12,6,19,0,0,0,0,0,0,254,308,563,33,23,62,3,3,5,318,363,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,175,341,0,0,0,0,0,0,163,175,341,37,35,81,526,572,1101
LGA30300,4,8,13,478,482,964,0,0,0,15,11,24,0,0,0,521,555,1079,8,15,22,0,0,0,4,5,11,6,3,6,13,21,29,0,0,0,3,0,9,30,34,59,80,84,164,3,0,4,7,6,13,56,55,106,66,76,144,0,0,0,1291,1343,2637,5,0,10,0,4,5,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,613,566,1182,3,0,6,0,0,0,623,570,1188,247,216,459,2168,2149,4320
LGA30370,41,53,98,1291,1339,2630,0,0,0,161,173,326,0,0,0,1322,1387,2705,8,6,10,9,12,20,26,34,57,16,12,32,180,182,360,0,0,0,32,26,53,49,63,111,278,284,562,13,13,26,24,21,45,377,354,732,177,172,347,0,0,3,3963,4063,8030,28,33,63,34,21,53,0,0,0,0,0,4,3,5,12,12,16,28,15,21,39,2239,1922,4160,15,15,30,0,4,4,2252,1943,4190,1125,921,2046,7463,7051,14513
LGA30410,3,3,8,271,263,535,0,0,0,19,10,30,0,0,0,335,374,711,0,0,0,0,0,0,7,6,11,0,4,7,7,15,21,0,0,0,0,0,3,8,4,13,27,38,66,4,8,10,0,0,0,95,140,236,20,12,37,0,4,0,795,871,1668,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,446,365,805,5,4,3,0,0,3,448,366,818,180,164,348,1438,1409,2849
LGA30450,0,0,0,34,29,62,0,0,0,0,0,0,0,0,0,34,37,72,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,3,3,7,0,0,0,0,0,0,9,10,19,0,0,0,0,0,4,82,81,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,92,0,0,0,0,0,0,47,48,94,27,19,48,160,149,308
LGA30760,0,0,6,235,234,469,0,0,0,4,5,9,0,0,0,237,256,490,0,0,0,0,0,0,13,16,33,0,0,0,4,4,7,0,0,0,0,3,9,12,13,23,26,21,50,3,5,12,0,0,0,59,69,122,18,25,47,0,0,0,614,649,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,242,226,461,0,0,0,0,0,0,239,227,464,86,83,161,944,963,1905
LGA30900,0,3,0,33,30,63,0,0,0,7,9,21,0,0,0,57,65,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,0,0,0,0,0,0,3,4,4,0,7,7,0,0,0,115,125,233,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,150,0,0,0,0,0,0,79,73,151,33,25,61,227,229,458
LGA31000,14328,19469,33794,48039,57006,105041,14,21,32,9822,11546,21367,242,269,515,120219,137649,257868,488,599,1083,8207,8671,16879,1538,2039,3576,1698,1795,3500,3207,4041,7244,895,901,1801,2981,3324,6307,6068,7485,13549,10425,11655,22080,624,786,1410,1239,1548,2791,15525,21096,36624,14752,17703,32461,767,833,1597,246756,288972,535731,18826,17186,36005,14448,13741,28193,805,838,1648,50,71,127,6137,5352,11488,2369,2786,5157,8560,8214,16773,263026,244585,507612,2777,2235,5012,885,1490,2378,266690,248311,514999,41182,34497,75676,611598,631221,1242825
LGA31750,0,0,0,43,37,75,0,0,0,0,0,5,0,0,0,41,35,75,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,13,4,3,3,0,0,0,0,0,0,10,6,17,0,0,0,0,0,0,97,93,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,49,116,0,0,0,0,0,0,67,49,116,22,3,21,190,147,337
LGA31820,383,549,935,6607,7613,14222,0,4,3,790,908,1696,130,127,258,7069,8293,15357,88,111,202,77,74,149,278,380,660,144,153,301,791,938,1732,22,19,39,348,343,692,471,550,1015,1278,1345,2624,109,167,275,201,227,427,2505,3324,5827,1459,1620,3079,121,134,259,22509,26318,48824,223,186,407,231,197,428,22,14,33,12,4,18,45,35,78,113,216,336,168,260,429,20601,18733,39328,100,90,194,85,114,200,20783,18940,39724,4473,3956,8434,48796,50417,99215
LGA31900,37,48,84,1128,1129,2257,0,0,3,57,59,124,0,0,0,2782,2806,5588,6,0,3,62,58,122,41,50,90,9,11,13,30,40,68,0,0,0,26,17,43,155,169,323,369,398,764,9,16,21,41,46,90,480,596,1076,151,176,327,5,5,11,5335,5589,10923,21,25,44,16,11,27,0,0,0,0,0,0,6,5,12,12,17,27,21,24,47,2084,1718,3799,10,10,17,6,7,8,2101,1729,3827,956,786,1740,8487,8209,16692
LGA31950,0,0,0,16,14,30,0,0,0,16,17,33,0,3,8,29,26,57,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,10,5,16,0,0,0,0,0,0,87,67,156,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,62,160,0,0,0,0,0,0,96,62,160,58,40,99,244,171,419
LGA32080,1060,1722,2780,7665,8838,16506,0,0,0,746,813,1563,6,3,14,15576,17841,33422,81,110,190,361,391,751,372,528,903,165,240,405,418,517,935,61,60,115,316,393,703,1093,1419,2513,1726,1913,3639,72,111,190,332,412,748,1927,2475,4396,2112,2447,4554,33,50,87,33070,38566,71630,779,775,1546,384,379,766,80,91,168,19,28,47,544,471,1014,357,438,795,924,931,1854,36207,33418,69627,235,192,424,137,213,352,36582,33822,70403,9461,8327,17788,82335,84600,166943
LGA32250,6,6,14,123,148,277,0,0,0,11,19,29,0,0,0,143,148,289,23,35,57,5,0,5,0,0,3,0,0,0,6,3,15,0,0,0,3,5,8,30,32,61,16,21,37,3,0,6,0,0,0,42,27,76,23,27,47,0,0,0,436,469,906,7,3,8,5,0,5,0,0,0,0,0,0,0,0,0,4,0,5,4,4,5,469,387,860,0,0,7,0,0,0,478,388,867,176,108,286,1104,982,2090
LGA32260,76,132,207,1566,1721,3287,0,0,0,130,134,267,3,0,3,3605,3621,7227,3,7,13,108,106,216,89,136,226,21,31,49,62,68,128,8,6,19,42,33,73,242,291,532,323,284,608,17,25,35,60,94,151,519,590,1109,290,312,605,7,7,18,7083,7477,14560,67,53,124,21,23,37,4,4,4,0,0,0,440,352,795,88,108,195,526,460,986,5265,4452,9719,36,34,66,24,23,48,5323,4508,9833,1882,1520,3400,14983,14173,29157
