LGA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
LGA53780,37916,109344,3252,6318,491,967,3746,7284,479,922,268,458,0,0,0,0,54,115,801,1493,107,147,0,0,9,8,62,120,176,272,40,72,42675,118465,2725,..,45398,118465
LGA53800,12367,31222,1227,1964,295,591,1519,2554,206,320,15,14,0,3,0,0,12,15,230,356,86,126,28,45,19,31,18,31,154,229,67,114,14338,34473,2057,..,16396,34473
LGA53920,740,2810,66,144,10,12,80,154,15,29,0,0,0,0,0,0,0,0,15,29,41,74,0,0,8,16,0,7,48,103,30,44,908,3140,202,..,1116,3140
LGA53990,9503,25264,350,563,11,36,360,599,45,83,0,0,0,0,0,0,0,4,47,85,98,145,30,53,15,21,9,17,149,236,13,24,10077,26209,1232,..,11312,26209
LGA54060,1238,2825,76,115,55,102,130,224,23,39,0,0,0,0,0,0,0,0,23,39,5,11,18,24,0,0,3,10,31,47,11,11,1437,3139,410,..,1849,3139
LGA54130,391,904,14,16,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,17,23,0,8,0,0,6,7,19,39,4,8,424,962,398,..,824,962
LGA54170,50982,140028,3617,6348,1285,2625,4900,8974,464,672,469,751,471,786,0,0,83,151,1483,2361,88,126,11,19,0,0,16,46,120,191,32,57,57522,151611,3288,..,60810,151611
LGA54200,19923,52789,975,1589,80,144,1048,1726,44,75,0,0,0,0,0,0,38,81,86,152,23,49,95,136,11,31,36,96,165,318,20,44,21248,55035,1374,..,22627,55035
LGA54280,8110,21833,1369,2540,202,447,1569,2985,127,201,0,0,0,0,0,0,3,6,125,205,37,52,101,151,0,0,16,24,150,229,26,61,9991,25306,1686,..,11682,25306
LGA54310,4951,15147,739,1534,155,286,893,1815,98,156,59,85,40,73,137,198,0,0,330,510,67,130,19,30,7,9,0,19,97,184,34,78,6308,17735,1721,..,8031,17735
LGA54340,1313,3351,121,207,4,3,126,215,5,7,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,0,0,0,5,9,6,12,1456,3585,226,..,1682,3585
LGA54410,400,887,12,16,0,0,12,16,19,19,0,0,0,0,0,0,0,0,19,19,0,0,5,3,0,0,3,3,3,8,3,10,436,936,132,..,562,936
LGA54480,167,407,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,413,67,..,237,413
LGA54550,696,1619,30,41,0,0,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,8,737,1676,220,..,954,1676
LGA54620,282,633,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,3,0,0,0,0,4,11,0,0,297,654,84,..,382,654
LGA54690,154,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,331,81,..,238,331
LGA54760,258,610,4,7,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,4,11,5,6,270,637,85,..,356,637
LGA54830,14566,39958,462,796,87,159,552,945,308,426,201,334,7,12,0,0,15,26,529,798,0,4,0,0,0,5,3,4,9,12,7,22,15666,41735,1242,..,16910,41735
LGA54900,438,1046,16,19,0,3,18,19,3,4,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,0,0,4,4,8,4,3,469,1083,204,..,672,1083
LGA54970,149,435,18,34,0,0,18,34,4,4,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,0,0,5,3,7,11,183,486,92,..,275,486
LGA55040,248,673,18,20,0,0,18,20,7,16,0,0,0,0,0,0,3,3,7,27,19,36,0,0,0,0,6,16,29,51,9,23,314,796,264,..,584,796
LGA55110,29540,72470,3486,5322,1069,1798,4557,7121,420,607,189,361,197,365,155,297,34,59,1006,1684,72,109,137,178,9,17,7,7,224,310,32,51,35358,81641,7267,..,42620,81641
LGA55180,3251,7559,200,251,4,4,203,256,20,25,0,0,0,0,0,0,5,8,23,31,4,8,0,0,4,9,0,0,9,22,28,32,3514,7904,1129,..,4638,7904
LGA55250,217,589,18,32,0,0,18,32,11,29,0,0,0,0,0,0,0,0,11,29,10,23,0,0,0,0,0,3,10,28,14,30,276,701,136,..,414,701
LGA55320,29265,80130,5862,10801,1321,3042,7179,13838,874,1321,397,595,581,1009,177,278,41,83,2067,3285,0,0,0,3,0,0,4,14,4,15,44,93,38566,97369,3297,..,41861,97369
LGA55390,42,94,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,6,22,4,11,0,5,0,5,3,5,10,21,12,13,66,151,90,..,158,151
LGA55460,1092,2514,40,61,0,0,43,58,3,5,0,0,0,0,0,0,0,0,3,5,10,12,0,0,0,0,0,7,6,17,6,13,1151,2605,271,..,1423,2605
LGA55530,132,320,3,8,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,5,7,11,3,5,147,341,28,..,171,341
LGA55600,752,1781,53,82,0,0,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,16,7,17,824,1886,186,..,1010,1886
LGA55670,199,471,4,17,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,10,4,9,214,508,33,..,250,508
LGA55740,2160,6163,291,509,219,419,507,927,84,120,341,452,375,560,43,73,0,0,843,1205,0,0,0,0,0,0,0,0,0,0,4,7,3520,8303,413,..,3933,8303
LGA55810,115,244,6,11,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,10,5,17,0,4,128,273,83,..,211,273
LGA55880,167,370,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,174,377,110,..,284,377
LGA55950,215,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,504,74,..,293,504
LGA56090,12989,33809,495,741,5,12,502,757,3,9,0,0,0,0,0,0,16,37,22,45,15,23,0,0,0,3,3,11,22,38,15,33,13541,34673,974,..,14516,34673
LGA56160,18,47,3,13,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,7,23,5,14,32,91,0,..,41,91
LGA56230,6154,15377,245,375,20,35,268,407,6,10,0,0,0,0,0,0,8,12,14,28,157,210,21,37,10,35,5,6,192,291,9,27,6641,16130,1117,..,7758,16130
LGA56300,563,1215,6,12,0,5,10,14,15,13,0,0,0,0,0,0,0,0,15,17,8,17,6,7,0,0,0,10,14,30,0,4,604,1278,282,..,888,1278
LGA56370,247,575,18,28,0,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,612,72,..,340,612
LGA56460,1667,3801,133,181,0,0,133,181,6,10,0,0,0,0,0,0,0,0,5,15,4,3,0,0,0,0,3,8,7,14,0,3,1819,4011,366,..,2180,4011
LGA56580,6202,18191,537,1021,379,776,917,1800,285,494,34,46,150,272,0,0,3,16,474,829,0,0,0,0,0,0,0,0,0,0,4,5,7602,20826,617,..,8218,20826
LGA56620,308,1189,16,28,0,0,16,28,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,13,29,340,1241,164,..,500,1241
LGA56730,3858,9264,146,234,11,14,154,249,16,21,0,0,0,0,0,0,7,10,16,28,18,28,12,17,0,0,0,0,32,45,17,35,4070,9627,757,..,4825,9627
LGA56790,1029,2315,47,86,30,56,77,143,15,12,0,0,0,0,0,0,0,3,16,20,39,95,0,9,4,3,4,10,51,110,19,47,1191,2630,478,..,1670,2630
LGA56860,86,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,0,0,93,195,18,..,111,195
LGA56930,404,1192,8,13,53,95,54,104,24,39,37,48,0,0,0,0,0,0,61,92,0,0,0,0,0,0,0,0,0,0,0,3,523,1396,73,..,595,1396
LGA57000,126,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,14,139,316,42,..,178,316
LGA57080,371,927,52,116,767,1699,819,1812,484,902,1632,2740,3676,6353,5308,9297,0,3,11107,19296,0,0,0,0,0,0,0,0,0,0,27,46,12329,22082,3624,..,15951,22082
LGA57140,424,924,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,932,89,..,523,932
LGA57210,1939,4533,26,46,0,0,26,46,4,9,0,0,0,0,0,0,0,0,3,7,14,15,9,22,0,0,3,6,24,40,0,14,2001,4635,477,..,2475,4635
LGA57280,3419,9935,644,1442,249,604,888,2047,266,404,116,178,75,123,0,0,0,0,452,706,29,61,15,27,3,7,23,56,69,147,34,74,4872,12909,1501,..,6365,12909
LGA57350,296,652,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,313,675,71,..,385,675
LGA57420,740,1633,4,11,0,0,4,11,7,12,3,4,0,0,0,0,0,0,13,8,14,23,3,7,3,3,7,14,25,42,3,9,786,1708,485,..,1268,1708
LGA57490,43771,117471,2168,3288,578,937,2745,4233,1046,1501,190,279,275,426,27,49,40,95,1582,2340,139,199,82,112,6,10,44,68,271,393,56,119,48428,124560,4486,..,52917,124560
LGA57630,34,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,7,8,3,3,43,64,17,..,62,64
LGA57700,9959,29370,74,152,0,0,74,152,15,20,0,0,0,0,0,0,17,40,36,55,9,11,91,146,3,11,15,24,112,192,26,47,10211,29820,673,..,10883,29820
LGA57770,264,578,17,28,3,7,20,32,9,9,0,0,0,0,0,0,0,0,9,9,57,125,7,9,4,3,0,9,69,147,4,8,360,781,146,..,510,781
LGA57840,8709,23368,2717,4870,3450,6662,6163,11531,895,1529,781,1188,580,991,529,865,9,9,2787,4577,0,0,0,0,0,0,4,4,4,4,24,35,17690,39516,2401,..,20090,39516
LGA57910,52380,139138,22070,42335,6817,14433,28890,56770,5370,8658,2227,3743,956,1496,316,552,46,96,8917,14542,45,79,7,10,7,4,10,21,63,112,61,120,90318,210682,8087,..,98405,210682
LGA57980,3441,9081,297,579,1057,2056,1349,2640,714,1140,911,1344,1069,1670,34,57,0,3,2726,4223,0,0,0,0,0,0,12,12,12,12,4,7,7534,15968,945,..,8482,15968
LGA58050,46792,132574,3735,6903,885,1618,4616,8523,366,571,357,550,100,165,53,73,71,131,946,1492,61,91,142,190,10,20,25,54,238,350,71,166,52666,143108,3795,..,56454,143108
LGA58190,136,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,313,71,..,209,313
LGA58260,191,429,11,16,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,205,461,69,..,274,461
LGA58330,1707,3833,10,16,0,0,10,16,0,0,0,0,0,0,0,3,0,4,0,6,9,7,7,9,6,8,0,0,26,32,9,11,1749,3901,403,..,2159,3901
LGA58400,125,221,3,5,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,131,239,98,..,227,239
LGA58470,35,102,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0,0,5,10,25,11,28,57,168,24,..,76,168
LGA58510,8361,20278,2387,4691,1340,2731,3731,7415,869,1494,695,1124,1078,1679,612,1114,0,0,3257,5412,0,0,0,0,0,0,6,7,6,7,16,28,15367,33146,1771,..,17142,33146
LGA58540,276,612,3,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,6,6,10,288,638,56,..,344,638
LGA58570,7418,19042,1424,2810,1965,3987,3380,6793,955,1485,1687,2692,1888,2983,31,50,8,13,4574,7223,0,0,0,0,0,0,54,106,54,106,19,46,15450,33212,1937,..,17385,33212
LGA58610,640,1407,31,38,0,0,38,42,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,4,7,4,8,684,1466,125,..,808,1466
LGA58680,182,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,422,31,..,214,422
LGA58760,65649,186948,4368,8005,702,1327,5066,9332,77,122,149,229,3,7,0,0,74,170,302,535,117,138,19,27,29,52,16,47,184,259,41,86,71246,197163,4561,..,75811,197163
LGA58820,1459,3521,92,146,0,0,96,146,0,0,0,0,0,0,0,0,0,3,0,3,22,30,0,0,0,4,3,6,25,33,5,16,1584,3717,525,..,2108,3717
LGA58890,285,624,6,9,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,5,6,293,640,41,..,333,640
LGA59030,95,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,218,30,..,125,218
LGA59100,223,531,5,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,538,56,..,287,538
LGA59170,347,857,12,13,0,0,12,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,5,5,7,365,886,90,..,452,886
LGA59250,80,214,9,17,0,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,84,234,113,..,198,234
LGA59310,490,1090,26,38,0,0,26,38,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,9,7,0,0,521,1135,104,..,625,1135
LGA59320,161,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,388,47,..,208,388
LGA59330,201,389,6,9,0,0,6,9,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,209,400,116,..,324,400
LGA59340,1459,4504,211,476,28,73,239,548,116,258,0,0,0,0,0,0,0,0,116,258,173,297,8,19,5,25,46,134,240,478,71,159,2122,5948,505,..,2631,5948
LGA59350,25,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,7,5,16,29,44,116,21,..,64,116
LGA59360,347,696,24,34,0,0,24,34,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,5,0,0,377,733,214,..,595,733
LGA59370,1344,2889,35,60,3,12,39,78,6,12,0,0,0,0,0,0,0,0,6,12,7,7,5,9,0,0,0,0,11,17,13,25,1420,3014,280,..,1700,3014
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,3,15,0,..,3,15
LGA60210,2744,5623,55,73,28,71,86,149,86,131,0,0,0,0,0,0,0,0,86,131,49,70,17,33,4,9,0,4,69,114,13,23,3000,6042,1520,..,4512,6042
LGA60410,6101,16499,92,163,27,56,121,222,641,1166,0,0,0,0,0,0,11,19,648,1189,0,13,0,0,0,0,0,0,6,12,4,11,6889,17928,324,..,7212,17928
LGA60610,7310,17363,481,703,152,240,632,947,54,70,43,44,46,70,0,0,0,8,145,196,3,0,0,0,0,0,11,20,15,28,5,16,8104,18543,752,..,8857,18543
LGA60810,8335,19718,688,967,25,45,716,1014,22,30,0,0,0,0,0,0,5,5,30,38,76,103,38,62,0,0,25,43,143,208,12,26,9235,20993,733,..,9968,20993
LGA61010,964,2100,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,12,21,4,3,14,16,0,4,0,11,22,33,11,16,1012,2166,1570,..,2580,2166
LGA61210,2868,6917,100,128,4,23,103,147,26,51,0,0,0,0,0,0,0,3,26,58,9,20,3,16,0,10,7,8,23,60,8,15,3027,7193,687,..,3717,7193
LGA61410,21987,54777,801,1236,379,657,1181,1899,186,286,70,109,0,0,0,0,15,40,276,438,46,75,37,53,0,0,10,33,97,164,44,77,23584,57349,1492,..,25074,57349
LGA61510,3861,9750,104,145,29,38,127,185,63,106,0,0,0,0,0,0,0,5,68,109,32,44,6,12,0,3,13,20,46,79,6,8,4102,10128,353,..,4461,10128
LGA61610,9392,22378,1091,1575,149,223,1234,1796,21,37,0,0,0,0,0,0,3,3,24,47,33,46,62,107,0,0,8,28,98,170,16,36,10769,24418,831,..,11600,24418
LGA61810,2638,5973,73,95,0,3,70,96,26,35,0,0,0,0,0,0,0,0,26,35,8,12,0,0,0,10,9,22,16,45,4,15,2763,6163,947,..,3713,6163
LGA62010,403,775,9,7,4,0,12,14,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,4,9,416,803,220,..,635,803
LGA62210,2607,6049,242,342,11,16,251,359,27,40,0,0,0,0,0,0,0,0,27,40,20,23,0,0,0,0,7,8,26,34,6,3,2911,6482,587,..,3492,6482
LGA62410,2003,4100,31,45,11,17,35,63,10,13,0,0,0,0,0,0,0,0,10,13,11,16,4,5,0,0,6,14,18,40,21,27,2085,4241,2358,..,4453,4241
LGA62610,16189,41125,790,1325,274,564,1064,1893,2434,4320,46,75,0,0,0,0,12,29,2493,4427,14,13,21,26,0,0,50,134,85,169,43,76,19865,47680,1184,..,21052,47680
LGA62810,14780,37608,935,1735,1521,3108,2451,4844,2417,4427,907,1508,593,1040,31,46,89,164,4040,7187,5,0,20,35,0,0,88,192,109,235,79,149,21459,50030,2318,..,23770,50030
LGA63010,6729,16312,109,152,4,0,109,155,25,45,0,0,0,0,0,0,0,5,29,53,32,61,32,49,6,8,20,36,86,156,16,46,6966,16714,1311,..,8274,16714
LGA63210,2349,5637,76,133,0,8,77,137,0,0,0,0,0,0,0,0,0,4,0,3,8,11,0,0,0,0,3,5,10,15,11,24,2451,5823,258,..,2707,5823
LGA63410,622,1299,23,30,0,0,23,30,4,3,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,3,8,4,11,652,1341,160,..,816,1341
LGA63610,14002,35984,455,693,291,633,745,1330,209,339,9,21,0,0,0,0,12,30,234,392,11,27,49,66,8,6,24,63,86,167,21,37,15083,37904,1680,..,16770,37904
LGA63810,4566,10721,221,336,27,58,251,396,28,62,0,0,0,0,0,0,5,5,33,66,20,38,18,37,4,8,4,8,53,97,11,20,4916,11298,660,..,5571,11298
LGA64010,22246,55163,2098,3474,823,1754,2922,5230,2142,3410,112,178,31,44,9,18,104,189,2396,3845,3,8,0,7,5,12,94,168,108,194,62,101,27729,64533,2315,..,30041,64533
LGA64210,7426,18012,301,450,103,225,406,676,360,554,0,0,0,0,0,0,3,8,366,564,18,28,19,32,0,0,21,35,51,93,8,26,8257,19364,637,..,8894,19364
LGA64610,4980,11911,120,196,10,25,127,222,341,512,0,0,0,0,0,0,3,5,341,515,17,20,3,9,4,3,14,33,39,68,7,32,5506,12751,668,..,6174,12751
LGA64810,6373,15194,77,125,20,39,100,165,4,8,0,0,0,0,0,0,4,9,8,19,3,8,6,13,4,17,7,11,20,48,18,38,6514,15464,1232,..,7749,15464
LGA65010,2424,6069,9,15,0,0,9,15,22,33,0,0,0,0,0,0,0,0,22,33,0,4,0,4,0,0,3,10,7,15,4,0,2465,6131,339,..,2804,6131
LGA65210,1105,2156,15,18,0,0,15,18,3,7,0,0,0,0,0,0,3,4,7,11,7,8,4,9,5,5,0,0,21,24,7,13,1144,2220,1332,..,2478,2220
LGA65410,5407,12521,341,455,19,26,355,479,20,25,0,0,0,0,0,0,0,0,21,23,41,60,6,8,0,7,12,24,58,100,13,19,5850,13144,708,..,6562,13144
LGA65610,1754,3512,47,72,5,14,49,83,24,36,0,0,0,0,0,0,0,0,24,36,8,18,4,7,0,0,0,0,16,28,26,51,1875,3715,891,..,2761,3715
LGA65810,9390,22812,93,191,23,49,117,240,175,245,0,0,0,0,0,0,9,16,186,261,52,80,5,6,3,9,7,18,72,114,13,33,9781,23453,1121,..,10901,23453
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA70200,5709,16703,1647,3445,840,1814,2482,5262,345,553,22,38,0,0,0,0,6,20,375,614,120,216,27,37,18,29,10,15,175,296,151,274,8891,23155,1179,..,10065,23155
LGA70420,1362,5068,73,126,36,56,116,181,42,56,0,0,12,28,0,0,0,3,53,95,27,48,11,16,11,42,3,14,52,116,20,35,1599,5498,558,..,2155,5498
LGA70540,32,113,0,0,0,0,0,0,10,33,0,0,0,0,0,0,0,0,10,33,0,0,0,0,0,0,0,0,0,0,0,0,46,148,0,..,44,148
LGA70620,645,3005,18,47,0,0,18,47,15,36,0,0,0,0,0,0,0,3,13,37,9,15,6,9,7,13,0,5,17,46,15,34,715,3171,263,..,972,3171
LGA70700,361,816,27,36,0,0,27,36,3,0,0,0,0,0,0,0,0,0,3,0,30,61,0,0,0,5,4,4,35,69,10,30,433,955,184,..,614,955
LGA71000,14745,44666,1698,3207,1972,4383,3671,7590,2815,5831,1711,3644,2735,5834,2487,5025,18,31,9768,20369,129,255,33,57,9,11,19,43,181,357,94,141,28456,73125,2971,..,31431,73125
LGA71150,0,0,0,0,0,0,0,0,0,0,13,20,103,168,41,64,0,0,158,252,0,0,0,0,0,0,0,0,0,0,0,0,158,252,50,..,208,252
LGA71300,1307,7691,99,428,0,0,99,433,9,15,0,0,0,0,0,0,0,7,9,23,0,4,8,6,5,45,4,9,15,58,23,73,1450,8281,299,..,1752,8281
LGA72200,2209,6712,308,612,126,287,432,896,51,116,0,0,6,3,0,0,0,0,53,116,43,78,17,33,10,12,4,18,73,140,89,160,2852,8023,463,..,3324,8023
LGA72300,5750,16971,105,254,3,14,115,264,10,26,99,170,9,10,0,0,4,6,119,214,143,325,47,83,23,38,9,11,226,457,47,94,6251,18007,876,..,7121,18007
LGA72330,982,4375,58,196,0,0,54,197,18,22,0,0,0,0,0,0,0,0,18,22,28,61,6,10,12,32,4,8,47,115,31,64,1126,4773,440,..,1573,4773
LGA72800,9348,27726,950,1955,210,484,1158,2440,1204,2307,96,227,417,901,65,127,4,9,1786,3571,0,3,0,0,14,22,0,0,14,25,14,29,12318,33792,1117,..,13443,33792
LGA73600,807,4330,178,787,0,3,176,792,28,170,0,0,0,0,0,0,0,0,28,170,91,200,10,13,30,59,0,0,134,277,36,78,1188,5646,316,..,1500,5646
LGA74050,489,1774,30,143,0,0,30,143,59,132,0,0,0,0,0,0,0,0,61,130,0,0,15,28,0,0,0,0,15,28,16,27,604,2097,106,..,712,2097
LGA74550,440,1900,82,271,5,17,86,287,4,5,0,0,0,0,0,0,0,0,4,5,21,47,6,5,0,7,0,0,30,59,28,49,585,2301,171,..,758,2301
LGA74560,171,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,7,0,0,175,364,89,..,265,364
LGA74660,976,5310,111,323,5,26,118,351,30,57,0,0,0,0,0,0,3,8,33,61,22,55,3,6,24,59,4,4,55,130,17,31,1199,5885,393,..,1595,5885
LGA74680,398,2335,78,371,0,0,78,371,0,6,0,0,0,0,0,0,0,0,6,0,0,0,11,15,3,44,0,0,13,62,7,13,498,2781,150,..,651,2781
LGA79399,1485,4174,302,450,0,3,305,455,161,245,0,0,0,0,0,0,0,0,161,245,62,149,8,24,12,13,3,4,91,190,62,101,2099,5163,780,..,2882,5163
LGA79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,..,3,12
LGA89399,106433,303827,13757,27077,15164,34965,28921,62046,5628,10224,7745,14238,12642,22199,6206,11000,442,862,32669,58520,45,64,105,181,0,0,7,33,168,276,213,449,168400,425111,11988,..,180389,425111
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA99399,946,2045,7,18,4,3,11,17,6,11,0,0,0,0,0,0,9,13,14,22,0,0,0,8,0,0,0,6,3,12,15,22,986,2116,195,..,1179,2116
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
