LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA25250,1858,1679,3540,3714,3508,7221,1390,1300,2687,631,719,1353,5742,5534,11277,2602,2337,4938,900,1092,1989,656,676,1338,4171,4115,8281,601,405,1002,619,690,1305,473,228,703,822,990,1812,16,7,21,2532,2317,4846,2250,2985,5236,1529,1889,3417,332,429,761,1199,2144,3342,14,16,33,5325,7469,12791,7872,9793,17664,407,338,747,505,669,1174,10,9,16,919,1014,1940,3784,3732,7511,24340,25872,50212
LGA25340,1732,1530,3264,4985,4569,9549,849,801,1652,675,734,1413,6513,6111,12618,2892,2680,5572,1205,1228,2435,1308,1416,2720,5401,5334,10737,312,290,604,146,316,464,697,248,945,448,822,1273,11,10,17,1607,1687,3292,899,1325,2226,180,448,629,150,214,363,419,913,1334,10,7,14,1660,2913,4572,3274,4603,7874,182,122,303,260,470,725,5,13,20,443,599,1045,4642,4996,9640,22012,23172,45182
LGA25430,179,131,314,524,517,1035,52,62,112,61,60,126,640,639,1271,421,324,754,69,63,134,96,116,216,590,506,1100,20,23,46,22,34,60,42,20,63,77,89,164,0,0,5,167,169,337,47,60,108,30,94,124,3,20,19,64,195,255,0,4,4,148,364,514,311,537,853,6,10,20,24,62,92,3,0,4,34,77,113,1232,851,2079,2994,2735,5727
LGA25490,183,169,353,513,438,947,243,256,495,20,27,46,771,717,1496,319,353,675,194,231,427,66,50,121,583,637,1218,21,37,55,6,35,41,83,38,124,63,108,167,0,0,5,177,218,391,26,85,109,11,27,34,4,14,15,27,107,136,0,5,3,77,225,305,251,443,694,10,17,27,16,28,48,0,0,4,29,44,77,590,568,1159,2412,2583,4996
LGA25620,139,102,243,376,336,713,110,126,237,8,5,17,500,469,967,337,306,641,43,45,90,44,35,78,421,385,814,19,24,41,16,23,39,63,30,93,31,85,118,4,0,4,130,167,299,25,55,76,14,40,48,6,20,26,37,80,114,0,0,0,76,187,258,205,353,558,8,5,7,19,42,68,0,0,4,29,51,76,734,645,1378,2029,2000,4031
LGA25710,732,736,1469,2280,2083,4359,364,376,744,217,176,389,2869,2640,5506,1591,1480,3071,590,699,1288,466,472,940,2651,2651,5304,117,116,232,50,89,136,411,106,516,220,269,494,3,4,4,796,587,1375,739,999,1742,128,231,358,113,124,245,223,480,704,5,5,5,1212,1839,3053,2007,2426,4437,36,43,83,118,213,327,5,3,7,162,259,418,845,850,1692,9261,9566,18822
LGA25810,110,95,209,289,241,529,111,115,230,9,10,19,405,367,772,230,217,444,56,66,123,19,20,35,298,304,602,5,10,11,9,18,23,40,26,64,21,57,84,0,0,0,75,110,182,13,30,48,5,15,21,9,11,16,11,52,62,0,0,0,43,107,146,120,217,336,9,16,26,22,36,58,0,0,5,35,51,90,583,537,1119,1547,1568,3122
LGA25900,784,788,1568,1823,1726,3550,277,263,542,391,383,776,2495,2378,4873,1038,917,1957,197,224,426,728,771,1498,1959,1914,3873,176,136,318,315,358,670,122,101,222,576,790,1368,0,0,0,1198,1389,2581,1082,1331,2416,677,937,1612,189,234,427,760,1324,2082,6,12,14,2711,3843,6553,3907,5234,9140,156,168,327,353,481,835,7,4,16,517,657,1176,3345,3268,6620,13016,14240,27257
LGA25990,59,66,120,214,208,419,21,14,36,7,18,22,246,239,480,137,114,248,40,41,81,38,42,82,208,196,405,0,13,21,0,9,10,26,15,43,11,38,49,6,0,5,42,80,120,14,31,39,7,19,22,0,9,9,12,34,51,0,0,0,30,88,120,74,168,246,5,8,10,9,18,27,0,0,0,6,23,31,645,343,988,1243,1028,2272
LGA26080,24,17,42,45,53,99,13,20,31,3,11,13,67,87,148,26,11,38,33,25,58,17,17,34,77,55,131,3,3,6,0,3,5,5,3,15,10,13,21,0,0,0,24,22,42,21,26,44,0,11,13,0,0,0,13,14,31,0,0,0,41,51,99,66,73,137,0,0,0,3,10,8,0,0,0,3,9,13,121,111,230,354,347,702
LGA26170,307,263,570,1033,926,1963,141,120,263,68,71,136,1245,1121,2363,659,635,1298,189,242,432,68,70,142,921,953,1872,28,36,70,12,39,54,125,51,173,66,147,214,5,5,5,238,277,517,47,122,167,18,67,86,11,23,32,53,159,214,0,0,5,134,372,504,367,649,1023,41,26,64,28,72,99,4,0,5,73,101,173,1048,1038,2092,3962,4121,8084
LGA26260,163,167,332,365,346,714,141,119,259,141,128,271,648,598,1243,201,189,387,179,186,371,164,150,309,541,522,1066,7,29,40,8,19,34,67,39,104,36,83,123,0,3,3,128,167,297,26,36,66,15,27,44,4,21,27,36,72,111,0,0,0,86,165,248,212,333,540,18,15,29,22,33,49,0,4,5,42,39,83,492,522,1019,2098,2183,4281
LGA26350,873,749,1621,1320,1268,2587,488,459,951,800,827,1631,2619,2558,5181,400,438,835,642,578,1215,1443,1540,2980,2485,2555,5039,176,168,341,271,257,529,116,95,207,446,538,988,4,0,5,1010,1057,2065,2048,2557,4604,788,1017,1803,243,321,570,844,1230,2078,10,5,18,3937,5135,9073,4948,6196,11144,132,175,307,247,413,656,5,7,11,380,590,972,2411,2625,5031,13715,15270,28981
LGA26430,106,96,196,244,202,449,102,104,200,13,12,27,360,324,679,181,159,343,57,82,139,33,32,68,277,277,550,10,9,19,6,19,20,26,13,40,26,74,95,0,0,0,63,112,173,22,27,47,6,16,19,6,5,14,18,60,77,0,0,0,53,110,162,119,216,336,11,7,19,16,27,45,0,0,0,28,35,64,526,524,1052,1408,1477,2884
LGA26490,514,424,946,1311,1186,2503,277,291,568,185,151,338,1781,1631,3410,584,517,1096,355,375,731,399,354,748,1335,1248,2579,43,44,88,33,44,72,157,59,218,129,190,323,0,0,5,366,339,704,228,348,578,87,150,238,40,59,96,152,341,494,0,3,3,507,900,1404,870,1237,2106,12,18,35,71,108,182,0,0,4,90,132,214,1008,1008,2013,5602,5674,11274
LGA26610,218,213,429,538,434,969,330,354,683,22,28,49,889,812,1705,420,410,831,164,190,359,20,24,52,613,630,1240,17,39,56,17,35,52,77,46,124,62,149,207,3,3,8,179,269,449,46,84,130,7,35,46,10,21,31,21,96,123,0,0,0,89,239,324,269,507,775,26,23,50,35,55,88,5,0,5,60,79,145,968,892,1859,3014,3140,6151
LGA26670,58,45,106,161,147,313,47,41,88,15,6,24,224,199,419,145,160,301,9,10,17,12,17,25,165,185,347,8,14,18,7,10,12,13,16,25,14,35,47,0,0,0,39,69,110,10,21,30,0,17,17,3,6,6,8,21,36,0,0,0,22,71,86,58,138,193,0,5,9,8,14,21,0,0,0,12,21,32,281,260,541,797,845,1638
LGA26700,280,283,568,679,575,1259,376,392,762,149,163,315,1201,1136,2336,320,322,636,453,476,925,196,178,377,966,977,1943,26,56,79,27,77,103,109,90,197,97,160,251,0,5,0,257,387,645,59,106,168,39,76,109,14,29,39,78,170,243,0,3,3,181,383,563,434,770,1208,41,39,77,55,78,133,0,0,5,93,117,213,860,915,1773,3838,4206,8043
LGA26730,369,364,731,729,661,1390,645,598,1246,62,46,108,1432,1303,2737,728,679,1407,349,443,792,48,51,105,1131,1178,2308,49,77,126,62,116,174,165,127,290,196,228,425,5,0,5,469,546,1019,94,200,298,68,109,173,25,30,52,100,220,325,0,0,0,286,558,852,761,1109,1870,24,23,47,50,94,151,0,3,0,76,126,203,1035,1015,2043,4808,5083,9893
LGA26810,431,397,827,1183,1111,2298,423,429,851,174,148,322,1784,1681,3470,726,693,1415,426,422,849,180,221,401,1329,1336,2666,46,53,98,29,70,95,160,109,266,106,291,393,3,3,9,338,519,863,73,170,239,40,117,158,21,45,66,98,287,386,0,0,3,234,617,851,573,1136,1710,59,40,99,56,115,171,8,6,9,123,157,280,2470,1632,4101,6718,6337,13054
LGA26890,39,46,86,112,102,217,26,19,48,8,3,9,147,126,278,75,80,157,4,4,3,0,0,3,77,83,163,0,0,0,0,0,0,13,3,22,4,14,13,0,0,0,19,23,40,8,7,13,0,5,4,0,4,4,0,19,17,0,0,0,7,32,44,31,55,83,7,5,9,6,9,16,0,0,0,8,14,26,172,179,353,482,512,991
LGA26980,1822,1622,3443,5074,4718,9793,877,927,1800,486,656,1138,6443,6299,12745,3470,3012,6480,1109,1227,2343,1283,1484,2770,5872,5728,11603,429,289,720,482,613,1094,484,208,693,701,1035,1740,9,3,10,2104,2148,4253,3580,3873,7444,1197,1266,2467,410,402,811,815,1212,2021,14,19,29,6006,6770,12776,8126,8930,17053,403,333,737,529,766,1299,11,8,18,941,1109,2053,3068,3282,6348,26268,26980,53243
LGA27070,3190,2803,5991,7500,6911,14406,2831,2750,5576,819,830,1650,11168,10510,21682,4987,4786,9772,2110,2044,4158,708,761,1467,7809,7608,15417,657,507,1165,555,826,1380,778,344,1121,943,1271,2214,16,11,25,2949,2962,5911,2356,3144,5499,1006,1332,2338,245,344,587,708,1179,1884,15,14,27,4328,6012,10341,7302,8987,16291,629,623,1252,723,1003,1728,16,10,24,1373,1629,3003,5183,5175,10358,36025,36716,72743
LGA27170,515,537,1045,1152,1160,2315,584,528,1121,240,249,487,1984,1940,3924,766,776,1547,464,452,918,237,230,462,1462,1460,2928,189,155,345,112,171,284,268,148,415,205,347,553,7,4,12,783,823,1609,81,218,299,61,146,211,28,59,91,147,297,442,0,0,0,316,726,1046,1108,1552,2658,94,49,144,88,133,223,0,4,4,188,188,371,1087,1076,2157,6337,6745,13084
LGA27260,4519,4081,8600,11394,10583,21981,3025,3014,6038,2237,2323,4560,16698,15949,32651,6118,5370,11485,2201,2394,4595,1598,1588,3190,9934,9371,19310,1020,608,1626,980,1219,2197,837,405,1238,1201,2084,3283,12,12,27,4042,4327,8376,2911,3473,6381,1355,1871,3229,347,443,794,936,1552,2490,22,24,44,5580,7360,12942,9646,11715,21363,1257,1075,2333,1123,1615,2742,23,17,45,2413,2710,5116,9360,7932,17294,52569,51754,104320
LGA27350,637,622,1260,1481,1520,2998,239,216,456,200,231,437,1924,1966,3886,766,945,1707,251,182,435,364,415,783,1382,1541,2926,107,127,240,219,277,495,96,68,158,453,457,911,0,3,3,880,928,1810,1146,1689,2834,892,1178,2074,247,310,558,1008,1512,2518,6,4,18,3300,4699,7997,4185,5630,9815,97,171,272,284,343,629,9,0,11,394,514,907,2450,2250,4698,10960,12531,23495
LGA27450,1911,1787,3701,5136,4656,9793,937,916,1854,722,723,1447,6807,6311,13114,3282,3100,6384,1022,1083,2101,1095,1048,2145,5407,5231,10637,246,328,582,154,266,417,862,382,1250,635,885,1523,13,8,18,1917,1870,3786,909,1368,2279,260,523,786,182,257,434,488,1097,1589,3,9,20,1846,3256,5106,3764,5132,8906,142,145,280,308,547,857,5,3,12,451,693,1148,3021,2783,5803,21369,21941,43309
LGA27630,64,47,107,175,149,320,65,55,118,8,9,18,245,210,456,193,180,370,3,3,9,8,16,24,205,200,402,5,6,9,4,7,7,20,10,29,12,30,41,0,0,0,37,51,87,9,13,24,5,12,15,0,7,4,4,27,34,0,0,0,15,63,81,57,109,170,13,9,17,12,15,25,0,0,0,28,17,44,263,268,528,857,849,1708
LGA29399,4,5,5,15,15,32,0,0,0,5,0,5,18,15,36,12,7,16,0,3,4,0,5,5,8,11,25,0,0,0,0,0,0,4,4,5,0,10,5,0,0,0,6,8,15,0,11,16,5,7,4,0,4,4,5,3,10,0,0,0,11,22,38,17,36,51,0,0,0,0,6,11,0,0,0,0,6,6,127,124,251,179,204,375
LGA29499,45,31,78,137,129,266,10,10,20,9,11,18,155,154,303,63,78,137,6,4,17,3,14,14,73,97,172,12,26,36,6,29,37,13,4,20,24,27,52,4,0,3,54,92,146,39,50,90,23,41,69,5,20,21,22,42,64,0,0,0,91,152,244,148,246,391,13,11,25,17,25,39,0,0,0,27,40,71,2220,1366,3584,2670,1932,4600
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,29,25,3,29
LGA30250,8,8,18,54,47,105,0,0,0,0,0,0,56,48,107,7,18,25,0,0,0,3,4,3,10,22,29,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,52,50,99,126,137,261
LGA30300,26,38,66,111,104,217,72,63,136,9,9,11,189,180,370,103,96,195,6,0,11,12,17,30,123,111,236,4,3,13,3,5,9,6,13,12,3,17,20,0,0,0,17,37,50,0,10,18,6,14,12,0,11,17,10,21,31,0,0,0,22,53,79,34,91,130,0,6,6,7,10,14,0,0,0,8,17,22,208,203,407,589,641,1226
LGA30370,93,91,183,553,499,1056,65,81,148,59,66,128,679,648,1333,368,336,704,17,23,36,54,46,103,436,403,841,7,11,17,13,4,21,27,31,56,21,69,89,0,0,3,69,115,184,7,29,36,10,18,29,0,20,20,23,64,89,0,0,0,38,131,172,106,245,354,7,5,17,19,40,59,0,0,0,25,48,74,1002,851,1854,2345,2286,4636
LGA30410,14,15,31,106,113,220,26,19,46,0,0,0,131,126,263,64,54,124,5,12,16,0,0,4,73,66,141,4,0,4,0,0,0,3,5,11,4,13,16,0,0,0,14,14,30,0,12,12,4,7,9,0,4,4,11,25,28,0,0,0,11,44,57,29,63,89,0,0,3,0,4,12,0,0,0,3,10,12,163,141,299,418,419,838
LGA30450,0,0,3,10,10,24,0,4,4,0,0,0,10,11,23,0,0,0,0,8,8,0,0,3,3,3,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,18,19,37,30,46,78
LGA30760,14,6,19,36,44,84,31,37,66,4,0,4,73,83,150,33,27,62,3,9,8,9,0,9,40,37,79,4,0,4,0,0,0,0,5,3,3,5,7,0,0,0,4,9,18,0,7,9,0,6,5,0,0,0,3,8,12,0,0,0,8,16,21,9,28,34,0,0,0,3,0,3,0,0,0,3,0,3,85,80,163,221,231,447
LGA30900,5,4,12,21,27,48,0,0,0,0,0,0,21,24,49,0,4,3,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,4,0,0,0,0,0,4,0,0,0,0,3,3,32,28,59,66,68,136
LGA31000,11402,10590,21995,33730,32888,66611,10969,10414,21383,4678,4556,9232,49436,47918,97349,21853,20258,42107,11740,10626,22365,8561,8784,17349,42195,39720,81917,2652,2439,5091,3276,4600,7871,2543,1933,4477,4973,8054,13021,46,53,95,13491,17070,30563,22065,27100,49165,9409,10922,20337,3144,3857,6997,8548,12795,21343,54,75,124,43221,54745,97966,56778,71886,128658,2387,2459,4842,3348,4802,8153,47,50,98,5778,7314,13096,29058,24382,53441,194649,201805,396452
LGA31750,0,4,8,12,11,26,0,0,0,7,0,7,18,11,30,6,11,9,0,0,0,3,0,3,8,11,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,17,5,18,41,33,74
LGA31820,562,540,1101,2652,2415,5071,566,572,1135,480,438,920,3706,3432,7139,2046,1991,4040,751,762,1510,474,405,874,3272,3155,6424,91,95,185,79,146,231,191,188,375,235,475,717,3,8,13,601,922,1521,186,349,535,142,306,443,75,142,217,235,563,796,4,4,7,630,1372,1999,1236,2290,3526,104,103,207,221,288,511,4,3,4,334,391,724,3537,3232,6764,12637,13041,25681
LGA31900,98,69,166,405,388,793,153,127,275,44,46,93,596,566,1163,348,287,637,170,156,322,39,34,71,558,473,1033,17,12,27,7,9,13,33,22,55,29,54,84,0,0,0,81,94,178,24,44,70,12,27,40,5,18,30,35,77,110,0,0,0,75,169,243,161,267,425,15,8,20,26,40,68,0,0,0,37,49,89,862,719,1578,2307,2148,4454
LGA31950,4,4,7,10,12,26,0,0,5,0,0,0,8,13,27,5,0,5,0,6,6,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,4,3,3,9,0,0,0,4,0,4,0,0,0,4,0,4,51,34,89,73,59,131
LGA32080,1234,1201,2436,4182,3936,8119,2295,2221,4516,603,498,1096,7084,6665,13755,3848,3636,7480,1696,1762,3455,511,548,1057,6066,5953,12017,228,197,429,284,515,793,398,344,744,688,1352,2040,6,16,21,1605,2427,4023,640,1157,1799,438,834,1273,147,253,403,700,1445,2143,9,6,11,1935,3696,5627,3544,6134,9672,219,259,477,439,721,1167,7,12,22,676,996,1666,7809,6931,14747,26415,27879,54294
LGA32250,14,14,27,54,57,105,20,14,33,22,23,44,90,94,182,20,14,31,0,4,3,12,12,24,27,31,61,0,0,0,0,0,0,3,0,3,0,5,9,0,0,0,13,3,13,0,0,0,0,5,5,7,8,8,0,17,17,0,0,0,5,27,30,13,31,47,0,0,0,0,5,5,0,0,0,0,5,5,152,113,260,298,281,577
LGA32260,181,143,321,797,692,1489,290,266,559,29,28,60,1118,986,2107,717,663,1377,159,163,323,15,17,33,887,843,1730,20,13,34,26,34,68,45,30,74,34,146,178,5,5,8,131,227,359,24,62,88,21,41,57,7,21,25,45,133,180,0,0,0,94,254,346,228,483,706,36,37,77,48,105,152,0,4,8,87,147,238,1623,1380,3009,4123,3982,8104
LGA32270,241,240,484,1039,957,1999,338,388,723,55,77,133,1440,1419,2859,658,596,1254,285,261,549,58,67,127,1006,927,1926,38,25,66,15,29,47,63,57,121,94,167,259,5,0,7,221,268,488,23,74,99,21,79,99,12,53,61,82,175,256,0,0,5,139,377,520,358,652,1009,42,27,62,62,103,173,0,0,0,107,129,236,1874,1268,3143,5021,4636,9660
LGA32310,61,56,122,286,282,569,76,93,172,89,82,172,457,459,915,170,175,348,123,155,280,233,220,449,531,551,1075,18,8,25,0,6,6,6,20,26,13,51,67,0,0,0,39,97,129,8,19,30,3,16,25,3,12,12,26,55,78,0,0,0,43,100,143,77,193,278,5,5,16,8,18,27,0,0,0,14,27,47,877,730,1609,2024,2021,4043
LGA32330,11,7,19,101,74,177,31,24,52,0,0,0,131,101,233,37,52,89,0,5,5,6,0,6,37,52,90,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,6,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,21,0,0,0,0,0,0,0,0,0,0,0,0,26,16,44,211,195,403
LGA32450,25,34,57,84,72,157,75,53,126,0,0,0,154,128,282,62,52,112,13,15,23,0,3,6,78,73,149,0,0,0,0,0,0,14,14,29,14,18,30,0,0,0,26,34,56,3,0,7,0,4,9,0,3,3,16,24,41,0,0,0,25,29,54,45,63,110,0,3,3,7,3,6,0,0,0,7,4,14,361,224,590,676,531,1202
LGA32500,21,17,39,125,104,227,5,9,20,24,45,65,158,152,313,68,51,114,10,6,18,12,27,34,86,85,167,5,4,10,0,3,12,13,3,16,12,27,41,0,0,0,26,43,68,6,4,7,3,7,4,0,5,5,4,33,36,0,0,0,10,43,49,36,82,123,3,3,10,3,6,16,0,0,3,9,19,26,472,359,830,787,715,1498
LGA32600,0,4,4,8,16,23,0,0,0,0,0,0,7,16,21,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,0,0,0,4,23,16,42,38,39,82
LGA32750,0,0,0,8,4,10,4,0,3,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,3,0,6,0,0,0,0,0,0,3,0,6,32,24,53,47,36,79
LGA32770,15,20,31,90,80,167,0,0,0,0,0,0,90,80,167,41,38,78,0,0,0,0,0,4,40,42,85,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,4,6,3,0,0,0,3,3,10,5,5,9,0,0,0,3,0,0,0,0,0,3,0,3,57,50,101,213,192,405
LGA32810,68,62,126,308,332,638,84,71,155,10,4,9,394,404,802,258,236,498,51,47,94,13,21,34,319,305,627,8,3,11,15,10,26,20,14,41,41,83,125,0,0,5,85,121,199,8,14,28,15,31,49,6,16,23,27,73,94,0,0,0,61,135,193,141,256,396,9,15,24,20,42,62,3,0,4,34,64,93,765,684,1446,1720,1765,3488
LGA33100,9,8,14,20,28,50,0,0,0,0,0,0,22,30,50,0,3,0,10,0,10,0,0,0,10,3,16,0,0,0,0,0,3,0,3,3,0,3,3,0,0,0,0,7,8,0,3,0,0,3,3,0,0,0,0,3,3,0,0,0,0,12,13,0,15,18,0,0,0,0,0,0,0,0,0,0,0,5,48,44,92,91,99,183
LGA33200,14,8,25,44,49,91,15,24,35,0,0,0,57,74,131,22,18,37,3,0,3,3,6,4,30,17,43,5,0,5,3,5,3,3,0,3,0,6,7,0,0,0,8,8,22,0,3,3,0,4,3,0,0,0,7,10,20,0,0,0,6,18,26,18,28,46,0,0,0,3,3,7,0,0,0,3,3,7,82,103,187,208,232,440
LGA33220,601,641,1243,2541,2470,5010,684,651,1337,652,612,1265,3883,3743,7628,2224,2187,4410,533,506,1035,662,627,1285,3422,3318,6741,82,108,184,75,177,259,216,215,430,297,631,934,9,3,11,672,1140,1810,125,275,409,115,320,435,45,119,164,222,558,780,0,0,0,509,1273,1784,1181,2413,3595,115,114,236,175,323,495,0,5,8,291,447,736,4325,3524,7852,13706,14084,27789
LGA33360,516,468,982,2271,2256,4535,548,499,1052,213,206,423,3040,2967,6012,1877,1843,3716,363,410,772,230,175,403,2467,2436,4903,60,62,124,55,74,122,138,109,245,149,444,592,0,4,3,405,690,1094,109,194,300,53,211,263,54,107,162,173,491,668,0,0,0,384,1011,1403,793,1703,2501,86,78,162,167,250,419,0,4,4,252,331,580,2483,1994,4482,9558,9897,19460
LGA33430,6039,5450,11491,16425,15559,31986,3441,3367,6806,4891,4904,9797,24804,23883,48686,12371,11651,24017,2422,2485,4904,6057,5762,11811,20885,19929,40813,1017,1106,2116,1379,2191,3566,1683,1229,2915,2734,4764,7499,23,21,37,6829,9310,16138,5367,8005,13372,2598,3806,6402,891,1344,2235,2134,4324,6459,23,27,53,11016,17506,28525,17874,26850,44722,941,1015,1953,1588,2539,4130,22,25,40,2547,3572,6121,18828,19122,37946,90973,98805,189782
LGA33610,86,84,171,292,262,553,154,171,329,29,35,66,476,464,943,246,227,476,21,29,48,32,41,71,295,301,596,10,3,12,9,7,13,18,16,35,20,67,87,0,0,0,52,94,149,16,31,51,6,8,17,3,18,18,21,64,85,0,0,0,48,121,176,106,215,324,4,12,15,14,30,42,0,0,0,22,34,58,491,443,930,1474,1544,3017
LGA33620,325,300,628,1520,1412,2932,178,158,327,265,265,528,1958,1830,3789,1215,1083,2300,244,286,525,292,317,613,1755,1686,3434,53,54,107,33,76,114,94,116,207,107,303,411,0,3,5,280,555,842,83,174,263,68,156,230,26,65,95,64,265,325,0,3,0,248,667,910,531,1225,1756,64,81,145,90,153,243,0,0,4,154,234,390,2024,1797,3821,6743,7067,13816
LGA33800,68,53,117,196,183,384,161,163,330,3,4,9,363,354,719,161,176,336,157,138,295,3,4,13,321,317,640,18,8,23,3,5,16,21,14,35,23,44,67,4,0,4,71,73,138,12,24,35,4,14,17,6,13,15,13,47,58,0,0,0,31,94,135,101,166,272,4,7,12,7,24,32,0,0,0,16,35,50,496,418,912,1360,1347,2702
LGA33830,7,14,23,69,46,116,0,0,0,0,0,0,72,49,119,24,18,40,0,5,9,9,5,8,31,27,59,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,4,5,0,0,5,0,0,0,0,0,0,0,0,5,42,37,80,155,133,291
LGA33960,2362,2145,4510,8698,8097,16802,1731,1734,3461,1506,1487,2989,11955,11347,23302,5521,5402,10920,1743,1636,3379,1494,1561,3050,8770,8607,17379,350,434,786,313,659,966,487,527,1012,863,1541,2405,12,17,30,2031,3172,5200,1106,1772,2882,528,1060,1588,272,478,755,909,1837,2746,5,3,3,2823,5153,7979,4860,8342,13204,444,434,878,624,912,1538,9,12,24,1079,1355,2432,7513,6508,14023,36544,38300,74846
