LGA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA41190,335,9,0,0,0,347,161,6,0,0,0,165,7,0,0,0,0,13,9,0,0,0,0,14,10,0,0,0,0,10,64,0,0,0,0,67,14,0,0,0,0,15,0,0,0,0,0,0,107,0,0,7,0,112,39,0,0,0,0,41,5,0,0,4,0,8,649,17,0,4,0,675
LGA41330,248,0,10,12,0,279,89,0,0,0,0,93,68,4,12,0,0,84,21,0,5,0,0,19,5,0,0,0,0,5,56,0,0,0,0,69,28,0,9,4,4,35,3,0,0,0,0,3,180,7,20,5,0,221,35,0,0,0,0,38,41,3,3,5,0,51,592,13,41,22,4,674
LGA41560,2679,96,6,28,5,2815,1630,33,0,4,6,1671,629,73,10,3,0,723,131,75,0,0,0,207,31,12,0,0,0,47,392,24,5,0,3,426,58,7,0,3,0,73,7,3,0,0,0,10,1249,202,16,8,4,1488,116,52,0,0,0,169,107,10,0,3,0,126,5779,393,24,52,15,6267
LGA41750,191,0,0,5,0,200,82,0,0,3,0,85,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48,3,0,0,5,0,8,0,0,0,0,0,0,57,0,0,4,0,64,18,0,0,0,0,21,16,0,0,0,0,15,366,0,0,6,0,380
LGA41830,282,4,0,8,3,296,184,3,0,0,0,190,35,0,0,0,0,41,16,0,11,0,0,27,4,9,0,0,0,10,44,0,0,0,0,45,19,0,0,0,3,18,3,0,0,0,0,3,114,15,11,5,3,149,16,0,0,0,0,22,12,0,0,0,0,19,618,26,13,12,3,671
LGA41960,202,25,3,4,0,235,98,15,0,0,0,114,16,5,0,0,0,20,3,0,0,0,0,4,0,16,0,0,0,16,56,5,0,0,0,59,8,3,0,0,0,9,0,0,0,0,0,0,83,22,0,0,0,105,14,8,6,0,0,21,8,4,0,0,0,13,405,69,4,10,3,492
LGA42030,2475,476,4,24,12,2997,3695,229,9,0,12,3945,1111,357,33,0,0,1506,145,235,15,0,0,389,35,47,8,0,0,87,460,108,16,0,0,587,100,32,13,13,8,159,5,5,9,0,0,20,1855,781,90,18,8,2751,91,146,9,0,12,261,76,48,7,4,0,139,8193,1679,120,48,49,10089
LGA42110,808,17,0,0,0,824,442,11,0,0,0,448,75,16,0,0,0,88,8,4,0,0,0,15,5,10,0,0,0,14,149,9,0,0,0,158,30,0,0,0,0,27,0,0,0,0,0,0,259,36,5,0,0,303,65,9,0,0,0,69,25,0,0,0,0,26,1596,62,0,0,0,1673
LGA42250,1139,4,0,27,4,1183,1150,3,0,19,3,1175,96,8,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,4,131,6,0,5,0,140,43,0,0,0,0,44,0,0,0,0,0,0,273,10,0,4,5,293,69,0,0,3,3,77,40,0,0,0,0,40,2666,20,3,58,19,2771
LGA42600,3971,1436,590,16,9,6023,3239,1009,328,8,3,4584,726,1154,975,37,4,2898,47,110,49,0,0,211,45,92,94,5,0,233,406,555,266,9,6,1241,15,26,31,9,3,82,3,10,9,0,0,31,1244,1955,1428,53,13,4697,178,237,231,10,10,653,64,66,34,3,0,168,8700,4703,2607,88,35,16131
LGA42750,825,10,0,7,0,844,530,6,0,7,0,536,114,13,6,0,0,129,34,15,0,0,0,51,14,7,0,0,0,18,162,7,8,0,0,184,35,3,0,0,3,45,0,0,0,0,0,3,364,40,21,0,5,430,76,0,0,0,0,80,46,3,0,0,6,50,1840,49,24,13,19,1940
LGA43080,196,0,0,0,0,199,101,0,0,0,0,101,11,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,46,0,0,8,0,52,33,0,0,0,0,32,9,0,0,0,0,14,389,0,0,11,0,398
LGA43220,192,5,0,4,0,196,90,0,0,0,0,90,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,48,0,0,0,0,48,7,0,0,0,0,7,0,0,0,0,0,0,65,0,0,0,0,66,29,0,0,0,0,29,0,0,0,0,0,0,375,6,4,5,0,384
LGA43360,452,8,0,6,0,464,239,11,0,0,0,245,60,15,6,0,0,79,7,3,0,0,0,9,11,0,0,0,0,11,61,0,0,0,0,60,22,0,0,6,0,29,6,0,0,0,0,6,163,17,7,6,0,197,51,0,0,0,0,51,21,0,0,0,0,22,923,37,9,9,0,982
LGA43650,1860,13,0,7,0,1887,2680,12,0,3,4,2698,256,24,5,0,0,285,24,14,0,0,0,39,0,9,0,0,0,6,256,10,0,0,0,270,78,0,0,0,0,76,0,0,0,0,0,0,615,51,5,5,0,678,83,0,0,0,0,82,57,6,0,0,0,66,5299,74,6,16,5,5405
LGA43710,858,0,0,9,0,871,783,0,0,11,0,793,72,0,0,0,0,69,10,8,0,0,0,15,3,3,0,0,0,10,158,0,0,3,4,171,25,0,0,0,0,23,11,4,0,0,0,9,275,16,0,8,4,300,77,0,0,3,0,79,32,0,0,0,0,32,2019,26,0,23,4,2071
LGA43790,1796,70,0,13,5,1886,1338,28,0,4,3,1366,260,67,3,3,0,341,77,35,15,0,0,132,15,26,10,0,0,53,350,34,10,5,4,396,88,18,5,9,3,119,11,7,3,0,0,18,809,192,37,19,7,1066,120,78,0,4,0,202,90,25,5,6,0,118,4157,383,42,43,21,4649
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,19,3,0,0,5,0,8,7,0,0,0,0,8,17,12,0,7,0,28
LGA44060,9380,1661,390,0,11,11444,11460,2341,479,0,25,14304,2945,1757,666,0,20,5391,800,1077,412,0,10,2292,319,525,106,0,3,954,1452,643,297,6,11,2409,109,42,44,0,5,195,26,30,9,0,0,66,5652,4076,1534,3,41,11311,236,324,156,0,0,720,247,163,43,0,4,447,26969,8564,2606,9,81,38224
LGA44210,1697,27,0,79,14,1817,1124,5,0,13,9,1158,212,4,3,0,0,226,47,0,4,0,0,52,8,12,0,0,0,27,243,11,5,3,0,259,38,0,0,4,4,47,0,0,0,0,0,0,549,33,15,12,4,616,117,0,0,0,6,126,71,4,0,5,0,79,3567,63,18,108,31,3793
LGA44340,8290,894,405,28,8,9621,8997,689,411,13,7,10115,1194,364,872,4,7,2445,67,74,52,0,0,193,37,68,100,0,5,204,836,209,353,5,10,1419,63,24,22,7,8,124,12,5,4,0,0,21,2207,737,1407,17,26,4395,187,444,111,0,3,744,145,43,32,0,4,220,19832,2806,2365,51,52,25099
LGA44550,4034,104,13,42,11,4208,6592,88,12,3,7,6701,1610,186,18,0,6,1822,236,76,0,0,0,312,66,49,0,0,0,115,617,43,11,0,10,678,89,20,0,19,4,134,6,6,0,0,0,15,2629,384,37,19,15,3078,261,94,13,0,3,361,140,13,0,8,0,158,13649,681,70,77,34,14514
LGA44620,2960,236,130,4,3,3334,3419,142,72,0,0,3642,1014,445,423,0,5,1884,271,358,150,0,0,779,46,34,16,0,0,97,421,61,71,0,4,560,60,28,19,0,0,109,13,4,14,0,0,30,1822,937,693,0,7,3463,194,133,16,0,3,350,100,32,20,0,15,165,8497,1484,934,9,27,10947
LGA44830,638,3,0,17,0,662,302,0,0,0,0,309,26,0,0,0,0,26,11,0,4,0,0,16,8,0,0,0,0,9,81,0,0,0,0,81,4,0,0,3,0,4,0,0,0,0,0,0,131,0,10,3,0,136,39,0,0,0,0,39,13,0,0,0,0,18,1128,3,8,26,5,1167
LGA45040,2591,78,0,55,13,2736,2553,39,5,3,11,2604,1152,256,32,0,4,1440,229,242,0,0,0,477,53,36,0,0,0,84,482,52,0,3,8,543,69,23,3,10,0,108,12,8,0,0,0,21,1993,618,36,19,14,2679,190,42,0,0,0,240,140,25,0,4,6,169,7468,807,36,74,39,8426
LGA45090,1268,16,0,9,5,1298,1009,4,0,0,3,1017,251,44,0,0,0,294,54,7,0,0,0,62,27,20,0,0,0,47,248,18,0,0,0,270,84,3,0,4,3,89,13,0,0,0,0,17,672,104,7,4,4,787,98,13,0,0,0,112,59,5,0,0,3,64,3108,138,9,10,15,3281
LGA45120,915,4,0,9,5,928,522,0,0,0,0,528,91,0,0,0,0,88,17,25,0,0,0,38,6,9,0,0,0,11,150,5,0,3,0,158,22,0,0,0,0,24,0,0,0,0,0,0,285,37,0,6,0,326,74,9,0,0,0,78,30,0,0,0,0,28,1824,51,0,12,6,1884
LGA45290,3625,1123,347,19,11,5120,2785,961,380,4,7,4130,938,1285,1173,6,8,3407,51,308,180,0,4,543,12,105,101,0,0,216,538,463,418,9,3,1429,54,37,56,12,6,155,4,14,20,0,0,34,1596,2204,1942,27,25,5794,150,346,260,3,4,756,63,42,45,0,3,156,8222,4676,2971,49,46,15965
LGA45340,19269,1014,184,195,18,20695,28200,999,211,11,36,29463,6442,1106,306,4,10,7870,1439,788,213,0,3,2437,424,168,41,0,3,639,3422,409,98,6,10,3954,165,89,18,114,4,390,67,37,9,5,0,110,11967,2602,677,131,33,15402,646,974,130,8,4,1764,586,175,32,16,10,816,60671,5761,1237,365,98,68135
LGA45400,199,0,0,0,0,205,84,0,0,0,0,81,0,3,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,32,3,0,0,0,34,9,0,0,0,0,15,5,0,0,0,0,5,331,4,0,0,0,340
LGA45540,360,4,0,0,0,366,154,0,0,5,0,157,53,5,0,0,0,57,12,8,0,0,0,22,3,0,0,0,0,5,65,0,0,0,0,65,11,0,0,0,0,13,0,0,0,0,0,0,143,16,0,0,0,156,10,3,0,0,0,18,21,0,0,0,3,27,689,27,0,8,7,723
LGA45680,6658,461,11,62,10,7199,13551,715,14,9,21,14307,5145,1527,85,0,5,6767,931,1457,107,0,4,2500,197,378,20,0,3,600,1899,330,24,0,5,2261,452,54,4,11,0,528,62,41,6,0,0,108,8688,3792,243,15,27,12760,289,81,0,3,0,381,454,162,5,3,8,637,29640,5215,278,86,64,35285
LGA45890,10806,1665,402,69,23,12969,14526,2924,572,20,42,18082,4577,2201,1420,19,35,8259,1694,1685,491,0,5,3874,834,504,220,0,4,1558,2328,895,513,15,18,3774,457,162,115,12,7,755,71,47,27,0,0,143,9967,5494,2788,50,68,18367,413,389,54,6,5,866,444,209,74,0,11,741,36155,10683,3889,144,144,51024
LGA46090,1488,88,9,17,11,1615,1355,58,14,7,0,1436,512,199,108,0,4,818,275,152,166,0,4,594,27,12,22,0,0,57,257,30,17,0,4,311,84,22,3,9,0,120,3,0,3,0,0,14,1159,419,322,10,8,1913,56,4,7,5,0,73,70,18,11,3,0,102,4128,588,361,42,27,5143
LGA46300,1640,105,48,12,4,1815,1640,91,14,0,0,1751,506,195,122,0,0,828,290,125,59,0,0,471,26,7,13,0,0,46,377,74,49,0,3,508,55,13,17,0,0,80,9,6,5,0,0,20,1266,424,254,5,8,1955,90,3,19,0,5,117,60,28,13,19,3,120,4701,653,352,38,16,5760
LGA46450,2347,118,6,9,13,2504,2180,65,4,6,0,2255,712,228,15,0,0,958,214,302,53,0,4,573,24,20,15,0,0,66,367,49,4,3,0,423,63,8,0,12,0,82,10,8,0,0,0,20,1388,615,92,17,7,2117,93,26,0,0,3,124,112,35,3,0,0,156,6116,867,108,34,24,7154
LGA46510,2236,251,86,5,0,2581,2291,378,181,0,3,2855,657,501,656,7,6,1824,62,128,40,0,0,232,12,58,30,0,0,106,312,187,186,4,0,689,31,21,40,0,0,100,3,3,9,0,0,20,1078,914,956,6,14,2971,66,79,14,0,0,160,46,21,10,0,0,69,5718,1644,1253,14,15,8635
LGA46670,1317,66,0,29,7,1420,1133,64,0,0,0,1199,258,77,30,0,0,357,98,41,11,0,6,149,11,28,5,0,0,40,257,58,21,8,0,346,86,20,9,0,0,115,9,6,0,0,0,13,712,220,68,8,8,1014,61,68,0,0,0,128,58,10,0,0,5,70,3277,419,76,41,19,3837
LGA46860,295,5,4,4,0,308,160,0,0,0,0,161,57,7,0,0,0,66,4,0,0,0,0,4,3,0,0,0,0,3,42,0,0,0,0,46,14,0,0,0,0,16,0,0,0,0,0,0,126,11,0,0,0,134,28,0,0,3,0,35,15,0,0,0,0,14,625,14,4,8,0,650
LGA46970,77,0,0,0,3,81,261,0,0,0,0,259,348,0,20,0,0,370,18,0,0,0,0,18,3,0,0,0,0,3,27,0,0,0,0,33,370,0,5,0,0,380,0,0,0,0,0,0,771,0,27,0,0,802,31,0,0,0,0,34,18,0,0,0,0,18,1158,0,33,7,3,1195
LGA47140,13168,930,140,81,13,14339,19415,1359,289,8,28,21101,4915,1433,966,4,23,7335,1478,969,286,0,7,2738,360,159,82,0,3,604,2845,502,207,3,18,3571,549,132,85,45,14,822,67,38,27,0,4,132,10214,3225,1648,55,62,15196,407,548,42,6,0,1005,575,145,52,7,10,784,43781,6207,2179,157,108,52426
LGA47290,376,0,0,8,0,384,185,0,0,3,0,185,0,0,0,3,0,3,13,0,3,0,0,14,4,0,0,0,0,5,66,0,0,0,0,68,46,0,0,0,0,55,0,0,0,0,0,0,132,0,10,6,0,147,67,0,0,0,0,67,14,0,0,0,0,19,773,0,11,17,6,799
LGA47490,385,0,3,7,0,397,206,0,0,0,0,204,46,0,0,0,0,49,10,4,0,0,0,17,0,0,0,0,0,0,43,0,0,0,0,43,16,0,0,5,0,21,0,0,0,0,0,0,118,4,5,5,0,136,37,0,0,3,0,42,20,0,0,0,0,22,762,5,8,16,0,795
LGA47630,932,11,0,7,0,959,827,4,0,4,0,827,204,12,7,0,0,224,24,4,0,0,0,32,18,4,0,0,0,22,179,4,0,0,4,182,83,12,0,5,0,95,3,0,0,0,0,4,507,43,7,5,6,554,118,14,0,0,0,133,61,0,0,0,0,63,2440,78,7,14,10,2546
LGA47700,12565,645,214,12,9,13445,15735,675,198,5,13,16621,2877,541,185,0,3,3608,778,297,53,0,0,1128,88,70,15,0,0,176,1550,220,93,0,4,1871,174,29,12,0,5,216,36,8,6,0,0,44,5494,1164,361,0,16,7034,325,619,161,0,4,1110,288,65,29,0,0,380,34400,3172,966,17,39,38595
LGA47800,929,5,0,7,0,944,538,6,0,3,0,547,135,10,0,0,0,146,45,6,7,0,0,52,24,7,0,0,0,34,161,6,0,0,0,167,85,4,0,0,0,85,4,0,0,0,0,4,457,34,7,4,0,493,141,10,4,0,5,157,40,3,0,0,0,49,2106,53,5,13,12,2188
LGA47910,560,19,18,16,0,607,249,8,0,0,3,261,58,3,10,0,0,68,3,0,0,0,0,10,0,18,0,0,0,18,83,13,14,3,0,108,11,3,9,3,3,24,0,0,0,0,0,5,152,34,28,4,6,226,50,0,0,0,0,52,28,4,0,0,0,31,1042,62,49,27,7,1181
LGA47980,4286,751,557,0,6,5605,3357,624,502,0,6,4485,843,610,1447,7,4,2908,30,185,125,0,0,344,3,55,106,0,5,173,449,266,508,4,7,1234,18,15,46,0,3,82,7,8,12,0,0,23,1345,1144,2242,9,17,4765,120,177,248,0,4,548,51,24,45,0,5,126,9166,2724,3593,10,29,15526
LGA48050,3365,170,23,23,9,3594,1624,61,11,0,9,1700,630,133,50,0,4,819,35,13,0,0,0,48,42,43,9,0,0,92,383,54,5,0,0,444,44,13,0,9,0,63,7,5,0,0,0,10,1139,251,76,8,9,1478,115,145,11,0,7,280,82,18,4,0,0,103,6322,652,118,34,29,7156
LGA48130,1001,37,0,14,0,1050,834,17,0,0,0,859,156,20,0,0,0,183,5,9,0,0,0,19,11,15,4,0,0,30,252,24,0,0,0,277,50,8,0,4,0,65,10,0,0,0,0,15,485,82,10,5,0,578,100,23,0,0,0,122,49,4,0,0,0,51,2464,164,10,17,7,2667
LGA48260,1024,227,37,13,5,1297,708,141,34,0,0,890,208,161,147,0,0,513,0,27,102,0,0,133,0,22,6,0,0,26,80,51,45,0,0,174,11,3,4,0,0,22,0,0,4,0,0,6,303,264,304,0,3,877,40,44,10,0,0,98,14,9,0,0,0,24,2089,682,393,12,8,3184
LGA48340,1981,32,21,8,3,2046,1476,30,3,6,5,1521,266,69,80,0,0,418,68,43,0,0,0,115,25,26,0,0,0,51,240,13,12,0,4,267,71,3,0,0,0,74,8,3,0,0,0,13,681,161,94,0,4,937,130,3,0,4,0,141,76,4,7,0,0,83,4342,229,117,20,13,4726
LGA48410,6132,884,349,0,12,7371,5914,1228,468,0,21,7636,1999,1289,1565,3,33,4885,303,493,241,0,4,1043,77,167,118,0,13,380,1208,637,589,9,7,2448,117,66,125,0,12,321,19,22,17,0,4,62,3715,2676,2663,11,68,9134,245,319,143,0,6,713,147,71,39,0,0,264,16148,5188,3662,17,106,25122
LGA48540,1799,555,24,12,12,2403,1990,752,25,5,4,2774,615,567,129,0,0,1311,164,1157,176,0,0,1495,10,32,0,0,0,41,226,261,9,3,5,501,99,41,23,0,5,172,7,21,0,0,0,27,1123,2074,336,4,13,3548,53,20,3,5,0,85,67,99,11,0,3,178,5029,3497,408,28,30,8984
LGA48640,195,8,0,3,0,208,84,0,0,0,0,89,3,0,0,0,0,3,11,3,0,0,0,16,0,0,0,0,0,0,46,0,0,0,0,46,18,0,0,0,0,16,0,0,0,0,0,0,77,3,0,0,0,82,24,0,0,0,0,27,8,0,0,0,0,10,390,7,0,3,0,414
LGA48750,1123,29,14,27,0,1189,767,10,0,0,0,781,130,20,23,0,0,175,3,6,0,0,0,11,0,5,0,0,0,13,138,13,7,4,0,156,19,0,0,0,0,23,0,0,0,0,0,0,291,40,31,9,0,379,78,0,0,7,0,88,27,0,0,5,0,35,2290,83,51,42,0,2466
LGA48830,2597,43,3,83,3,2728,1068,19,0,3,0,1092,220,4,5,4,0,234,67,30,9,0,0,104,43,9,0,0,0,51,350,16,5,3,0,368,67,0,6,17,0,88,10,0,0,0,0,10,750,60,16,24,0,857,161,5,0,4,0,166,92,9,0,7,4,113,4670,130,25,122,10,4954
LGA49399,299,0,6,35,29,368,69,0,0,4,0,75,3,0,0,0,0,9,131,6,0,6,8,144,40,0,0,0,0,42,40,0,0,0,8,49,86,0,0,7,7,105,5,0,0,0,0,5,307,10,5,10,22,355,142,6,5,6,14,175,23,0,0,0,5,34,838,14,14,63,70,1008
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,5212,177,12,138,7,5545,4667,89,12,6,9,4780,1331,238,15,3,0,1582,422,168,7,0,3,596,94,155,10,0,0,263,988,84,9,5,0,1089,144,36,6,51,4,235,11,16,0,0,0,28,2999,690,42,58,10,3798,267,94,4,7,0,383,181,43,0,9,0,230,13322,1090,67,219,34,14733
LGA50210,6407,443,16,151,8,7031,16928,542,35,10,13,17523,3294,910,54,0,8,4264,281,297,32,0,0,611,25,116,25,0,0,166,1577,238,17,4,6,1842,161,55,3,50,0,266,23,17,0,0,0,41,5367,1628,134,55,11,7189,218,129,24,8,4,381,344,70,12,9,4,436,29258,2807,219,231,31,32549
LGA50250,82,0,0,30,3,117,36,3,0,4,4,50,52,7,14,3,0,79,75,9,0,0,3,88,48,8,3,0,0,54,28,0,0,4,0,36,876,34,7,7,11,940,6,0,4,0,0,8,1086,60,24,12,17,1201,150,17,9,3,8,187,19,0,0,6,8,27,1370,81,35,64,33,1581
LGA50280,1907,53,3,37,5,2012,2122,47,9,0,5,2186,497,47,3,0,4,552,56,37,10,0,0,99,8,11,0,0,0,14,573,36,6,9,4,632,64,0,0,27,5,93,4,0,0,0,0,9,1199,135,23,40,12,1405,117,30,9,4,4,166,94,9,3,7,6,118,5441,278,41,92,34,5885
LGA50350,1624,201,69,0,0,1894,2161,312,75,0,6,2554,588,209,80,0,4,885,124,149,30,0,0,296,35,31,0,0,0,65,323,94,21,0,0,444,19,4,0,0,0,24,6,7,0,0,0,18,1094,494,138,5,4,1730,59,35,9,0,0,97,52,20,0,0,0,73,4987,1061,283,5,7,6350
LGA50420,7015,980,276,0,0,8280,7974,1546,578,4,4,10106,2568,1498,1254,0,7,5322,227,407,143,0,0,780,35,80,19,0,0,135,1455,561,363,0,4,2382,158,77,36,0,3,282,11,19,7,0,0,40,4465,2645,1819,0,11,8945,198,136,31,0,0,366,210,99,36,0,6,353,19872,5399,2750,9,27,28055
LGA50490,3083,457,234,4,4,3774,3934,821,537,0,5,5291,2196,1185,1267,0,6,4649,498,461,61,0,0,1010,62,67,7,0,0,149,872,314,243,0,3,1437,122,46,20,6,4,189,31,11,5,0,0,49,3779,2086,1603,5,15,7486,136,34,19,0,0,195,139,61,61,6,5,273,11064,3450,2444,23,30,17018
LGA50560,361,0,0,3,0,367,173,0,0,5,0,181,19,0,0,0,0,19,7,6,0,0,0,10,0,0,0,3,0,4,34,0,0,0,0,39,7,0,0,0,0,7,0,0,0,0,0,0,66,6,0,8,0,81,37,0,0,0,0,37,11,0,0,0,0,10,647,11,0,12,4,676
LGA50630,200,0,0,3,0,203,195,0,0,0,0,195,62,7,0,0,0,67,12,0,0,0,0,17,4,3,0,0,0,5,44,0,0,0,0,45,32,0,0,0,0,35,0,0,0,0,0,0,151,16,0,0,0,166,14,5,0,0,0,17,10,6,0,0,0,13,577,18,0,5,0,599
LGA50770,328,0,0,0,0,340,170,0,0,0,0,170,23,0,0,0,0,23,12,0,0,0,0,12,0,0,0,0,0,0,55,0,0,0,0,55,16,0,0,0,0,16,0,0,0,0,0,0,109,0,0,0,0,117,37,0,0,0,0,42,10,0,0,0,0,10,667,4,0,3,0,677
LGA50840,891,4,0,9,3,910,691,0,0,4,0,697,130,3,3,0,0,140,31,10,0,0,0,41,8,6,0,0,0,13,111,0,5,0,0,110,23,0,0,0,0,30,0,0,0,0,0,5,307,19,7,0,0,337,45,26,0,0,0,68,25,4,0,0,0,26,1954,58,7,16,7,2039
LGA50910,167,0,0,0,0,171,63,0,0,0,0,63,3,0,0,0,0,3,11,3,0,0,0,16,0,4,0,0,0,5,28,0,0,0,0,27,13,0,0,0,0,13,0,0,0,0,0,0,54,8,0,0,0,66,28,0,0,0,0,28,3,0,0,0,0,7,323,10,0,0,0,332
LGA50980,569,42,8,136,23,774,1233,70,14,24,3,1351,513,207,58,10,5,795,702,217,6,3,6,936,158,30,0,0,8,200,272,43,20,13,13,361,275,47,4,36,17,377,12,3,0,0,0,23,1939,546,98,63,49,2691,129,11,0,16,10,175,124,28,3,14,11,183,3992,701,124,258,101,5172
LGA51080,193,0,0,3,0,195,76,0,0,0,0,76,6,0,0,0,0,6,14,0,0,0,0,13,0,4,0,0,0,10,20,0,0,0,0,20,14,0,0,0,0,18,0,0,0,0,0,0,56,3,0,0,4,61,31,0,0,0,0,36,11,0,0,0,0,11,367,3,0,3,5,377
LGA51120,153,0,0,0,8,168,58,0,0,0,0,61,6,0,0,3,0,9,5,0,0,0,0,6,0,12,0,4,0,11,16,0,0,0,0,20,19,0,0,0,0,20,0,0,0,0,0,0,45,15,0,8,0,70,26,0,0,0,4,32,6,0,0,0,3,4,286,18,0,8,16,332
LGA51190,3449,499,69,76,3,4091,3810,345,51,5,8,4208,1455,660,242,3,4,2364,224,387,11,0,0,622,39,123,29,0,0,198,880,263,50,0,0,1193,79,50,9,13,0,148,14,18,0,0,0,27,2688,1498,343,18,12,4557,102,130,13,5,0,252,121,94,7,11,8,246,10171,2556,490,116,28,13356
LGA51260,4908,338,29,142,7,5419,5122,222,11,16,4,5370,1457,237,3,6,6,1709,261,212,0,0,0,477,21,60,0,0,0,92,916,81,11,7,4,1018,125,19,4,67,5,217,13,3,0,0,0,15,2796,615,20,82,14,3526,236,155,17,22,0,431,183,46,0,9,7,242,13238,1366,74,268,36,14988
LGA51310,3479,359,249,0,5,4103,3037,329,327,0,6,3693,687,248,630,0,3,1570,3,19,5,0,0,27,0,5,5,0,0,16,273,90,194,0,0,558,18,0,15,0,0,29,0,3,0,0,0,0,979,368,850,0,4,2201,82,126,107,0,0,308,45,15,18,0,0,73,7619,1202,1540,0,16,10378
LGA51330,9285,862,182,6,11,10354,10121,1204,299,7,4,11627,4074,1767,515,14,18,6386,338,429,53,0,0,820,88,77,13,0,0,184,1773,642,125,0,11,2559,264,103,39,8,3,406,30,25,8,0,0,59,6570,3037,752,17,31,10408,351,237,65,0,3,653,276,94,15,4,13,403,26598,5434,1317,38,61,33444
LGA51400,1722,18,0,3,0,1752,2996,16,0,0,4,3013,642,16,0,0,0,655,81,79,24,0,0,187,7,38,37,0,0,79,338,7,0,0,0,339,28,0,0,0,0,28,9,4,0,0,0,9,1103,142,63,6,0,1311,60,3,6,0,5,65,69,7,0,0,0,81,5949,188,69,8,8,6221
