LGA_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
LGA11570,0,5,7,51,53,61,56,37,3,280,22,128,384,3150,1964,2355,1298,622,384,10305,0,3,0,36,16,43,87,83,33,306,14,81,83,394,138,211,252,133,58,1375,8,54,49,249,189,232,223,137,79,1222,0,20,48,323,255,281,206,82,18,1236,0,0,7,34,32,17,11,5,3,111,0,0,10,78,31,34,77,82,47,357,0,33,66,151,150,394,1037,1434,568,3829,3,17,55,423,162,290,248,43,11,1257,41,194,222,1328,302,212,135,75,33,2546,16,53,152,970,471,342,201,56,21,2296,3,14,32,127,23,29,15,3,4,248,0,35,80,405,193,104,46,22,14,890,0,7,7,78,44,36,34,35,14,255,0,9,15,113,70,259,414,535,317,1731,0,7,14,113,86,49,15,6,3,294,5,15,69,410,318,307,226,137,66,1551,24,155,330,2223,2173,2714,1825,772,281,10498,6,58,101,545,184,149,156,45,6,1260
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,10,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,5,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14
LGA11650,0,3,3,34,47,26,58,28,4,206,0,22,32,380,235,250,200,47,14,1184,0,0,0,10,15,31,35,36,14,145,3,17,0,33,4,31,37,43,22,195,16,226,294,1157,1059,1684,1634,1292,564,7932,0,4,11,80,53,44,35,12,4,246,0,0,4,61,32,31,23,10,4,170,0,5,11,111,58,98,181,143,69,682,0,0,7,12,5,22,53,55,20,166,0,8,15,45,24,48,40,5,0,187,12,69,73,665,88,76,73,47,14,1128,0,10,16,122,65,34,36,15,3,305,0,4,6,44,20,24,11,4,0,106,0,0,4,10,4,7,0,4,0,25,0,42,17,111,108,103,118,69,30,593,0,7,3,34,25,67,117,82,46,375,5,18,12,89,73,38,20,8,0,255,5,19,30,196,104,53,28,14,0,458,0,0,4,17,17,26,18,12,3,99,0,6,17,78,48,60,61,18,7,292
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,0,0,0,0,0,4,0,0,0,3,0,0,0,12,11,10,3,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,8,0,8,12,63,77,157,152,86,30,587,0,0,0,5,3,3,3,0,0,22,0,0,0,6,0,0,0,0,0,14,0,0,3,4,7,11,30,27,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,13,0,8,3,47,9,4,9,0,0,80,0,0,0,6,7,0,0,3,0,11,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,7,0,0,27,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,5,0,4,0,11,5,7,3,0,0,28
LGA11730,0,0,0,0,0,0,0,0,0,8,0,4,0,13,11,9,4,0,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,17,7,57,60,161,184,126,43,659,0,0,0,4,0,6,7,4,0,10,0,0,0,3,4,9,4,6,0,25,0,0,0,13,10,20,26,12,8,94,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,11,3,0,0,18,3,0,5,45,11,0,12,0,0,84,0,0,0,5,11,0,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,4,20,0,0,0,6,4,7,7,3,6,20,0,3,0,8,5,4,8,0,0,20,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,5,0,25
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11800,0,0,0,8,3,0,6,0,0,11,0,5,10,55,23,23,12,0,3,125,0,0,0,0,0,5,5,8,0,11,0,0,0,6,0,0,7,0,0,13,0,30,41,149,154,283,310,227,111,1296,0,4,4,10,13,15,4,0,0,53,0,0,5,13,10,3,8,4,4,44,0,3,3,30,23,41,54,41,13,206,0,0,0,0,0,0,3,0,0,9,0,3,4,15,3,9,9,3,0,42,0,28,43,370,75,75,52,21,8,682,0,4,4,28,9,8,10,4,0,62,0,0,0,0,0,3,0,0,0,11,11,66,38,70,10,6,3,0,0,205,0,4,3,26,9,9,15,14,0,79,0,0,5,9,5,5,16,11,6,53,0,0,6,45,20,3,3,0,0,76,0,0,0,26,0,0,6,0,0,34,0,0,0,0,3,8,0,0,0,10,14,33,12,67,23,10,11,5,0,168
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12160,0,0,0,0,0,0,0,0,0,0,0,0,3,21,5,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,24,35,15,7,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12350,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,4,3,0,0,14,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,25,36,20,3,100,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,18,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,4,0,4,3,11,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
LGA12380,0,4,3,44,34,38,45,24,4,202,13,73,379,2728,1407,1581,734,372,178,7466,0,0,0,24,28,67,161,120,41,440,7,37,29,103,25,61,59,39,14,382,0,28,24,77,50,106,109,74,44,512,0,8,43,297,218,227,144,57,13,1007,0,0,0,15,5,4,8,0,0,32,0,3,8,37,23,13,31,34,10,162,0,0,0,9,12,26,97,151,33,328,0,17,36,226,76,196,101,14,0,673,188,1003,623,5550,673,353,256,105,37,8795,0,12,33,229,109,63,47,23,7,521,6,58,140,389,91,65,38,11,11,803,8,75,143,609,285,186,43,31,10,1389,0,3,3,14,17,19,26,13,4,109,0,0,12,24,25,75,161,168,141,604,0,0,9,46,23,8,0,7,5,89,12,35,155,1007,408,396,159,87,14,2269,31,83,178,1338,1114,1340,878,362,108,5436,4,25,60,332,97,84,75,24,6,714
LGA12390,0,0,0,6,0,0,0,0,0,9,0,6,8,45,15,12,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,12,5,39,23,68,59,44,15,275,0,3,0,19,7,6,0,0,0,26,0,0,0,12,0,5,0,0,0,12,0,0,0,11,0,0,13,11,0,46,0,0,0,0,4,4,0,4,4,17,0,0,0,8,0,3,0,0,0,15,6,38,9,254,20,19,8,8,0,360,0,0,0,10,0,6,0,0,0,16,0,0,0,7,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,4,0,7,0,0,0,3,0,18,0,0,0,6,0,0,5,3,5,13,0,0,0,9,0,0,0,0,0,8,0,0,4,23,0,0,0,0,0,30,0,0,0,0,3,0,3,0,0,18,0,0,0,12,5,7,0,0,0,27
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,21,29,22,4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,10,6,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,0,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
LGA12750,0,0,0,5,0,7,3,3,3,21,0,0,0,10,13,0,3,0,0,35,0,0,0,0,3,12,25,18,7,59,0,0,0,0,0,3,0,0,0,4,0,8,7,40,71,230,317,217,77,973,0,0,0,6,0,4,6,5,0,15,0,0,0,3,3,6,0,7,0,27,0,0,3,13,12,27,62,48,19,178,0,0,0,0,0,4,11,10,0,17,0,0,0,0,0,0,6,0,0,10,0,9,4,49,0,8,3,3,3,82,0,0,0,7,0,5,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,10,12,11,6,56,0,0,0,0,0,12,14,11,4,43,0,3,0,4,4,3,4,0,0,16,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,7,6,3,0,0,24
LGA12850,0,4,13,86,125,191,201,111,33,759,3,22,57,421,365,506,304,192,225,2093,0,0,0,79,61,164,295,239,108,937,0,4,13,30,14,43,37,43,9,198,0,9,13,25,32,89,87,73,28,358,0,11,17,198,115,189,93,37,15,671,0,0,9,14,3,8,4,0,0,43,0,4,11,25,7,9,59,64,22,204,0,4,24,23,4,15,46,63,16,201,0,5,0,104,23,37,38,3,4,219,0,13,17,122,38,46,42,13,4,291,0,11,19,118,45,46,40,14,0,290,0,18,42,184,75,108,78,43,22,578,13,1089,1483,4173,2036,1764,1215,573,221,12563,0,0,0,4,8,4,18,7,3,47,0,10,11,19,49,191,411,559,319,1565,0,0,0,19,12,0,6,0,4,36,0,4,5,37,6,8,6,0,3,71,40,91,60,275,257,290,182,55,18,1263,0,3,25,131,45,44,48,11,3,317
LGA12870,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,38,46,43,18,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,11,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,4,0,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15,10,11,0,53,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12930,0,3,5,57,38,19,33,14,0,173,26,221,527,4019,2044,2394,1390,644,405,11668,0,0,0,28,32,58,128,119,32,389,0,18,27,111,77,113,122,97,46,613,3,35,37,140,121,154,123,129,51,790,0,3,17,124,78,104,59,28,10,433,0,3,4,26,13,6,5,4,4,58,0,5,6,30,13,19,20,43,10,150,0,17,34,67,71,177,353,437,188,1339,13,34,68,501,270,536,356,66,29,1869,4,88,52,512,124,94,69,44,21,1014,0,9,57,393,199,99,104,43,4,913,0,3,0,40,11,10,4,0,0,69,0,0,0,30,12,10,5,0,0,58,0,12,3,41,22,31,24,10,0,143,0,6,3,34,25,74,147,173,97,549,0,7,12,112,56,42,16,3,3,244,0,6,16,106,63,39,23,15,4,276,7,3,22,200,205,209,161,69,20,890,4,16,48,255,118,126,136,45,11,759
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,9,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,21,29,26,8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13310,0,0,0,3,5,0,5,0,0,14,0,0,5,33,17,9,9,0,0,68,0,0,0,0,0,5,7,4,0,16,0,0,0,0,0,0,4,0,0,8,0,5,4,35,44,87,99,63,24,363,0,0,0,13,8,3,0,4,0,27,0,0,3,0,0,0,0,0,0,13,0,0,0,3,3,6,11,9,5,44,0,0,0,0,0,3,0,6,0,17,0,3,0,4,0,0,5,0,0,8,3,6,3,79,4,7,5,0,3,115,0,0,0,9,6,4,0,0,0,18,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,12,0,0,0,4,0,3,8,6,0,20,0,0,0,3,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,27,0,3,0,3,5,5,0,0,0,17,0,0,0,10,5,7,9,0,0,27
LGA13340,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,13,33,20,14,3,102,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,5,10,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA13450,0,0,0,3,0,5,0,0,0,12,0,0,4,22,13,8,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,20,12,33,14,10,4,108,0,4,7,22,22,15,5,0,0,79,0,0,0,5,0,0,0,0,0,6,0,0,0,7,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,0,0,0,8,7,30,44,516,144,86,36,5,0,873,0,0,0,11,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,3,0,0,0,15,0,0,3,18,8,30,119,153,113,446,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,5,11,94,9,3,0,0,0,124
LGA13550,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,17,9,9,5,63,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,3,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,8,10,6,41,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
