LGA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
LGA20570,0,0,4,5,4,0,0,0,0,13,3165,6924,6142,11466,5473,5258,4302,2275,757,45759,0,0,8,30,11,0,0,0,0,49,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,0,0,0,0,14,0,0,0,4,0,0,0,0,0,3,0,0,0,24,9,16,13,4,0,64,0,0,0,3,3,3,0,3,0,17,0,22,33,151,28,33,19,8,0,295,0,0,0,4,10,7,19,22,9,65,0,0,11,4,3,0,4,6,0,32,0,62,45,188,157,225,285,183,51,1200,0,3,5,9,3,3,7,0,0,35,0,3,5,12,0,8,5,0,0,29,0,4,3,9,14,11,65,26,5,136,0,0,0,0,0,0,11,12,5,39,0,5,6,10,8,3,5,0,0,40,6,40,173,656,98,15,19,9,0,1017,0,6,4,14,9,0,3,4,0,38,0,0,0,16,9,0,0,0,0,30
LGA20660,0,0,4,9,3,3,0,0,0,19,3443,7034,6062,11279,5888,4751,3612,2031,652,44755,0,0,3,28,0,0,0,0,0,35,0,0,0,17,0,12,10,4,0,49,0,0,3,24,5,4,0,0,0,36,0,0,0,7,10,4,4,0,0,24,4,11,6,41,24,9,8,5,0,112,0,3,0,26,9,3,3,3,0,45,6,71,190,721,229,253,165,49,23,1693,0,0,4,6,23,33,31,46,15,163,0,0,4,25,9,20,32,22,0,119,12,72,79,391,322,306,260,220,70,1737,0,0,8,18,9,11,11,4,0,56,0,3,5,29,14,10,3,0,0,73,8,7,6,37,25,24,51,45,14,220,0,7,9,25,29,116,145,135,80,534,4,18,10,91,28,35,31,13,3,230,12,70,131,821,131,75,57,21,12,1333,0,3,11,45,8,14,11,0,3,111,0,14,17,268,53,23,12,6,0,395
LGA20740,0,0,0,0,0,0,0,0,0,0,861,2033,1492,2983,1883,2322,2360,1111,313,15355,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,10,5,11,7,0,0,29,0,0,0,4,5,5,0,9,0,16,0,0,0,12,5,5,7,0,0,30,0,0,0,0,0,0,4,5,5,17,0,0,0,0,0,0,9,0,0,9,0,16,24,74,88,213,347,215,57,1033,0,0,0,5,0,0,4,0,0,14,0,0,0,9,0,6,0,0,0,19,0,3,0,10,6,11,42,27,6,106,0,0,0,0,6,8,19,20,8,48,0,0,0,0,5,0,4,0,0,15,0,5,12,67,7,8,15,3,3,114,0,0,0,3,0,3,7,0,0,18,0,0,0,3,0,0,0,0,0,3
LGA20830,0,0,0,4,0,0,0,0,0,4,1678,3533,2746,5375,2669,2835,2542,1263,363,23015,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,3,6,0,42,0,0,0,0,4,0,3,0,0,10,0,6,0,26,3,7,0,0,0,53,0,0,0,0,0,4,7,6,0,25,0,0,0,7,0,0,0,4,0,5,0,20,25,105,117,204,236,171,38,919,0,0,5,0,0,7,0,0,0,15,0,0,0,0,0,0,3,0,0,6,0,5,0,4,6,15,35,43,9,132,0,0,0,0,0,3,6,4,6,19,0,0,0,6,0,0,0,0,0,9,0,11,13,107,24,9,14,6,0,181,0,0,4,14,0,0,5,0,0,27,0,0,0,3,0,0,0,0,0,9
LGA20910,0,0,3,11,0,0,0,0,0,17,2070,5573,5192,5915,4999,4427,3245,1846,727,33999,0,0,0,8,0,0,0,0,0,7,0,0,0,13,5,10,4,3,0,36,0,4,6,42,9,4,0,0,0,61,0,0,0,13,3,0,0,4,0,23,0,22,16,46,34,29,16,5,4,172,0,0,0,16,12,8,7,4,0,48,7,158,162,296,146,141,69,29,11,1017,0,0,0,13,9,9,19,22,0,83,0,0,0,8,8,28,37,15,9,102,29,259,274,565,669,563,414,308,86,3172,0,0,0,6,12,4,5,0,0,26,0,11,16,49,25,17,18,3,4,146,3,12,15,56,50,47,60,61,22,321,0,4,8,12,38,64,65,96,44,325,9,40,14,38,18,18,14,10,0,152,4,7,34,207,69,74,54,24,5,477,0,6,8,12,6,9,5,0,3,57,0,0,0,52,17,12,7,5,0,87
LGA21010,0,0,0,3,0,0,0,0,0,3,294,642,618,1084,662,916,913,491,166,5785,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,4,17,12,40,43,39,11,163,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,0,4,0,0,5,0,0,0,7,6,7,12,5,3,40,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,4,36,3,0,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21110,0,0,0,3,0,0,0,0,0,8,3145,8362,9598,11463,6760,6117,4314,2374,976,53096,0,3,7,41,6,5,0,0,0,67,0,0,0,14,3,5,3,0,0,31,0,7,0,45,11,4,0,0,0,71,0,0,13,10,12,7,0,6,0,45,7,21,18,67,43,31,12,5,0,196,0,0,3,16,11,5,3,0,0,43,29,574,742,1830,857,854,474,160,64,5590,0,0,0,10,9,14,10,23,10,70,0,0,8,36,18,21,36,24,5,150,19,209,229,493,431,456,392,287,84,2593,0,0,5,19,12,19,9,3,0,72,0,19,14,70,37,18,9,8,0,180,5,6,6,49,47,30,60,49,14,268,0,6,7,19,33,125,164,224,141,720,17,127,84,218,138,148,139,59,9,935,17,140,202,1185,279,157,114,75,23,2185,0,11,27,144,47,28,33,21,3,315,0,17,23,197,88,36,29,15,0,416
LGA21180,0,17,61,249,53,14,6,3,0,412,5195,9433,8138,11908,4616,3456,1944,687,205,45580,0,9,25,153,23,13,14,3,0,239,0,0,15,162,89,145,83,58,14,569,0,3,0,18,10,0,0,0,0,32,0,0,3,18,23,44,22,7,6,115,3,0,10,22,5,3,3,0,0,47,0,0,0,53,62,73,79,44,3,326,0,22,94,356,144,177,120,48,22,978,0,6,0,54,90,229,232,285,69,965,9,24,47,73,40,80,109,63,15,459,4,17,28,156,125,192,164,103,26,810,0,9,21,83,56,55,40,12,3,279,0,0,6,25,14,13,3,5,3,68,4,0,12,33,21,23,134,119,24,365,0,13,14,39,55,154,242,322,113,948,0,5,7,155,26,30,28,10,3,254,30,178,743,2943,374,248,180,74,20,4791,0,4,17,116,31,19,8,3,0,202,0,15,31,179,31,15,3,6,0,285
LGA21270,0,0,0,0,0,0,0,0,0,0,136,291,301,427,343,454,422,219,78,2670,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,20,5,3,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21370,0,0,0,0,0,0,0,0,0,0,908,2162,1952,3084,2025,2410,2095,1220,390,16249,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,15,6,8,0,0,0,26,0,0,0,0,0,0,3,3,0,6,0,4,0,0,0,0,0,0,4,13,3,0,4,20,30,68,77,82,24,306,0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,11,0,4,0,3,3,6,13,13,4,38,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,5,0,3,3,50,7,0,0,0,0,69,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA21450,0,7,21,114,28,15,3,5,0,190,4400,7875,5846,11087,4667,3713,2524,1205,320,41639,0,5,11,64,14,5,8,0,0,108,0,0,0,22,9,3,4,0,0,39,0,3,6,11,6,0,0,0,0,28,0,0,3,22,16,6,0,5,0,54,0,6,6,20,12,11,3,0,0,61,0,0,3,23,13,15,20,3,0,82,0,20,20,145,37,34,25,12,4,291,0,0,0,17,7,30,12,22,0,92,3,18,25,41,26,16,5,9,0,145,4,55,145,306,351,443,384,286,82,2047,0,3,7,64,21,9,3,0,0,110,0,0,0,5,5,5,4,0,0,25,0,3,4,29,19,34,53,51,12,198,0,0,6,9,8,7,14,9,3,59,0,8,6,11,3,10,0,0,0,36,21,146,200,1922,218,74,76,32,0,2694,0,3,4,33,5,0,0,4,0,60,0,8,6,25,15,8,0,0,0,55
LGA21610,41,586,1363,4051,1176,538,190,57,8,8014,13347,22573,15218,22569,9598,7464,4387,1986,599,97744,0,17,30,207,70,28,16,0,0,378,0,7,22,233,110,138,67,29,0,610,0,0,0,24,11,4,4,0,0,47,0,47,80,380,196,148,104,27,5,982,0,20,15,39,28,9,10,5,0,123,0,7,8,94,132,112,89,51,5,498,13,119,168,1044,430,401,257,79,22,2526,0,0,4,138,79,156,148,92,23,641,6,38,94,182,77,114,86,48,16,656,5,151,226,577,669,945,682,565,149,3971,0,25,64,385,225,214,97,31,3,1050,0,5,9,32,23,14,8,7,3,99,0,6,15,65,53,66,115,101,31,463,0,7,33,59,60,100,108,92,29,489,3,19,22,123,41,45,33,7,0,284,76,958,1650,9872,2221,1064,644,211,41,16733,0,26,34,185,86,39,34,13,0,421,4,132,255,405,78,57,24,4,3,957
LGA21670,0,0,0,0,0,0,0,0,0,0,251,673,583,938,691,809,861,516,157,5477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,11,20,39,70,66,11,220,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,5,0,18,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,4,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21750,0,3,0,17,0,0,0,0,0,16,542,1228,1067,1933,1123,1339,1197,620,173,9224,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,10,56,6,4,4,0,0,95,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,4,22,26,49,81,46,9,243,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,0,3,0,13,9,3,24,0,0,0,4,0,5,7,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,36,7,0,0,0,0,45,0,0,0,8,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0
LGA21830,0,0,0,0,0,0,0,0,0,0,370,913,804,1299,852,1052,914,491,169,6863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,28,42,27,3,136,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,7,0,19,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,19,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA21890,0,0,3,20,6,5,0,0,0,40,3794,6572,6246,15776,6788,4264,2088,737,303,46556,0,8,17,96,6,7,0,0,0,142,0,0,0,29,9,16,16,12,0,76,0,3,8,78,4,3,0,0,0,93,0,3,9,8,14,5,11,0,3,49,4,7,4,91,39,12,7,0,0,163,0,4,0,43,21,14,11,5,0,96,7,33,246,733,224,293,189,54,32,1821,0,0,0,8,13,37,34,45,16,154,0,7,7,41,10,24,44,32,3,162,18,66,71,724,379,301,149,85,25,1810,0,4,0,30,22,22,12,9,3,91,0,0,3,90,36,16,11,4,0,164,3,14,9,78,39,39,24,21,5,227,0,4,24,78,96,294,422,680,307,1907,0,3,31,80,15,12,18,0,0,161,18,89,309,1536,142,58,45,25,8,2235,0,7,9,67,16,10,4,9,0,125,0,7,15,186,31,7,6,0,0,246
LGA22110,0,0,0,0,0,0,0,0,0,0,1050,2315,1914,3392,2125,2959,3273,1670,422,19119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,9,4,5,0,36,0,0,0,0,3,0,0,0,0,5,0,4,0,18,3,4,7,0,0,36,0,0,0,0,0,0,6,4,0,7,0,0,0,8,0,3,7,0,0,19,0,11,12,52,71,175,277,246,60,897,0,0,0,3,0,4,0,0,0,18,0,4,5,7,3,0,0,0,0,13,0,0,0,4,7,22,58,48,11,137,0,0,0,0,0,3,15,3,0,24,0,0,4,4,0,0,0,0,0,11,0,0,9,69,4,3,9,8,0,107,0,0,0,3,3,0,3,0,0,9,0,0,0,3,0,0,0,0,0,7
LGA22170,0,0,0,30,10,17,4,4,0,73,4133,7964,6702,14227,6443,5218,3593,1688,525,50489,0,0,4,14,5,0,4,0,0,27,0,0,0,26,19,40,22,6,0,114,0,4,0,24,4,0,0,0,0,32,0,7,11,14,12,3,8,0,0,52,0,0,8,49,23,19,9,6,0,114,0,0,4,10,34,16,13,12,4,90,3,32,55,145,78,68,49,16,0,448,0,0,4,20,15,28,30,26,3,130,0,0,8,12,3,11,14,20,0,65,9,89,169,538,570,841,690,492,192,3591,0,0,11,37,30,24,10,4,0,122,4,4,5,24,12,14,8,9,0,81,0,0,13,44,35,64,86,81,30,356,0,5,7,29,22,46,48,62,25,247,0,0,29,22,8,6,9,3,0,81,5,33,78,416,130,99,59,32,10,865,0,4,6,29,8,8,13,3,0,64,0,0,5,44,11,4,5,0,0,79
LGA22250,0,0,0,0,0,0,0,0,0,0,218,543,437,790,552,692,746,442,147,4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,21,26,18,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA22310,0,0,0,12,0,0,0,0,0,19,3698,7741,6750,10940,5807,4491,2908,1125,499,43958,0,0,8,49,6,4,0,0,0,65,0,0,0,27,4,5,6,4,0,46,4,9,12,82,17,5,0,0,0,126,0,0,6,10,6,7,0,0,3,38,0,18,9,56,45,24,16,8,0,178,0,6,0,31,28,11,4,7,0,96,14,184,404,1286,333,355,210,68,26,2882,0,0,0,16,10,14,20,29,3,96,0,4,8,25,5,17,37,29,11,139,21,130,117,596,427,357,296,182,53,2170,0,0,5,21,14,10,6,0,0,60,0,37,35,136,58,26,35,20,10,361,0,6,15,51,49,30,127,58,29,360,0,5,16,43,59,124,179,318,165,907,5,38,46,115,33,33,32,11,5,320,49,259,351,2303,302,154,97,58,15,3590,0,11,24,120,27,11,14,9,0,218,0,3,0,89,21,12,4,0,0,132
LGA22410,0,0,0,0,0,0,0,0,0,0,440,1001,941,1604,1098,1360,1233,563,162,8415,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,12,16,54,81,61,5,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,22,0,0,0,3,0,6,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,23,6,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA22490,0,0,0,0,0,0,0,0,0,0,768,1956,1390,2585,1576,1272,987,355,62,10945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,4,0,23,0,0,0,0,0,0,0,0,0,0,0,11,20,32,68,111,114,51,16,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,6,6,24,15,4,58,0,0,0,0,3,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA22620,0,6,5,29,3,0,0,0,0,47,3411,7318,6204,11852,5857,6016,5346,2798,976,49778,0,3,4,22,3,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,6,0,14,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,3,3,13,8,3,7,3,0,47,0,0,0,0,0,0,0,0,0,3,0,6,14,69,20,14,4,4,0,145,0,0,0,0,0,7,6,7,0,24,4,3,8,15,7,3,6,7,0,50,0,18,34,108,158,231,257,173,42,1025,0,0,4,7,6,3,0,0,0,26,0,0,5,9,4,5,10,3,0,32,0,0,3,14,11,14,39,34,6,120,0,0,0,0,3,13,3,7,3,32,0,3,3,9,3,0,0,0,0,30,0,57,74,438,61,21,19,6,0,678,0,0,4,3,7,3,3,4,0,18,0,8,3,10,3,0,0,0,0,26
LGA22670,15,178,396,1732,423,144,67,9,5,2971,4422,6846,5390,6749,2321,1797,1471,846,270,30121,0,26,21,164,44,22,12,0,0,290,0,4,19,213,116,177,112,62,12,713,0,4,0,13,0,0,0,0,0,16,8,117,483,1477,745,604,408,145,29,4020,4,4,11,21,4,9,3,0,0,46,0,0,10,43,46,42,58,51,12,257,7,82,171,860,286,349,265,121,76,2216,0,0,0,64,42,78,86,67,24,362,0,11,23,26,12,26,42,28,7,169,4,8,30,92,76,142,163,166,63,753,0,0,13,87,57,64,32,12,3,269,0,0,0,15,7,9,4,6,3,50,0,5,8,26,10,20,38,55,26,194,0,12,21,46,75,115,192,283,83,830,3,6,7,124,22,27,21,5,0,226,52,223,1096,3737,659,354,255,136,49,6562,6,17,33,221,79,34,43,10,0,446,0,37,87,199,37,17,10,4,0,396
LGA22750,0,35,72,186,45,19,4,0,0,355,7594,14771,13568,26458,12351,11307,9672,4682,1540,101940,0,0,11,62,12,9,0,0,0,90,0,0,7,77,17,61,36,21,5,230,0,0,8,36,8,0,3,0,0,50,0,0,4,3,4,4,4,0,0,21,4,14,19,65,36,25,17,5,4,180,0,0,0,16,5,0,0,4,0,30,0,56,112,347,75,66,68,27,4,753,0,3,4,62,59,141,142,163,70,647,5,16,12,39,10,14,19,22,3,131,20,149,192,627,603,885,885,680,228,4258,0,3,8,37,21,6,11,0,0,84,5,8,9,48,19,22,11,6,4,114,3,11,15,45,59,43,205,154,64,590,0,0,7,8,23,33,76,81,36,264,0,21,27,31,5,6,18,0,0,114,22,111,484,2178,139,52,46,24,10,3063,3,12,15,55,18,7,11,0,0,115,3,27,47,122,39,28,10,6,5,282
LGA22830,0,35,67,177,83,51,17,0,0,431,1987,3993,3260,5380,3200,3157,2603,1400,422,25416,0,3,0,15,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,8,0,3,4,3,6,3,8,3,0,29,0,0,0,4,0,0,0,0,0,4,0,0,3,46,11,13,10,3,0,94,0,0,0,4,0,7,9,10,0,20,0,5,6,8,3,0,0,0,0,22,0,14,24,64,50,97,106,86,12,462,0,0,3,15,10,8,0,0,0,43,0,0,0,10,0,0,0,0,0,20,0,0,3,9,10,12,18,17,0,60,0,5,4,4,0,13,23,20,12,80,0,0,0,15,0,0,5,0,0,20,5,53,93,668,121,62,46,3,4,1066,0,0,4,19,3,0,0,0,0,29,0,11,24,16,4,3,3,0,0,61
LGA22910,0,0,0,0,0,0,0,0,0,0,311,789,555,1142,925,1045,1020,428,111,6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,3,4,7,3,7,4,0,27,0,0,0,4,6,0,0,0,0,3,0,0,0,14,0,5,0,0,0,23,0,0,0,0,4,0,5,3,0,12,0,0,0,0,0,0,0,3,0,0,0,5,4,31,58,90,112,66,19,386,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,0,3,0,0,10,0,0,0,5,4,9,18,8,5,43,0,0,0,0,0,0,7,4,0,10,0,0,0,3,0,0,0,0,0,10,0,0,0,16,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22980,0,0,0,0,0,0,0,0,0,0,134,240,243,440,252,409,354,210,90,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,22,9,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
