SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL31146,7,16,0,0,0,0,0,0,5,11,5,11,0,0,3,4,0,0,3,4,3,14,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,15,38
SAL31147,9,9,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,11,3,11,4,18,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,11,36
SAL31148,23,40,0,3,0,5,0,0,7,22,5,30,0,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,31,73
SAL31149,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL31150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31151,4,15,0,0,0,0,0,0,6,9,6,9,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30
SAL31152,6,16,0,0,0,4,0,0,4,15,7,17,0,0,0,3,0,0,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40
SAL31153,7,17,0,0,0,8,0,0,9,30,9,37,0,0,0,0,0,0,0,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,16,61
SAL31154,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SAL31155,37,73,0,3,4,11,3,14,22,87,30,118,0,4,0,8,15,39,14,54,43,164,0,0,0,0,0,4,5,19,3,16,0,0,0,3,0,0,0,3,7,19,0,0,87,257
SAL31156,80,157,3,14,9,50,0,4,37,159,51,222,4,12,3,16,20,57,24,89,82,309,0,0,0,5,0,9,7,18,9,29,0,10,0,0,13,17,12,29,21,52,0,0,183,519
SAL31157,33,70,0,0,3,15,0,6,34,127,34,144,0,0,3,7,7,13,6,28,47,173,0,3,0,0,5,3,5,27,9,35,0,0,3,4,4,9,6,10,18,42,0,4,102,290
SAL31158,226,453,6,23,18,92,13,53,136,551,168,723,8,36,24,84,33,100,63,214,231,941,4,9,13,49,3,7,57,204,74,265,3,11,8,20,43,85,53,114,129,381,3,11,592,1777
SAL31159,474,915,13,71,87,367,27,129,312,1210,441,1777,41,177,60,197,104,315,208,687,642,2459,0,0,17,38,4,19,74,205,92,263,5,15,13,28,32,76,47,118,138,380,15,27,1272,3783
SAL31160,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
SAL31161,3,7,0,0,0,0,0,0,6,20,6,20,0,0,0,7,5,11,0,15,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39
SAL31162,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,7,14
SAL31163,162,315,4,12,24,101,5,39,62,247,93,395,16,64,14,45,41,142,72,246,167,643,0,3,4,10,0,0,13,37,21,55,0,0,0,3,13,20,15,23,28,73,4,6,361,1042
SAL31164,7,13,0,0,0,0,0,0,0,9,0,9,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24
SAL31165,112,231,5,28,15,75,7,30,72,288,99,423,15,49,6,26,49,154,68,229,167,654,0,0,3,15,0,4,7,18,11,34,3,6,4,6,10,30,19,38,24,72,4,4,310,964
SAL31166,9,14,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,0,15,27
SAL31167,4,9,0,0,0,0,0,0,4,18,3,25,0,0,0,0,0,0,0,0,6,26,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,43
SAL31168,12,31,0,0,0,0,0,0,6,23,6,31,0,0,4,6,0,0,5,12,13,39,0,0,0,0,0,0,0,3,0,3,0,0,6,4,4,5,5,11,6,10,0,0,32,77
SAL31169,12,25,0,0,0,4,0,0,10,39,8,44,0,0,0,3,0,3,0,4,15,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,71
SAL31170,104,212,4,10,13,60,9,43,42,163,64,275,7,15,7,20,29,93,39,130,101,406,0,10,0,8,0,0,22,58,27,73,0,0,0,3,17,36,20,42,41,115,0,0,248,732
SAL31171,9,19,0,0,0,0,0,0,3,17,3,17,0,0,0,0,3,14,3,14,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54
SAL31172,3,10,0,0,0,0,0,8,0,0,0,8,0,0,0,0,4,6,4,6,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,9,22
SAL31173,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12
SAL31174,875,1741,14,81,87,413,22,110,494,1929,620,2532,35,144,56,194,115,377,207,710,825,3240,9,44,25,97,22,79,213,578,270,801,17,60,21,41,113,255,151,357,423,1155,40,86,2159,6212
SAL31175,134,265,11,40,18,84,7,21,88,351,121,497,21,91,18,62,52,167,96,316,213,814,0,9,0,0,3,12,17,44,22,66,0,10,12,24,8,25,20,51,44,115,9,16,394,1212
SAL31176,348,689,4,25,12,40,6,29,57,232,78,333,7,24,3,8,48,141,55,173,129,507,5,10,3,21,0,0,28,89,36,115,0,0,0,3,44,91,48,94,87,208,7,13,564,1417
SAL31177,73,142,0,10,0,3,0,7,31,110,31,129,4,17,3,7,11,40,20,68,52,201,0,0,0,14,0,3,3,9,11,22,0,0,3,15,11,24,19,42,28,60,5,0,153,407
SAL31178,19,32,0,4,0,0,0,0,6,16,3,23,0,0,0,0,4,6,4,6,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,59
SAL31179,905,1800,5,23,36,165,10,54,199,765,250,1006,15,63,37,127,105,308,156,499,410,1509,0,0,15,42,10,44,98,240,127,325,7,18,23,46,116,250,146,313,275,639,24,53,1603,3993
SAL31180,6,12,0,0,0,3,0,0,8,18,8,23,0,7,0,0,0,5,4,10,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42
SAL31181,9,19,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,12,4,12,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37
SAL31182,128,247,0,0,22,89,3,13,101,378,122,484,8,29,16,33,17,47,32,114,157,600,0,9,5,7,3,3,11,33,17,53,0,5,0,6,12,20,13,28,25,84,0,0,311,936
SAL31183,231,462,0,0,19,88,11,36,67,277,98,403,13,49,20,62,49,160,79,272,180,675,0,0,4,13,3,23,11,34,23,73,4,11,3,12,14,39,26,58,48,132,3,13,462,1282
SAL31184,21,30,0,0,0,8,0,7,8,24,10,35,0,0,0,0,3,7,3,7,8,44,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,4,0,4,6,13,0,0,31,91
SAL31185,5,3,0,0,0,0,0,9,12,33,11,35,0,3,0,4,0,5,3,7,10,43,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,6,4,9,0,0,17,58
SAL31186,30,59,0,3,0,12,5,11,5,29,17,60,0,5,0,5,0,9,5,18,15,74,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,4,10,7,11,0,0,57,149
SAL31187,691,1406,41,283,100,545,60,315,533,2208,729,3349,41,199,63,211,176,567,285,976,1016,4322,18,110,44,173,19,83,298,939,382,1304,17,64,38,86,265,602,319,745,700,2050,65,141,2467,7916
SAL31188,21,38,0,0,6,25,0,0,7,28,12,51,0,0,0,8,4,10,4,18,15,63,0,0,0,0,0,0,5,14,5,14,0,0,0,4,0,0,0,3,9,22,0,0,40,123
SAL31189,10,18,0,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30
SAL31190,4,4,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,6,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20
SAL31191,8,15,0,0,0,0,0,0,3,12,3,12,0,8,0,0,5,13,4,13,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39
SAL31192,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31193,3,12,0,0,0,4,0,0,3,27,5,33,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46
SAL31194,96,197,0,5,6,20,5,15,25,99,34,138,5,8,0,11,11,36,14,52,51,188,0,0,5,11,0,3,10,12,11,28,0,3,0,4,11,17,12,23,22,54,3,4,172,444
SAL31195,131,256,0,0,10,47,10,38,50,212,65,299,4,17,6,21,19,56,23,91,96,392,3,15,0,17,0,10,17,61,27,96,0,3,4,12,18,35,25,52,53,146,7,15,284,810
SAL31196,36,68,0,3,4,25,0,5,14,57,20,94,0,0,0,3,6,8,4,18,26,108,0,0,0,0,0,0,3,10,3,10,0,0,4,5,0,5,3,4,7,20,0,4,68,196
SAL31197,87,173,0,10,10,45,3,11,23,91,35,157,0,16,0,8,9,25,13,48,52,204,0,0,3,12,0,5,6,32,14,46,0,0,3,5,13,26,14,35,26,76,0,3,168,459
SAL31198,15,27,0,0,0,4,0,0,3,10,4,13,0,0,0,0,4,3,4,3,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43
SAL31199,0,5,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,5,5,19
SAL31200,46,91,6,13,6,29,3,16,21,88,33,146,0,0,0,8,11,41,15,50,50,191,0,0,0,13,7,24,19,59,28,98,0,3,0,3,9,25,11,35,37,127,8,8,136,424
SAL31201,27,56,0,0,0,10,0,10,12,50,16,70,0,0,0,0,3,18,3,18,19,90,0,4,0,4,0,6,7,28,11,37,4,10,3,4,8,22,18,29,26,66,0,4,77,213
SAL31202,643,1273,10,69,79,323,27,142,398,1576,521,2117,9,51,43,128,86,255,144,433,664,2551,0,3,21,67,15,64,123,342,161,480,11,21,8,23,61,140,78,176,242,660,28,51,1571,4532
SAL31203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31205,6,7,0,0,0,5,0,0,0,3,4,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
SAL31206,14,35,0,9,0,5,0,0,0,7,4,16,0,0,0,0,0,10,0,10,4,26,0,0,0,0,0,0,4,11,4,11,0,0,0,0,3,7,3,7,0,16,0,0,30,70
SAL31207,36,71,5,11,0,9,0,6,20,95,29,117,0,10,3,18,11,33,16,60,44,178,0,0,0,0,0,0,7,16,7,16,0,0,0,0,10,18,10,21,18,36,3,6,97,291
SAL31208,0,0,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,5,0,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
SAL31209,17,29,0,0,0,3,0,8,7,29,11,35,0,0,0,0,0,9,0,9,9,44,0,0,0,4,0,0,3,17,8,21,0,0,0,5,0,9,3,11,10,33,0,10,41,111
SAL31210,461,927,0,21,50,236,0,14,326,1239,384,1505,24,104,63,219,60,185,144,503,529,2012,0,0,21,58,0,0,70,147,87,203,3,14,27,53,60,126,89,198,178,397,37,73,1203,3411
SAL31211,22,47,0,0,3,6,0,0,14,46,11,58,0,6,4,9,7,7,3,23,21,81,0,0,0,0,0,0,0,10,0,10,0,0,0,0,4,8,6,9,4,17,0,0,54,143
SAL31212,6,9,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23
SAL31213,711,1417,18,92,80,360,31,151,414,1624,531,2222,35,131,39,133,143,465,220,730,752,2950,12,49,21,87,21,67,160,425,211,631,9,33,25,46,111,227,145,307,352,939,23,50,1844,5361
SAL31214,3,6,0,0,0,0,0,0,4,16,4,16,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21
SAL31215,263,523,6,36,31,136,9,45,190,786,234,1006,17,63,19,57,60,200,90,324,325,1331,0,0,0,9,0,0,21,55,22,62,0,5,6,21,12,26,23,53,46,114,4,8,637,1979
SAL31216,6,18,0,0,0,7,0,0,0,21,6,27,0,8,0,0,3,9,3,17,14,46,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,24,66
SAL31217,43,85,0,0,4,18,0,0,7,34,13,55,0,3,4,10,4,11,9,25,18,80,0,0,0,0,0,3,4,6,3,9,0,0,0,0,8,12,8,12,11,24,0,0,78,182
SAL31218,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SAL31219,1066,2081,31,165,132,613,49,241,855,3342,1062,4359,44,180,70,211,207,632,319,1025,1379,5378,12,57,50,193,40,175,387,1137,493,1564,22,66,33,70,168,373,215,504,710,2064,46,100,3206,9624
SAL31220,377,762,9,32,95,440,8,40,421,1661,533,2171,38,178,94,332,73,238,207,741,742,2914,0,5,16,58,0,17,50,131,73,208,9,27,23,54,57,125,97,208,169,414,14,25,1303,4121
SAL31221,20,40,0,0,3,13,0,3,9,33,14,50,0,0,0,0,5,8,5,8,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,8,3,8,0,0,43,107
SAL31222,18,38,0,0,0,5,0,3,7,23,7,35,0,4,0,0,0,3,3,12,12,43,0,0,0,0,0,5,0,3,3,9,0,0,0,0,0,0,0,0,3,9,0,0,31,83
SAL31223,23,40,0,0,0,0,0,0,8,29,8,29,0,0,3,7,0,5,6,10,12,37,0,0,0,5,0,3,4,7,3,17,0,0,0,0,3,5,3,5,7,24,0,5,42,104
SAL31224,50,102,0,0,6,31,3,9,23,86,27,128,0,0,0,5,11,39,13,46,48,173,0,0,0,4,0,8,9,19,9,27,0,3,4,10,4,10,7,21,18,48,0,0,113,324
SAL31225,358,719,3,26,94,425,5,15,441,1746,544,2214,37,175,94,322,68,224,203,717,745,2936,0,0,16,40,0,0,45,126,64,165,0,13,22,49,47,93,65,150,132,319,9,26,1251,3998
SAL31226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL31227,82,172,0,18,12,51,3,15,39,158,53,244,0,9,3,14,15,57,24,80,84,321,3,11,3,5,3,16,12,39,23,70,0,0,0,4,14,26,13,28,37,95,0,6,201,594
SAL31228,309,611,8,40,16,61,14,73,88,356,124,532,8,33,11,27,73,238,90,294,215,826,3,13,8,40,3,17,58,158,78,228,0,0,10,25,54,106,57,125,136,355,17,41,679,1834
SAL31229,7,13,0,0,0,0,0,0,4,8,4,8,0,6,0,3,0,5,3,14,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33
SAL31230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31231,123,241,3,15,6,38,0,5,32,120,45,182,3,17,4,21,12,42,25,81,69,260,0,0,0,0,0,0,9,16,9,16,0,0,0,0,8,12,5,14,15,28,3,8,212,550
SAL31232,6,8,0,5,0,3,0,0,4,9,6,19,0,5,0,0,0,0,0,5,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26
SAL31233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31234,22,39,0,0,3,21,0,6,7,15,13,41,0,0,0,0,4,15,4,15,15,59,0,0,0,4,0,0,4,8,0,8,0,0,0,3,3,9,9,11,6,20,0,0,47,124
SAL31235,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SAL31236,966,1980,36,206,137,663,47,221,677,2688,894,3779,75,328,89,304,311,1001,475,1634,1366,5411,5,46,22,98,19,66,128,377,180,580,6,27,21,52,101,237,136,319,319,899,26,54,2679,8344
SAL31237,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31238,36,72,0,0,0,23,0,0,15,61,14,86,0,0,0,0,6,10,6,10,25,97,0,0,0,3,0,5,0,0,4,15,0,0,0,0,4,7,4,7,12,20,0,0,68,189
SAL31239,68,142,0,5,4,12,0,6,35,148,38,171,0,11,3,6,12,46,22,65,64,241,0,0,3,3,0,0,3,13,6,13,0,0,0,0,6,4,6,4,9,16,0,6,138,397
SAL31240,90,166,0,0,7,38,0,19,62,243,73,305,0,5,4,8,20,60,18,71,97,374,0,0,0,0,0,4,10,23,10,29,0,0,0,0,11,24,10,24,22,51,0,0,200,600
SAL31241,53,110,0,0,5,9,3,15,23,89,25,118,0,0,4,8,8,21,13,37,42,153,0,0,0,3,0,0,5,11,4,11,0,0,0,0,5,5,5,5,4,17,0,0,102,280
SAL31242,877,1760,8,38,41,183,10,27,496,1819,551,2067,36,139,60,223,68,223,163,586,714,2654,0,5,17,43,0,5,108,260,123,309,8,22,28,64,95,200,133,285,257,592,73,150,1919,5156
SAL31243,8,21,0,0,0,3,0,3,5,11,7,23,0,0,6,6,0,3,3,8,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,56
SAL31244,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12
SAL31245,23,44,0,0,0,0,0,5,8,21,11,31,0,0,0,0,0,3,4,5,9,28,0,0,0,0,0,0,3,16,3,16,0,0,0,0,0,0,0,0,9,16,6,3,40,100
SAL31246,12,27,0,0,0,6,3,10,3,10,9,25,0,0,0,5,0,0,0,5,5,30,0,0,0,0,0,4,3,3,5,10,0,0,0,0,0,4,0,4,4,7,0,0,29,67
SAL31247,9,13,0,0,0,6,0,0,0,8,0,8,0,0,0,0,0,4,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,11,23
SAL31248,7,14,3,15,0,7,0,0,4,17,11,37,0,0,0,0,4,8,4,8,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,19,75
SAL31249,10,17,0,0,0,0,0,7,3,26,5,33,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,9,0,0,18,55
SAL31250,3,14,0,0,0,0,0,0,7,19,7,19,0,7,0,3,0,6,3,15,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,6,10,0,0,22,53
SAL31251,44,87,0,0,6,18,4,18,30,129,41,162,0,0,3,8,10,19,9,30,47,193,0,0,0,0,0,0,9,11,9,11,0,0,0,3,7,9,9,15,13,27,0,0,105,306
SAL31252,5,13,0,0,0,0,0,4,0,10,6,16,0,0,0,0,0,17,0,17,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37
SAL31253,8,9,0,4,0,0,0,0,4,18,3,29,0,5,3,8,0,0,3,15,11,42,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,3,19,59
SAL31254,1057,2124,19,123,107,496,43,188,1377,5230,1547,6037,30,130,67,232,97,312,197,669,1744,6708,9,51,40,117,20,93,364,950,432,1203,21,66,42,87,132,294,193,440,623,1653,36,81,3462,10567
SAL31255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31256,19,42,0,4,0,0,0,0,12,43,12,50,0,3,0,0,0,3,3,10,18,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,39,110
SAL31257,15,29,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,24,45
SAL31258,27,49,0,0,0,7,0,0,3,22,4,24,0,0,3,13,0,8,6,21,11,42,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,44,98
SAL31259,3,3,0,0,0,0,0,0,5,18,5,18,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24
SAL31260,117,233,0,8,11,58,6,35,44,171,65,272,6,16,5,19,38,115,49,154,105,421,0,0,3,10,0,8,7,21,12,34,0,0,0,4,22,46,22,49,32,86,0,5,255,746
SAL31261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31263,278,555,8,30,29,140,3,30,136,513,173,712,10,35,12,40,54,163,74,240,248,950,5,16,8,26,5,20,68,189,85,252,3,7,19,36,67,148,95,196,178,453,23,45,729,1997
SAL31264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31265,13,24,0,0,4,7,0,0,5,10,6,15,0,6,0,0,0,3,5,9,7,29,0,0,0,0,0,0,5,6,5,6,0,0,0,0,0,0,0,0,4,11,0,0,22,65
SAL31266,173,332,4,23,60,280,3,22,205,832,274,1158,24,112,41,159,59,188,125,455,393,1611,0,6,6,36,0,0,29,72,35,109,4,21,3,16,23,52,36,90,72,195,7,18,645,2160
SAL31267,16,31,0,3,4,20,0,4,11,40,14,63,0,9,0,6,6,12,10,30,22,93,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,4,3,0,0,42,124
SAL31268,16,34,0,0,0,0,0,0,3,28,5,29,0,0,0,0,0,3,0,3,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,70
SAL31269,64,126,0,0,5,15,0,0,17,61,23,74,0,0,5,6,9,31,10,39,34,116,0,0,0,0,0,0,4,21,4,21,0,0,0,5,10,18,13,22,18,46,0,0,113,289
SAL31270,8,16,0,0,0,7,3,8,0,0,4,13,3,3,0,0,5,11,3,17,7,30,0,0,0,0,0,0,6,11,4,12,0,0,0,0,5,7,5,7,6,18,0,4,24,65
SAL31271,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,4,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,7,0,10,0,0,11,19
SAL31272,4,5,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,4,0,4,4,15,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,8,22
SAL31273,9,15,0,0,0,0,0,0,5,18,8,22,0,0,0,0,0,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,42
SAL31274,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL31275,9,13,0,0,0,0,0,0,3,11,3,11,0,3,0,0,0,3,0,8,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30
SAL31276,9,12,0,4,0,0,0,0,0,5,7,13,0,0,0,0,0,0,0,0,7,13,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,13,30
SAL31277,0,0,0,0,0,0,0,8,0,9,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
