SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL30522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,9,4,0,0,0,4,17,11,0,0,25
SAL30523,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,7,0,7,19,0,10,0,28,12,3,3,0,18,10,11,7,0,33,19,13,5,0,33,11,4,3,0,20,4,17,0,0,24,26,33,4,0,69,15,36,0,0,51,10,13,8,0,26,4,20,0,0,29,6,15,3,0,29,4,17,0,0,22,0,0,0,0,3,155,193,57,4,408
SAL30524,32,7,9,3,48,19,0,3,0,24,6,0,8,0,19,13,3,19,0,31,42,4,35,3,80,39,0,65,6,111,225,17,75,4,315,138,33,100,3,278,154,58,113,6,333,160,102,94,9,366,110,131,69,7,312,109,157,59,3,333,267,373,96,13,751,230,338,57,0,627,126,255,23,6,407,77,179,7,0,265,118,343,11,0,475,63,139,64,3,273,24,14,18,0,54,1960,2146,925,64,5092
SAL30525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,5,0,0,0,4,3,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,17,14,3,0,35
SAL30526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,4,0,0,0,0,0,12,7,0,0,24
SAL30528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,8,5,0,0,14
SAL30529,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,6,15
SAL30530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,10,0,7,0,10,9,0,0,0,7,4,4,9,0,15,4,3,6,0,16,5,0,0,0,12,0,5,5,0,11,12,14,3,0,30,3,16,0,0,24,3,16,0,0,21,4,5,0,0,9,6,15,0,0,22,7,12,8,0,26,5,0,0,0,8,85,93,39,3,218
SAL30531,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,5,0,6,12,4,0,0,19,3,3,0,0,8,0,3,3,0,4,5,6,0,0,11,0,4,0,0,7,4,0,0,0,4,3,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,5,0,12,3,0,0,0,5,52,36,11,3,106
SAL30532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,7,0,0,21
SAL30533,0,4,4,0,8,7,0,0,0,7,3,0,0,0,6,0,0,0,0,0,6,3,3,0,20,0,0,4,0,4,25,4,8,0,36,19,5,6,0,29,23,7,11,0,41,27,10,9,0,45,21,10,16,0,46,16,11,6,0,40,38,40,6,0,83,33,29,0,0,65,9,37,7,0,51,5,16,0,0,26,12,30,3,0,46,16,31,13,0,57,0,4,0,0,0,252,230,99,0,589
SAL30534,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,11
SAL30535,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,6,0,0,0,6,19,0,3,0,22,6,3,3,0,15,9,4,8,0,22,12,14,9,0,30,4,10,3,0,20,7,0,5,0,12,10,19,4,0,30,20,17,4,0,42,13,19,0,0,34,9,21,0,0,27,21,40,0,0,64,8,11,0,0,22,4,0,0,0,7,151,164,46,3,359
SAL30536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30537,6,0,0,0,6,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,9,0,0,0,14,9,0,3,0,9,42,0,9,0,51,19,5,9,0,33,17,3,12,0,36,16,3,5,0,27,18,4,4,0,26,8,7,5,0,14,15,12,3,0,33,5,3,0,0,6,5,3,0,0,10,0,0,0,0,4,11,3,0,0,12,13,11,6,0,29,7,0,0,0,9,202,68,54,6,331
SAL30538,13,0,8,3,23,8,0,0,0,8,0,0,0,0,6,7,0,8,0,16,31,3,13,0,37,14,0,28,4,43,114,6,34,0,161,66,21,40,4,131,83,29,50,12,171,82,49,57,6,202,33,55,56,9,151,67,45,63,3,179,191,175,78,10,449,153,172,31,11,371,103,188,30,11,332,84,152,10,4,248,161,370,16,3,550,53,72,37,0,158,11,6,6,0,24,1272,1347,569,77,3260
SAL30539,11,0,8,0,24,4,0,0,0,4,9,0,3,0,14,3,0,9,0,13,8,6,16,0,27,13,0,25,0,44,45,6,32,0,85,26,15,35,11,95,47,16,52,0,119,54,20,33,11,124,33,30,36,0,96,42,30,25,0,107,109,92,50,12,262,107,75,22,0,204,71,90,15,4,175,59,80,4,0,141,135,210,7,0,350,21,52,33,0,110,6,5,5,0,12,811,724,415,50,1992
SAL30540,42,9,14,0,70,27,0,4,5,32,12,0,6,0,26,3,7,3,0,17,48,9,12,3,73,28,12,12,0,62,149,21,25,0,190,132,34,33,5,196,145,49,57,3,256,157,58,41,5,266,75,71,31,3,177,90,71,29,0,192,185,235,65,11,493,112,256,39,10,412,111,257,29,0,396,74,244,12,0,332,262,1002,35,0,1301,39,167,30,0,233,20,14,12,0,45,1723,2505,489,52,4768
SAL30541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,11,0,0,0,0,3,0,0,0,0,3,3,4,0,0,7,0,3,0,0,3,3,3,0,0,3,11,7,0,0,12,0,0,0,0,4,0,5,0,0,7,0,0,0,0,0,4,0,0,0,8,5,3,6,0,15,4,0,0,0,4,52,24,12,0,84
SAL30542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,0,0,0,3,4,3,0,0,11,5,0,0,0,7,5,0,0,0,3,0,0,0,0,0,5,0,0,0,4,9,3,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,30,12,4,0,53
SAL30543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,10,0,0,29
SAL30545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,3,0,12
SAL30547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,0,0,18,15,4,0,30
SAL30548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30550,35,4,17,0,58,5,0,4,0,13,7,0,3,0,17,4,4,16,0,23,40,0,24,3,65,45,19,44,0,111,173,12,55,0,244,109,30,72,5,213,139,45,95,11,296,164,106,72,5,342,80,84,49,3,223,115,88,36,3,245,191,245,64,4,497,121,198,24,8,348,92,160,14,6,266,51,112,5,0,168,116,238,14,9,371,53,116,44,3,209,36,12,10,0,54,1577,1474,665,58,3766
SAL30551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,7,4,4,0,0,9,6,0,0,0,4,0,5,0,0,5,5,0,0,0,5,0,0,0,0,5,6,3,0,0,8,4,0,0,0,4,36,21,0,0,61
SAL30552,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,7,6,0,0,0,12,0,0,4,0,3,3,0,0,0,6,3,5,0,0,9,0,3,0,0,3,3,0,0,0,6,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,5,38,23,16,0,69
SAL30553,15,6,4,0,25,7,3,0,0,12,13,3,0,0,14,5,0,0,0,9,22,0,3,0,28,27,6,15,0,55,89,14,19,0,122,87,13,30,0,137,91,30,39,7,166,89,46,32,4,173,50,60,33,0,143,60,69,36,11,173,119,194,60,9,380,104,172,40,5,323,90,188,15,7,296,55,102,3,0,157,87,325,16,3,431,53,86,23,0,156,13,8,0,0,26,1069,1312,388,47,2824
SAL30554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,4,0,0,7,3,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,14,0,0,27
SAL30555,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,17,4,6,0,0,11,5,0,0,0,4,10,6,4,0,17,0,3,0,0,3,0,4,0,0,8,4,4,3,0,13,4,8,0,0,7,3,5,0,0,7,7,0,0,0,4,3,9,0,0,13,7,14,3,0,20,0,0,0,0,0,64,56,18,0,134
SAL30556,6,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,8,0,3,0,15,4,0,3,0,16,30,0,4,0,35,23,0,3,0,31,38,3,11,0,53,39,16,6,3,65,18,22,10,0,50,33,32,7,0,70,67,88,10,0,166,51,110,4,3,164,33,118,3,0,158,24,97,0,0,125,81,298,6,0,382,20,58,6,0,85,7,5,0,0,9,493,857,98,13,1457
SAL30557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,11,0,0,10,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,0,39
SAL30558,6,0,0,0,7,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,3,0,0,0,6,8,0,0,0,13,6,0,5,0,6,8,3,0,0,7,10,5,3,0,16,5,3,0,0,11,10,7,0,0,22,11,8,0,0,18,7,7,0,0,15,4,3,0,0,9,15,34,0,0,56,4,10,0,0,11,0,3,0,0,8,110,87,15,0,221
SAL30559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,7,0,0,10
SAL30560,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,7,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,10,0,6,0,14,8,6,0,0,21,17,5,0,0,24,14,4,0,0,20,7,12,0,0,19,42,86,3,0,131,4,14,3,0,23,0,0,0,0,0,126,132,24,0,288
SAL30561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SAL30562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6
SAL30563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,3,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,3,0,7,0,0,0,0,0,19,8,11,0,39
SAL30564,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,3,14,0,3,0,13,0,0,5,0,12,15,0,0,0,15,14,4,3,0,17,6,3,0,0,15,0,7,0,0,11,12,13,0,0,25,8,12,4,0,25,11,11,0,0,23,8,5,0,0,9,3,16,0,0,18,7,24,4,0,35,3,6,0,0,6,110,102,29,0,237
SAL30565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,3,4,6,0,0,11,6,0,0,0,5,0,9,0,0,10,4,5,0,0,8,3,18,0,0,21,0,3,0,0,3,3,19,0,0,22,0,9,0,0,9,0,0,0,0,0,30,74,3,0,108
SAL30566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,10,10,4,4,0,14,4,0,0,0,11,3,0,5,0,9,5,0,0,0,9,5,4,0,0,3,6,5,0,0,13,5,7,0,0,10,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,5,5,0,0,4,0,0,0,0,8,47,37,11,0,99
SAL30567,0,0,0,0,0,7,0,0,0,7,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,10,0,0,0,10,6,3,4,0,8,7,9,0,0,14,9,6,3,0,12,5,8,0,0,12,6,6,0,0,14,13,27,0,0,37,10,14,0,0,21,6,9,0,0,24,7,8,0,0,17,9,25,0,0,30,5,9,0,0,13,4,0,0,0,5,100,116,24,3,239
SAL30568,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,5,3,4,0,0,3,3,4,0,0,6,8,3,0,0,11,5,3,0,0,10,0,3,0,0,4,3,4,0,0,9,10,16,5,0,26,7,3,0,0,15,7,12,0,0,19,3,16,0,0,20,20,58,0,0,84,4,13,3,0,13,0,0,0,0,0,90,128,14,0,241
SAL30569,0,0,3,0,3,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0,3,0,7,4,0,3,0,9,19,4,3,0,32,12,0,10,0,26,12,13,8,0,28,11,16,6,0,32,16,13,9,0,40,8,22,5,0,40,38,54,10,0,103,24,40,4,0,74,14,21,0,0,37,5,24,0,0,35,11,38,3,0,52,15,34,5,0,50,3,0,0,0,0,205,292,76,0,577
SAL30570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,12,0,0,0,8,0,0,0,0,6,8,0,0,0,8,5,0,0,0,11,5,0,0,0,12,0,4,0,0,4,6,3,0,0,8,0,8,0,0,3,3,4,0,0,4,0,4,0,0,5,0,4,0,0,6,4,7,0,0,14,0,0,0,0,0,51,34,8,0,95
SAL30571,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,3,0,8,5,0,7,0,10,0,0,8,0,6,23,0,6,0,28,18,0,15,0,36,17,6,10,0,39,20,19,21,0,59,13,26,7,3,44,17,32,3,0,47,44,92,5,0,143,24,78,3,0,113,18,57,0,0,78,15,34,0,0,42,18,48,4,0,70,15,30,4,0,51,6,4,0,0,8,263,426,103,4,801
SAL30572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,0,0,0,0,6,0,0,0,0,4,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,14,7,0,37
SAL30573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
SAL30574,20,0,5,0,20,4,0,4,0,7,0,0,8,0,8,3,0,6,0,7,8,5,4,0,24,20,0,19,0,38,85,6,32,0,123,57,18,47,4,122,57,22,44,7,126,75,32,36,0,143,49,61,35,0,149,40,52,28,7,125,98,113,32,3,252,65,91,6,5,165,33,69,5,0,110,14,42,3,0,61,24,39,5,0,66,32,50,22,3,110,11,0,12,0,24,690,604,354,32,1683
SAL30575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,4
SAL30576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10
SAL30577,11,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,3,0,0,10,6,0,0,0,18,4,3,4,0,13,60,5,4,0,66,43,4,8,0,54,29,23,4,0,56,35,14,9,0,50,13,22,10,0,45,23,17,3,0,41,37,44,12,0,90,23,23,3,0,52,23,21,5,0,51,8,16,0,0,24,14,44,0,0,62,17,29,7,0,54,0,8,0,0,12,339,281,82,4,711
SAL30578,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,0,0,4,3,0,0,0,4,0,0,0,0,0,4,9,0,0,8,0,0,0,0,0,0,0,0,0,0,18,17,0,0,37
SAL30579,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,8,6,0,4,0,7,10,0,0,0,10,3,0,0,0,7,16,3,5,0,21,9,5,0,0,19,8,6,7,0,19,11,6,0,0,22,19,14,8,0,32,7,15,3,0,23,13,13,3,0,27,3,16,0,0,20,26,105,10,0,137,14,18,3,0,29,4,3,4,0,12,155,211,44,3,410
SAL30580,31,5,4,0,36,17,0,3,0,20,6,4,4,0,10,0,3,0,0,5,26,0,4,4,36,14,5,8,0,31,61,14,8,0,86,52,10,13,3,76,74,14,18,0,110,76,28,18,7,135,45,38,31,0,113,63,41,18,0,127,119,97,38,3,258,81,150,25,0,252,98,178,12,3,281,56,147,3,0,207,224,818,40,5,1073,26,116,30,0,168,15,9,0,0,22,1075,1671,285,31,3063
