SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL14332,0,0,0,0,0,0,0,0
SAL14333,37,1478,462,186,1007,0.9,775,2.3
SAL14334,56,1950,588,335,1580,0.8,916,2.1
SAL14335,41,2429,1009,400,2793,0.8,2886,3.3
SAL14336,48,1695,621,420,1731,0.8,1483,2.3
SAL14337,41,2080,1095,600,3250,0.7,3222,3.2
SAL14338,26,2000,680,410,2249,0.9,2249,3.6
SAL14339,38,1733,720,380,1731,0.8,1446,2.5
SAL14340,54,1300,492,200,1125,0.8,837,2.1
SAL14341,52,563,675,120,2250,0.9,2250,2.8
SAL14342,37,1635,843,350,2024,0.7,1567,2.5
SAL14343,41,2167,756,360,2123,0.8,1679,2.4
SAL14344,49,2500,908,420,2664,0.7,2629,3.2
SAL14345,27,0,725,0,0,0.2,725,1
SAL14346,63,0,519,200,1875,0.8,850,2.2
SAL14347,41,1000,1187,240,2374,0.8,2125,3.8
SAL14348,43,1980,707,300,1779,0.9,1542,2.6
SAL14349,41,1517,804,290,1718,0.8,1571,2.5
SAL14350,47,1371,577,306,1377,0.7,1105,2.3
SAL14351,33,1950,687,260,1625,0.8,1249,2.9
SAL14352,40,2167,908,450,2410,0.7,2147,2.8
SAL14353,41,2681,907,530,2665,0.8,2309,2.9
SAL14354,48,1717,760,325,1892,0.7,1768,2.5
SAL14355,30,1800,1051,340,2362,0.8,2284,3
SAL14356,0,0,0,0,0,0,0,0
SAL14357,53,0,700,335,1687,0.6,1624,1.9
SAL14358,57,1063,487,0,1208,0.7,1125,2.3
SAL14359,39,1950,752,415,2208,1,2150,3.3
SAL14360,33,1733,819,150,1875,0.8,1625,3
SAL14361,52,1300,630,300,1562,0.9,1104,2.2
SAL14362,50,2520,665,290,1819,0.8,1361,2.1
SAL14363,44,780,706,215,1562,1,1437,2.5
SAL14364,0,0,0,0,0,0,0,0
SAL14365,50,1300,450,0,1375,0.9,1125,2
SAL14366,9,1000,1125,0,2749,4,2749,4.5
SAL14367,30,2059,1159,0,4999,1,4999,3.2
SAL14368,0,0,0,0,0,0,0,0
SAL14369,35,0,1062,163,2249,0.7,1875,2.3
SAL14370,0,0,0,0,0,0,0,0
SAL14371,30,2383,1071,540,2337,1.2,2163,2.2
SAL14372,45,2250,919,405,2374,0.8,2312,3.5
SAL14373,55,1733,795,400,2062,0.7,1674,2.2
SAL14374,41,1167,709,160,1458,0.7,1093,2.4
SAL14375,40,1842,792,420,1927,0.7,1639,2.6
SAL14376,35,1950,836,410,2034,0.9,1549,2
SAL14377,38,2711,1590,576,3488,0.9,2639,2.1
SAL14378,53,1200,824,450,1875,0.5,1875,1.9
SAL14379,46,1192,924,275,2124,0.6,1375,2.3
SAL14380,45,1517,690,318,1486,0.8,1396,2.5
SAL14381,44,3163,1131,600,3025,0.8,2860,2.7
SAL14382,47,1600,605,220,1471,0.8,1261,2.6
SAL14383,66,0,575,0,0,1,575,1
SAL14384,55,1197,458,77,1125,1,900,2
SAL14385,43,1075,678,200,1333,0.7,1156,2.6
SAL14386,0,0,0,0,0,0,0,0
SAL14387,57,1225,532,300,1147,0.8,1027,2.2
SAL14388,0,0,0,0,0,0,0,0
SAL14389,65,0,750,0,1375,1,1375,2
SAL14390,49,1810,762,250,1949,0.7,1718,2.4
SAL14391,38,1517,845,320,2097,0.8,1892,2.9
SAL14392,31,2600,1195,600,2897,0.8,2841,3.4
SAL14393,57,3000,949,320,1875,0.5,1624,2
SAL14394,40,1060,749,270,1792,0.7,1449,2.4
SAL14395,36,1300,579,320,1332,0.8,1187,2.6
SAL14396,36,2029,715,400,1923,0.9,1714,3
SAL14397,41,1560,636,340,1595,0.8,1386,2.5
SAL14398,52,1552,612,0,1916,0.9,1687,2.5
SAL14399,38,2275,861,470,2431,0.9,2461,3.3
SAL14400,55,997,542,200,1312,0.7,929,2
SAL14401,44,1997,836,420,2284,0.7,1913,2.5
SAL14402,50,1679,674,290,1839,0.8,1483,2.5
SAL14403,57,3975,900,505,2125,0.8,1875,2.4
SAL14404,45,1733,669,100,1374,0.8,1374,2.5
SAL14405,55,379,575,260,1474,0.8,1375,2.1
SAL14406,46,2500,927,325,2408,0.8,2360,2.8
SAL14407,51,2492,638,310,1625,0.7,1375,2.7
SAL14408,33,2392,658,500,1975,1,1945,3.4
SAL14409,36,1570,718,378,1843,0.8,1634,2.8
SAL14410,59,1287,450,245,850,1,774,2.1
SAL14411,38,1888,612,240,1125,0.6,1083,2.1
SAL14412,55,845,476,185,1266,0.7,978,2.2
SAL14413,39,0,1125,140,1875,0.6,1187,2
SAL14414,53,2292,614,216,1892,0.8,1812,2.6
SAL14415,50,1430,667,340,1410,0.8,1437,2.9
SAL14416,48,2132,904,360,2461,0.7,2107,2.8
SAL14417,55,0,850,0,1875,0.6,1249,1.5
SAL14418,44,734,642,170,1624,0.8,1274,2.4
SAL14419,64,0,450,180,1125,0.7,1062,2.3
SAL14420,45,1733,636,360,1495,0.8,1190,2.4
SAL14421,61,1300,481,300,976,0.8,778,1.9
SAL14422,42,4000,1638,670,4557,0.9,3013,2.2
SAL14423,51,1960,712,320,1864,0.7,1625,2.5
SAL14424,39,3000,1368,500,3131,1,2001,1.7
SAL14425,46,0,575,179,1624,1,949,2.4
SAL14426,42,1092,638,260,1625,0.8,1160,2.3
SAL14427,55,700,819,0,1812,0.8,1687,2.1
SAL14428,39,2600,1131,550,2917,0.9,2228,2.4
SAL14429,49,1517,824,403,2143,0.8,1674,2.4
SAL14430,52,3500,1288,550,4600,0.8,2931,2.4
SAL14431,44,1200,822,250,2156,0.8,1583,2.5
SAL14432,56,1300,494,293,1254,0.8,953,2.2
SAL14433,36,2167,806,510,2307,0.8,2255,3.2
SAL14434,43,2200,788,395,2389,0.8,1816,2.5
SAL14435,57,1700,572,310,1321,0.7,1125,2
SAL14436,49,1517,655,315,1687,1.1,1093,2.5
SAL14437,59,0,450,0,900,0.3,900,2
SAL14438,44,3000,1027,580,3020,0.8,2614,2.9
SAL14439,0,0,0,0,0,0,0,0
SAL14440,43,2600,1016,750,3240,0.8,3250,3.2
SAL14441,33,1733,735,390,1794,0.7,1586,2.8
SAL14442,77,503,458,187,973,0.7,767,1.7
SAL14443,48,1900,605,380,1584,0.8,1151,2.2
SAL14444,47,2600,974,415,2888,0.7,2416,2.4
SAL14445,69,0,724,150,1437,0.6,1437,2
SAL14446,49,1677,840,415,1850,0.7,1680,2.2
SAL14447,51,1409,762,350,2250,0.9,2250,2.8
SAL14448,35,1896,822,200,2200,0.6,2041,2.5
SAL14449,44,1083,740,225,1656,0.8,1404,2.4
SAL14450,53,997,469,280,1062,0.7,762,2.4
SAL14451,60,1083,364,300,762,1.1,612,1.9
SAL14452,57,867,479,200,1125,0.7,1034,2
SAL14453,41,2000,833,250,2312,0.8,2187,2.8
SAL14454,37,2513,824,280,2124,0.8,2062,2.9
SAL14455,0,0,0,0,0,0,0,0
SAL14456,49,1950,623,360,1725,0.8,1384,2.6
SAL14457,43,2167,739,445,1924,0.7,1692,2.9
SAL14458,48,0,724,0,1274,0.7,850,2.2
SAL14459,48,2167,933,295,2374,0.8,1875,2.4
SAL14460,58,2300,743,0,1666,0.7,1666,2.1
SAL14461,55,1114,480,200,1205,0.9,941,2.2
SAL14462,54,1408,604,360,1062,0.6,1062,2
SAL14463,42,1950,686,390,1900,0.8,1408,2.4
SAL14464,45,1632,608,350,1493,0.8,1096,2.2
SAL14465,47,3275,878,650,2536,0.7,2360,2.8
SAL14466,37,1733,725,390,1759,0.8,1622,2.7
SAL14467,43,1950,802,360,2132,0.8,1976,2.9
SAL14468,56,1158,537,0,1125,1.4,900,1.6
SAL14469,58,917,900,0,1875,1.1,1875,3
SAL14470,0,0,0,0,0,0,0,0
SAL14471,34,2167,524,400,1592,1.1,1438,3.2
SAL14472,61,0,725,300,2249,0.8,1074,2
SAL14473,48,2925,814,165,2562,0.7,2437,3.1
SAL14474,42,550,1218,103,2750,0.7,2416,2.7
SAL14475,63,0,900,0,0,0,0,0
SAL14476,57,1630,602,400,1397,0.7,1106,2.1
SAL14477,0,0,0,0,0,0,0,0
SAL14478,25,1083,473,200,1447,0.8,1256,2.5
SAL14479,35,1894,785,435,2140,0.9,2059,3
SAL14480,38,0,1312,200,2750,0.7,3250,3.3
SAL14481,0,0,0,0,0,0,0,0
SAL14482,35,499,1125,0,2250,0.6,1875,2.2
SAL14483,54,1250,725,0,2649,0.5,899,2.2
SAL14484,69,1200,687,100,2124,0.7,1249,1.6
SAL14485,39,850,1312,100,3249,0.8,2750,2.8
SAL14486,47,2123,962,230,2187,0.8,2094,2.7
SAL14487,56,1733,687,125,1624,0.6,1124,2.3
SAL14488,50,1517,550,37,1458,0.8,1291,2.4
SAL14489,52,0,350,163,1249,0.8,1375,2.5
SAL14490,45,1443,599,162,899,0.7,762,2.9
SAL14491,58,1517,1156,243,2299,0.6,2125,2.3
SAL14492,59,1547,492,250,1268,0.8,1078,2.3
SAL14493,44,2400,1077,410,2766,0.8,2571,2.8
SAL14494,53,0,1562,0,3374,0.6,2750,2.8
SAL14495,41,2383,966,660,2814,0.8,2829,3.3
SAL14496,46,1200,444,250,971,0.9,914,2.6
SAL14497,0,0,0,0,0,0,0,0
SAL14498,63,0,574,0,1274,0.6,1274,2.4
SAL14499,51,2167,857,375,1625,0.8,1375,2.4
SAL14500,0,0,0,0,0,0,0,0
SAL14501,47,1600,605,340,1481,0.8,1326,2.7
SAL14502,44,1915,716,231,1812,0.7,1437,2.8
SAL14503,42,2730,1020,520,2856,0.8,2724,3
SAL14504,46,1430,490,320,1337,0.9,1205,2.7
SAL14505,46,1517,677,370,1448,0.7,1316,2.3
SAL14506,57,650,687,100,1624,0.9,1375,2.2
SAL14507,74,0,575,0,1125,0.5,1125,2
SAL14508,51,2167,816,200,1812,0.7,1333,2.6
SAL14509,52,217,681,150,1312,0.7,900,2
SAL14510,39,1733,617,400,1708,0.8,1625,2.8
SAL14511,42,1773,867,340,2185,0.8,1739,2.5
SAL14512,45,2600,1255,380,3071,0.8,2888,2.8
SAL14513,37,2054,1174,275,3083,0.9,2957,3.2
SAL14514,41,2167,760,498,2131,0.8,1896,2.7
SAL14515,57,1842,596,450,1625,0.8,1625,2.5
SAL14516,42,0,1278,0,2799,1,2750,3.6
SAL14517,52,1463,642,250,1625,0.8,1343,2.7
SAL14518,73,0,350,0,450,0.5,450,1.3
SAL14519,43,1733,687,343,1458,1,1416,3
SAL14520,42,2058,1018,400,2716,0.8,2635,3
SAL14521,45,3000,791,500,2194,0.8,2321,3.2
SAL14522,39,1300,821,250,2083,0.8,1633,2.6
SAL14523,44,1733,900,0,2250,0.7,2250,3
SAL14524,43,2000,448,226,1299,1.1,900,2.7
SAL14525,47,737,575,195,1270,0.7,982,2.3
SAL14526,49,867,625,200,1562,0.8,1354,2.7
SAL14527,70,0,824,150,0,0.8,824,1
SAL14528,39,1950,763,420,2097,0.8,1944,2.9
SAL14529,40,2448,833,0,2187,1,2333,3.6
SAL14530,44,1733,522,125,1531,0.9,1281,2.7
SAL14531,48,1300,719,365,1781,0.9,1462,2.7
SAL14532,48,625,492,150,1062,0.8,1069,2.4
SAL14533,37,1976,756,450,1719,0.7,1553,2.7
SAL14534,41,1606,871,300,2290,0.8,2072,2.8
SAL14535,47,1517,646,280,1531,0.8,1385,2.6
SAL14536,41,1300,656,250,1515,0.7,1157,2.4
SAL14537,46,3200,1085,750,3336,0.8,2959,2.9
SAL14538,53,1300,507,325,1343,1,900,2.1
SAL14539,16,0,762,200,2250,0.9,1375,3.9
SAL14540,24,0,575,0,1375,1,750,1.5
SAL14541,45,1763,545,440,1771,0.8,1625,2.8
SAL14542,30,2642,1262,600,2670,1.1,2192,2
SAL19494,0,0,0,0,0,0,0,0
SAL19797,56,0,1649,0,0,0,0,0
SAL20001,63,0,91500,0,0,1,900,1
SAL20002,33,2167,1354,425,3024,1,2197,1.9
SAL20003,41,2600,1053,440,3172,0.8,2571,2.8
SAL20004,46,0,949,0,2124,1.2,1375,2
SAL20005,56,1606,783,271,2107,0.7,1478,2.3
SAL20006,0,0,0,0,0,0,0,0
SAL20007,41,1365,599,300,1666,0.9,1666,2.8
SAL20008,56,1868,483,150,1187,0.7,1042,2.2
SAL20009,50,1200,493,0,1125,0.7,1125,2.4
SAL20010,61,2318,435,195,762,0.7,725,1.9
SAL20011,30,2167,980,420,2305,0.9,2348,3.6
SAL20012,0,0,0,0,0,0,0,0
SAL20013,57,2171,895,350,2008,0.7,1642,2.1
SAL20014,44,1300,768,330,1968,0.8,1850,2.9
SAL20015,39,2085,883,401,2292,0.8,1761,2.3
SAL20016,0,0,0,0,0,0,0,0
SAL20017,37,1500,488,325,1339,0.9,1279,2.9
SAL20018,46,3500,1333,590,3830,0.9,2533,2.2
SAL20019,51,1200,488,255,1233,0.7,956,2.3
SAL20020,53,1405,525,210,1437,0.7,1166,2.2
SAL20021,35,1700,708,301,1731,0.9,1310,2.3
SAL20022,51,1300,629,240,1511,0.7,1086,2.1
SAL20023,35,1608,841,365,2180,0.8,1883,2.8
SAL20024,63,1603,724,0,2750,0.7,1187,2
SAL20025,44,1400,769,100,1625,0.7,1468,2.8
SAL20026,58,1697,708,260,1562,0.7,1416,2.1
SAL20027,46,1820,933,340,2192,0.8,1981,2.7
SAL20028,43,1478,821,268,2030,0.8,1605,2.6
SAL20029,48,1517,784,187,2083,0.8,1600,2.4
SAL20030,48,1300,624,263,1792,0.8,1424,2.6
SAL20031,52,1408,497,275,1562,0.8,1125,2.4
SAL20032,30,1517,575,0,1125,0.8,1749,3.5
SAL20033,54,1900,575,275,1312,0.8,1125,2.4
SAL20034,39,2492,1199,451,3423,0.9,2429,2.4
SAL20035,42,2197,947,385,2440,0.8,1826,2.3
SAL20036,41,1700,730,341,1946,0.8,1573,2.5
SAL20037,37,2167,753,400,2137,0.8,1695,2.6
SAL20038,47,867,691,250,1562,0.7,1100,2.4
SAL20039,57,732,454,200,1062,0.8,850,2.1
SAL20040,58,0,350,0,1874,1.2,1874,3
SAL20041,56,845,583,233,1406,0.7,1050,2
SAL20042,43,1800,839,300,2218,0.8,1940,2.8
SAL20043,56,1621,673,295,1624,0.7,1416,2.3
SAL20044,50,1733,710,260,1437,0.6,1375,2.4
SAL20045,65,2383,383,0,900,0.8,900,1.8
SAL20046,54,2167,852,405,2156,0.7,1701,2.2
SAL20047,41,6000,739,0,1875,0.8,1437,2.8
SAL20048,41,1084,599,0,1625,0.8,1125,2.4
SAL20049,52,1700,695,300,1504,0.7,1144,2
SAL20050,58,1083,450,50,900,0.5,866,1.5
SAL20051,53,1200,762,194,966,0.6,949,2
SAL20052,55,440,702,113,1649,0.7,1231,2.1
SAL20053,45,1083,681,250,1608,0.7,1216,2.2
SAL20054,52,1515,739,231,1937,0.6,1468,2.2
SAL20055,0,0,0,0,0,0,0,0
SAL20056,45,1142,779,200,2150,0.8,1708,2.7
SAL20057,48,867,739,425,1624,0.8,1375,2.8
SAL20058,54,1429,350,0,1166,0.6,749,2
SAL20059,53,0,1875,225,3749,1,3749,2
SAL20060,44,4333,383,0,1312,0.9,1125,2.6
SAL20061,57,1408,466,300,1749,0.6,900,1.8
SAL20062,37,1700,698,340,1734,0.8,1452,2.4
SAL20063,45,1517,755,220,1916,0.8,1762,2.6
SAL20064,54,0,1187,0,3249,0.6,2749,1.8
SAL20065,57,1270,497,255,1194,0.7,794,2
SAL20066,38,2458,1354,421,3368,0.9,2193,2
SAL20067,53,1172,820,175,1791,0.7,1166,2.2
SAL20068,30,1800,997,420,2285,0.8,2200,2.9
SAL20069,54,1170,725,100,1562,0.8,1166,2.5
SAL20070,51,1517,575,154,1562,0.7,1062,1.6
SAL20071,52,2591,834,218,2374,0.8,2214,2.9
SAL20072,48,2184,952,435,2312,0.7,2015,2.5
SAL20073,44,2167,733,240,2222,0.8,2027,2.8
SAL20074,35,1517,839,350,2043,0.7,1913,2.8
SAL20075,37,2458,1080,370,3025,0.9,2192,2.4
SAL20076,48,2800,1132,357,2905,0.7,2474,2.7
SAL20077,41,3000,1002,455,3422,0.8,2743,2.8
SAL20078,39,2600,830,391,2485,0.8,1909,2.5
SAL20079,40,2383,1023,460,2809,0.8,2343,2.7
SAL20080,43,2000,810,496,2441,0.8,2210,2.9
SAL20081,33,1647,809,231,1839,0.9,1803,3
SAL20082,42,2000,824,358,2567,0.8,2209,2.9
SAL20083,81,0,612,0,1125,0.4,1124,1.5
SAL20084,67,0,1437,0,2750,0.4,3999,1.5
SAL20085,41,2084,511,398,1937,0.8,1775,2.9
SAL20086,49,1509,749,300,1756,0.7,1414,2.3
SAL20087,51,1056,503,210,1281,0.7,923,2.2
SAL20088,31,867,1562,0,2124,0.6,2250,2.3
SAL20089,45,2167,666,400,2039,0.8,1587,2.6
SAL20090,58,776,687,295,1875,0.7,1749,2.4
SAL20091,40,1859,866,356,2242,0.8,2055,2.8
SAL20092,44,1809,804,270,2432,0.8,2230,3
SAL20093,37,1733,813,330,2189,0.8,1933,2.8
SAL20094,36,1824,769,200,1625,0.7,1437,2.5
SAL20095,39,1700,771,330,2007,0.7,1508,2.3
SAL20096,49,1298,624,260,1416,0.7,1204,2.3
SAL20097,43,1517,683,323,1786,0.8,1481,2.5
SAL20098,57,1850,900,0,2250,0.5,1749,1.8
SAL20099,39,1625,785,400,1730,0.8,1740,2.8
SAL20100,53,1125,762,210,1916,0.7,1708,2
SAL20101,45,1127,862,175,2062,0.7,1458,2.2
SAL20102,56,1382,575,275,1624,0.8,1187,2.2
SAL20103,44,1192,634,270,1429,0.7,1101,2.2
SAL20104,34,1306,725,313,1875,0.7,1263,2
SAL20105,35,2223,1172,386,2899,0.9,2026,2
SAL20106,40,2500,684,230,2125,0.8,1666,2.9
SAL20107,40,1733,664,300,924,0.7,866,2.5
SAL20108,43,1625,733,330,1963,0.7,1560,2.4
SAL20109,35,1659,1034,150,2187,1,2062,3.2
SAL20110,30,0,725,80,2249,0.9,1625,3
SAL20111,41,1600,821,300,2120,0.7,1454,2.1
SAL20112,43,1300,636,290,1480,0.7,1123,2.1
SAL20113,43,1416,723,285,1914,0.7,1290,2.2
SAL20114,56,1242,620,120,1208,0.8,1166,2.5
SAL20115,44,2459,733,300,1800,0.8,1468,2.8
SAL20116,43,1842,725,410,1775,0.8,1708,3.1
SAL20117,41,975,725,114,2250,0.9,2156,2.9
SAL20118,51,1947,809,260,1843,0.7,1458,2.3
SAL20119,53,702,689,100,1525,0.7,1211,2.2
SAL20120,46,2167,862,480,2330,0.7,1918,2.6
SAL20121,58,1800,866,423,1983,0.7,1637,2.3
SAL20122,59,1500,687,0,1812,0.7,1812,2.8
SAL20123,43,3000,850,451,2492,0.8,1975,2.6
SAL20124,42,3078,854,554,2727,0.8,2346,2.9
SAL20125,41,1300,725,213,1625,0.8,1440,2.7
SAL20126,41,1300,787,160,1843,0.8,1525,2.7
SAL20127,51,759,788,300,1958,0.8,1875,2.4
SAL20128,40,595,933,275,2250,0.7,2125,2.7
SAL20129,23,1517,1054,380,2040,0.8,2017,3.1
SAL20130,51,1187,1053,200,2125,0.8,2249,2.7
SAL20131,71,2880,505,176,990,0.7,644,1.6
SAL20132,32,1733,735,230,1874,0.9,1375,3.4
SAL20133,35,1863,845,390,2232,0.8,2055,3
SAL20134,54,0,1075,0,3499,0.7,3499,2.6
SAL20135,53,692,833,0,2083,0.8,1833,2.9
SAL20136,37,1684,942,355,2279,0.8,2090,2.8
SAL20137,53,1734,706,165,2166,0.7,1312,2.5
SAL20138,56,1311,584,323,1416,0.7,1111,2.1
SAL20139,39,455,687,250,1749,0.8,1624,2.5
SAL20140,56,1733,1017,253,1949,0.8,1854,2.5
SAL20141,50,1602,778,250,2103,0.8,1555,2.5
SAL20142,54,787,524,0,949,0.9,825,2
SAL20143,54,1550,703,0,1875,0.8,1749,2.3
SAL20144,56,1000,448,190,1083,0.7,875,2
SAL20145,64,1842,1125,100,2333,0.8,2333,2.7
SAL20146,40,1495,843,293,2085,0.8,1742,2.6
SAL20147,46,1724,870,210,2150,0.9,1899,2.9
SAL20148,37,1517,900,298,2143,0.7,1792,2.5
SAL20149,44,1560,719,300,2011,0.8,1708,2.7
SAL20150,43,1599,638,370,1713,0.8,1531,2.9
SAL20151,44,2234,1151,301,3250,0.7,2562,2.8
SAL20152,54,1083,425,0,1749,0.9,900,2.6
SAL20153,48,2232,849,220,2374,0.5,1125,1.5
SAL20154,32,0,850,235,1875,1,1812,3.5
SAL20155,57,0,762,0,0,0.3,575,1
SAL20156,41,1246,668,268,2124,0.8,1125,2.2
SAL20157,58,3500,530,0,1374,0.8,900,2.5
SAL20158,43,936,1624,0,3250,0.8,2999,2.5
SAL20159,50,1697,619,200,2250,0.6,1312,2.3
SAL20160,50,1317,721,250,1624,0.8,1408,2.6
SAL20161,48,1083,560,230,1291,0.8,1037,2.1
SAL20162,46,2184,1030,450,2773,0.7,2226,2.5
SAL20163,45,1517,695,0,1499,0.8,1062,1.9
SAL20164,49,1500,550,225,1674,0.7,1262,2.4
SAL20165,39,2268,952,325,2881,0.8,2837,3.3
SAL20166,45,1865,1149,250,2874,0.7,2624,2.8
SAL20167,0,0,0,0,0,0,0,0
SAL20168,30,0,880,0,0,0,0,0
SAL20169,40,1690,774,360,1958,0.7,1493,2.3
SAL20170,43,699,1042,0,2250,1.5,2166,2.9
SAL20171,42,2167,752,425,2016,0.8,1897,2.9
SAL20172,56,1513,810,305,1812,0.6,1531,2.2
SAL20173,38,1820,785,375,1977,0.8,1598,2.4
SAL20174,38,1835,839,360,2113,0.8,1675,2.5
SAL20175,39,2000,887,390,2612,0.8,2279,2.9
SAL20176,42,2252,1001,368,2862,0.8,2755,3.2
SAL20177,61,867,437,130,958,0.7,734,2
SAL20178,63,1000,459,185,1042,0.7,828,1.9
SAL20179,44,421,630,125,1350,0.7,1274,2.5
SAL20180,29,0,1093,185,2374,1.2,2250,3.8
SAL20181,51,1160,575,250,1479,0.7,1031,2.1
SAL20182,48,3000,1044,612,3292,0.8,2626,2.7
SAL20183,49,347,833,0,2124,0.9,1999,3.3
SAL20184,51,1122,698,220,1875,0.7,1260,2.2
SAL20185,50,947,641,185,1812,0.8,840,2
SAL20186,49,1550,767,300,1880,0.7,1401,2.2
SAL20187,48,0,550,340,1749,0.9,1125,2.2
SAL20188,38,1863,959,401,2496,0.8,2202,2.7
SAL20189,40,1900,827,373,2313,0.8,2132,2.9
SAL20190,44,2000,843,450,2484,0.8,2382,3
SAL20191,41,1500,638,340,1643,0.8,1224,2.2
SAL20192,42,1600,674,350,1700,0.7,1368,2.4
SAL20193,57,1700,1008,350,2333,0.6,2214,2.4
SAL20194,33,600,374,0,900,0.9,699,3
SAL20195,52,2300,776,380,2301,0.8,1556,2.5
SAL20196,50,1500,767,308,1906,0.7,1413,2.5
SAL20197,57,1280,671,0,2249,0.8,1875,2.5
SAL20198,36,2300,722,375,2235,0.9,1845,2.6
SAL20199,0,0,0,0,0,0,0,0
SAL20200,48,2600,1114,525,2750,0.8,2600,2.9
SAL20201,37,1703,802,350,2080,0.8,1517,2.3
SAL20202,67,1190,388,220,866,0.8,710,1.8
SAL20203,51,1733,787,285,1797,0.7,1687,2.4
SAL20204,51,1253,645,250,1521,0.7,1142,2.1
SAL20205,59,1142,690,150,1392,0.7,1017,1.8
SAL20206,48,1300,979,0,2208,0.8,2125,2.5
SAL20207,47,2084,900,300,2156,0.9,1971,2.8
SAL20208,43,1482,821,290,1984,0.7,1429,2.1
SAL20209,61,650,680,158,1446,0.8,1041,1.8
SAL20210,44,1192,687,300,1875,0.9,1458,2.6
SAL20211,37,880,687,0,2125,0.9,1812,2.8
SAL20212,37,1728,814,417,2250,0.9,1958,2.6
SAL20213,51,1526,550,0,1437,0.8,1125,2.6
SAL20214,39,2500,990,480,2877,0.9,2263,2.6
SAL20215,40,2500,927,500,2640,0.8,2215,2.7
SAL20216,41,1733,875,0,2749,0.7,1375,2.3
SAL20217,49,1625,845,300,2218,0.9,2125,2.8
SAL20218,51,1773,725,20,1375,0.7,1374,2.5
SAL20219,49,1083,476,250,1228,0.8,900,2.3
SAL20220,56,1199,933,180,2249,0.6,1125,2.2
SAL20221,47,433,658,150,1395,0.8,1093,2.4
SAL20222,44,1042,866,200,1375,0.7,1333,2.2
SAL20223,53,1500,814,205,1937,0.7,1797,2.3
SAL20224,38,2000,852,400,2346,0.8,2113,2.9
SAL20225,42,915,491,140,1312,0.7,974,2.3
SAL20226,48,1083,472,228,979,0.8,860,2.3
SAL20227,55,2179,1012,125,2250,0.7,1562,2.4
SAL20228,59,995,624,0,1375,0.6,1375,2.2
SAL20229,50,1338,867,260,1964,0.7,1840,2.5
SAL20230,52,982,419,193,949,0.8,780,2.4
SAL20231,56,526,629,78,1625,0.7,1062,2.2
SAL20232,42,1000,687,150,1645,0.8,1390,2.6
SAL20233,32,2052,978,400,2333,0.8,2266,3.2
SAL20234,40,0,524,0,5500,0.7,5500,5
SAL20235,37,1656,863,280,2042,0.8,1771,2.8
SAL20236,56,0,774,275,2250,0.7,1875,2.1
SAL20237,55,1895,850,185,2333,0.7,1375,2.1
SAL20238,45,856,1011,0,1708,0.8,1999,3.2
SAL20239,0,0,0,0,0,0,0,0
SAL20240,59,1907,850,50,1625,0.7,1499,2
SAL20241,54,1083,825,0,1625,0.9,1625,2.4
SAL20242,46,1246,706,250,2041,0.8,1050,2.3
SAL20243,69,0,537,0,1250,0.7,1250,2.5
SAL20244,49,758,740,155,1612,0.7,1171,2.2
SAL20245,30,0,1312,0,2749,0.6,2250,1.7
SAL20246,39,1487,794,300,1921,0.8,1784,3
SAL20247,43,1517,782,300,1914,0.8,1521,2.4
SAL20248,46,1842,725,366,1991,0.8,1615,2.5
SAL20249,40,1393,805,290,2004,0.7,1471,2.2
SAL20250,48,1467,693,200,1874,0.8,1531,2.6
SAL20251,49,2897,1067,541,3209,0.8,2416,2.5
SAL20252,41,2208,942,411,2668,0.8,2065,2.5
SAL20253,39,2400,822,431,2385,0.8,2021,2.8
SAL20254,42,2251,753,410,2371,0.8,1861,2.6
SAL20255,46,3033,725,0,2374,0.7,1562,2.4
SAL20256,47,1300,767,305,1837,0.8,1424,2
SAL20257,58,2000,787,400,1986,0.6,1490,2.1
SAL20258,41,1028,822,250,2083,0.9,1625,2.9
SAL20259,49,1677,739,325,1812,0.8,1446,2.4
SAL20260,39,1742,807,360,2125,0.8,1889,2.7
SAL20261,56,2106,769,150,2062,0.6,1458,2
SAL20262,39,867,900,175,1625,0.8,1875,3.1
SAL20263,51,1950,767,300,1875,0.7,1416,2.4
SAL20264,47,717,660,180,1875,0.8,1687,2.9
SAL20265,19,0,450,180,0,0.3,350,1
SAL20266,60,1950,612,0,1656,0.8,1562,2.5
SAL20267,56,2050,596,175,1333,0.8,1125,2.3
SAL20268,31,0,725,150,2250,1,1624,2.7
SAL20269,54,0,350,0,3999,0.9,3999,2.7
SAL20270,42,1231,692,200,1803,0.8,1468,2.5
SAL20271,30,0,899,0,1625,1,1625,3
SAL20272,51,2000,791,550,2374,0.8,1792,2.7
SAL20273,25,0,850,0,1749,0.6,1374,2.5
SAL20274,49,1603,581,220,1708,0.8,1394,2.5
SAL20275,44,1029,466,250,1874,0.8,1499,2.6
SAL20276,47,1700,883,285,1937,0.7,1850,2.4
SAL20277,58,1850,474,0,1562,0.6,762,1.8
SAL20278,42,2139,975,391,2459,0.8,1766,2.2
SAL20279,26,1571,988,225,2270,0.8,2104,2.7
SAL20280,52,3033,759,400,1833,0.7,1812,2.6
SAL20281,38,867,1312,0,2625,1,2624,3.1
