SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL10273,..,428,428,437,57,490,215,10,226,200,0,200,84,0,84,39,0,39,974,491,1469
SAL10274,..,6,6,15,0,13,3,0,3,8,0,8,0,0,0,0,0,0,29,6,43
SAL10275,..,0,0,0,0,0,0,0,6,5,0,5,0,0,0,0,0,0,8,4,8
SAL10276,..,1036,1036,1094,65,1157,350,12,362,355,0,353,125,0,122,60,0,61,1982,1118,3098
SAL10277,..,485,485,740,40,784,395,7,403,406,0,411,148,0,148,58,0,58,1761,541,2300
SAL10278,..,126,126,159,8,162,73,0,74,52,0,52,12,0,12,8,0,8,302,134,435
SAL10279,..,1248,1248,1271,132,1409,841,45,883,651,15,668,312,6,316,239,8,244,3312,1451,4760
SAL10280,..,21,21,33,0,33,13,0,13,7,0,7,7,0,7,3,0,3,71,25,95
SAL10281,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6
SAL10282,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10283,..,572,572,797,21,822,473,0,474,681,0,679,268,0,270,97,0,97,2316,602,2913
SAL10284,..,74,74,86,5,85,35,0,35,16,0,16,8,0,8,10,0,10,151,84,240
SAL10285,..,5,5,17,0,18,5,0,5,3,0,3,0,0,0,0,0,0,28,10,30
SAL10286,..,17,17,19,0,22,4,0,4,6,0,6,4,0,4,4,0,4,36,21,51
SAL10287,..,29,29,23,4,27,5,0,5,9,0,7,4,0,4,0,0,0,39,35,73
SAL10288,..,14,14,22,0,22,0,0,0,4,0,4,0,0,0,0,0,0,30,14,47
SAL10289,..,64,64,74,4,72,21,0,21,14,0,14,12,0,12,9,0,9,125,68,193
SAL10290,..,17,17,30,0,28,10,0,10,7,0,7,0,0,0,0,0,0,45,21,59
SAL10291,..,18,18,33,0,34,12,0,12,7,0,7,11,0,11,5,0,5,67,18,90
SAL10292,..,9,9,10,0,15,4,0,4,5,0,5,4,0,4,0,0,0,25,6,41
SAL10293,..,5,5,7,0,10,6,0,6,3,0,3,0,0,0,3,0,3,21,5,34
SAL10294,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3
SAL10295,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL10296,..,3,3,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,15,3,17
SAL10297,..,125,125,249,6,259,144,4,146,198,0,201,85,0,85,26,0,26,701,138,840
SAL10298,..,14,14,30,0,38,22,0,16,8,0,8,7,0,7,3,0,3,70,12,85
SAL10299,..,532,532,625,85,714,487,41,530,451,24,471,222,7,233,248,13,257,2034,695,2736
SAL10300,..,6,6,16,0,16,11,0,11,4,0,4,3,0,3,0,0,0,29,6,38
SAL10301,..,394,394,424,35,458,229,4,235,155,0,154,64,3,71,25,0,28,889,443,1333
SAL10302,..,6,6,28,0,28,11,0,11,9,0,9,6,0,6,3,0,3,53,6,62
SAL10303,..,793,793,850,74,927,432,9,439,414,6,417,176,0,176,115,0,115,1989,887,2875
SAL10304,..,667,667,936,64,1000,534,12,546,579,0,583,231,3,237,110,0,110,2389,749,3139
SAL10305,..,41,41,98,10,104,38,0,37,51,0,46,39,0,39,29,0,27,251,53,305
SAL10306,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10307,..,274,274,337,20,355,76,0,75,59,0,59,15,0,15,19,0,19,511,291,802
SAL10308,..,212,212,448,14,459,267,0,271,409,0,409,150,0,150,64,0,64,1335,224,1562
SAL10309,..,262,262,520,18,537,321,5,325,444,0,444,160,0,160,53,0,53,1503,276,1780
SAL10310,..,18,18,32,0,31,8,0,5,4,0,4,0,0,0,0,0,0,46,19,61
SAL10311,..,70,70,78,4,80,17,0,22,21,0,21,12,0,12,7,0,7,139,77,211
SAL10312,..,33,33,56,7,60,17,0,17,13,0,13,3,0,3,0,0,0,88,41,126
SAL10313,..,8,8,13,0,13,4,0,4,8,0,8,0,0,0,0,0,0,28,8,32
SAL10314,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12
SAL10315,..,163,163,170,14,186,60,0,64,68,0,68,26,0,26,4,0,4,333,179,511
SAL10316,..,0,0,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,12,0,10
SAL10317,..,170,170,201,8,205,62,0,62,46,0,46,12,0,12,18,0,18,339,175,508
SAL10318,..,9,9,21,0,25,16,0,16,9,0,9,3,0,3,6,0,6,58,15,67
SAL10319,..,53,53,134,7,138,28,0,29,40,0,40,17,0,17,10,0,10,229,52,281
SAL10320,..,4,4,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,9,4,10
SAL10321,..,326,326,537,15,555,127,0,127,138,0,138,68,0,68,20,0,20,889,342,1232
SAL10322,..,8,8,11,0,13,3,0,3,0,0,0,4,0,4,0,0,0,21,7,26
SAL10323,..,3,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16
SAL10324,..,14,14,39,0,39,10,0,13,7,0,9,0,0,0,0,0,0,61,14,73
SAL10325,..,4,4,6,0,6,6,0,6,3,0,3,0,0,0,0,0,0,15,4,17
SAL10326,..,3,3,23,0,22,3,0,3,9,0,9,0,0,0,0,0,0,34,6,41
SAL10327,..,26,26,27,0,28,10,0,10,4,0,4,0,0,0,0,0,0,41,24,65
SAL10328,..,5,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13
SAL10329,..,171,171,213,17,231,143,0,148,181,3,180,72,0,78,33,0,33,648,193,839
SAL10330,..,732,732,932,57,986,606,25,624,722,3,722,307,3,316,166,4,167,2726,815,3546
SAL10331,..,6,6,11,0,11,6,0,6,3,0,3,0,0,0,0,0,0,25,6,32
SAL10332,..,25,25,71,0,69,32,0,31,28,0,28,12,0,13,4,0,4,145,29,175
SAL10333,..,1310,1310,1655,117,1774,1186,28,1218,1115,8,1120,525,3,529,379,0,379,4858,1469,6329
SAL10334,..,357,357,393,22,414,259,9,266,288,0,294,114,5,115,56,0,56,1110,395,1505
SAL10335,..,4,4,3,0,3,6,0,6,11,0,11,0,0,0,0,0,0,17,4,23
SAL10336,..,6,6,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,5,32
SAL10337,..,8,8,14,0,19,3,0,3,7,0,7,6,0,6,0,0,0,30,11,38
SAL10338,..,3,3,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,9,3,13
SAL10339,..,283,283,346,23,369,246,0,247,157,0,159,110,0,110,97,0,97,960,309,1265
SAL10340,..,9,9,19,4,25,6,0,6,9,0,9,0,0,0,0,0,0,31,7,44
SAL10341,..,6,6,5,0,5,5,0,5,5,0,5,4,0,4,0,0,0,11,6,15
SAL10342,..,8,8,11,0,13,5,0,5,4,0,4,0,0,0,0,0,0,21,5,29
SAL10343,..,5,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8
SAL10344,..,6,6,18,0,18,8,0,8,4,0,4,7,0,7,4,0,4,39,6,46
SAL10345,..,44,44,44,0,49,7,0,7,9,0,9,10,0,10,0,0,0,70,43,109
SAL10346,..,32,32,32,7,37,32,0,32,14,0,14,18,0,17,9,0,9,107,39,146
SAL10347,..,277,277,429,33,455,209,4,213,180,3,182,84,0,85,30,0,30,932,316,1247
SAL10348,..,34,34,79,0,79,34,0,34,35,0,35,16,0,16,11,0,11,161,34,198
SAL10349,..,12,12,47,0,45,17,0,17,10,0,10,8,0,8,0,0,0,77,16,93
SAL10350,..,154,154,428,13,433,193,0,196,288,0,288,119,0,119,32,0,32,1054,170,1224
SAL10351,..,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8
SAL10352,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10353,..,10,10,20,0,21,10,0,10,4,0,4,0,0,0,0,0,0,35,11,47
SAL10354,..,17,17,16,3,24,15,0,15,7,0,7,3,0,3,6,0,6,50,23,69
SAL10355,..,15,15,9,0,7,5,0,5,3,0,3,0,0,0,0,0,0,17,13,30
SAL10356,..,10,10,29,0,30,15,0,15,11,0,11,6,0,6,0,0,0,60,13,70
SAL10357,..,61,61,78,6,85,40,0,36,38,0,38,10,0,10,12,0,12,170,64,242
SAL10358,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10359,..,5,5,11,0,11,3,0,3,6,0,6,3,0,3,0,0,0,19,5,26
SAL10360,..,7,7,15,0,13,9,0,9,8,0,8,0,0,0,4,0,4,33,8,40
SAL10361,..,70,70,78,10,82,20,0,20,21,0,21,9,0,9,8,0,8,139,77,218
SAL10362,..,37,37,43,0,43,3,0,3,12,0,12,5,0,5,10,0,10,72,40,112
SAL10363,..,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13
SAL10364,..,204,204,259,17,278,47,0,49,40,0,40,12,0,12,11,0,11,366,223,593
SAL10365,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14
SAL10366,..,23,23,46,0,42,12,0,12,10,0,10,3,0,3,0,0,0,61,20,89
SAL10367,..,0,0,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,8,0,12
SAL10368,..,12,12,11,0,11,9,0,6,5,0,5,3,0,3,0,0,0,36,10,42
SAL10369,..,27,27,41,0,44,21,0,21,19,0,19,4,0,4,9,0,9,94,28,115
SAL10370,..,10,10,21,0,23,11,0,6,6,4,9,3,0,3,8,0,8,50,13,69
SAL10371,..,108,108,103,7,110,27,0,27,19,0,19,10,0,10,4,0,4,168,114,280
SAL10372,..,9,9,12,0,12,6,0,6,6,0,6,9,0,9,4,0,4,31,9,43
SAL10373,..,322,322,467,23,491,196,3,197,206,4,210,52,0,52,12,0,14,930,344,1285
SAL10374,..,8,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,8,14
SAL10375,..,5,5,0,0,3,0,0,0,7,0,7,0,0,0,0,0,0,11,4,20
SAL10376,..,271,271,229,60,284,121,60,178,89,41,125,37,20,54,39,9,46,502,448,953
SAL10377,..,8,8,6,0,6,0,0,0,5,0,5,0,0,0,0,0,0,14,8,20
SAL10378,..,175,175,212,17,234,171,6,175,167,6,178,95,0,94,110,0,114,759,205,965
SAL10379,..,18,18,27,0,27,8,0,8,9,0,9,7,0,7,3,0,3,61,17,79
SAL10380,..,10,10,20,0,20,11,0,11,10,0,10,3,0,3,0,0,0,44,10,62
SAL10381,..,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,3,23
SAL10382,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL10383,..,156,156,220,9,231,31,0,31,40,0,40,12,0,12,5,0,5,300,160,461
SAL10384,..,14,14,53,0,53,28,0,28,27,0,30,27,0,27,8,0,8,139,15,153
SAL10385,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10386,..,23,23,44,0,46,13,0,13,15,0,15,8,0,8,0,0,0,78,21,104
SAL10387,..,15,15,31,0,31,8,0,8,9,0,9,10,0,10,10,0,10,63,15,76
SAL10388,..,17,17,23,0,26,11,0,11,12,0,12,8,0,8,0,0,0,54,16,70
SAL10389,..,298,298,377,21,401,138,0,140,155,3,156,68,4,66,36,0,36,771,328,1097
SAL10390,..,258,258,407,21,430,199,5,206,183,3,189,95,0,95,42,0,42,932,286,1218
SAL10391,..,238,238,276,33,310,200,3,201,141,0,141,75,0,75,97,0,97,784,276,1062
SAL10392,..,758,758,797,55,847,268,6,274,153,6,160,59,0,60,20,0,20,1301,824,2120
SAL10393,..,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,6,0,6
SAL10394,..,33,33,23,0,27,13,0,13,3,0,3,0,0,0,6,0,6,40,39,79
SAL10395,..,230,230,267,16,282,103,0,103,94,0,94,39,0,45,11,0,11,520,248,769
SAL10396,..,3386,3386,4002,444,4448,3165,172,3330,2982,77,3063,1269,37,1311,935,24,958,12353,4137,16495
SAL10397,..,9,9,15,0,19,4,0,4,5,0,5,0,0,0,3,0,3,23,5,30
SAL10398,..,261,261,287,34,317,118,0,118,80,0,81,33,0,33,16,0,16,535,290,824
SAL10399,..,82,82,168,12,186,163,0,161,199,0,199,81,3,84,69,0,74,686,97,782
SAL10400,..,25,25,21,4,29,24,0,24,19,0,19,9,0,9,15,0,15,92,29,124
SAL10401,..,14,14,21,0,21,3,0,4,14,0,14,4,0,4,0,0,0,41,14,50
SAL10402,..,323,323,531,16,549,355,0,360,442,0,441,234,0,234,126,0,126,1696,340,2035
SAL10403,..,10,10,13,0,13,7,0,7,8,0,8,4,0,4,0,0,0,24,10,31
SAL10404,..,6,6,3,0,3,9,0,9,3,0,3,3,0,3,0,0,0,14,6,19
SAL10405,..,27,27,38,6,42,9,0,9,8,0,8,5,0,5,0,0,0,53,28,86
SAL10406,..,540,540,908,37,943,443,3,452,487,0,487,211,0,211,80,0,80,2129,576,2708
SAL10407,..,5,5,13,0,17,10,0,10,5,0,5,3,0,3,0,0,0,33,3,33
SAL10408,..,10,10,38,0,47,38,0,38,35,0,35,21,0,21,14,0,14,154,11,166
SAL10409,..,383,383,442,23,465,185,4,192,156,0,156,89,0,86,50,0,50,924,408,1330
SAL10410,..,439,439,651,39,689,415,3,424,409,0,410,170,0,170,84,0,84,1728,475,2205
SAL10411,..,12,12,19,0,19,9,0,9,4,0,4,10,0,10,3,0,3,49,12,58
SAL10412,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10413,..,174,174,165,15,180,57,4,58,42,0,42,11,0,11,10,0,10,286,190,477
SAL10414,..,384,384,670,59,729,410,7,421,394,0,394,206,0,206,102,0,102,1782,455,2236
SAL10415,..,48,48,27,5,32,9,0,7,11,0,11,3,0,3,0,0,0,41,57,98
SAL10416,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10417,..,7,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,7,12
SAL10418,..,5,5,11,0,11,0,0,0,6,0,6,5,0,5,0,0,0,20,5,21
SAL10419,..,37,37,47,0,45,10,0,10,11,0,11,0,0,0,4,0,4,66,37,104
SAL10420,..,100,100,209,8,220,98,0,98,96,0,96,34,0,36,41,0,41,481,107,589
SAL10421,..,474,474,694,48,742,361,8,371,273,0,275,120,0,120,55,0,55,1505,534,2033
SAL10422,..,7,7,8,0,8,3,0,3,9,0,9,3,0,3,0,0,0,18,7,25
SAL10423,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
SAL10424,..,60,60,145,6,153,53,0,53,57,0,57,29,0,29,10,0,10,293,70,360
SAL10425,..,0,0,4,0,4,0,0,0,0,0,0,5,0,5,0,0,0,10,0,9
SAL10426,..,16,16,25,0,28,3,0,3,4,0,4,5,0,5,0,0,0,47,15,54
SAL10427,..,0,0,21,0,18,4,0,4,6,0,6,3,0,3,4,0,4,32,0,33
SAL10428,..,63,63,120,5,125,23,0,23,30,0,28,9,0,9,5,0,5,183,69,256
SAL10429,..,5,5,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,10,5,10
SAL10430,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL10431,..,8,8,21,5,23,5,0,5,6,0,6,0,0,0,0,0,0,43,12,50
SAL10432,..,4,4,9,0,9,0,0,0,5,0,5,0,0,0,0,0,0,11,4,21
SAL10433,..,81,81,133,9,139,36,0,36,25,0,27,11,0,11,6,0,6,224,87,313
SAL10434,..,9,9,9,0,11,3,0,3,0,0,0,0,0,0,0,0,0,16,11,27
SAL10435,..,5,5,10,0,10,5,0,5,10,0,9,0,0,0,0,0,0,23,5,32
SAL10436,..,3,3,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,10,3,14
SAL10437,..,19,19,33,0,35,6,0,6,8,0,8,6,0,6,5,0,5,65,21,87
SAL10438,..,292,292,373,27,401,163,3,164,220,0,217,82,0,82,31,0,31,858,328,1191
SAL10439,..,8,8,13,5,14,7,0,7,0,0,0,0,0,0,0,0,0,13,9,28
SAL10440,..,69,69,55,0,60,23,0,21,43,0,43,18,0,18,29,0,29,168,75,238
SAL10441,..,132,132,149,14,166,52,0,53,52,0,52,23,0,23,9,0,9,286,152,438
SAL10442,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10443,..,12,12,17,0,19,15,0,15,8,0,8,5,0,5,5,0,5,42,8,51
SAL10444,..,0,0,13,0,13,4,0,4,3,0,3,0,0,0,0,0,0,21,0,25
SAL10445,..,8,8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,11,18
SAL10446,..,13,13,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,24,13,37
SAL10447,..,8,8,11,0,13,0,0,0,0,0,0,4,0,4,0,0,0,22,8,29
SAL10448,..,204,204,275,12,284,113,0,113,106,0,106,42,0,42,30,0,30,560,220,777
SAL10449,..,83,83,167,8,173,64,0,67,87,0,87,39,0,39,13,0,13,376,94,467
SAL10450,..,124,124,321,10,331,200,0,200,266,0,264,123,0,125,48,0,49,954,138,1095
SAL10451,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10452,..,955,955,985,87,1075,336,10,347,257,3,264,115,0,117,63,0,66,1758,1056,2818
SAL10453,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4
SAL10454,..,196,196,201,10,211,59,3,59,52,0,51,23,0,23,11,0,10,344,214,555
SAL10455,..,10,10,22,0,22,0,0,0,4,0,4,3,0,3,5,0,5,34,10,48
SAL10456,..,22,22,57,3,59,26,0,26,24,0,24,21,0,21,8,0,8,136,19,159
SAL10457,..,7,7,19,0,23,6,0,6,12,0,12,4,0,4,0,0,0,47,9,59
SAL10458,..,23,23,45,0,45,13,0,13,15,0,15,10,0,10,0,0,0,79,23,104
SAL10459,..,0,0,3,0,3,8,0,8,6,0,6,0,0,0,0,0,0,11,0,16
SAL10460,..,0,0,4,4,9,3,0,3,3,0,3,0,0,0,0,0,0,14,4,12
SAL10461,..,75,75,57,8,64,19,0,14,9,0,9,0,0,0,5,0,5,88,86,168
SAL10462,..,1457,1457,1316,428,1745,544,160,707,379,32,419,106,14,116,45,3,49,2392,2093,4484
SAL10463,..,1867,1867,1557,507,2067,514,173,681,391,34,434,91,7,100,23,5,29,2585,2590,5174
SAL10464,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10465,..,1494,1494,1421,258,1674,528,103,632,410,38,453,94,9,108,39,4,40,2490,1909,4405
SAL10466,..,341,341,576,25,604,242,4,249,214,0,217,90,0,95,41,0,42,1168,374,1543
SAL10467,..,71,71,259,4,259,134,0,134,181,0,182,71,0,71,24,0,24,661,76,735
SAL10468,..,245,245,495,22,518,144,5,153,165,0,165,50,0,55,29,0,29,890,283,1174
SAL10469,..,461,461,642,29,673,555,3,556,616,0,617,312,4,317,249,0,247,2376,499,2870
SAL10470,..,184,184,430,16,450,373,5,374,448,0,446,292,0,292,244,0,244,1786,205,1990
SAL10471,..,12,12,18,0,18,10,0,10,0,0,0,6,0,6,4,0,4,36,12,46
SAL10472,..,165,165,352,21,369,149,4,150,177,0,180,71,0,71,56,0,56,810,190,997
SAL10473,..,11,11,12,0,14,9,0,11,8,0,8,5,0,5,0,0,0,35,18,54
SAL10474,..,9,9,8,0,8,5,0,5,0,0,0,5,0,5,4,0,4,25,9,32
SAL10475,..,214,214,259,16,276,73,3,73,53,0,53,19,0,19,13,0,13,416,233,650
SAL10476,..,11,11,19,0,19,3,0,3,0,0,0,0,0,0,5,0,5,32,11,45
SAL10477,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10478,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10479,..,14,14,12,0,12,4,0,4,3,0,3,0,0,0,0,0,0,27,14,34
SAL10480,..,178,178,225,18,240,85,7,90,89,0,90,33,0,33,17,0,17,439,205,647
SAL10481,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8
SAL10482,..,7,7,12,0,12,5,0,5,7,0,7,5,0,5,0,0,0,28,11,36
SAL10483,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10484,..,3,3,13,0,13,3,0,3,8,0,8,7,0,7,4,0,4,30,3,34
SAL10485,..,47,47,64,7,71,19,0,19,17,0,17,11,0,11,4,0,4,117,52,167
SAL10486,..,6,6,11,0,11,3,0,3,0,0,0,5,0,5,4,0,4,24,6,23
SAL10487,..,20,20,12,0,12,5,0,5,7,0,7,0,0,0,6,0,6,34,20,49
SAL10488,..,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13
SAL10489,..,0,0,8,0,8,0,0,0,3,0,3,0,0,0,3,0,3,13,0,13
SAL10490,..,3,3,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,13,3,14
SAL10491,..,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6
SAL10492,..,6,6,17,0,22,3,0,3,11,0,11,0,0,0,5,0,5,35,13,47
SAL10493,..,186,186,191,18,209,92,0,97,57,0,57,26,0,26,16,0,16,382,200,584
SAL10494,..,40,40,48,4,46,25,6,29,21,0,21,13,0,13,8,0,8,116,41,157
SAL10495,..,0,0,8,0,8,4,0,4,0,0,0,0,0,0,0,0,0,6,0,6
SAL10496,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
SAL10497,..,7,7,9,0,13,0,0,0,3,0,3,4,0,4,0,0,0,17,3,23
SAL10498,..,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL10499,..,82,82,127,22,144,110,16,131,121,9,129,57,5,60,13,0,16,426,139,562
SAL10500,..,0,0,9,0,9,6,0,6,3,0,3,0,0,0,0,0,0,12,0,18
SAL10501,..,226,226,264,9,274,69,0,69,51,0,51,35,0,35,25,0,25,447,240,684
SAL10502,..,10,10,37,0,40,3,0,3,9,0,9,6,0,6,0,0,0,53,17,70
SAL10503,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10504,..,6,6,17,0,17,0,0,0,4,0,4,0,0,0,0,0,0,29,6,31
SAL10505,..,5,5,11,0,10,3,0,3,3,0,3,0,0,0,5,0,5,23,3,28
SAL10506,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SAL10507,..,11,11,15,0,14,5,0,5,8,0,8,5,0,5,0,0,0,29,9,42
SAL10508,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10509,..,3,3,16,0,16,0,0,0,6,0,6,6,0,6,0,0,0,31,3,32
SAL10510,..,14,14,35,0,35,11,0,11,8,0,8,9,0,9,0,0,0,62,14,76
SAL10511,..,13,13,70,0,70,17,0,14,31,0,31,21,0,21,3,0,3,141,16,160
SAL10512,..,6,6,18,0,20,0,0,0,9,0,9,0,0,0,0,0,0,28,5,34
SAL10513,..,617,617,1102,41,1140,800,3,801,888,0,884,569,0,568,430,0,430,3781,664,4449
SAL10514,..,13,13,11,4,15,3,0,3,9,0,9,4,0,4,0,0,0,31,14,45
SAL10515,..,1144,1144,1329,133,1462,856,18,873,883,8,893,271,3,275,101,0,101,3436,1312,4748
SAL10516,..,4,4,3,0,3,7,0,7,5,0,5,6,0,6,4,0,4,27,4,30
SAL10517,..,7,7,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,7,7,17
SAL10518,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10519,..,3,3,7,0,7,0,0,0,0,0,0,3,0,3,0,0,0,9,3,10
SAL10520,..,175,175,143,3,147,100,6,102,63,0,63,39,0,39,24,0,24,366,184,554
SAL10521,..,205,205,355,16,371,165,3,169,213,3,214,96,0,96,35,0,35,862,220,1084
SAL10522,..,8,8,9,0,9,8,0,8,14,0,14,0,0,0,0,0,0,31,8,37
SAL10523,..,0,0,7,0,7,0,0,0,6,0,6,0,0,0,4,0,4,18,0,17
SAL10524,..,69,69,122,6,133,93,0,90,130,0,130,49,0,49,31,0,31,419,78,497
SAL10525,..,8,8,18,0,18,4,0,4,6,0,6,6,0,6,0,0,0,30,8,41
SAL10526,..,77,77,155,10,165,113,0,113,98,0,98,48,0,48,21,0,21,442,88,528
SAL10527,..,274,274,210,22,232,85,0,91,99,0,99,46,0,46,21,0,21,460,295,755
SAL10528,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5
SAL10529,..,11,11,27,6,30,4,0,4,0,0,0,0,0,0,4,0,4,38,11,50
SAL10530,..,4,4,6,0,9,6,0,6,0,0,0,0,0,0,0,0,0,17,7,17
SAL10531,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6
SAL10532,..,10,10,12,4,16,4,0,4,0,0,0,3,0,3,0,0,0,30,8,43
SAL10533,..,44,44,87,3,94,33,0,33,22,0,22,19,0,19,7,0,7,174,48,223
SAL10534,..,1413,1413,1795,59,1856,451,16,463,491,5,501,207,8,210,79,0,79,3020,1505,4523
SAL10535,..,142,142,141,19,162,43,0,43,48,0,48,32,0,32,17,0,18,274,164,444
SAL10536,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10537,..,132,132,478,21,496,456,7,457,578,0,580,204,0,202,75,0,75,1792,160,1948
SAL10538,..,18,18,32,0,31,8,0,8,16,0,16,10,0,10,4,0,4,66,16,83
SAL10539,..,13,13,13,3,17,5,0,5,0,0,0,0,0,0,0,0,0,16,17,39
SAL10540,..,702,702,891,82,973,549,15,568,514,10,523,245,0,249,200,0,196,2400,803,3208
SAL10541,..,3,3,10,0,17,5,0,5,0,0,0,4,0,4,0,0,0,23,6,29
SAL10542,..,55,55,95,8,96,57,6,65,70,0,74,19,0,19,18,0,18,260,66,325
SAL10543,..,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10
SAL10544,..,245,245,248,8,259,79,0,81,69,0,69,28,0,28,13,0,13,440,255,697
SAL10545,..,25,25,89,0,92,39,0,39,39,0,39,28,0,28,9,0,9,205,23,227
SAL10546,..,125,125,243,11,252,133,0,135,140,0,140,83,0,83,26,0,26,631,135,771
SAL10547,..,15,15,43,3,44,14,0,14,12,0,12,9,0,9,9,0,9,77,18,94
SAL10548,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12
SAL10549,..,85,85,96,12,103,40,0,40,37,0,37,15,0,15,18,0,18,208,94,296
SAL10550,..,14,14,23,6,25,3,0,3,4,0,4,0,0,0,4,0,4,38,15,51
SAL10551,..,19,19,24,5,30,10,0,10,3,0,3,3,0,3,8,0,8,48,26,75
SAL10552,..,3,3,23,0,23,5,0,8,7,0,7,3,0,3,0,0,0,30,0,40
SAL10553,..,4,4,7,0,9,5,0,5,0,0,0,0,0,0,0,0,0,16,7,19
