SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL10146,368,932,0,0,0,0,0,0,13,22,0,0,0,0,0,0,3,7,16,29,0,0,0,0,0,0,0,0,0,0,0,0,385,965,70,..,457,965
SAL10147,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53,5,..,24,53
SAL10148,113,316,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,315,11,..,129,315
SAL10149,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,..,11,20
SAL10150,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,..,7,11
SAL10151,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50,8,..,29,50
SAL10152,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,63,9,..,31,63
SAL10153,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,0,..,15,38
SAL10154,1091,3294,109,271,623,1529,728,1801,505,1128,507,1014,171,289,75,129,9,21,1269,2575,0,0,0,0,0,0,59,109,64,108,5,13,3151,7797,216,..,3369,7797
SAL10155,1007,3264,14,19,20,54,29,72,0,0,7,10,0,0,0,0,0,0,7,10,0,0,0,0,0,0,8,21,8,21,0,0,1048,3363,45,..,1095,3363
SAL10156,1531,4303,188,348,367,792,557,1144,28,48,0,0,0,0,0,0,6,8,35,58,0,0,0,0,0,0,12,24,12,24,0,5,2131,5530,104,..,2233,5530
SAL10157,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,..,6,23
SAL10158,47,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,43,119,14,..,54,119
SAL10159,12,18,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,11,..,17,29
SAL10160,55,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,124,5,..,58,124
SAL10161,28,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,89,3,..,35,89
SAL10162,72,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,74,195,5,..,88,195
SAL10163,2293,5279,854,1442,572,987,1429,2429,330,480,36,51,67,120,0,0,4,9,433,663,9,6,139,192,0,0,13,27,154,223,40,51,4357,8644,383,..,4745,8644
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10165,974,2622,671,1555,1111,2702,1785,4253,351,633,747,1250,493,858,87,147,8,10,1684,2900,0,0,3,5,0,0,11,29,24,36,4,10,4473,9822,572,..,5037,9822
SAL10166,125,335,48,126,310,802,367,930,54,77,98,142,130,189,27,51,0,0,299,455,0,0,0,0,0,0,0,0,0,0,0,7,795,1730,138,..,931,1730
SAL10167,268,685,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,690,20,..,290,690
SAL10168,140,415,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,433,13,..,165,433
SAL10169,411,975,25,34,0,0,25,34,3,5,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,4,0,0,10,12,6,23,460,1042,150,..,606,1042
SAL10170,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,..,15,34
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10172,41,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,130,38,..,83,130
SAL10173,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,..,3,11
SAL10174,265,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,270,779,17,..,287,779
SAL10175,860,2380,7,14,7,25,20,38,8,14,0,0,0,0,0,0,14,27,23,36,0,0,0,0,0,0,5,8,5,10,0,0,912,2464,74,..,990,2464
SAL10176,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,3,..,25,36
SAL10177,47,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,125,13,..,57,125
SAL10178,1617,4902,16,23,154,397,168,423,0,0,48,50,0,0,0,0,0,5,44,54,0,0,0,0,0,0,0,0,0,0,0,0,1826,5379,45,..,1867,5379
SAL10179,857,2556,77,195,22,52,98,246,11,25,25,55,77,158,0,0,8,12,121,249,0,0,0,0,0,0,25,65,25,65,0,0,1105,3116,59,..,1162,3116
SAL10180,9,10,0,7,25,61,27,70,0,0,0,0,169,335,0,0,0,0,169,335,0,0,0,0,0,0,0,0,0,0,0,0,203,415,22,..,228,415
SAL10181,3292,11845,178,582,929,3014,1112,3595,446,1017,3100,7881,1669,4153,1116,3117,83,232,6419,16400,0,0,0,0,0,0,119,333,119,333,36,100,10980,32278,1198,..,12177,32278
SAL10182,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,..,3,5
SAL10183,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,47,25,..,44,47
SAL10184,54,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,134,17,..,78,134
SAL10185,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,5,..,17,20
SAL10186,4025,10874,1832,3327,468,961,2296,4288,166,254,42,44,0,0,0,0,8,21,214,319,0,0,0,0,0,0,0,0,0,0,4,0,6535,15482,382,..,6914,15482
SAL10187,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,..,15,29
SAL10188,210,593,3,8,107,284,108,289,117,208,74,90,0,0,0,0,0,0,199,299,0,0,0,0,0,0,0,0,0,0,0,0,523,1188,109,..,626,1188
SAL10189,52,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,95,64,..,116,95
SAL10190,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,..,15,16
SAL10191,271,623,0,6,0,0,0,6,7,7,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,6,5,6,5,6,26,291,665,24,..,317,665
SAL10192,0,0,0,0,0,4,0,4,0,0,0,0,7,13,92,164,0,0,99,178,0,0,0,0,0,0,0,0,0,0,0,0,104,182,111,..,214,182
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10194,1124,3763,8,22,89,239,95,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,4030,25,..,1252,4030
SAL10195,1333,4699,72,230,173,570,240,798,0,5,0,0,0,0,0,0,36,90,32,94,0,0,0,0,0,0,0,0,0,0,3,5,1610,5597,89,..,1701,5597
SAL10196,689,2040,24,46,28,88,51,135,0,7,25,42,0,0,0,0,9,15,38,69,0,0,0,0,0,0,17,29,17,29,0,0,798,2274,52,..,850,2274
SAL10197,520,1657,119,255,100,274,214,531,41,48,0,0,0,0,0,0,6,18,51,68,0,0,0,0,0,0,0,4,0,4,0,0,793,2259,38,..,823,2259
SAL10198,185,417,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,426,35,..,233,426
SAL10199,1386,4084,98,144,0,0,98,144,19,18,0,0,0,0,0,0,3,17,23,35,0,0,43,48,0,0,0,9,47,54,7,9,1553,4328,71,..,1622,4328
SAL10200,576,1252,71,88,0,6,72,96,16,16,0,0,0,0,0,0,0,0,16,16,0,0,3,7,0,0,9,19,14,28,4,3,672,1391,178,..,853,1391
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10202,73,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,74,179,6,..,78,179
SAL10203,150,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,8,3,10,0,0,153,366,47,..,209,366
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10205,611,1676,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,616,1687,23,..,639,1687
SAL10206,664,1610,62,85,0,0,62,85,18,17,0,0,0,0,0,0,0,0,18,17,3,4,0,0,0,0,0,0,5,7,0,4,746,1726,109,..,859,1726
SAL10207,598,1156,8,12,0,0,8,12,10,11,0,0,0,0,0,0,0,0,10,11,4,6,3,0,0,0,0,6,9,10,0,0,621,1188,141,..,759,1188
SAL10208,2012,5272,8,12,17,41,24,50,222,366,15,27,0,0,0,0,4,5,238,404,0,0,0,0,0,0,0,0,0,0,0,3,2278,5731,119,..,2399,5731
SAL10209,174,497,5,9,23,74,28,79,14,33,0,0,0,0,0,0,0,0,14,33,49,57,0,0,0,0,0,0,47,57,0,4,269,681,27,..,293,681
SAL10210,53,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,135,7,..,55,135
SAL10211,41,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,88,37,..,77,88
SAL10212,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,..,4,10
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10214,71,183,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,186,38,..,109,186
SAL10215,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,..,11,14
SAL10216,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,14,32,5,..,15,32
SAL10217,155,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,153,373,20,..,181,373
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10219,63,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,139,8,..,68,139
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10221,46,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,123,10,..,50,123
SAL10222,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,10,..,18,17
SAL10223,573,1403,23,52,0,5,26,52,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,602,1463,105,..,707,1463
SAL10224,2010,6999,174,525,385,1337,564,1863,143,235,27,57,0,0,0,7,36,110,202,409,0,0,0,0,0,0,8,23,8,23,5,18,2787,9307,201,..,2985,9307
SAL10225,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,..,4,8
SAL10226,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,80,9,..,39,80
SAL10227,3713,10041,288,398,220,416,514,817,429,711,0,0,0,0,0,0,0,9,434,720,3,7,0,0,0,0,4,6,8,13,0,5,4673,11595,325,..,4998,11595
SAL10228,550,1259,50,86,67,123,114,211,127,188,0,0,0,0,0,0,5,6,128,190,5,11,0,4,0,0,0,0,10,18,11,14,812,1688,315,..,1128,1688
SAL10229,309,699,73,111,38,65,119,176,263,400,26,28,30,39,0,0,0,0,317,473,14,25,10,7,0,0,0,0,19,28,5,7,775,1385,280,..,1050,1385
SAL10230,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,30,0,..,11,30
SAL10231,1627,3592,785,1347,206,319,989,1667,591,891,9,8,0,0,0,0,3,5,603,903,4,8,0,0,0,0,18,35,22,41,16,17,3246,6223,517,..,3764,6223
SAL10232,488,1107,16,14,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,10,0,0,509,1135,64,..,572,1135
SAL10233,9256,28904,307,632,1322,3573,1630,4208,255,521,469,1085,528,1221,69,180,59,156,1383,3156,0,0,0,0,0,0,0,0,0,0,12,18,12276,36292,640,..,12915,36292
SAL10234,95,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,263,9,..,99,263
SAL10235,326,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,9,0,7,330,743,371,..,705,743
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10237,878,2527,28,66,329,526,359,592,220,285,68,94,0,0,0,0,8,15,301,402,0,0,3,4,0,0,0,0,3,4,3,13,1544,3535,164,..,1707,3535
SAL10238,2132,6948,30,66,108,289,133,355,86,195,0,0,0,0,0,0,31,76,118,272,0,0,0,0,0,0,0,0,0,0,6,14,2392,7587,94,..,2484,7587
SAL10239,77,226,98,226,112,299,212,524,32,76,97,189,49,74,0,0,3,15,174,354,0,0,0,0,0,0,0,13,0,13,7,10,475,1116,60,..,536,1116
SAL10240,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,53,3,..,31,53
SAL10241,22,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,70,15,..,36,70
SAL10242,51,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,122,29,..,74,122
SAL10243,2551,8897,0,0,21,52,21,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2574,8953,53,..,2625,8953
SAL10244,42,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,47,114,12,..,62,114
SAL10245,75,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,183,4,..,81,183
SAL10246,14,45,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49,10,..,26,49
SAL10247,50,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,119,7,..,56,119
SAL10248,308,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,310,872,18,..,329,872
SAL10249,2736,8546,44,103,129,310,176,411,116,197,30,76,270,622,0,0,9,25,437,928,0,0,0,0,0,0,4,10,4,10,11,16,3363,9904,169,..,3527,9904
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL10251,124,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,128,336,9,..,131,336
SAL10252,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,0,..,14,25
SAL10253,1736,4219,151,213,23,37,176,252,49,58,0,0,0,0,0,0,7,10,47,63,0,0,6,11,0,0,3,14,8,26,3,13,1982,4576,177,..,2162,4576
SAL10254,40,119,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,123,12,..,52,123
SAL10255,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,7,..,15,23
SAL10256,59,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,111,19,..,77,111
SAL10257,1460,4593,264,579,251,723,517,1301,87,134,53,105,45,87,0,0,13,24,195,345,0,0,0,0,0,0,10,22,10,22,6,4,2184,6268,138,..,2325,6268
SAL10258,48,156,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,160,11,..,57,160
SAL10259,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,..,11,12
SAL10260,41,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,108,3,..,43,108
SAL10261,164,549,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,552,9,..,178,552
SAL10262,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,4,..,19,42
SAL10263,1997,6977,3,4,384,1191,389,1201,0,0,0,0,0,4,34,58,0,11,35,67,0,0,0,0,0,0,0,0,0,0,0,0,2423,8245,185,..,2605,8245
SAL10264,834,2171,228,415,392,915,623,1332,78,121,79,116,0,0,0,3,4,5,159,247,0,0,0,0,0,0,7,7,7,7,3,5,1621,3763,81,..,1699,3763
SAL10265,44,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,98,0,..,50,98
SAL10266,92,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,0,0,96,232,26,..,121,232
SAL10267,44,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,112,22,..,72,112
SAL10268,748,2093,59,137,0,0,63,143,0,3,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,5,0,5,0,0,816,2244,51,..,867,2244
SAL10269,290,756,6,6,0,0,6,6,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,305,771,24,..,323,771
SAL10270,114,280,4,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,121,295,21,..,142,295
SAL10271,1372,4420,58,142,116,314,169,456,283,635,1151,2351,910,1758,126,211,13,36,2489,4993,0,0,0,0,0,0,14,28,14,28,7,15,4056,9911,467,..,4521,9911
SAL10272,34,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,78,3,..,38,78
SAL10273,1369,3437,68,86,15,23,80,112,6,10,0,0,0,0,0,6,5,6,10,23,5,5,0,0,0,0,3,4,8,15,7,17,1469,3595,101,..,1566,3595
SAL10274,43,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,111,3,..,45,111
SAL10275,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,12,..,24,35
SAL10276,2162,5419,286,437,109,185,397,622,164,256,70,101,189,303,23,30,15,24,458,712,0,0,50,62,0,0,19,50,73,115,11,19,3098,6891,214,..,3314,6891
SAL10277,2040,5553,137,216,78,166,216,388,26,42,0,0,0,0,0,0,8,16,37,55,0,0,0,0,0,0,9,9,9,9,0,0,2300,6006,100,..,2399,6006
SAL10278,347,861,28,43,22,52,56,93,16,23,0,0,0,0,0,0,0,0,16,23,12,24,0,0,0,0,0,0,12,24,0,8,435,1008,31,..,463,1008
SAL10279,2085,6561,142,357,313,853,453,1207,1405,2988,341,742,395,857,0,0,50,155,2195,4750,0,0,0,0,0,0,16,43,16,43,3,14,4760,12582,460,..,5217,12582
SAL10280,90,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,235,13,..,102,235
SAL10281,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,..,6,17
SAL10282,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,..,5,3
SAL10283,2310,7231,47,66,230,515,277,581,281,399,26,35,4,10,0,0,10,11,320,450,0,0,0,0,0,0,0,0,0,0,3,4,2913,8272,170,..,3090,8272
SAL10284,237,536,3,4,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,240,547,55,..,291,547
SAL10285,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,69,12,..,39,69
SAL10286,54,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,129,19,..,74,129
SAL10287,45,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,34,0,0,0,0,25,35,0,0,73,152,9,..,85,152
SAL10288,46,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,117,110,..,163,117
SAL10289,188,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,9,193,449,58,..,250,449
SAL10290,53,113,13,20,0,4,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,136,12,..,79,136
SAL10291,80,225,10,16,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,244,8,..,95,244
SAL10292,37,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,97,21,..,58,97
SAL10293,34,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,89,0,..,34,89
SAL10294,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,..,3,16
SAL10295,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,..,4,0
SAL10296,17,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65,0,..,17,65
SAL10297,828,2423,0,0,5,8,5,8,3,0,0,0,0,0,0,0,5,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,840,2446,31,..,872,2446
SAL10298,85,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,216,4,..,85,216
SAL10299,1669,5560,26,66,303,1003,330,1068,310,674,258,636,96,189,0,0,37,130,698,1621,0,0,0,0,0,0,35,97,35,97,6,9,2736,8350,225,..,2962,8350
SAL10300,38,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,100,7,..,47,100
SAL10301,1202,2886,98,151,5,19,102,170,5,4,7,13,0,0,0,0,12,19,24,36,0,0,0,0,0,0,0,0,0,0,4,3,1333,3101,82,..,1417,3101
